
					Các Thủ Lãnh 1				|
Mi-ca hỏi rằng: Ngươi ở đâu đến? Người Lê-vi đáp: Tôi ở Bết-lê-hem trong xứ Giu-đa đến, toan đi tới nơi nào tôi kiều ngụ được.|米 迦 問 他 說 、 你 從 那 裡 來 ． 他 回 答 說 、 從 猶 大 伯 利 恆 來 、 我 是 利 未 人 、 要 找 一 個 可 住 的 地 方 。
Mi-ca nói: Hãy ở đây với ta, làm cha và thầy tế lễ cho ta, ta sẽ cấp cho ngươi mỗi năm mười miếng bạc, một bộ áo xống, và những vật cần nuôi mình. Người Lê-vi bèn vào,|米 迦 說 、 你 可 以 住 在 我 這 裡 、 我 以 你 為 父 為 祭 司 ． 我 每 年 給 你 十 舍 客 勒 銀 子 、 一 套 衣 服 、 和 度 日 的 食 物 ． 利 未 人 就 進 了 他 的 家 。
bằng lòng ở cùng Mi-ca, và Mi-ca coi người trẻ ấy như một con trai của mình.|利 未 人 情 願 與 那 人 同 住 ． 那 人 看 這 少 年 人 如 自 己 的 兒 子 一 樣 。
Mi-ca lập người Lê-vi làm thầy tế lễ cho mình, và người ở trong nhà Mi-ca.|米 迦 分 派 這 少 年 的 利 未 人 作 祭 司 、 他 就 住 在 米 迦 的 家 裡 。
Mi-ca nói: Bây giờ ta biết rằng Đức Giê-hô-va sẽ làm ơn cho ta, bởi vì ta có người Lê-vi làm thầy tế lễ.|米 迦 說 、 現 在 我 知 道 耶 和 華 必 賜 福 與 我 、 因 我 有 一 個 利 未 人 作 祭 司 。

					Các Thủ Lãnh 18				|
						士師記 18					
Đương lúc đó, chẳng có một vua nơi Y-sơ-ra-ên; chính hồi ấy, chi phái Đan đi tìm một địa phận đặng lập nghiệp; vì từ trước đến giờ, trong chi phái Y-sơ-ra-ên, chi phái nầy chưa nhận được sản nghiệp nào hết.|那 時 以 色 列 中 沒 有 王 ． 但 支 派 的 人 仍 是 尋 地 居 住 、 因 為 到 那 日 子 、 他 們 還 沒 有 在 以 色 列 支 派 中 得 地 為 業 。
Vậy, người Đan chọn trong chi phái mình năm người mạnh dạn, sai từ Xô-rê -a và Ê-ta-ôn đi khắp nơi do thám xứ, và dặn họ rằng: Hãy đi do thám xứ. Chúng sang qua núi Ep-ra-im, đến nhà Mi-ca, và ngủ đêm ở đó.|但 人 從 瑣 拉 和 以 實 陶 、 打 發 本 族 中 的 五 個 勇 士 、 去 仔 細 窺 探 那 地 ． 吩 咐 他 們 說 、 你 們 去 窺 探 那 地 ． 他 們 來 到 以 法 蓮 山 地 、 進 了 米 迦 的 住 宅 、 就 在 那 裡 住 宿 。
Chúng đương ở gần bên nhà Mi-ca, thì nghe tiếng của gã trẻ tuổi, là người Lê-vi, bèn lại gần mà hỏi rằng: Ai dẫn ngươi đến đây? Ngươi ở đây làm chi, và ở chỗ nầy có gì?|他 們 臨 近 米 迦 的 住 宅 、 聽 出 那 少 年 利 未 人 的 口 音 來 、 就 進 去 問 他 說 、 誰 領 你 到 這 裡 來 、 你 在 這 裡 作 甚 麼 、 你 在 這 裡 得 甚 麼 。
Người đáp: Mi-ca có đãi tôi thế nầy, thế nầy, cấp cho tôi lương tiền, dùng tôi làm thầy tế lễ cho người.|他 回 答 說 、 米 迦 待 我 如 此 如 此 、 請 我 作 祭 司 。
Chúng tiếp: Thế thì, hãy hỏi ý Đức Chúa Trời, để chúng ta biết con đường chúng ta đi đây sẽ có may mắn chăng.|他 們 對 他 說 、 請 你 求 問 　 神 、 使 我 們 知 道 所 行 的 道 路 、 通 達 不 通 達 。
Thầy tế lễ đáp: Hãy đi bình an, Đức Giê-hô-va đoái đến con đường của các ngươi đi.|祭 司 對 他 們 說 、 你 們 可 以 平 平 安 安 的 去 、 你 們 所 行 的 道 路 是 在 耶 和 華 面 前 的 。
Vậy, năm người ấy lên đường, đến La-ít, thấy dân sự tại đó có thói tục dân Si-đôn, ở an ổn, bình tịnh, và vững chắc. Trong kẻ quản hạt xứ đó, chẳng có ai làm cho chúng bị hại chút đỉnh nào hết; chúng vốn cách xa dân Si-đôn, chẳng có việc chi với ai cả.|五 人 就 走 了 、 來 到 拉 億 、 見 那 裡 的 民 安 居 無 慮 、 如 同 西 頓 人 安 居 一 樣 ． 在 那 地 沒 有 人 掌 權 擾 亂 他 們 ． 他 們 離 西 頓 人 也 遠 、 與 別 人 沒 有 來 往 。
Kế ấy, năm người trở về cùng các anh em mình tại Xô-rê -a và Ê-ta-ôn, thì anh em hỏi chúng rằng: Các anh đã làm gì?|五 人 回 到 瑣 拉 和 以 實 陶 見 他 們 的 弟 兄 ． 弟 兄 問 他 們 說 、 你 們 有 甚 麼 話 。
Năm người đáp: Hè! hãy đi lên đánh chúng nó, vì chúng tôi có thấy xứ ấy thật lấy làm tốt nhứt. Ua kìa! anh em ở đó chẳng làm chi sao? Chớ nên biếng nhác mà đi lên chiếm lấy xứ ấy làm sản nghiệp.|他 們 回 答 說 、 起 來 、 我 們 上 去 攻 擊 他 們 罷 ． 我 們 已 經 窺 探 那 地 、 見 那 地 甚 好 ． 你 們 為 何 靜 坐 不 動 呢 ． 要 急 速 前 往 得 那 地 為 業 、 不 可 遲 延 。
Khi anh em vào xứ đó, sẽ đến cùng một dân an ổn. Xứ ấy thật rất rộng, và Đức Chúa Trời đã phó nó vào tay anh em; quả thật một nơi chẳng thiếu vật chi đất sanh sản.|你 們 到 了 那 裡 、 必 看 見 安 居 無 慮 的 民 、 地 也 寬 闊 ． 　 神 已 將 那 地 交 在 你 們 手 中 ． 那 地 百 物 俱 全 、 一 無 所 缺 。
Vậy, sáu trăm người về dòng Đan cầm binh khí, đi từ Xô-rê -a và Ê-ta-ôn|於 是 但 族 中 的 六 百 人 、 各 帶 兵 器 、 從 瑣 拉 和 以 實 陶 前 往 。
lên đóng trại tại Ki-ri-át-Giê -a-rim, trong đất Giu-đa; nên chỗ đó hãy còn gọi là trại quân Đan cho đến ngày nay; nó ở phía sau Ki-ri-át-Giê -a-rim.|上 到 猶 大 的 基 列 耶 琳 、 在 基 列 耶 琳 後 邊 安 營 ． 因 此 那 地 方 名 叫 瑪 哈 尼 但 、 直 到 今 日 。
Từ đó chúng đi sang núi Ep-ra-im và đến nhà Mi-ca.|他 們 從 那 裡 往 以 法 蓮 山 地 去 、 來 到 米 迦 的 住 宅 。
Bấy giờ, năm người đã đi do thám xứ La-ít cất tiếng nói cùng anh em mình rằng: Trong nhà nầy có một cái ê-phót, những thê-ra-phim, và một tượng chạm với chơn bằng vàng gang; anh em có biết chăng? Vậy, bây giờ hãy xem điều anh em phải làm.|從 前 窺 探 拉 億 地 的 五 個 人 、 對 他 們 的 弟 兄 說 、 這 宅 子 裡 有 以 弗 得 、 和 家 中 的 神 像 、 並 雕 刻 的 像 、 與 鑄 成 的 像 、 你 們 知 道 麼 ． 現 在 你 們 要 想 一 想 當 怎 樣 行 。
Chúng bèn lại gần, vào nhà người Lê-vi trẻ tuổi, tức là vào nhà của Mi-ca, và chào người.|五 人 就 進 入 米 迦 的 住 宅 、 到 了 那 少 年 利 未 人 的 房 內 問 他 好 。
Sáu trăm người về dòng Đan cầm binh khí giữ ở ngoài cửa.|那 六 百 但 人 、 各 帶 兵 器 、 站 在 門 口 。
Nhưng năm người đã đi do thám xứ, đi lên, vào nhà, và cướp lấy tượng chạm, chơn bằng gang, ê-phót, và những thê-ra-phim, đương khi thầy tế lễ đứng tại cửa cùng sáu trăm người cầm binh khí.|窺 探 地 的 五 個 人 走 進 去 、 將 雕 刻 的 像 、 以 弗 得 、 家 中 的 神 像 、 並 鑄 成 的 像 、 都 拿 了 去 ． 祭 司 和 帶 兵 器 的 六 百 人 、 一 同 站 在 門 口 。
Năm người đó vào nhà cướp lấy các vật ấy rồi, thầy tế lễ bèn hỏi chúng rằng: Các ngươi làm chi vậy?|那 五 個 人 進 入 米 迦 的 住 宅 、 拿 出 雕 刻 的 像 、 以 弗 得 、 家 中 的 神 像 、 並 鑄 成 的 像 、 祭 司 就 問 他 們 說 、 你 們 作 甚 麼 呢 。
Chúng đáp rằng: Hãy nín đi, lấy tay bụm miệng lại, và đến cùng chúng ta, làm cha và thầy tế lễ cho chúng ta. Ngươi làm thầy tế lễ cho một nhà, hay là làm thầy tế lễ cho một chi phái, một họ hàng trong Y-sơ-ra-ên, điều nào khá hơn?|他 們 回 答 說 、 不 要 作 聲 、 用 手 摀 口 、 跟 我 們 去 罷 、 我 們 必 以 你 為 父 、 為 祭 司 ． 你 作 一 家 的 祭 司 好 呢 、 還 是 作 以 色 列 一 族 一 支 派 的 祭 司 好 呢 。
Thầy tế lễ mừng lòng, lấy ê-phót, những thê-ra-phim, và tượng chạm, rồi nhập với bọn ấy.|祭 司 心 裡 喜 悅 、 便 拿 著 以 弗 得 和 家 中 的 神 像 、 並 雕 刻 的 像 、 進 入 他 們 中 間 。
Chúng bèn xây lại, lên đường, để cho con trẻ, súc vật, và đồ hành lý đi trước.|他 們 就 轉 身 離 開 那 裡 、 妻 子 、 兒 女 、 牲 畜 、 財 物 、 都 在 前 頭 。
Chúng đã đi xa khỏi nhà Mi-ca rồi, có những kẻ ở gần nhà Mi-ca nhóm lại đuổi theo người Đan.|離 米 迦 的 住 宅 已 遠 、 米 迦 的 近 鄰 都 聚 集 來 、 追 趕 但 人 、
Vì chúng kêu la sau họ, người Đan xây lại mà nói cùng Mi-ca rằng: Ngươi có điều chi? Vì sao ngươi có nhóm lại những kẻ đó?|呼 叫 但 人 ． 但 人 回 頭 問 米 迦 說 、 你 聚 集 這 許 多 人 來 作 甚 麼 呢 。
Mi-ca đáp: Các ngươi đã cướp lấy các thần ta đã làm nên, và luôn thầy tế lễ, mà đi. Còn chi lại cho ta? Sao các ngươi còn hỏi rằng ta có làm điều chi?|米 迦 說 、 你 們 將 我 所 作 的 神 像 、 和 祭 司 都 帶 了 去 、 我 還 有 所 剩 的 麼 ． 怎 麼 還 問 我 說 、 作 甚 麼 呢 。
Người Đan đáp cùng Mi-ca rằng: Chớ cho ta nghe tiếng ngươi nữa, e có ngươi nổi giận xông hãm các ngươi, làm cho ngươi và nhà ngươi đều bị mất sự sống chăng.|但 人 對 米 迦 說 、 你 不 要 使 我 們 聽 見 你 的 聲 音 、 恐 怕 有 性 暴 的 人 攻 擊 你 、 以 致 你 和 你 的 全 家 盡 都 喪 命 。
Bấy giờ người Đan cứ đi đường, còn Mi-ca thấy chúng mạnh hơn mình, bèn trở về nhà mình.|但 人 還 是 走 他 們 的 路 ． 米 迦 見 他 們 的 勢 力 比 自 己 強 盛 、 就 轉 身 回 家 去 了 。
Ay vậy, sau khi đã cướp lấy vật của Mi-ca đã chế ra, và thầy tế lễ người đã có trong nhà mình, thì chúng xông vào dân La-ít, là một dân ở bình tịnh, vững chắc, lấy gươm giết dân đó, rồi châm lửa đốt thành.|但 人 將 米 迦 所 作 的 神 像 、 和 他 的 祭 司 都 帶 到 拉 億 、 見 安 居 無 慮 的 民 、 就 用 刀 殺 了 那 民 、 又 放 火 燒 了 那 城 。
Chẳng có ai đến tiếp cứu dân La-ít, vì thành ở xa Si-đôn, và không giao thiệp với ai hết; nó ở trong trũng chạy về hướng Bết-Rê-hóp. Người Đan xây đắp thành lại, và ở lại đó;|並 無 人 搭 救 、 因 為 離 西 頓 遠 、 他 們 又 與 別 人 沒 有 來 往 、 城 在 平 原 、 那 平 原 靠 近 伯 利 合 ． 但 人 又 在 那 裡 修 城 居 住 、
lấy tên Đan, là tổ phụ mình, con trai của Y-sơ-ra-ên, mà đặt cho thành; còn trước kia tên thành ấy là La-ít.|照 著 他 們 始 祖 以 色 列 之 子 但 的 名 字 、 給 那 城 起 名 叫 但 ． 原 先 那 城 名 叫 拉 億 。
Đoạn, người Đan dựng tượng chạm, rồi Giô-na-than, con trai Ghẹt-sôn, cháu Môi-se, và hết thảy hậu tự của người, đều làm thầy tế lễ trong chi phái Đan cho đến ngày chúng bị lưu đày khỏi xứ.|但 人 就 為 自 己 設 立 那 雕 刻 的 像 ． 摩 西 的 孫 子 、 革 舜 的 兒 子 約 拿 單 、 和 他 的 子 孫 作 但 支 派 的 祭 司 、 直 到 那 地 遭 擄 掠 的 日 子 。
Chúng giữ tượng chạm của Mi-ca làm nên trọn trong lúc đền của Đức Chúa Trời ở tại Si-lô.|　 神 的 殿 在 示 羅 多 少 日 子 、 但 人 為 自 己 設 立 米 迦 所 雕 刻 的 像 、 也 在 但 多 少 日 子 。

					Các Thủ Lãnh 19				|
						士師記 19					
Nhằm lúc không có vua trong Y-sơ-ra-ên, có một người Lê-vi đến kiều ngụ nơi góc xa hơn hết của núi Ep-ra-im, lấy một người vợ bé ở Bết-lê-hem, thành xứ Giu-đa.|當 以 色 列 中 沒 有 王 的 時 候 、 有 住 以 法 蓮 山 地 那 邊 的 一 個 利 未 人 、 娶 了 一 個 猶 大 伯 利 恆 的 女 子 為 妾 。
Vợ bé người hành dâm, bỏ người, đi về nhà cha mình tại Bết-lê-hem trong xứ Giu-đa, và ở đó bốn tháng.|妾 行 淫 離 開 丈 夫 、 回 猶 大 伯 利 恆 、 到 了 父 家 、 在 那 裡 住 了 四 個 月 。
Chồng nàng chổi dậy, đi theo nàng, muốn lấy lời ngọt cảm lòng nàng, đặng dẫn nàng về nhà mình. Người có đem theo một đầy tớ và hai con lừa. Nàng mời người vào nhà cha mình. Cha nàng thấy người đến, ra đón rước cách vui mừng.|他 丈 夫 起 來 、 帶 著 一 個 僕 人 兩 匹 驢 去 見 他 、 用 好 話 勸 他 回 來 、 女 子 就 引 丈 夫 進 入 父 家 ． 他 父 見 了 那 人 、 便 歡 歡 喜 喜 的 迎 接 。
Ong gia người, là cha của người đờn bà trẻ, cầm người lại, và người ở nhà ông gia trong ba ngày, cùng ăn uống, và ngủ đêm tại đó.|那 人 的 岳 父 、 就 是 女 子 的 父 親 、 將 那 人 留 下 住 了 三 天 ． 於 是 二 人 一 同 喫 喝 、 住 宿 。
Ngày thứ tư, họ dậy sớm, và khi người Lê-vi sửa soạn đi ra, cha của người đờn bà trẻ bèn nói cùng rể mình rằng: Hãy dùng một miếng bánh đặng đỡ lòng con, rồi sau các ngươi sẽ đi.|到 第 四 天 、 利 未 人 清 早 起 來 要 走 ． 女 子 的 父 親 對 女 婿 說 、 請 你 喫 點 飯 、 加 添 心 力 、 然 後 可 以 行 路 。
Vậy, vợ chồng ngồi ăn uống cùng nhau. Cha của người đờn bà trẻ nói cùng người chồng rằng: Con hãy định ở lại đêm nay nữa, cho lòng con vui mừng!|於 是 二 人 坐 下 一 同 喫 喝 ． 女 子 的 父 親 對 那 人 說 、 請 你 再 住 一 夜 暢 快 你 的 心 。
Người Lê-vi dậy sớm đặng đi, nhưng ông gia ép nài quá, đến đỗi người trở lại, và ở đêm đó nữa.|那 人 起 來 要 走 、 他 岳 父 強 留 他 、 他 又 住 了 一 宿 。
Ngày thứ năm, người dậy sớm đặng ra đi, thì cha người đờn bà trẻ nói cùng người rằng: Xin con hãy dùng bữa, nán ở lại cho đến xế chiều. Rồi vợ chồng ngồi lại ăn.|到 第 五 天 、 他 清 早 起 來 要 走 ． 女 子 的 父 親 說 、 請 你 喫 點 飯 加 添 心 力 、 等 到 日 頭 偏 西 再 走 ． 於 是 二 人 一 同 喫 飯 。
Đoạn, người Lê-vi đứng dậy đặng đi cùng vợ bé và tôi tớ mình; nhưng ông gia, là cha của người đờn bà trẻ, nói rằng: Nầy, ngày đã xế, chiều hầu gần, cha xin hai con hãy ở lại đây. Ngày đã xế, hãy ở đêm lại đây, cho lòng con vui mừng. Ngày mai, hai con sẽ thức dậy sớm, đặng lên đường, và trở về nhà con.|那 人 同 他 的 妾 和 僕 人 起 來 要 走 、 他 岳 父 、 就 是 女 子 的 父 親 、 對 他 說 、 看 哪 、 日 頭 偏 西 了 、 請 你 再 住 一 夜 、 天 快 晚 了 、 可 以 在 這 裡 住 宿 暢 快 你 的 心 。 明 天 早 早 起 行 回 家 去 。
Nhưng người chồng không muốn ở đêm, bèn đứng dậy và đi. Người đến tại trước Giê-bu, tức Giê-ru-sa-lem, với hai con lừa thắng; cũng có vợ bé theo người.|那 人 不 願 再 住 一 夜 、 就 備 上 那 兩 匹 驢 、 帶 著 妾 起 身 走 了 、 來 到 耶 布 斯 的 對 面 、 耶 布 斯 就 是 耶 路 撒 冷 。
Khi hai người đến gần Giê-bu, ngày đã xế chiều rồi. Kẻ tôi tớ thưa cùng chủ rằng: Hè, chúng ta hãy xây qua đặng vào trong thành Giê-bu nầy, và ngủ đêm tại đó.|臨 近 耶 布 斯 的 時 候 、 日 頭 快 要 落 了 ． 僕 人 對 主 人 說 、 我 們 不 如 進 這 耶 布 斯 人 的 城 裡 住 宿 。
Chủ đáp rằng: Chúng ta không vào trong một thành kẻ ngoại bang, là nơi chẳng có người Y-sơ-ra-ên; chúng ta sẽ đi đến Ghi-bê -a.|主 人 回 答 說 、 我 們 不 可 進 不 是 以 色 列 人 住 的 外 邦 城 、 不 如 過 到 基 比 亞 去 。
Người lại nói cùng kẻ đầy tớ rằng: Hè, ta hãy rán đi đến một nơi nào ở đằng trước, hoặc Ghi-bê -a hay là Ra-ma, đặng ngủ đêm tại đó.|又 對 僕 人 說 、 我 們 可 以 到 一 個 地 方 、 或 住 在 基 比 亞 、 或 住 在 拉 瑪 。
Vậy, chúng cứ đi đường; khi đến gần Ghi-bê -a, là thành thuộc về Bên-gia-min, thì mặt trời lặn rồi.|他 們 就 往 前 走 ． 將 到 便 雅 憫 的 基 比 亞 、 日 頭 已 經 落 了 。
Chúng bèn quẹo vào thành Ghi-bê -a đặng ngủ đêm tại đó. Vậy, chúng đi vào, ngồi tại ngoài phố chợ của thành; vì không ai tiếp vào nhà mình đặng cho ở ban đêm.|他 們 進 入 基 比 亞 要 在 那 裡 住 宿 、 就 坐 在 城 裡 的 街 上 、 因 為 無 人 接 他 們 進 家 住 宿 。
Vả, có một người già làm việc ở ngoài đồng, buổi chiều trở về. Người ấy vốn quê ở núi Ep-ra-im, đương kiều ngụ tại Ghi-bê -a; song dân cư thành nầy là người Bên-gia-min.|晚 上 有 一 個 老 年 人 、 從 田 間 作 工 回 來 、 他 原 是 以 法 蓮 山 地 的 人 、 住 在 基 比 亞 、 那 地 方 的 人 卻 是 便 雅 憫 人 。
Người già ngước mắt lên, thấy kẻ hành khách nầy trên phố chợ của thành, bèn hỏi rằng: Ngươi ở đâu đến và đi đâu?|老 年 人 舉 目 看 見 客 人 坐 在 城 裡 的 街 上 、 就 問 他 說 、 你 從 那 裡 來 、 要 往 那 裡 去 。
Người hành khách đáp rằng: Chúng tôi đến từ Bết-lê-hem ở xứ Giu-đa, đương đi về nơi góc xa của núi Ep-ra-im, là nơi sanh tôi ra. Tôi đã đi đến Bết-lê-hem ở xứ Giu-đa, và nay tôi đến nhà của Đức Giê-hô-va, nhưng chẳng có ai tiếp tôi vào nhà mình!|他 回 答 說 、 我 們 從 猶 大 伯 利 恆 來 、 要 往 以 法 蓮 山 地 那 邊 去 、 我 原 是 那 裡 的 人 、 到 過 猶 大 伯 利 恆 、 現 在 我 往 耶 和 華 的 殿 去 、 在 這 裡 無 人 接 我 進 他 的 家 。
Vả lại, chúng tôi có rơm và cỏ cho lừa chúng tôi, rượu và bánh cho tôi, cho con đòi và cho người trai trẻ đi theo kẻ tôi tớ ông. Chẳng thiếu gì cho chúng tôi cả.|其 實 我 有 糧 草 可 以 餵 驢 、 我 與 我 的 妾 、 並 我 的 僕 人 、 有 餅 有 酒 、 並 不 缺 少 甚 麼 。
Nguời già nói: Bình an cho ngươi! Ta lãnh lo liệu mọi điều ngươi có cần dùng; ngươi sẽ chẳng ngủ đêm tại phố chợ đâu.|老 年 人 說 、 願 你 平 安 ． 你 所 需 用 的 我 都 給 你 、 只 是 不 可 在 街 上 過 夜 。
Người già bèn mời người vào nhà, và cho lừa ăn; các hành khách rửa chơn, rồi ăn và uống.|於 是 領 他 們 到 家 裡 ． 餵 上 驢 ． 他 們 就 洗 腳 喫 喝 。
Khi chúng đương ăn vui vẻ, có những người trong thành, là kẻ gian tà, vây nhà, động cửa và nói cùng ông già, là chủ nhà, rằng: Hãy đem người đã vào nhà ngươi đó ra, cho chúng ta biết hắn.|他 們 心 裡 正 歡 暢 的 時 候 、 城 中 的 匪 徒 圍 住 房 子 、 連 連 叩 門 、 對 房 主 老 人 說 、 你 把 那 進 你 家 的 人 帶 出 來 、 我 們 要 與 他 交 合 。
Chủ nhà ra đến cùng chúng, mà rằng: Hỡi anh em, đừng, xin chớ làm điều ác; vì người nầy đã vào nhà tôi, chớ phạm sự sỉ nhục nầy.|那 房 主 出 來 對 他 們 說 、 弟 兄 們 哪 、 不 要 這 樣 作 惡 ． 這 人 既 然 進 了 我 的 家 、 你 們 就 不 要 行 這 醜 事 。
Kìa, con gái ta còn đồng trinh, và vợ bé người kia; ta sẽ dẫn chúng nó ra ngoài cho anh em, anh em sẽ lăng nhục họ, đãi họ tùy ý thích anh em; nhưng với người nầy, chớ phạm điều sỉ nhục dường ấy.|我 有 個 女 兒 、 還 是 處 女 、 並 有 這 人 的 妾 、 我 將 他 們 領 出 來 任 憑 你 們 玷 辱 他 們 、 只 是 向 這 人 不 可 行 這 樣 的 醜 事 。
Song những kẻ đó không khứng nghe người. Người khách bèn bắt vợ bé người dẫn ra ngoài cho chúng, chúng biết nàng, lăng nhục nàng trọn đêm cho đến sáng; rồi đuổi nàng về rạng đông.|那 些 人 卻 不 聽 從 他 的 話 ． 那 人 就 把 他 的 妾 拉 出 去 交 給 他 們 、 他 們 便 與 他 交 合 、 終 夜 凌 辱 他 、 直 到 天 色 快 亮 纔 放 他 去 。
Gần sáng, người đờn bà đến ngã tại cửa nhà chồng nàng trọ, và nằm tại đó cho đến sáng ngày.|天 快 亮 的 時 候 、 婦 人 回 到 他 主 人 住 宿 的 房 門 前 、 就 仆 倒 在 地 、 直 到 天 亮 。
Sáng đến, chồng nàng chổi dậy, mở cửa nhà ra, đặng lên đường mình; kìa, thấy vợ bé mình nằm sải trước cửa nhà, hai tay ở trên ngạch.|早 晨 、 他 的 主 人 起 來 開 了 房 門 、 出 去 要 行 路 、 不 料 那 婦 人 仆 倒 在 房 門 前 、 兩 手 搭 在 門 檻 上 。
Người nói cùng nàng rằng: Hãy đứng dậy, chúng ta sẽ đi. Song nàng chẳng trả lời. Người bèn để nàng trên lừa mình, lên đường và trở về nhà.|就 對 婦 人 說 、 起 來 、 我 們 走 罷 ． 婦 人 卻 不 回 答 。 那 人 便 將 他 馱 在 驢 上 、 起 身 回 本 處 去 了 。
Đến nhà rồi, người lấy một con dao, nắm vợ bé mình, chặt từng tay từng chơn ra mười hai đoạn, gởi đi khắp địa phận Y-sơ-ra-ên.|到 了 家 裡 、 用 刀 將 妾 的 屍 身 切 成 十 二 塊 、 使 人 拿 著 傳 送 以 色 列 的 四 境 。
Hết thảy ai thấy sự đó, đều nói rằng: Từ khi dân Y-sơ-ra-ên ra khỏi xứ Ê-díp-tô cho đến ngày nay, người ta chưa hề làm hoặc thấy việc như vậy! Khá nghĩ đến điều đó, bàn luận nhau, và giảng ý ra.|凡 看 見 的 人 都 說 、 從 以 色 列 人 出 埃 及 地 、 直 到 今 日 、 這 樣 的 事 沒 有 行 過 、 也 沒 有 見 過 ． 現 在 應 當 思 想 、 大 家 商 議 當 怎 樣 辦 理 。

					Các Thủ Lãnh 20				|
						士師記 20					
Bấy giờ, cả dân Y-sơ-ra-ên đều kéo ra đi, từ Đan cho đến Bê -e-sê-ba, và cho đến xứ Ga-la-át; hội chúng tụ hiệp lại như một người trước mặt Đức Giê-hô-va, tại Mích-ba.|於 是 以 色 列 從 但 到 別 是 巴 、 以 及 住 基 列 地 的 眾 人 都 出 來 如 同 一 人 、 聚 集 在 米 斯 巴 耶 和 華 面 前 。
Những quan trưởng của cả dân sự, tức là của các chi phái Y-sơ-ra-ên, đều ra mắt trong hội của dân Đức Chúa Trời: có bốn trăm ngàn lính bộ, có tài cầm gươm.|以 色 列 民 的 首 領 、 就 是 各 支 派 的 軍 長 、 都 站 在 　 神 百 姓 的 會 中 ． 拿 刀 的 步 兵 共 有 四 十 萬 。
Vả, người Bên-gia-min đã hay rằng dân Y-sơ-ra-ên đi lên Mích-ba. Dân Y-sơ-ra-ên nói: Hãy thuật lại cho biết tội ác nầy đã phạm làm sao?|以 色 列 人 上 到 米 斯 巴 ． 便 雅 憫 人 都 聽 見 了 。 以 色 列 人 說 、 請 你 將 這 件 惡 事 的 情 由 對 我 們 說 明 。
Người Lê-vi, chồng của người đờn bà bị giết, đáp rằng: Tôi có vào thành Ghi-bê -a, là thành của Bên-gia-min, với vợ bé tôi, đặng ngủ đêm tại đó.|那 利 未 人 、 就 是 被 害 之 婦 人 的 丈 夫 、 回 答 說 、 我 和 我 的 妾 到 了 便 雅 憫 的 基 比 亞 住 宿 。
Nhưng dân Ghi-bê -a dấy lên cùng tôi, đương ban đêm vây nhà tôi ở; chúng đã toan giết tôi, có hành hung cùng vợ bé tôi, và nó chết vì cớ đó.|基 比 亞 人 夜 間 起 來 、 圍 了 我 住 的 房 子 、 想 要 殺 我 、 又 將 我 的 妾 強 姦 致 死 。
Đoạn, tôi nắm lấy thây vợ bé tôi, chặt nó ra từng đoạn, gởi đi khắp địa phận của sản nghiệp Y-sơ-ra-ên; vì chúng nó có phạm một tội trọng, một sự sỉ nhục trong Y-sơ-ra-ên.|我 就 把 我 妾 的 屍 身 切 成 塊 子 、 使 人 拿 著 傳 送 以 色 列 得 為 業 的 全 地 ． 因 為 基 比 亞 人 在 以 色 列 中 行 了 兇 淫 醜 惡 的 事 。
Nầy, hết thảy dân Y-sơ-ra-ên có mặt đây; anh em hãy bàn luận nhau và liệu định phải làm thế nào đây.|你 們 以 色 列 人 、 都 當 籌 劃 商 議 。
Cả dân sự đứng dậy như một người mà rằng: Chẳng ai trong chúng ta sẽ trở lại trại mình; không ai rút về nhà mình.|眾 民 都 起 來 如 同 一 人 、 說 、 我 們 連 一 人 都 不 回 自 己 帳 棚 、 自 己 房 屋 去 。
Bây giờ, nầy là điều chúng ta phải xử cho Ghi-bê -a: Chúng ta sẽ đi lên đánh thành đó theo thứ tự của thăm nhứt định.|我 們 向 基 比 亞 人 必 這 樣 行 、 照 所 掣 的 籤 去 攻 擊 他 們 。
Trong các chi phái Y-sơ-ra-ên, chúng ta phải lấy mười người trong một trăm, trăm người trong một ngàn, ngàn người trong một muôn. Chúng ta sẽ đi tìm lương thực cho dân sự; rồi khi trở về, người ta phải xử Ghi-bê -a của Bên-gia-min, tùy theo sự sỉ nhục mà thành ấy đã phạm nơi Y-sơ-ra-ên.|我 們 要 在 以 色 列 各 支 派 中 、 一 百 人 挑 取 十 人 、 一 千 人 挑 取 百 人 、 一 萬 人 挑 取 千 人 為 民 運 糧 ． 等 大 眾 到 了 便 雅 憫 的 基 比 亞 、 就 照 基 比 亞 人 在 以 色 列 中 所 行 的 醜 事 征 伐 他 們 。
Ay vậy, hết thảy người Y-sơ-ra-ên nhóm nhau hãm đánh thành đó, hiệp lại như chỉ một người.|於 是 以 色 列 眾 人 彼 此 連 合 如 同 一 人 、 聚 集 攻 擊 那 城 。
Các chi phái Y-sơ-ra-ên sai sứ giả đến cùng chi phái Bên-gia-min mà nói rằng: Tội ác đã phạm tại trong các ngươi là gì?|以 色 列 眾 支 派 打 發 人 去 、 問 便 雅 憫 支 派 的 各 家 說 、 你 們 中 間 怎 麼 作 了 這 樣 的 惡 事 呢 。
