
					Xuất Hành 1				|
Ngươi cũng hãy xức dầu cho A-rôn cùng các con trai người, biệt họ riêng ra thánh, để làm chức tế lễ trước mặt ta.|要 膏 亞 倫 和 他 的 兒 子 、 使 他 們 成 為 聖 、 可 以 給 我 供 祭 司 的 職 分 。
Lại hãy nói cùng dân Y-sơ-ra-ên rằng: Về phần ta, dầu nầy sẽ là dầu xức thánh trải qua mọi đời các ngươi.|你 要 對 以 色 列 人 說 、 這 油 、 我 要 世 世 代 代 以 為 聖 膏 油 ．
Chớ nên đổ trên xác thịt loài người, và cũng đừng làm dầu nào khác theo phép hòa hương đó; dầu nầy là thánh, cũng sẽ thánh cho các ngươi.|不 可 倒 在 別 人 的 身 上 、 也 不 可 按 這 調 和 之 法 、 作 與 此 相 似 的 、 這 膏 油 是 聖 的 、 你 們 也 要 以 為 聖 。
Hễ ai chế một thứ hòa hương giống như vậy, và đem rưới trên mình người ngoại bang, sẽ bị truất khỏi vòng dân sự.|凡 調 和 與 此 相 似 的 、 或 將 這 膏 膏 在 別 人 身 上 的 、 這 人 要 從 民 中 剪 除 。
Đức Giê-hô-va phán cùng Môi-se nữa rằng: Hãy lấy các hương liệu, tức tô hiệp hương, loa yểm hương, phong chi hương, cùng thanh nhũ hương, mỗi thứ bằng nhau,|耶 和 華 吩 咐 摩 西 說 、 你 要 取 馨 香 的 香 料 ． 就 是 拿 他 弗 、 施 喜 列 、 喜 利 比 拿 ． 這 馨 香 的 香 料 、 和 淨 乳 香 、 各 樣 要 一 般 大 的 分 量 。
theo phép hòa hương, chế ra một thứ hương, mặn, trong và thánh.|你 要 用 這 些 加 上 鹽 、 按 作 香 之 法 作 成 清 淨 聖 潔 的 香 。
Hãy nghiền nó ra bột, rồi để trước hòm bảng chứng trong hội mạc, tức là nơi ta sẽ gặp ngươi: về phần các ngươi, hương nầy sẽ là một vật rất thánh.|這 香 要 取 點 搗 得 極 細 、 放 在 會 幕 內 法 櫃 前 、 我 要 在 那 裡 與 你 相 會 ． 你 們 要 以 這 香 為 至 聖 。
Còn thứ hương mà ngươi sẽ chế, chớ chế giống như phép hòa hương nầy; ấy là một vật ngươi nên biệt riêng ra thánh cho Đức Giê-hô-va.|你 們 不 可 按 這 調 和 之 法 為 自 己 作 香 、 要 以 這 香 為 聖 、 歸 耶 和 華 。
Hễ kẻ nào làm giống y như vậy đặng ngửi mùi, sẽ bị truất khỏi vòng dân sự.|凡 作 香 和 這 香 一 樣 、 為 要 聞 香 味 的 、 這 人 要 從 民 中 剪 除 。

					Xuất Hành 31				|
						出埃及記 31					
Đức Giê-hô-va phán cùng Môi-se nữa rằng:|耶 和 華 曉 諭 摩 西 說 。
Nầy, ta đã kêu tên Bết-sa-lê-ên, con trai của U-ri, cháu của Hu-rơ, trong chi phái Giu-đa.|看 哪 、 猶 大 支 派 中 戶 珥 的 孫 子 、 烏 利 的 兒 子 比 撒 列 、 我 已 經 題 他 的 名 召 他 。
Ta đã làm cho người đầy dẫy Thần của Đức Chúa Trời, sự khôn ngoan, sự thông sáng, và sự hiểu biết để làm mọi thứ nghề thợ,|我 也 以 我 的 靈 充 滿 了 他 、 使 他 有 智 慧 、 有 聰 明 、 有 知 識 、 能 作 各 樣 的 工 、
đặng bày ra và chế tạo đồ vàng, bạc và đồng,|能 想 出 巧 工 、 用 金 銀 銅 製 造 各 物 ．
đặng khác và khảm ngọc, đẽo gỗ và làm được mọi thứ nghề thợ.|又 能 刻 寶 石 、 可 以 鑲 嵌 ． 能 雕 刻 木 頭 、 能 作 各 樣 的 工 。
Đây, ta lại cho một người phụ việc, tên là Ô-hô-li-áp, con trai của A-hi-sa-mạc, trong chi phái Đan. Ta cũng đã ban sự thông minh cho mọi người tài năng, hầu cho họ làm các việc ta đã phán dặn ngươi,|我 分 派 但 支 派 中 亞 希 撒 抹 的 兒 子 亞 何 利 亞 伯 、 與 他 同 工 、 凡 心 裡 有 智 慧 的 、 我 更 使 他 們 有 智 慧 、 能 作 我 一 切 所 吩 咐 的 、
là hội mạc, hòm bảng chứng, nắp thi ân ở trên hòm, cùng đồ dùng trong hội mạc;|就 是 會 幕 、 和 法 櫃 、 並 其 上 的 施 恩 座 、 與 會 幕 中 一 切 的 器 具 ．
bàn thờ cùng đồ phụ tùng, chân đèn bằng vàng ròng và đồ phụ tùng, bàn thờ xông hương,|桌 子 、 和 桌 子 的 器 具 、 精 金 的 燈 臺 、 和 燈 臺 的 一 切 器 具 、 並 香 壇 、
bàn thờ dâng của lễ thiêu cùng đồ phụ tùng, cái thùng và chân thùng;|燔 祭 壇 、 和 壇 的 一 切 器 具 、 並 洗 濯 盆 、 與 盆 座 、
áo lễ, áo thánh cho A-rôn thầy tế lễ cả, và bộ áo cho các con trai người, đặng làm chức tế lễ;|精 工 作 的 禮 服 、 和 祭 司 亞 倫 、 並 他 兒 子 用 以 供 祭 司 職 分 的 聖 衣 、
dầu xức, và hương thơm của nơi thánh. Các người đó phải làm hết thảy theo lời ta đã phán dặn ngươi.|膏 油 、 和 為 聖 所 用 馨 香 的 香 料 、 他 們 都 要 照 我 一 切 所 吩 咐 的 去 作 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Phần ngươi, hãy nói cùng dân Y-sơ-ra-ên rằng: Nhất là các ngươi hãy giữ ngày sa-bát ta, vì là một dấu giữa ta và các ngươi, trải qua mọi đời, để thiên hạ biết rằng ta, là Đức Giê-hô-va, làm cho các ngươi nên thánh.|你 要 吩 咐 以 色 列 人 說 、 你 們 務 要 守 我 的 安 息 日 、 因 為 這 是 你 我 之 間 世 世 代 代 的 證 據 、 使 你 們 知 道 我 耶 和 華 是 叫 你 們 成 為 聖 的 。
Vậy, hãy giữ ngày sa-bát, vì là một ngày thánh cho các ngươi. Kẻ nào phạm đến ngày đó, phải bị xử tử; kẻ nào làm một việc chi trong ngày đó, cũng sẽ bị truất khỏi vòng dân sự.|所 以 你 們 要 守 安 息 日 、 以 為 聖 日 、 凡 干 犯 這 日 的 、 必 要 把 他 治 死 ． 凡 在 這 日 作 工 的 、 必 從 民 中 剪 除 。
Người ta sẽ làm công việc trong sáu ngày, nhưng qua ngày thứ bảy là ngày sa-bát, tức là ngày nghỉ, biệt riêng ra thánh cho Đức Giê-hô-va. Trong ngày sa-bát hễ ai làm một việc chi sẽ bị xử tử.|六 日 要 作 工 、 但 第 七 日 是 安 息 聖 日 、 是 向 耶 和 華 守 為 聖 的 、 凡 在 安 息 日 作 工 的 、 必 要 把 他 治 死 。
Ay vậy, dân Y-sơ-ra-ên sẽ giữ ngày sa-bát trải các đời của họ, như một giao ước đời đời.|故 此 、 以 色 列 人 要 世 世 代 代 守 安 息 日 為 永 遠 的 約 。
Ay là một dấu đời đời cho ta cùng dân Y-sơ-ra-ên, vì Đức Giê-hô-va đã dựng nên trời và đất trong sáu ngày, qua ngày thứ bảy Ngài nghỉ và lấy sức lại.|這 是 我 和 以 色 列 人 永 遠 的 證 據 、 因 為 六 日 之 內 耶 和 華 造 天 地 、 第 七 日 便 安 息 舒 暢 。
Khi Đức Giê-hô-va đã phán xong cùng Môi-se tại núi Si-na -i, bèn cho người hai bảng chứng bằng đá, với ngón tay Đức Chúa Trời viết ra.|耶 和 華 在 西 乃 山 和 摩 西 說 完 了 話 、 就 把 兩 塊 法 版 交 給 他 、 是 　 神 用 指 頭 寫 的 石 版 。

					Xuất Hành 32				|
						出埃及記 32					
Dân sự thấy Môi-se ở trên núi chậm xuống, bèn nhóm lại chung quanh A-rôn mà nói rằng: Nào! hãy làm các thần để đi trước chúng tôi đi, vì về phần Môi-se nầy, là người đã dẫn chúng tôi ra khỏi xứ Ê-díp-tô, chúng tôi chẳng biết điều chi đã xảy đến cho người rồi.|百 姓 見 摩 西 遲 延 不 下 山 、 就 大 家 聚 集 到 亞 倫 那 裡 、 對 他 說 、 起 來 、 為 我 們 作 神 像 、 可 以 在 我 們 前 面 引 路 、 因 為 領 我 們 出 埃 及 地 的 那 個 摩 西 、 我 們 不 知 道 他 遭 了 甚 麼 事 。
A-rôn đáp rằng: Hãy một những vòng vàng đeo nơi tai vợ, con trai và con gái các ngươi đi, rồi đem lại cho ta.|亞 倫 對 他 們 說 、 你 們 去 摘 下 你 們 妻 子 兒 女 耳 上 的 金 環 、 拿 來 給 我 。
Hết thảy đều lột vòng vàng nơi tai mình mà đem lại cho A-rôn;|百 姓 就 都 摘 下 他 們 耳 上 的 金 環 、 拿 來 給 亞 倫 。
người nhận lấy nơi tay họ, và dùng đục làm thành một bò con đúc. Dân chúng nói rằng: Hỡi Y-sơ-ra-ên! nầy là các thần của ngươi đã đem ngươi ra khỏi xứ Ê-díp-tô.|亞 倫 從 他 們 手 裡 接 過 來 、 鑄 了 一 隻 牛 犢 、 用 雕 刻 的 器 具 作 成 ． 他 們 就 說 、 以 色 列 阿 、 這 是 領 你 出 埃 及 地 的 神 。
A-rôn thấy vậy, bèn lập một bàn thờ trước mặt tượng bò đó; đoạn, người la lên rằng: Sáng mai sẽ có lễ tôn trọng Đức Giê-hô-va!|亞 倫 看 見 、 就 在 牛 犢 面 前 築 壇 、 且 宣 告 說 、 明 日 要 向 耶 和 華 守 節 。
Sáng mai dân chúng bèn thức dậy sớm, dâng các của lễ thiêu và lễ thù ân; ngồi mà ăn uống, đoạn đứng dậy mà vui chơi.|次 日 清 早 、 百 姓 起 來 獻 燔 祭 、 和 平 安 祭 、 就 坐 下 喫 喝 、 起 來 玩 耍 。
Đức Giê-hô-va bèn phán cùng Môi-se rằng: Hãy xuống đi, vì dân mà ngươi đưa ra khỏi xứ Ê-díp-tô đã bại hoại rồi,|耶 和 華 吩 咐 摩 西 說 、 下 去 罷 、 因 為 你 的 百 姓 、 就 是 你 從 埃 及 地 領 出 來 的 、 已 經 敗 壞 了 。
vội bỏ đạo ta truyền dạy, đúc một con bò tơ, mọp trước tượng bò đó và dâng của lễ cho nó mà nói rằng: Hỡi Y-sơ-ra-ên! đây là các thần đã dẫn ngươi lên khỏi xứ Ê-díp-tô!|他 們 快 快 偏 離 了 我 所 吩 咐 的 道 、 為 自 己 鑄 了 一 隻 牛 犢 、 向 他 下 拜 獻 祭 、 說 、 以 色 列 阿 、 這 就 是 領 你 出 埃 及 地 的 神 。
Đức Giê-hô-va cũng phán cùng Môi-se rằng: Ta đã xem thấy dân nầy, kìa là một dân cứng cổ.|耶 和 華 對 摩 西 說 、 我 看 這 百 姓 真 是 硬 著 頸 項 的 百 姓 。
Vả, bây giờ hãy để mặc ta làm, hầu cho cơn thạnh nộ ta nổi lên cùng chúng nó, diệt chúng nó đi; nhưng ta sẽ làm cho ngươi thành một dân lớn.|你 且 由 著 我 、 我 要 向 他 們 發 烈 怒 、 將 他 們 滅 絕 、 使 你 的 後 裔 成 為 大 國 。
Môi-se bèn nài xin Giê-hô-va Đức Chúa Trời người rằng: Lạy Đức Giê-hô-va, sao nổi thạnh nộ cùng dân Ngài? là dân mà Ngài đã dùng quyền lớn lao mạnh mẽ đưa ra khỏi xứ Ê-díp-tô.|摩 西 便 懇 求 耶 和 華 他 的 　 神 說 、 耶 和 華 阿 、 你 為 甚 麼 向 你 的 百 姓 發 烈 怒 呢 、 這 百 姓 是 你 用 大 力 和 大 能 的 手 、 從 埃 及 地 領 出 來 的 ．
Sao để cho người Ê-díp-tô nói rằng: Ngài đưa chúng nó ra khỏi xứ đặng làm hại cho, giết đi tại trong núi, cùng diệt chúng nó khỏi mặt đất? Cầu xin Chúa hãy nguôi cơn giận và bỏ qua điều tai họa mà Ngài muốn giáng cho dân Ngài.|為 甚 麼 使 埃 及 人 議 論 說 、 他 領 他 們 出 去 、 是 要 降 禍 與 他 們 、 把 他 們 殺 在 山 中 、 將 他 們 從 地 上 除 滅 ． 求 你 轉 意 、 不 發 你 的 烈 怒 、 後 悔 、 不 降 禍 與 你 的 百 姓 。
Xin Chúa hãy nhớ lại Ap-ra-ham, Y-sác, Y-sơ-ra-ên, là các tôi tớ Ngài, mà Ngài có chỉ mình thề cùng họ rằng: Ta sẽ thêm dòng dõi các ngươi lên nhiều như sao trên trời, ta sẽ ban cho dòng dõi đó cả xứ mà ta chỉ phán, và họ sẽ được xứ ấy làm cơ nghiệp đời đời.|求 你 記 念 你 的 僕 人 亞 伯 拉 罕 、 以 撒 、 以 色 列 ． 你 曾 指 著 自 己 起 誓 說 、 我 必 使 你 們 的 後 裔 像 天 上 的 星 那 樣 多 、 並 且 我 所 應 許 的 這 全 地 、 必 給 你 們 的 後 裔 、 他 們 要 永 遠 承 受 為 業 。
Đức Giê-hô-va bèn bỏ qua điều tai họa mà Ngài nói rằng sẽ giáng cho dân mình.|於 是 耶 和 華 後 悔 、 不 把 所 說 的 禍 降 與 他 的 百 姓 。
Đoạn, Môi-se ở trên núi trở xuống, tay cầm hai bảng chứng; hai bảng chứng có viết hai bên, mặt nầy và mặt kia.|摩 西 轉 身 下 山 、 手 裡 拿 著 兩 塊 法 版 、 這 版 是 兩 面 寫 的 、 這 面 那 面 都 有 字 。
Hai bảng đó là việc của Đức Chúa Trời làm ra; chữ cũng là chữ của Đức Chúa Trời khắc trên bảng.|是 　 神 的 工 作 、 字 是 　 神 寫 的 、 刻 在 版 上 。
Vả, Giô-suê nghe dân chúng la lên, bèn nói cùng Môi-se rằng: Trong trại quân có tiếng chiến đấu.|約 書 亞 一 聽 見 百 姓 呼 喊 的 聲 音 、 就 對 摩 西 說 、 在 營 裡 有 爭 戰 的 聲 音 。
Môi-se đáp rằng: Chẳng phải tiếng kêu về thắng trận, cũng chẳng phải tiếng kêu về thua trận; nhưng ta nghe tiếng kẻ hát.|摩 西 說 、 這 不 是 人 打 勝 仗 的 聲 音 、 也 不 是 人 打 敗 仗 的 聲 音 、 我 所 聽 見 的 、 乃 是 人 歌 唱 的 聲 音 。
Khi đến gần trại quân, Môi-se thấy bò con và sự nhảy múa, bèn nổi giận, liệng hai bảng chứng khỏi tay mịnh, bể ra nơi chân núi;|摩 西 挨 近 營 前 、 就 看 見 牛 犢 、 又 看 見 人 跳 舞 、 便 發 烈 怒 、 把 兩 塊 版 扔 在 山 下 摔 碎 了 。
đoạn lấy bò con của chúng đã đúc đem đốt trong lửa, rồi nghiền cho đến thành ra bụi, rải trên mặt nước, và cho dân Y-sơ-ra-ên uống.|又 將 他 們 所 鑄 的 牛 犢 、 用 火 焚 燒 、 磨 得 粉 碎 、 撒 在 水 面 上 、 叫 以 色 列 人 喝 。
Môi-se bèn nói cùng A-rôn rằng: Dân nầy làm chi anh, mà anh xui cho chúng phạm tội nặng dường ấy?|摩 西 對 亞 倫 說 、 這 百 姓 向 你 作 了 甚 麼 、 你 竟 使 他 們 陷 在 大 罪 裡 。
A-rôn đáp rằng: Xin chúa tôi đừng nổi giận, chúa biết rằng dân nầy chuyên làm điều ác!|亞 倫 說 、 求 我 主 不 要 發 烈 怒 、 這 百 姓 專 於 作 惡 、 是 你 知 道 的 。
Họ có nói cùng tôi rằng: Hãy làm các thần đi trước chúng tôi; vì về phần Môi-se nầy, là người đã dẫn chúng tôi ra khỏi xứ Ê-díp-tô, chúng tôi chẳng biết có điều chi xảy đến cho người rồi.|他 們 對 我 說 、 你 為 我 們 作 神 像 、 可 以 在 我 們 前 面 引 路 、 因 為 領 我 們 出 埃 及 地 的 那 個 摩 西 、 我 們 不 知 道 他 遭 了 甚 麼 事 。
Tôi bèn nói cùng chúng rằng: Ai có vàng hãy lột ra! Họ bèn đưa cho tôi, tôi bỏ vào lửa, và bởi đó thành ra bò con nầy.|我 對 他 們 說 、 凡 有 金 環 的 、 可 以 摘 下 來 、 他 們 就 給 了 我 、 我 把 金 環 扔 在 火 中 、 這 牛 犢 便 出 來 了 。
Vả, Môi-se thấy dân sự buông lung, vì A-rôn để họ buông lung, đến đỗi bị sỉ nhục trong vòng các thù nghịch,|摩 西 見 百 姓 放 肆 、 （ 亞 倫 縱 容 他 們 、 使 他 們 在 仇 敵 中 間 被 譏 刺 、 ）
thì người đứng nơi cửa trại quân mà nói rằng: Ai thuộc về Đức Giê-hô-va, hãy đến cùng ta đây! Hết thảy người Lê-vi đều nhóm lại gần bên người.|就 站 在 營 門 中 、 說 、 凡 屬 耶 和 華 的 、 都 要 到 我 這 裡 來 ． 於 是 利 未 的 子 孫 、 都 到 他 那 裡 聚 集 。
Người truyền cho họ rằng: Giê-hô-va, là Đức Chúa Trời của Y-sơ-ra-ên, có phán như vầy: Mỗi người trong các ngươi hãy đeo gươm bên mình, đi qua đi lại trong trại quân, từ cửa nầy đến cửa kia, và mỗi người hãy giết anh em, bạn hữu, và kẻ lân cận mình.|他 對 他 們 說 、 耶 和 華 以 色 列 的 　 神 這 樣 說 、 你 們 各 人 把 刀 跨 在 腰 間 、 在 營 中 往 來 、 從 這 門 到 那 門 、 各 人 殺 他 的 弟 兄 、 與 同 伴 、 並 鄰 舍 。
Dân Lê-vi bèn làm y như lời Môi-se; trong ngày đó có chừng ba ngàn người bị chết.|利 未 的 子 孫 照 摩 西 的 話 行 了 ． 那 一 天 百 姓 中 被 殺 的 約 有 三 千 。
Vả, Môi-se đã truyền rằng: Ngày nay mỗi người trong vòng các ngươi hãy dâng tay mình cho Đức Giê-hô-va, chẳng sá chi đến con trai hay là anh em mình, hầu cho các ngươi được ơn phước vậy.|摩 西 說 、 今 天 你 們 要 自 潔 、 歸 耶 和 華 為 聖 、 各 人 攻 擊 他 的 兒 子 、 和 弟 兄 、 使 耶 和 華 賜 福 與 你 們 。
Ngày mai, Môi-se nói cùng dân sự rằng: Các ngươi đã phạm một tội rất trọng; song bây giờ ta lên đến Đức Giê-hô-va, có lẽ ta sẽ được chuộc tội các ngươi chăng.|到 了 第 二 天 、 摩 西 對 百 姓 說 、 你 們 犯 了 大 罪 、 我 如 今 要 上 耶 和 華 那 裡 去 、 或 者 可 以 為 你 們 贖 罪 。
Vậy, Môi-se trở lên đến Đức Giê-hô-va mà thưa rằng: Oi! dân sự nầy có phạm một tội trọng, làm cho mình các thần bằng vàng;|摩 西 回 到 耶 和 華 那 裡 、 說 、 唉 、 這 百 姓 犯 了 大 罪 、 為 自 己 作 了 金 像 。
nhưng bây giờ xin Chúa tha tội cho họ! Bằng không, hãy xóa tên tôi khỏi sách Ngài đã chép đi.|倘 或 你 肯 赦 免 他 們 的 罪 、 ? ? 不 然 、 求 你 從 你 所 寫 的 冊 上 塗 抹 我 的 名 。
Đức Giê-hô-va phán cùng Môi-se rằng: Kẻ nào phạm tội cùng ta, ta sẽ xóa nó khỏi sách ta.|耶 和 華 對 摩 西 說 、 誰 得 罪 我 、 我 就 從 我 的 冊 上 塗 抹 誰 的 名 。
Bây giờ, hãy đi, dẫn dân sự đến nơi ta đã chỉ phán. Nầy thiên sứ ta sẽ đi trước ngươi; nhưng ngày nào ta hình phạt thì sẽ phạt tội chúng nó.|現 在 你 去 領 這 百 姓 、 往 我 所 告 訴 你 的 地 方 去 、 我 的 使 者 必 在 你 前 面 引 路 ． 只 是 到 我 追 討 的 日 子 、 我 必 追 討 他 們 的 罪 。
Đức Giê-hô-va hành phạt dân sự là vậy, vì dân sự là gốc phạm về tượng bò vàng mà A-rôn đã làm ra.|耶 和 華 殺 百 姓 的 緣 故 、 是 因 他 們 同 亞 倫 作 了 牛 犢 。

					Xuất Hành 33				|
						出埃及記 33					
Đức Giê-hô-va phán cùng Môi-se rằng: Nầy, ngươi cùng dân sự mà ngươi đã dẫn ra khỏi xứ Ê-díp-tô hãy từ đây đi lên xứ ta đã thề ban cho Ap-ra-ham, Y-sác, và Gia-cốp, rằng: Ta sẽ ban xứ đó cho dòng dõi ngươi.|耶 和 華 吩 咐 摩 西 說 、 我 曾 起 誓 應 許 亞 伯 拉 罕 、 以 撒 、 雅 各 說 、 要 將 迦 南 地 賜 給 你 的 後 裔 ． 現 在 你 和 你 從 埃 及 地 所 領 出 來 的 百 姓 、 要 從 這 裡 往 那 地 去 。
Ta sẽ sai một thiên sứ đi trước ngươi, và sẽ đuổi dân Ca-na-an, dân A-mô-rít, dân Hê-tít, dân Phê-rê-sít, dân Hê-vít, và dân Giê-bu-sít,|我 要 差 遣 使 者 在 你 前 面 、 攆 出 迦 南 人 、 亞 摩 利 人 、 赫 人 、 比 利 洗 人 、 希 未 人 、 耶 布 斯 人 、
đặng đưa các ngươi vào xứ đượm sữa và mật; nhưng ta không cùng lên với ngươi đâu, vì ngươi là dân cứng cổ, e ta diệt ngươi dọc đường chăng.|領 你 到 那 流 奶 與 蜜 之 地 ． 我 自 己 不 同 你 們 上 去 、 因 為 你 們 是 硬 著 頸 項 的 百 姓 、 恐 怕 我 在 路 上 把 你 們 滅 絕 。
Khi dân sự nghe lời hăm nầy, bèn đều để tang, không ai đeo đồ trang sức hết.|百 姓 聽 見 這 兇 信 就 悲 哀 、 也 沒 有 人 佩 戴 妝 飾 。
Vì Đức Giê-hô-va đã phán cùng Môi-se rằng: Hãy nói cùng dân Y-sơ-ra-ên: Các ngươi là dân cứng cổ, nếu ta cùng lên với các ngươi chỉ trong một lúc, thì ta sẽ diệt các ngươi! Vậy, bây giờ, hãy cất đồ trang sức trong mình ngươi đi, đặng ta biết liệu đãi ngươi cách nào.|耶 和 華 對 摩 西 說 、 你 告 訴 以 色 列 人 說 、 耶 和 華 說 、 你 們 是 硬 著 頸 項 的 百 姓 、 我 若 一 霎 時 臨 到 你 們 中 間 、 必 滅 絕 你 們 現 在 你 們 要 把 身 上 的 妝 飾 摘 下 來 、 使 我 可 以 知 道 怎 樣 待 你 們 。
Thế thì, từ núi Hô-rếp, dân Y-sơ-ra-ên đã lột các đồ trang sức mình.|以 色 列 人 從 住 何 烈 山 以 後 、 就 把 身 上 的 妝 飾 摘 得 乾 淨 。
Môi-se lấy Trại đem dựng xa ra ngoài trại quân, gọi là hội mạc, phàm ai muốn cầu khẩn Đức Giê-hô-va, thì ra đến hội mạc ở ngoài trại quân.|摩 西 素 常 將 帳 棚 支 搭 在 營 外 、 離 營 卻 遠 、 他 稱 這 帳 棚 為 會 幕 ． 凡 求 問 耶 和 華 的 、 就 到 營 外 的 會 幕 那 裡 去 。
Vừa khi Môi-se ra đến Trại, thì cả dân sự chổi dậy, mỗi người đứng nơi cửa trại mình, ngó theo Môi-se cho đến khi nào người vào trong Trại rồi.|當 摩 西 出 營 到 會 幕 去 的 時 候 、 百 姓 就 都 起 來 、 各 人 站 在 自 己 帳 棚 的 門 口 、 望 著 摩 西 、 直 等 到 他 進 了 會 幕 。
Vừa khi người vào đó, thì trụ mây giáng xuống dừng tại cửa Trại, và Đức Giê-hô-va phán cùng Môi-se.|摩 西 進 會 幕 的 時 候 、 雲 柱 降 下 來 、 立 在 會 幕 的 門 前 、 耶 和 華 便 與 摩 西 說 話 。
Cả dân sự thấy trụ mây dừng tại cửa Trại, bèn đứng dậy, rồi mỗi người đều sấp mình xuống nơi cửa trại mình.|眾 百 姓 看 見 雲 柱 立 在 會 幕 門 前 、 就 都 起 來 各 人 在 自 己 帳 棚 的 門 口 下 拜 。
Đức Giê-hô-va đối diện phán cùng Môi-se, như một người nói chuyện cùng bạn hữu mình. Đoạn, Môi-se trở về trại quân, còn kẻ hầu trẻ của người, tên là Giô-suê, con trai của Nun, không ra khỏi Trại.|耶 和 華 與 摩 西 面 對 面 說 話 、 好 像 人 與 朋 友 說 話 一 般 ． 摩 西 轉 到 營 裡 去 、 惟 有 他 的 幫 手 一 個 少 年 人 嫩 的 兒 子 約 書 亞 、 不 離 開 會 幕 。
Môi-se thưa cùng Đức Giê-hô-va rằng: Nầy, Chúa phán cùng tôi rằng: Hãy đem dân sự nầy lên! Song Chúa chẳng cho tôi biết Chúa sai ai đi cùng tôi. Vả, Chúa có phán rằng: Ta biết ngươi vì danh ngươi, và ngươi được ơn trước mặt ta.|摩 西 對 耶 和 華 說 、 你 吩 咐 我 說 、 將 這 百 姓 領 上 去 、 卻 沒 有 叫 我 知 道 你 要 打 發 誰 與 我 同 去 、 只 說 、 我 按 你 的 名 認 識 你 、 你 在 我 眼 前 也 蒙 了 恩 。
Vậy bây giờ, nếu tôi được ơn trước mặt Chúa, xin cho tôi biết đường của Chúa, để cho tôi biết Chúa và được ơn trước mặt Ngài. Xin cũng hãy nghĩ rằng dân nầy là dân của Ngài!|我 如 今 若 在 你 眼 前 蒙 恩 、 求 你 將 你 的 道 指 示 我 、 使 我 可 以 認 識 你 、 好 在 你 眼 前 蒙 恩 ． 求 你 想 到 這 民 是 你 的 民 。
Đức Giê-hô-va đáp rằng: Chính mình ta sẽ đi cùng ngươi, và ta sẽ cho ngươi an nghỉ.|耶 和 華 說 、 我 必 親 自 和 你 同 去 、 使 你 得 安 息 。
Môi-se thưa rằng: Nếu chính mình Ngài chẳng đi, xin đừng đem chúng tôi lên khỏi đây.|摩 西 說 、 你 若 不 親 自 和 我 同 去 、 就 不 要 把 我 們 從 這 裡 領 上 去 。
Lấy cớ chi mà người ta sẽ biết rằng tôi cùng dân sự Ngài được ơn trước mặt Ngài? Có phải khi nào Ngài cùng đi với chúng tôi chăng? Thế thì, tôi cùng dân sự Ngài sẽ được phân biệt với muôn dân trên mặt đất.|人 在 何 事 上 得 以 知 道 我 和 你 的 百 姓 、 在 你 眼 前 蒙 恩 呢 、 豈 不 是 因 你 與 我 們 同 去 、 使 我 和 你 的 百 姓 、 與 地 上 的 萬 民 有 分 別 麼 。
Đức Giê-hô-va phán cùng Môi-se rằng: Ta sẽ làm điều ngươi cầu xin ta, vì ngươi được ơn trước mặt ta, và ta biết ngươi bởi danh ngươi vậy.|耶 和 華 對 摩 西 說 、 你 這 所 求 的 我 也 要 行 、 因 為 你 在 我 眼 前 蒙 了 恩 、 並 且 我 按 你 的 名 認 識 你 。
Môi-se thưa rằng: Tôi xin Ngài cho tôi xem sự vinh hiển của Ngài!|摩 西 說 、 求 你 顯 出 你 的 榮 耀 給 我 看 。
Đức Giê-hô-va phán ràng: Ta sẽ làm cho các sự nhân từ ta phát ra trước mặt ngươi; ta hô danh Giê-hô-va trước mặt ngươi; làm ơn cho ai ta muốn làm ơn, và thương xót ai ta muốn thương xót.|耶 和 華 說 、 我 要 顯 我 一 切 的 恩 慈 、 在 你 面 前 經 過 、 宣 告 我 的 名 ． 我 要 恩 待 誰 、 就 恩 待 誰 ． 要 憐 憫 誰 、 就 憐 憫 誰 。
Ngài lại phán rằng: Ngươi sẽ chẳng thấy được mặt ta, vì không ai thấy mặt ta mà còn sống.|又 說 、 你 不 能 看 見 我 的 面 、 因 為 人 見 我 的 面 不 能 存 活 。
Đức Giê-hô-va lại phán: Đây có một chỗ gần ta, ngươi hãy đứng trên hòn đá;|耶 和 華 說 、 看 哪 、 在 我 這 裡 有 地 方 、 你 要 站 在 磐 石 上 ．
khi sự vinh hiển ta đi ngang qua, ta sẽ để ngươi trong bộng đá, lấy tay ta che ngươi, cho đến chừng nào ta đi qua rồi.|我 的 榮 耀 經 過 的 時 候 、 我 必 將 你 放 在 磐 石 穴 中 、 用 我 的 手 遮 掩 你 、 等 我 過 去 ．
Ta sẽ rút tay lại, và ngươi thấy phía sau ta; nhưng thấy mặt ta chẳng được.|然 後 我 要 將 我 的 手 收 回 、 你 就 得 見 我 的 背 、 卻 不 得 見 我 的 面 。

					Xuất Hành 34				|
						出埃及記 34					
Đức Giê-hô-va phán cùng Môi-se rằng: Hãy đục hai bảng đá như hai bảng trước; rồi ta sẽ viết trên hai bảng nầy các lời đã ở nơi hai bảng kia, mà ngươi đã làm bể.|耶 和 華 吩 咐 摩 西 說 、 你 要 鑿 出 兩 塊 石 版 、 和 先 前 你 摔 碎 的 那 版 一 樣 ． 其 上 的 字 我 要 寫 在 這 版 上 。
