
					Rô-ma 1				|
						羅馬書 11					
Vậy tôi nói: Đức Chúa Trời có bỏ dân Ngài chăng? Chẳng hề như vậy; vì chính tôi là dân Y-sơ-ra-ên, dòng dõi Ap-ra-ham, về chi phái Bên-gia-min.|我 且 說 、 　 神 棄 絕 了 他 的 百 姓 麼 ． 斷 乎 沒 有 ． 因 為 我 也 是 以 色 列 人 、 亞 伯 拉 罕 的 後 裔 、 屬 便 雅 憫 支 派 的 。
Đức Chúa Trời chẳng từng bỏ dân Ngài đã biết trước. Anh em há chẳng biết Kinh Thánh chép về chuyện Ê-li sao? thể nào người kiện dân Y-sơ-ra-ên trước mặt Đức Chúa Trời mà rằng:|　 神 並 沒 有 棄 絕 他 豫 先 所 知 道 的 百 姓 。 你 們 豈 不 曉 得 經 上 論 到 以 利 亞 是 怎 麼 說 的 呢 ． 他 在 　 神 面 前 怎 樣 控 告 以 色 列 人 、 說 、
Lạy Chúa, họ đã giết tiên tri Ngài, hủy phá bàn thờ Ngài; tôi còn lại một mình, và họ tìm giết tôi.|『 主 阿 、 他 們 殺 了 你 的 先 知 、 拆 了 你 的 祭 壇 、 只 剩 下 我 一 個 人 、 他 們 還 要 尋 索 我 的 命 。 』
Nhưng Đức Chúa Trời đáp lại thể nào? Ta đã để dành cho ta bảy ngàn người nam chẳng hề quì gối trước mặt Ba-anh.|　 神 的 回 話 是 怎 麼 說 的 呢 ． 他 說 、 『 我 為 自 己 留 下 七 千 人 、 是 未 曾 向 巴 力 屈 膝 的 。 』
Ngày nay cũng vậy, có một phần còn sót lại theo sự lựa chọn của ân điển.|如 今 也 是 這 樣 、 照 著 揀 選 的 恩 典 還 有 所 留 的 餘 數 。
Nhưng nếu bởi ơn thì chẳng phải bởi việc làm nữa; bằng chẳng, thì ơn không còn phải là ơn.|既 是 出 於 恩 典 、 就 不 在 乎 行 為 ． 不 然 、 恩 典 就 不 是 恩 典 了 。
Vậy thì làm sao? Ay là dân Y-sơ-ra-ên chẳng được điều mình tìm; song những kẻ lựa chọn thì đã được, và những kẻ khác thì bị cứng lòng,|這 是 怎 麼 樣 呢 ． 以 色 列 人 所 求 的 、 他 們 沒 有 得 著 ． 惟 有 蒙 揀 選 的 人 得 著 了 、 其 餘 的 就 成 了 頑 梗 不 化 的 ．
như có chép rằng: Đức Chúa Trời đã cho họ mờ tối, con mắt chẳng thấy, lỗ tai chẳng nghe, cho đến ngày nay.|如 經 上 所 記 、 『 　 神 給 他 們 昏 迷 的 心 、 眼 睛 不 能 看 見 、 耳 朵 不 能 聽 見 、 直 到 今 日 。 』
Lại, Đa vít có nói: Ước gì bàn tiệc của họ trở nên bẫy Lưới, nên dịp vấp chơn và sự phạt công bình cho họ;|大 衛 也 說 、 『 願 他 們 的 筵 席 變 為 網 羅 、 變 為 機 檻 、 變 為 絆 腳 石 、 作 他 們 的 報 應 ．
Ước gì mắt họ mù không thấy được, Và lưng họ cứ khom luôn.|願 他 們 的 眼 睛 昏 矇 、 不 得 看 見 ． 願 你 時 常 彎 下 他 們 的 腰 。 』
Tôi lại hỏi rằng: Có phải dân Y-sơ-ra-ên vấp chơn dường ấy hầu cho té xuống chăng? Chẳng hề như vậy! Nhưng ấy là bởi tội lỗi họ mà sự cứu đã đến cho dân ngoại, hầu để giục lòng tranh đua của họ.|我 且 說 、 他 們 失 腳 是 要 他 們 跌 倒 麼 ． 斷 乎 不 是 ． 反 倒 因 他 們 的 過 失 、 救 恩 便 臨 到 外 邦 人 、 要 激 動 他 們 發 憤 。
Vả, nếu tội lỗi họ đã làm giàu cho thế gian, sự kém sút họ đã làm giàu cho dân ngoại, thì huống chi là sự thạnh vượng của họ!|若 他 們 的 過 失 、 為 天 下 的 富 足 、 他 們 的 缺 乏 、 為 外 邦 人 的 富 足 ． 何 況 他 們 的 豐 滿 呢 。
Tôi nói cùng anh em là người ngoại: bấy lâu tôi làm sứ đồ cho dân ngoại, tôi làm vinh hiển chức vụ mình,|我 對 你 們 外 邦 人 說 這 話 ． 因 我 是 外 邦 人 的 使 徒 、 所 以 敬 重 我 的 職 分 ． 〔 敬 重 原 文 作 榮 耀 〕
cố sức để giục lòng tranh đua của những kẻ đồng tộc tôi, và để cứu nấy người trong đám họ.|或 者 可 以 激 動 我 骨 肉 之 親 發 憤 、 好 救 他 們 一 些 人 。
Vì nếu sự dứt bỏ họ ra đã làm sự hòa thuận cho thiên hạ, thì sự họ trở lại trong ân điển há chẳng phải là sự sống lại từ trong kẻ chết sao?|若 他 們 被 丟 棄 、 天 下 就 得 與 　 神 和 好 、 他 們 被 收 納 、 豈 不 是 死 而 復 生 麼 。
Vả, nếu trái đầu mùa là thánh, thì cả đồng cũng thánh; và nếu rễ là thánh, thì các nhánh cũng thánh.|所 獻 的 新 麵 若 是 聖 潔 、 全 團 也 就 聖 潔 了 ． 樹 根 若 是 聖 潔 、 樹 枝 也 就 聖 潔 了 。
Ví bằng có một hai nhánh bị cắt đi, và ngươi vốn là cây ô-li-ve hoang được tháp vào chỗ các nhánh ấy để có phần về nhựa và rễ của cây ô-li-ve,|若 有 幾 根 枝 子 被 折 下 來 、 你 這 野 橄 欖 得 接 在 其 中 、 一 同 得 著 橄 欖 根 的 肥 汁 ．
thì chớ khoe mình hơn các nhánh đó. Nhưng nếu ngươi khoe mình, thì hãy biết rằng ấy chẳng phải là ngươi chịu đựng cái rễ, bèn là cái rễ chịu đựng ngươi.|你 就 不 向 舊 枝 子 誇 口 、 若 是 誇 口 、 當 知 道 不 是 你 托 著 根 、 乃 是 根 托 著 你 。
Ngươi sẽ nói rằng: Các nhánh đã bị cắt đi, để ta được tháp vào chỗ nó.|你 若 說 、 那 枝 子 被 折 下 來 、 是 特 為 叫 我 接 上 。
Phải lắm; các nhánh đó đã bị cắt bởi cớ chẳng tin, và ngươi nhờ đức tin mà còn; chớ kiêu ngạo, hãy sợ hãi.|不 錯 ． 他 們 因 為 不 信 、 所 以 被 折 下 來 ． 你 因 為 信 、 所 以 立 得 住 ． 你 不 可 自 高 、 反 要 懼 怕 。
Vì nếu Đức Chúa Trời chẳng tiếc các nhánh nguyên, thì Ngài cũng chẳng tiếc ngươi nữa.|　 神 既 不 愛 惜 原 來 的 枝 子 、 也 必 不 愛 惜 你 。
Vậy hãy xem sự nhơn từ và sự nghiêm nhặt của Đức Chúa Trời: sự nghiêm nhặt đối với họ là kẻ đã ngã xuống, còn sự nhơn từ đối với ngươi, miễn là ngươi cầm giữ mình trong sự nhơn từ Ngài: bằng chẳng, ngươi cũng sẽ bị chặt.|可 見 　 神 的 恩 慈 、 和 嚴 厲 ． 向 那 跌 倒 的 人 、 是 嚴 厲 的 ． 向 你 是 有 恩 慈 的 ． 只 要 你 長 久 在 他 的 恩 慈 裡 ． 不 然 、 你 也 要 被 砍 下 來 。
Về phần họ, nếu không ghì mài trong sự chẳng tin, thì cũng sẽ được tháp; vì Đức Chúa Trời có quyền lại tháp họ vào.|而 且 他 們 若 不 是 長 久 不 信 、 仍 要 被 接 上 ． 因 為 　 神 能 彀 把 他 們 從 新 接 上 。
Nếu chính ngươi đã bị cắt khỏi cây ô-li-ve hoang thuận tánh mình, mà được tháp vào cây ô-li-ve tốt nghịch tánh, thì huống chi những kẻ ấy là nhánh nguyên sẽ được tháp vào chính cây ô-li-ve mình!|你 是 從 那 天 生 的 野 橄 欖 上 砍 下 來 的 、 尚 且 逆 著 性 得 接 在 好 橄 欖 上 、 何 況 這 本 樹 的 枝 子 、 要 接 在 本 樹 上 呢 。
Vả, hỡi anh em, tôi không muốn anh em chẳng biết sự mầu nhiệm nầy, e anh em khoe mình khôn ngoan chăng: ấy là một phần dân Y-sơ-ra-ên đã sa vào sự cứng lòng, cho đến chừng nào số dân ngoại nhập vào được đầy đủ;|弟 兄 們 、 我 不 願 意 你 們 不 知 道 這 奧 秘 、 （ 恐 怕 你 們 自 以 為 聰 明 ） 就 是 以 色 列 人 有 幾 分 是 硬 心 的 、 等 到 外 邦 人 的 數 目 添 滿 了 ．
vậy thì cả dân Y-sơ-ra-ên sẽ được cứu, như có chép rằng: Đấng Giải cứu sẽ đến từ Si-ôn, Cất sự vô đạo ra khỏi Gia-cốp;|於 是 以 色 列 全 家 都 要 得 救 、 如 經 上 所 記 、 『 必 有 一 位 救 主 、 從 錫 安 出 來 、 要 消 除 雅 各 家 的 一 切 罪 惡 。 』
Ay là sự giao ước mà ta sẽ lập với họ, Khi ta xóa tội lỗi họ rồi.|又 說 、 『 我 除 去 他 們 罪 的 時 候 、 這 就 是 我 與 他 們 所 立 的 約 。 』
Nếu luận về Tin Lành thì họ là nghịch thù bởi cớ anh em, còn luận về sự lựa chọn, thì họ được yêu thương bởi cớ các tổ phụ;|就 著 福 音 說 、 他 們 為 你 們 的 緣 故 是 仇 敵 ． 就 著 揀 選 說 、 他 們 為 列 祖 的 緣 故 是 蒙 愛 的 。
vì các sự ban cho và sự kêu gọi của Đức Chúa Trời chẳng hề đổi lại được bao giờ.|因 為 　 神 的 恩 賜 和 選 召 、 是 沒 有 後 悔 的 。
Lại như khi trước anh em đã nghịch cùng Đức Chúa Trời, mà bây giờ được thương xót bởi sự nghịch của họ,|你 們 從 前 不 順 服 　 神 、 如 今 因 他 們 的 不 順 服 、 你 們 倒 蒙 了 憐 恤 ．
thì cũng một thể ấy, bây giờ họ đã nghịch, hầu cho cũng được thương xót bởi sự thương xót đã tỏ ra với anh em.|這 樣 、 他 們 也 是 不 順 服 、 叫 他 們 因 著 施 給 你 們 的 憐 恤 、 現 在 也 就 蒙 憐 恤 。
Vì Đức Chúa Trời đã nhốt mọi người trong sự bạn nghịch, đặng thương xót hết thảy.|因 為 　 神 將 眾 人 都 圈 在 不 順 服 之 中 、 特 意 要 憐 恤 眾 人 。
Oi! sâu nhiệm thay là sự giàu có, khôn ngoan và thông biết của Đức Chúa Trời! Sự phán xét của Ngài nào ai thấu được, đường nẻo của Ngài nào ai hiểu được!|深 哉 、 　 神 豐 富 的 智 慧 和 知 識 。 他 的 判 斷 、 何 其 難 測 、 他 的 蹤 跡 何 其 難 尋 、
Vì, ai biết ý tưởng Chúa, ai là kẻ bàn luận của Ngài?|誰 知 道 主 的 心 、 誰 作 過 他 的 謀 士 呢 、
Hay là ai đã cho Chúa trước, đặng nhận lấy điều gì Ngài báo lại?|誰 是 先 給 了 他 、 使 他 後 來 償 還 呢 。
Vì muôn vật đều là từ Ngài, và hướng về Ngài. Vinh hiển cho Ngài đời đời, vô cùng! A-men.|因 為 萬 有 都 是 本 於 他 、 倚 靠 他 、 歸 於 他 ． 願 榮 耀 歸 給 他 、 直 到 永 遠 。 阿 們 。

					Rô-ma 12				|
						羅馬書 12					
Vậy, hỡi anh em, tôi lấy sự thương xót của Đức Chúa Trời khuyên anh em dâng thân thể mình làm của lễ sống và thánh, đẹp lòng Đức Chúa Trời, ấy là sự thờ phượng phải lẽ của anh em.|所 以 弟 兄 們 、 我 以 　 神 的 慈 悲 勸 你 們 、 將 身 體 獻 上 、 當 作 活 祭 、 是 聖 潔 的 、 是 　 神 所 喜 悅 的 ． 你 們 如 此 事 奉 、 乃 是 理 所 當 然 的 。
Đừng làm theo đời nầy, nhưng hãy biến hóa bởi sự đổi mới của tâm thần mình, để thử cho biết ý muốn tốt lành, đẹp lòng và trọn vẹn của Đức Chúa Trời là thể nào.|不 要 效 法 這 個 世 界 ． 只 要 心 意 更 新 而 變 化 、 叫 你 們 察 驗 何 為 　 神 的 善 良 、 純 全 可 喜 悅 的 旨 意 。
Vậy, nhờ ơn đã ban cho tôi, tôi nói với mỗi người trong anh em chớ có tư tưởng cao quá lẽ, nhưng phải có tâm tình tầm thường, y theo lượng đức tin mà Đức Chúa Trời đã phú cho từng người.|我 憑 著 所 賜 我 的 恩 、 對 你 們 各 人 說 、 不 要 看 自 己 過 於 所 當 看 的 ． 要 照 著 　 神 所 分 給 各 人 信 心 的 大 小 、 看 得 合 乎 中 道 。
Vả, như trong một thân chúng ta có nhiều chi thể, và các chi thể không làm một việc giống nhau,|正 如 我 們 一 個 身 子 上 有 好 些 肢 體 、 肢 體 也 不 都 是 一 樣 的 用 處 。
thì cũng vậy, chúng ta là nhiều người mà hiệp nên một thân trong Đấng Christ, và hết thảy chúng ta đều là các phần chi thể của nhau.|我 們 這 許 多 人 、 在 基 督 裡 成 為 一 身 、 互 相 聯 絡 作 肢 體 、 也 是 如 此 。
Vì chúng ta có các sự ban cho khác nhau, tùy theo ơn đã ban cho chúng ta, ai được ban cho nói tiên tri, hãy tập nói theo lượng đức tin;|按 我 們 所 得 的 恩 賜 、 各 有 不 同 ． 或 說 豫 言 、 就 當 照 著 信 心 的 程 度 說 豫 言 ．
ai được gọi đến làm chức vụ, hãy buộc mình vào chức vụ; ai dạy dỗ, hãy chăm mà dạy dỗ;|或 作 執 事 、 就 當 專 一 執 事 ． 或 作 教 導 的 、 就 當 專 一 教 導 ．
ai gánh việc khuyên bảo, hãy khuyên bảo; ai bố thí, hãy lấy lòng rộng rãi mà bố thí; ai cai trị, hãy siêng năng mà cai trị; ai làm sự thương xót, hãy lấy lòng vui mà làm.|或 作 勸 化 的 、 就 當 專 一 勸 化 ． 施 捨 的 、 就 當 誠 實 ． 治 理 的 、 就 當 殷 勤 ． 憐 憫 人 的 、 就 當 甘 心 。
Lòng yêu thương phải cho thành thật. Hãy gớm sự dữ mà mến sự lành.|愛 人 不 可 虛 假 、 惡 要 厭 惡 、 善 要 親 近 。
Hãy lấy lòng yêu thương mềm mại mà yêu nhau như anh em; hãy lấy lẽ kính nhường nhau.|愛 弟 兄 、 要 彼 此 親 熱 ． 恭 敬 人 、 要 彼 此 推 讓 。
Hãy siêng năng mà chớ làm biếng; phải có lòng sốt sắng; phải hầu việc Chúa.|殷 勤 不 可 懶 惰 ． 要 心 裡 火 熱 ． 常 常 服 事 主 。
Hãy vui mừng trong sự trông cậy, nhịn nhục trong sự hoạn nạn, bền lòng mà cầu nguyện.|在 指 望 中 要 喜 樂 ． 在 患 難 中 要 忍 耐 。 禱 告 要 恆 切 ．
Hãy cung cấp sự cần dùng cho các thánh đồ; hãy ân cần tiếp khách.|聖 徒 缺 乏 要 幫 補 ． 客 要 一 味 的 款 待 。
Hãy chúc phước cho kẻ bắt bớ anh em; hãy chúc phước, chớ nguyền rủa.|逼 迫 你 們 的 、 要 給 他 們 祝 福 ． 只 要 祝 福 、 不 可 咒 詛 。
Hãy vui với kẻ vui, khóc với kẻ khóc.|與 喜 樂 的 人 要 同 樂 ． 與 哀 哭 的 人 要 同 哭 。
Trong vòng anh em phải ở cho hiệp ý nhau; đừng ước ao sự cao sang, nhưng phải ưa thích sự khiêm nhường. Chớ cho mình là khôn ngoan.|要 彼 此 同 心 ． 不 要 志 氣 高 大 、 倒 要 俯 就 卑 微 的 人 。 〔 人 或 作 事 〕 不 要 自 以 為 聰 明 。
Chớ lấy ác trả ác cho ai; phải chăm tìm điều thiện trước mặt mọi người.|不 要 以 惡 報 惡 、 眾 人 以 為 美 的 事 、 要 留 心 去 作 。
Nếu có thể được, thì hãy hết sức mình mà hòa thuận với mọi người.|若 是 能 行 、 總 要 盡 力 與 眾 人 和 睦 。
Hỡi kẻ rất yêu dấu của tôi ơi, chính mình chớ trả thù ai, nhưng hãy nhường cho cơn thạnh nộ của Đức Chúa Trời; vì có chép lời Chúa phán rằng: Sự trả thù thuộc về ta, ta sẽ báo ứng.|親 愛 的 弟 兄 、 不 要 自 己 伸 冤 、 寧 可 讓 步 、 聽 憑 主 怒 ． 〔 或 作 讓 人 發 怒 〕 因 為 經 上 記 著 、 『 主 說 、 伸 冤 在 我 ． 我 必 報 應 。 』
Vậy nếu kẻ thù mình có đói, hãy cho ăn; có khát, hãy cho uống; vì làm như vậy, khác nào mình lấy những than lửa đỏ mà chất trên đầu người.|所 以 『 你 的 仇 敵 若 餓 了 、 就 給 他 喫 ． 若 渴 了 、 就 給 他 喝 ． 因 為 你 這 樣 行 、 就 是 把 炭 火 堆 在 他 的 頭 上 。 』
Đừng để điều ác thắng mình, nhưng hãy lấy điều thiện thắng điều ác.|你 不 可 為 惡 所 勝 、 反 要 以 善 勝 惡 。

					Rô-ma 13				|
						羅馬書 13					
Mọi người phải vâng phục các đấng cầm quyền trên mình; vì chẳng có quyền nào mà chẳng đến bởi Đức Chúa Trời, các quyền đều bởi Đức Chúa Trời chỉ định.|在 上 有 權 柄 的 、 人 人 當 順 服 他 ． 因 為 沒 有 權 柄 不 是 出 於 　 神 的 ． 凡 掌 權 的 都 是 　 神 所 命 的 。
Cho nên ai chống cự quyền phép, tức là đối địch với mạng lịnh Đức Chúa Trời đã lập; và những kẻ đối địch thì chuốc lấy sự phán xét vào mình.|所 以 抗 拒 掌 權 的 、 就 是 抗 拒 　 神 的 命 ． 抗 拒 的 必 自 取 刑 罰 。
Vả, các quan quyền không phải để cho người làm lành sợ, mà để cho người làm dữ sợ. Ngươi muốn không sợ quyền phép chăng? Hãy làm điều lành, sẽ được khen thưởng;|作 官 的 原 不 是 叫 行 善 的 懼 怕 、 乃 是 叫 作 惡 的 懼 怕 。 你 願 意 不 懼 怕 掌 權 的 麼 ． 你 只 要 行 善 、 就 可 得 他 的 稱 讚 ．
vì quan quyền là chức việc của Đức Chúa Trời để làm ích cho ngươi. Song nếu ngươi làm ác, thì hãy sợ, vì người cầm gươm chẳng phải là vô cớ; người là chức việc của Đức Chúa Trời để làm ra sự công bình và phạt kẻ làm dữ.|因 為 他 是 　 神 的 用 人 、 是 與 你 有 益 的 。 你 若 作 惡 、 卻 當 懼 怕 ． 因 為 他 不 是 空 空 的 佩 劍 ． 他 是 　 神 的 用 人 、 是 伸 冤 的 、 刑 罰 那 作 惡 的 。
Vậy nên cần phải vâng phục, chẳng những vì sợ hình phạt thôi, nhưng cũng vì cớ lương tâm.|所 以 你 們 必 須 順 服 、 不 但 是 因 為 刑 罰 、 也 是 因 為 良 心 。
Ay cũng bởi lẽ đó mà anh em nộp thuế, vì các quan quyền là đầy tớ của Đức Chúa Trời, hằng giữ việc ấy.|你 們 納 糧 、 也 為 這 個 緣 故 ． 因 他 們 是 　 神 的 差 役 、 常 常 特 管 這 事 。
Phải trả cho mọi người điều mình đã mắc: nộp thuế cho kẻ mình phải nộp thuế; đóng góp cho kẻ mình phải đóng góp; sợ kẻ mình đáng sợ; kính kẻ mình đáng kính.|凡 人 所 當 得 的 、 就 給 他 ． 當 得 糧 的 、 給 他 納 糧 ． 當 得 稅 的 、 給 他 上 稅 ． 當 懼 怕 的 、 懼 怕 他 ． 當 恭 敬 的 、 恭 敬 他 。
Đừng mắc nợ ai chi hết, chỉ mắc nợ về sự yêu thương nhau mà thôi, vì ai yêu kẻ lân cận mình, ấy là đã làm trọn luật pháp.|凡 事 都 不 可 虧 欠 人 、 惟 有 彼 此 相 愛 、 要 常 以 為 虧 欠 ． 因 為 愛 人 的 就 完 全 了 律 法 。
Vả, những điều răn nầy: Ngươi chớ phạm tội tà dâm, chớ giết người, chớ trộm cướp, chớ tham lam, mà mọi điều răn khác nữa, bất luận điều nào, đều tóm lại trong một lời nầy: Ngươi phải yêu kẻ lân cận mình như mình.|像 那 不 可 姦 淫 、 不 可 殺 人 、 不 可 偷 盜 、 不 可 貪 婪 、 或 有 別 的 誡 命 、 都 包 在 愛 人 如 己 這 一 句 話 之 內 了 。
Sự yêu thương chẳng hề làm hại kẻ lân cận; vậy yêu thương là sự làm trọn luật pháp.|愛 是 不 加 害 與 人 的 、 所 以 愛 就 完 全 了 律 法 。
Hãy ăn ở như vậy, vì biết thời kỳ đương lúc chúng ta đây: giờ anh em từ ngủ thức dậy đã đến, bởi sự cứu hiện nay đã gần chúng ta hơn lúc chúng ta mới tin.|再 者 、 你 們 曉 得 現 今 就 是 該 趁 早 睡 醒 的 時 候 、 因 為 我 們 得 救 、 現 今 比 初 信 的 時 候 更 近 了 。
Đêm đã khuya, ngày gần đến; vậy chúng ta hãy lột bỏ những việc tối tăm mà mặc lấy áo giáp sáng láng.|黑 夜 已 深 、 白 晝 將 近 ． 我 們 就 當 脫 去 暗 昧 的 行 為 、 帶 上 光 明 的 兵 器 。
Hãy bước đi cách hẳn hoi như giữa ban ngày. Chớ nộp mình vào sự quá độ và say sưa, buông tuồng và bậy bạ, rầy rà và ghen ghét;|行 事 為 人 要 端 正 、 好 像 行 在 白 晝 ． 不 可 荒 宴 醉 酒 ． 不 可 好 色 邪 蕩 ． 不 可 爭 競 嫉 妒 。
nhưng hãy mặc lấy Đức Chúa Jêsus Christ, chớ chăm nom về xác thịt mà làm cho phỉ lòng dục nó.|總 要 披 戴 主 耶 穌 基 督 、 不 要 為 肉 體 安 排 、 去 放 縱 私 慾 。

					Rô-ma 14				|
						羅馬書 14					
Hãy bằng lòng tiếp lấy kẻ kém đức tin, chớ cãi lẫy về sự nghi ngờ.|信 心 軟 弱 的 、 你 們 要 接 納 、 但 不 要 辯 論 所 疑 惑 的 事 。
Người nầy tin có thể ăn được cả mọi thứ; người kia là kẻ yếu đuối, chỉ ăn rau mà thôi.|有 人 信 百 物 都 可 喫 ． 但 那 軟 弱 的 、 只 喫 蔬 菜 。
Người ăn chớ khinh dể kẻ không ăn; và người không ăn chớ xét đoán kẻ ăn, vì Đức Chúa Trời đã tiếp lấy người.|喫 的 人 不 可 輕 看 不 喫 的 人 ． 不 喫 的 人 不 可 論 斷 喫 的 人 ． 因 為 　 神 己 經 收 納 他 了 。
Ngươi là ai mà dám xét đoán tôi tớ của kẻ khác? Nó đứng hay ngã, ấy là việc chủ nó; song nó sẽ đứng, vì Chúa có quyền cho nó đứng vững vàng.|你 是 誰 、 竟 論 斷 別 人 的 僕 人 呢 。 他 或 站 住 、 或 跌 倒 、 自 有 他 的 主 人 在 ． 而 且 他 也 必 要 站 住 ． 因 為 主 能 使 他 站 住 。
Người nầy tưởng ngày nầy hơn ngày khác, kẻ kia tưởng mọi ngày đều bằng nhau; ai nấy hãy tin chắc ở trí mình.|有 人 看 這 日 比 那 日 強 、 有 人 看 日 日 都 是 一 樣 ． 只 是 各 人 心 裡 要 意 見 堅 定 。
Kẻ giữ ngày là giữ vì Chúa; kẻ ăn là ăn vì Chúa, vì họ tạ ơn Đức Chúa Trời; kẻ chẳng ăn cũng chẳng ăn vì Chúa, họ cũng tạ ơn Đức Chúa Trời.|守 日 的 人 、 是 為 主 守 的 ． 喫 的 人 、 是 為 主 喫 的 、 因 他 感 謝 　 神 ． 不 喫 的 人 、 是 為 主 不 喫 的 、 也 感 謝 　 神 。
Vả, chẳng có người nào trong chúng ta vì chính mình mà sống, cũng chẳng có người nào trong chúng ta vì chính mình mà chết;|我 們 沒 有 一 個 人 為 自 己 活 、 也 沒 有 一 個 人 為 自 己 死 。
vì nếu chúng ta sống, là sống cho Chúa, và nếu chúng ta chết, là chết cho Chúa. Vậy nên chúng ta hoặc sống hoặc chết, đều thuộc về Chúa cả.|我 們 若 活 著 、 是 為 主 而 活 ． 若 死 了 、 是 為 主 而 死 ． 所 以 我 們 或 活 或 死 、 總 是 主 的 人 。
Đấng Christ đã chết và sống lại, ấy là để làm Chúa kẻ chết và kẻ sống.|因 此 基 督 死 了 、 又 活 了 、 為 要 作 死 人 並 活 人 的 主 。
Nhưng ngươi, sao xét đoán anh em mình? Còn ngươi, sao khinh dể anh em mình? Vì chúng ta hết thảy sẽ ứng hầu trước tòa án Đức Chúa Trời.|你 這 個 人 、 為 甚 麼 論 斷 弟 兄 呢 ． 又 為 甚 麼 輕 看 弟 兄 呢 ． 因 我 們 都 要 站 在 　 神 的 臺 前 。
Bởi có chép rằng: Chúa phán: Thật như ta hằng sống, mọi đầu gối sẽ quì trước mặt ta, Và mọi lưỡi sẽ ngợi khen Đức Chúa Trời.|經 上 寫 著 、 『 主 說 、 我 憑 著 我 的 永 生 起 誓 、 萬 膝 必 向 我 跪 拜 、 萬 口 必 向 我 承 認 。 』
Như vậy, mỗi người trong chúng ta sẽ khai trình việc mình với Đức Chúa Trời.|這 樣 看 來 、 我 們 各 人 必 要 將 自 己 的 事 、 在 　 神 面 前 說 明 。
Vậy chúng ta chớ xét đoán nhau; nhưng thà nhứt định đừng để hòn đá vấp chơn trước mặt anh em mình, và đừng làm dịp cho người sa ngã.|所 以 我 們 不 可 再 彼 此 論 斷 ． 寧 可 定 意 誰 也 不 給 弟 兄 放 下 絆 腳 跌 人 之 物 。
Tôi biết và tin chắc trong Đức Chúa Jêsus rằng, chẳng có vật gì vốn là dơ dáy; chỉn có ai tưởng vật nào là dơ dáy, thì nó là dơ dáy cho người ấy mà thôi.|我 憑 著 主 耶 穌 確 知 深 信 、 凡 物 本 來 沒 有 不 潔 淨 的 ． 惟 獨 人 以 為 不 潔 淨 的 、 在 他 就 不 潔 淨 了 。
Vả, nếu vì một thức ăn, ngươi làm cho anh em mình lo buồn, thì ngươi chẳng còn cư xử theo đức yêu thương nữa. Chớ nhơn thức ăn làm hư mất người mà Đấng Christ đã chịu chết cho.|你 若 因 食 物 叫 弟 兄 憂 愁 、 就 不 是 按 著 愛 人 的 道 理 行 。 基 督 已 經 替 他 死 、 你 不 可 因 你 的 食 物 叫 他 敗 壞 。
Vậy chớ để sự lành mình trở nên cớ gièm chê.|不 可 叫 你 的 善 被 人 毀 謗 ．
Vì nước Đức Chúa Trời chẳng tại sự ăn uống, nhưng tại sự công bình, bình an, vui vẻ bởi Đức Thánh Linh vậy.|因 為 　 神 的 國 、 不 在 乎 喫 喝 、 只 在 乎 公 義 、 和 平 、 並 聖 靈 中 的 喜 樂 。
Ai dùng cách ấy mà hầu việc Đấng Christ, thì đẹp lòng Đức Chúa Trời và được người ta khen.|在 這 幾 樣 上 服 事 基 督 的 、 就 為 　 神 所 喜 悅 、 又 為 人 所 稱 許 。
Vậy chúng ta hãy tìm cách làm nên hòa thuận và làm gương sáng cho nhau.|所 以 我 們 務 要 追 求 和 睦 的 事 、 與 彼 此 建 立 德 行 的 事 。
Chớ vì một thức ăn mà hủy hoại việc Đức Chúa Trời. Thật mọi vật là thánh sạch; nhưng ăn lấy mà làm dịp cho kẻ khác vấp phạm, thì là ác.|不 可 因 食 物 毀 壞 　 神 的 工 程 ． 凡 物 固 然 潔 淨 、 但 有 人 因 食 物 叫 人 跌 倒 、 就 是 他 的 罪 了 。
Điều thiện ấy là đừng ăn thịt, đừng uống rượu, và kiêng cữ mọi sự chi làm dịp vấp phạm cho anh em mình.|無 論 是 喫 肉 、 是 喝 酒 、 是 甚 麼 別 的 事 、 叫 弟 兄 跌 倒 、 一 概 不 作 纔 好 。
Ngươi có đức tin chừng nào, hãy vì chính mình ngươi mà giữ lấy trước mặt Đức Chúa Trời. Phước thay cho kẻ không định tội cho mình trong sự mình đã ưng!|你 有 信 心 、 就 當 在 　 神 面 前 守 著 。 人 在 自 己 以 為 可 行 的 事 上 、 能 不 自 責 、 就 有 福 了 。
Nhưng ai có lòng ngần ngại về thức ăn nào, thì bị định tội rồi, vì chẳng bởi đức tin mà làm; vả, phàm làm điều chi không bởi đức tin thì điều đó là tội lỗi.|若 有 疑 心 而 喫 的 、 就 必 有 罪 ． 因 為 他 喫 、 不 是 出 於 信 心 ． 凡 不 出 於 信 心 的 都 是 罪 。

					Rô-ma 15				|
						羅馬書 15					
Vậy chúng ta là kẻ mạnh, phải gánh vác sự yếu đuối cho những kẻ kém sức, chớ làm cho đẹp lòng mình.|我 們 堅 固 的 人 、 應 該 擔 代 不 堅 固 人 的 軟 弱 、 不 求 自 己 的 喜 悅 。
Mỗi người trong chúng ta nên làm đẹp lòng kẻ lân cận mình, đặng làm điều ích và nên gương tốt.|我 們 各 人 務 要 叫 鄰 舍 喜 悅 、 使 他 得 益 處 、 建 立 德 行 。
