
					Công Vụ Các Sứ đồ 1				|
Vậy, quân lính đem Phao-lô đi theo như mạng lịnh mình đã lãnh đương ban đêm, điệu đến thành An-ti-ba-tri.|於 是 兵 丁 照 所 吩 咐 他 們 的 、 將 保 羅 夜 裡 帶 到 安 提 帕 底 。
Sáng ngày, lính kỵ đi với người, còn quân khác trở về đồn.|第 二 天 、 讓 馬 兵 護 送 、 他 們 就 回 營 樓 去 。
những người nầy tới thành Sê-sa-rê, đưa thơ cho quan tổng đốc và đem nộp Phao-lô.|馬 兵 來 到 該 撒 利 亞 、 把 文 書 呈 給 巡 撫 、 便 叫 保 羅 站 在 他 面 前 。
Quan tổng đốc đọc thơ rồi, bèn hỏi Phao-lô vốn ở tỉnh nào, vừa biết người quê tỉnh Si-li-si,|巡 撫 看 了 文 書 、 問 保 羅 是 那 省 的 人 、 既 曉 得 他 是 基 利 家 人 、
thì rằng: Lúc nào bọn nguyên cáo đến đây, ta sẽ nghe ngươi. Đoạn, truyền giữ Phao-lô lại trong nơi công đàng Hê-rốt.|就 說 、 等 告 你 的 人 來 到 、 我 要 細 聽 你 的 事 、 便 吩 咐 人 把 他 看 守 在 希 律 的 衙 門 裡 。

					Công Vụ Các Sứ đồ 24				|
						使徒行傳 24					
Sau đó năm ngày, có thầy cả thượng phẩm là A-na-nia đến, với vài người trưởng lão cùng một nhà diễn thuyết kia tên là Tẹt-tu-lu, trình đơn kiện Phao-lô trước mặt quan tổng đốc.|過 了 五 天 、 大 祭 司 亞 拿 尼 亞 、 同 幾 個 長 老 、 和 一 個 辯 士 帖 士 羅 、 下 來 、 向 巡 撫 控 告 保 羅 ．
Phao-lô bị đòi đến rồi, Tẹt-tu-lu khởi sự cáo người như vầy:|保 羅 被 提 了 來 、 帖 士 羅 就 告 他 說 、
Bẩm quan lớn Phê-lít, nhờ ơn quan mà chúng tôi được hưởng sự bình an trọn vẹn, và nhờ sự khôn ngoan của quan đổi được mọi tình tệ để giúp dân nầy, lúc nào và nơi nào chúng tôi cũng rất cảm tạ biết ơn quan vậy.|腓 力 斯 大 人 、 我 們 因 你 得 以 大 享 太 平 、 並 且 這 一 國 的 弊 病 、 因 著 你 的 先 見 、 得 以 更 正 了 ． 我 們 隨 時 隨 地 、 滿 心 感 謝 不 盡 。
Nhưng muốn cho khỏi phiền quan lâu hơn, thì tôi xin quan lấy lòng khoan nhơn mà nghe một vài lời chúng tôi nói đây.|惟 恐 多 說 、 你 嫌 煩 絮 、 只 求 你 寬 容 聽 我 們 說 幾 句 話 。
Vậy, chúng tôi đã gặp người nầy, như là đồ ôn dịch, đã gây loạn trong hết thảy người Giu-đa trên cả thế giới: nó làm đầu phe người Na-xa-rét,|我 們 看 這 個 人 、 如 同 瘟 疫 一 般 、 是 鼓 動 普 天 下 眾 猶 太 人 生 亂 的 、 又 是 拿 撒 勒 教 黨 裡 的 一 個 頭 目 ．
cũng đã toan làm ô uế đền thờ, nên chúng tôi đã bắt nó và chúng tôi có muốn xử nó theo luật pháp chúng tôi.|連 聖 殿 他 也 想 要 污 穢 ． 我 們 把 他 捉 住 了 ． 〔 有 古 卷 在 此 有 要 按 我 們 的 律 法 審 問 〕
Nhưng quản cơ Ly-sia đến, bắt nó khỏi tay chúng tôi cách hung bạo,|〔 不 料 千 夫 長 呂 西 亞 前 來 甚 是 強 橫 從 我 們 手 中 把 他 奪 去 吩 咐 告 他 的 人 到 你 這 裡 來 〕
truyền lịnh cho các người kiện nó hãy đến hầu quan. Xin chính quan hãy tự tra hỏi hắn, thì sẽ biết được mọi việc chúng tôi đang kiện cáo.|你 自 己 究 問 他 、 就 可 以 知 道 我 們 告 他 的 一 切 事 了 。
Đến phiên các người Giu-đa cũng hùa theo lời đó, quyết rằng thật có như vậy.|眾 猶 太 人 也 隨 著 告 他 說 、 事 情 誠 然 是 這 樣 。
Quan tổng đốc ra dấu biểu Phao-lô nói đi, thì người thưa rằng: Tôi biết quan làm quan án trong nước nầy đã lâu năm, nên tôi dạn dĩ mà binh vực duyên cớ mình.|巡 撫 點 頭 叫 保 羅 說 話 、 他 就 說 、 我 知 道 你 在 這 國 裡 斷 事 多 年 、 所 以 我 樂 意 為 自 己 分 訴 。
Quan tra xét thì sẽ biết tôi vừa lên thành Giê-ru-sa-lem mà thờ lạy, chưa được mười hai ngày nay.|你 查 問 就 可 以 知 道 、 從 我 上 耶 路 撒 冷 禮 拜 、 到 今 日 、 不 過 有 十 二 天 ．
Người ta chẳng từng gặp tôi, hoặc trong đền thờ, hoặc trong nhà hội, hoặc trong thành phố, cãi lẫy cùng ai hay xui dân làm loạn bao giờ.|他 們 並 沒 有 看 見 我 在 殿 裡 、 或 是 在 會 堂 裡 、 或 是 在 城 裡 、 和 人 辯 論 、 聳 動 眾 人 。
Bây giờ họ cũng chẳng biết lấy chi mà làm chứng cớ việc điều họ kiện tôi đó.|他 們 現 在 所 告 我 的 事 、 並 不 能 對 你 證 實 了 。
Trước mặt quan, tôi nhận rằng theo như đạo mà họ gọi là một phe đảng, tôi thờ phượng Đức Chúa Trời của tổ phụ tôi, tin mọi điều chép trong sách luật và các sách tiên tri;|但 有 一 件 事 、 我 向 你 承 認 、 就 是 他 們 所 稱 為 異 端 的 道 、 我 正 按 著 那 道 事 奉 我 祖 宗 的 　 神 、 又 信 合 乎 律 法 的 、 和 先 知 書 上 一 切 所 記 載 的 ．
và tôi có sự trông cậy nầy nơi Đức Chúa Trời, như chính họ cũng có vậy, tức là sẽ có sự sống lại của người công bình và không công bình.|並 且 靠 著 　 神 、 盼 望 死 人 、 無 論 善 惡 、 都 要 復 活 、 就 是 他 們 自 己 也 有 這 個 盼 望 。
Cũng vì cớ ấy, nên tôi vẫn gắng sức cho có lương tâm không trách móc trước mặt Đức Chúa Trời và trước mặt loài người.|我 因 此 自 己 勉 勵 、 對 　 神 、 對 人 、 常 存 無 虧 的 良 心 。
Vả, đã lâu năm nay tôi đi vắng, rồi mới về bố thí cho bổn quốc tôi và dâng của lễ.|過 了 幾 年 、 我 帶 著 賙 濟 本 國 的 捐 項 和 供 獻 的 物 上 去 。
Đang khi ấy, có mấy người Giu-đa quê ở cõi A-si kia gặp tôi ở trong đền thờ, được tinh sạch, chớ chẳng có dân đông hay rối loạn chi.|正 獻 的 時 候 、 他 們 看 見 我 在 殿 裡 已 經 潔 淨 了 、 並 沒 有 聚 眾 、 也 沒 有 吵 嚷 ． 惟 有 幾 個 從 亞 西 亞 來 的 猶 太 人 ．
Nếu họ có điều gì kiện tôi, thì có lẽ đến hầu trước mặt quan mà cáo đi.|他 們 若 有 告 我 的 事 、 就 應 當 到 你 面 前 來 告 我 。
Hay là các người ở đây phải nói cho biết đã thấy tôi có sự gì đáng tội, lúc tôi đứng tại tòa công luận,|即 或 不 然 、 這 些 人 、 若 看 出 我 站 在 公 會 前 、 有 妄 為 的 地 方 、 他 們 自 己 也 可 以 說 明 。
hoặc có, thì cũng chỉ trách câu tôi nói giữa họ rằng: Ay vì sự sống lại của kẻ chết mà hôm nay tôi bị xử đoán trước mặt các ông.|縱 然 有 、 也 不 過 一 句 話 、 就 是 我 站 在 他 們 中 間 大 聲 說 、 我 今 日 在 你 們 面 前 受 審 、 是 為 死 人 復 活 的 道 理 。
Phê-lít vẫn biết rõ ràng về đạo người nói đó, nên giãn việc kiện ra, mà rằng: khi nào quan quản cơ Ly-sia xuống, ta sẽ xét việc nầy.|腓 力 斯 本 是 詳 細 曉 得 這 道 、 就 支 吾 他 們 說 、 且 等 千 夫 長 呂 西 亞 下 來 、 我 要 審 斷 你 們 的 事 。
Đoạn, người truyền cho thầy đội giữ Phao-lô, nhưng phải cho người hơi được thong thả, có kẻ nào thuộc về người đến hầu việc người, thì đừng cấm.|於 是 吩 咐 百 夫 長 看 守 保 羅 、 並 且 寬 待 他 、 也 不 攔 阻 他 的 親 友 來 供 給 他 。
Qua mấy ngày sau, Phê-lít với vợ mình là Đơ-ru-si, người Giu-đa, đến, rồi sai gọi Phao-lô, và nghe người nói về đức tin trong Đức Chúa Jêsus Christ.|過 了 幾 天 、 腓 力 斯 和 他 夫 人 猶 太 的 女 子 土 西 拉 、 一 同 來 到 、 就 叫 了 保 羅 來 、 聽 他 講 論 信 基 督 耶 穌 的 道 。
Nhưng khi Phao-lô nói về sự công bình, sự tiết độ và sự phán xét ngày sau, thì Phê-lít run sợ, nói rằng: Bây giờ ngươi hãy lui; đợi khi nào ta rảnh, sẽ gọi lại.|保 羅 講 論 公 義 、 節 制 、 和 將 來 的 審 判 、 腓 力 斯 甚 覺 恐 懼 、 說 、 你 暫 且 去 罷 、 等 我 得 便 再 叫 你 來 。
Phê-lít cũng trông Phao-lô lót bạc cho mình; nên năng đòi người đến, và nói chuyện cùng người.|腓 力 斯 又 指 望 保 羅 送 他 銀 錢 、 所 以 屢 次 叫 他 來 、 和 他 談 論 。
Khỏi hai năm, Bốt-tiu Phê-tu đến thay Phê-lít. Bởi cớ Phê-lít muốn làm cho dân Giu-đa bằng lòng, bèn cứ giam Phao-lô nơi ngục.|過 了 兩 年 、 波 求 非 斯 都 接 了 腓 力 斯 的 任 ． 腓 力 斯 要 討 猶 太 人 的 喜 歡 、 就 留 保 羅 在 監 裡 。

					Công Vụ Các Sứ đồ 25				|
						使徒行傳 25					
Phê-tu đã đến tỉnh mình được ba ngày rồi, thì ở thành Sê-sa-rê đi lên thành Giê-ru-sa-lem.|非 斯 都 到 了 任 、 過 了 三 天 、 就 從 該 撒 利 亞 上 耶 路 撒 冷 去 。
Tại đó, có các thầy tế lễ cả và các người sang trọng trong dân Giu-đa đội đơn kiện Phao-lô trước mặt người;|祭 司 長 、 和 猶 太 人 的 首 領 、 向 他 控 告 保 羅 、
vì có ý nghịch, thì cố nài xin quan làm ơn đòi Phao-lô trở về thành Giê-ru-sa-lem: họ âm mưu đặng giết người dọc đường.|又 央 告 他 、 求 他 的 情 、 將 保 羅 提 到 耶 路 撒 冷 來 ． 他 們 要 在 路 上 埋 伏 殺 害 他 。
Nhưng Phê-tu trả lời rằng Phao-lô bị giam tại thành Sê-sa-rê, và chính mình người sẽ kíp trở về thành đó.|非 斯 都 卻 回 答 說 、 保 羅 押 在 該 撒 利 亞 、 我 自 己 快 要 往 那 裡 去 。
Lại nói rằng những người tôn trưởng trong các ngươi hãy xuống với ta, nếu người ấy có phạm tội gì thì hãy cứ kiện.|又 說 、 你 們 中 間 有 權 勢 的 人 、 與 我 一 同 下 去 、 那 人 若 有 甚 麼 不 是 、 就 可 以 告 他 。
Phê-tu ở cùng họ vừa tám hay là mười ngày mà thôi, đoạn trở xuống thành Sê-sa-rê; sáng ngày sau, người ngồi nơi tòa án và truyền dẫn Phao-lô đến.|非 斯 都 在 他 們 那 裡 、 住 了 不 過 十 天 八 天 、 就 下 該 撒 利 亞 去 ． 第 二 天 坐 堂 、 吩 咐 將 保 羅 提 上 來 。
Phao-lô mới đến, thì có các người Giu-đa ở thành Giê-ru-sa-lem xuống vây bọc người, lấy nhiều cớ nặng mà thưa, nhưng chẳng tìm được chứng.|保 羅 來 了 、 那 些 從 耶 路 撒 冷 下 來 的 猶 太 人 、 周 圍 站 著 、 將 許 多 重 大 的 事 控 告 他 、 都 是 不 能 證 實 的 。
Còn Phao-lô nói đặng binh vực mình, rằng: Tôi chẳng từng làm điều dữ chi, hoặc nghịch cùng luật pháp người Giu-đa, hoặc nghịch cùng đền thờ, hay là nghịch cùng Sê-sa.|保 羅 分 訴 說 、 無 論 猶 太 人 的 律 法 、 或 是 聖 殿 、 或 是 該 撒 、 我 都 沒 有 干 犯 。
Nhưng Phê-tu muốn cho đẹp lòng dân Giu-đa, thì trả lời rằng: Ngươi có muốn lên thành Giê-ru-sa-lem chịu xử tại đó về những việc nầy trước mặt ta chăng?|但 非 斯 都 要 討 猶 太 人 的 喜 歡 、 就 問 保 羅 說 、 你 願 意 上 耶 路 撒 冷 去 、 在 那 裡 聽 我 審 斷 這 事 麼 。
Phao-lô bèn thưa rằng: Tôi ứng hầu trước mặt tòa án Sê-sa, ấy là nơi tôi phải chịu xử; tôi chẳng có lỗi chi với người Giu-đa, như chính mình biết rõ ràng.|保 羅 說 、 我 站 在 該 撒 的 堂 前 、 這 就 是 我 應 當 受 審 的 地 方 ． 我 向 猶 太 人 並 沒 有 行 過 甚 麼 不 義 的 事 、 這 也 是 你 明 明 知 道 的 。
Ví bằng tôi có tội hay là phạm điều gì đáng chết, thì tôi chẳng từ chối chết đâu; trái lại, nếu trong đơn từ họ kiện tôi không có cớ gì hết, thì chẳng ai được nộp tôi cho họ. Tôi kêu nài sự đó đến Sê-sa.|我 若 行 了 不 義 的 事 、 犯 了 甚 麼 該 死 的 罪 、 就 是 死 、 我 也 不 辭 ． 他 們 所 告 我 的 事 若 都 不 實 、 就 沒 有 人 可 以 把 我 交 給 他 們 。 我 要 上 告 於 該 撒 。
Kế đó, Phê-tu bàn tán với công hội mình, bèn trả lời rằng: Ngươi đã kêu nài Sê-sa, chắc sẽ đến nơi Sê-sa.|非 斯 都 和 議 會 商 量 了 、 就 說 、 你 既 上 告 於 該 撒 、 可 以 往 該 撒 那 裡 去 。
Cách đó mấy ngày, vua Ac-ríp-ba với Bê-rê-nít đến thành Sê-sa-rê đặng chào Phê-tu.|過 了 些 日 子 、 亞 基 帕 王 、 和 百 尼 基 氏 、 來 到 該 撒 利 亞 、 問 非 斯 都 安 。
Vì hai người ở lại đó mấy ngày, nên Phê-tu đem vụ Phao-lô trình với vua, rằng: Đây có một tên tù mà Phê-lít đã để lại.|在 那 裡 住 了 多 日 、 非 斯 都 將 保 羅 的 事 告 訴 王 、 說 、 這 裡 有 一 個 人 、 是 腓 力 斯 留 在 監 裡 的 。
Lúc tôi ở thành Giê-ru-sa-lem, các thầy tế lễ cả và các trưởng lão dân Giu-đa đến kiện người và xin tôi làm án người đi.|我 在 耶 路 撒 冷 的 時 候 、 祭 司 長 和 猶 太 的 長 老 、 將 他 的 事 稟 報 了 我 、 求 我 定 他 的 罪 。
Tôi đáp lại rằng người Rô-ma chẳng có lệ giải nộp một người nào mà bên bị cáo chưa đối nại với bên tiên cáo, và người đó chưa có cách thế để chống cãi lời kiện cáo mình.|我 對 他 們 說 、 無 論 甚 麼 人 、 被 告 還 沒 有 和 原 告 對 質 、 未 得 機 會 分 訴 所 告 他 的 事 、 就 先 定 他 的 罪 、 這 不 是 羅 馬 人 的 條 例 。
Họ bèn đến đây, thì vừa ngày sau, tôi ra ngồi nơi tòa án, không trễ nải mà truyền dẫn người ấy đến.|及 至 他 們 都 來 到 這 裡 、 我 就 不 耽 延 、 第 二 天 便 坐 堂 、 吩 咐 把 那 人 提 上 來 。
Các người kiện cáo đều đã có mặt, song không kiện nó về một tội gì như tôi đã dè chừng.|告 他 的 人 站 著 告 他 ． 所 告 的 、 並 沒 有 我 所 逆 料 的 那 等 惡 事 ．
Chỉ cáo nó về đạo riêng của họ, và một tên Jêsus đã chết kia, mà Phao-lô quyết rằng còn sống.|不 過 是 有 幾 樣 辯 論 、 為 他 們 自 己 敬 鬼 神 的 事 、 又 為 一 個 人 名 叫 耶 穌 、 是 已 經 死 了 、 保 羅 卻 說 他 是 活 著 的 。
Trong sự cãi lẫy đó, tôi không biết theo bên nào, nên hỏi Phao-lô muốn đi đến thành Giê-ru-sa-lem, để chịu xử mọi điều ấy tại nơi đó chăng.|這 些 事 當 怎 樣 究 問 、 我 心 裡 作 難 ． 所 以 問 他 說 、 你 願 意 上 耶 路 撒 冷 去 、 在 那 裡 為 這 些 事 聽 審 麼 。
Nhưng nó đã kêu nài để việc kiện minh lại cho hoàng đế phân xử. Vậy tôi đã truyền giam nó trong ngục đợi tới khi tôi giải cho Sê-sa.|但 保 羅 求 我 留 下 他 要 聽 皇 上 審 斷 、 我 就 吩 咐 把 他 留 下 、 等 我 解 他 到 該 撒 那 裡 去 。
Ac-ríp-ba bèn nói với Phê-tu rằng: Ta cũng muốn nghe người ấy. Phê-tu tâu rằng: Đến mai vua sẽ nghe.|亞 基 帕 對 非 斯 都 說 、 我 自 己 也 願 聽 這 人 辯 論 。 非 斯 都 說 、 明 天 你 可 以 聽 。
Vậy, qua bữa sau, vua Ac-ríp-ba với Bê-rê-nít đến cách long trọng vào phòng xử kiện với quan quản cơ và các người tôn trưởng trong thành. Phê tu bèn truyền lịnh điệu Phao-lô đến.|第 二 天 、 亞 基 帕 和 百 尼 基 大 張 威 勢 而 來 、 同 著 眾 千 夫 長 、 和 城 裡 的 尊 貴 人 、 進 了 公 廳 ． 非 斯 都 吩 咐 一 聲 、 就 有 人 將 保 羅 帶 進 來 。
Đoạn, Phê-tu rằng: Tâu vua Ac-ríp-ba và hết thảy các ông có mặt tại đây, các ông đều thấy người nầy, vì cớ nó nên thay thảy dân chúng Giu-đa đến nài xin ơn tôi, tại thành Giê-ru-sa-lem và tôi đây cũng vậy, mà kêu lên rằng chẳng khá để cho nó sống nữa.|非 斯 都 說 、 亞 基 帕 王 、 和 在 這 裡 的 諸 位 阿 、 你 們 看 人 、 就 是 一 切 猶 太 人 在 耶 路 撒 冷 、 和 這 裡 、 曾 向 我 懇 求 、 呼 叫 說 、 不 可 容 他 再 活 著 。
Phần tôi, đã xét nó chẳng có làm điều gì đáng tội chết; và vì chính nó cũng đã kêu nài việc đó đến Sê-sa, nên tôi định giải nộp cho Sê-sa.|但 我 查 明 他 沒 有 犯 甚 麼 該 死 的 罪 ． 並 且 他 自 己 上 告 於 皇 帝 、 所 以 我 定 意 把 他 解 去 。
Nhưng vì tôi không có điều chi quả quyết để làm sớ tấu hoàng đế về việc nó, nên đòi nó đến trước mặt các ông, nhứt là trước mặt vua, là Ac-ríp-ba, đặng khi tra hỏi rồi, tôi có điều để viết sớ.|論 到 這 人 、 我 沒 有 確 實 的 事 、 可 以 奏 明 主 上 ． 因 此 我 帶 他 到 你 們 面 前 、 也 特 意 帶 他 到 你 亞 基 帕 王 面 前 、 為 要 在 查 問 之 後 、 有 所 陳 奏 。
Vả, tôi nghĩ rằng giải một tên phạm mà chẳng nói rõ điều người ta kiện nó, thì là trái lẽ lắm.|據 我 看 來 、 解 送 囚 犯 、 不 指 明 他 的 罪 案 、 是 不 合 理 的 。

					Công Vụ Các Sứ đồ 26				|
						使徒行傳 26					
Bấy giờ vua Ac-ríp-ba biểu Phao-lô rằng: Ngươi được phép nói để chữa mình. Phao-lô bèn giơ tay ra, chữa cho mình như vầy:|亞 基 帕 對 保 羅 說 、 准 你 為 自 己 辯 明 。 於 是 保 羅 伸 手 分 訴 說 、
Tâu vua Ac-ríp-ba, tôi lấy làm may mà hôm nay được gỡ mình tôi trước mặt vua về mọi điều người Giu-đa kiện tôi,|亞 基 帕 王 阿 、 猶 太 人 所 告 我 的 一 切 事 、 今 日 得 在 你 面 前 分 訴 、 實 為 萬 幸 ．
nhứt là vì vua đã rõ mọi thói tục người Giu-đa, và cũng biết sự cãi lẫy của họ. Vậy, xin vua hãy nhịn nhục mà nghe tôi.|更 可 幸 的 、 是 你 熟 悉 猶 太 人 的 規 矩 、 和 他 們 的 辯 論 ． 所 以 求 你 耐 心 聽 我 。
Cách ăn nết ở của tôi từ lúc tuổi trẻ, nơi giữa bổn quốc tôi và tại thành Giê-ru-sa-lem, thì mọi người Giu-đa đều biết cả.|我 從 起 初 在 本 國 的 民 中 、 並 在 耶 路 撒 冷 、 自 幼 為 人 如 何 、 猶 太 人 都 知 道 ．
Ví bằng họ muốn làm chứng về việc nầy, thì biết từ lâu ngày rồi, tôi là người Pha-ri-si, theo phe đó, rất là nghiêm hơn trong đạo chúng tôi.|他 們 若 肯 作 見 證 、 就 曉 得 我 從 起 初 、 是 按 著 我 們 教 中 最 嚴 緊 的 教 門 、 作 了 法 利 賽 人 。
Hiện nay tôi bị đoán xét, vì trông cậy lời Đức Chúa Trời đã hứa cùng tổ phụ chúng tôi,|現 在 我 站 在 這 裡 受 審 、 是 因 為 指 望 　 神 向 我 們 祖 宗 所 應 許 的 ．
lại mười hai chi phái chúng tôi, lấy lòng sốt sắng thờ phượng Đức Chúa Trời, cả đêm và ngày, mà trông đợi lời hứa ấy được trọn. Muôn tâu, thật là vì sự trông cậy đó mà tôi bị người Giu-đa kiện cáo.|這 應 許 、 我 們 十 二 個 支 派 、 晝 夜 切 切 的 事 奉 　 神 、 都 指 望 得 著 ． 王 阿 、 我 被 猶 太 人 控 告 、 就 是 因 這 指 望 。
Ua nào! các ông há lại ngờ chẳng có thể tin được rằng Đức Chúa Trời khiến những kẻ chết sống lại sao?|　 神 叫 死 人 復 活 、 你 們 為 甚 麼 看 作 不 可 信 的 呢 。
Thật, chính mình tôi đã tin rằng nên dùng đủ mọi cách thế mà chống lại danh Jêsus ở Na-xa-rét.|從 前 我 自 己 以 為 應 當 多 方 攻 擊 拿 撒 勒 人 耶 穌 的 名 。
Thật tôi đã làm sự nầy tại thành Giê-ru-sa-lem: sau khi đã chịu quyền của các thầy tế lễ cả, thì tôi bỏ tù nhiều người thánh; và lúc họ giết các người đó, tôi cũng đồng một ý.|我 在 耶 路 撒 冷 也 曾 這 樣 行 了 ． 既 從 祭 司 長 得 了 權 柄 、 我 就 把 許 多 聖 徒 囚 在 監 裡 ． 他 們 被 殺 、 我 也 出 名 定 案 。
Vả lại, tôi thường trảy đi từ nhà hội nầy đến nhà hội kia, hà hiếp họ, để bắt họ phải nói phạm thượng, tôi lại nổi giận quá bội bắt bớ họ cho đến các thành ngoại quốc.|在 各 會 堂 、 我 屢 次 用 刑 、 強 逼 他 們 說 褻 瀆 的 話 ． 又 分 外 惱 恨 他 們 、 甚 至 追 逼 他 們 直 到 外 邦 的 城 邑 。
Ay vậy, tôi lên thành Đa-mách có trọn quyền và phép bởi các thầy tế lễ cả, đương đi dọc đường,|那 時 、 我 領 了 祭 司 長 的 權 柄 和 命 令 、 往 大 馬 色 去 。
muôn tâu, lúc giữa trưa, tôi thấy có ánh sáng từ trên trời giáng xuống, chói lói hơn mặt trời, sáng lòa chung quanh tôi và kẻ cùng đi.|王 阿 、 我 在 路 上 、 晌 午 的 時 候 、 看 見 從 天 發 光 、 比 日 頭 還 亮 、 四 面 照 著 我 、 並 與 我 同 行 的 人 。
Chúng tôi thảy đều té xuống đất, và tôi nghe tiếng phải cùng tôi bằng tiếng Hê-bơ-rơ rằng: Hỡi Sau-lơ, Sau-lơ, sao ngươi bắt-bớ ta? ngươi đá đến ghim nhọn thì là khó chịu cho ngươi vậy.|我 們 都 仆 倒 在 地 、 我 就 聽 見 有 聲 音 、 用 希 伯 來 話 、 向 我 說 、 掃 羅 、 掃 羅 、 為 甚 麼 逼 迫 我 ． 你 用 腳 踢 刺 是 難 的 。
Tôi thưa: Lạy Chúa, Chúa là ai? Chúa đáp rằng: Ta là Jêsus mà ngươi đường bắt bớ.|我 說 、 主 阿 、 你 是 誰 。 主 說 、 我 就 是 你 所 逼 迫 的 耶 穌 。
Song hãy chờ dậy, và đứng lên, vì ta đã hiện ra cho ngươi để lập ngươi làm chức việc và làm chứng về những việc ngươi đã thấy, cùng những việc ta sẽ hiện đến mách cho ngươi.|你 起 來 站 著 、 我 特 意 向 你 顯 現 、 要 派 你 作 執 事 作 見 證 、 將 你 所 看 見 的 事 、 和 我 將 要 指 示 你 的 事 、 證 明 出 來 ．
Ta sẽ bảo hộ ngươi khỏi dân nầy và dân ngoại là nơi ta sai ngươi đến,|我 也 要 救 你 脫 離 百 姓 和 外 邦 人 的 手 。
đặng mở mắt họ, hầu cho họ từ tối tăm mà qua sáng láng, từ quyền lực của quỉ Sa-tan mà đến Đức Chúa Trời, và cho họ bởi đức tin nơi ta được sự tha tội, cùng phần gia tài với các thánh đồ.|我 差 你 到 他 們 那 裡 去 、 要 叫 他 們 的 眼 睛 得 開 、 從 黑 暗 中 歸 向 光 明 、 從 撒 但 權 下 歸 向 　 神 ． 又 因 信 我 、 得 蒙 赦 罪 、 和 一 切 成 聖 的 人 同 得 基 業 。
Tâu vua Ac-ríp-ba, từ đó, tôi chẳng hề dám chống cự với sự hiện thấy trên trời;|亞 基 帕 王 阿 、 我 故 此 沒 有 違 背 那 從 天 上 來 的 異 象 ．
nhưng đầu hết tôi khuyên dỗ người thành Đa-mách, kế đến người thành Giê-ru-sa-lem và cả xứ Giu-đê, rồi đến các dân ngoại rằng phải ăn năn và trở lại cùng Đức Chúa Trời, làm công việc xứng đáng với sự ăn năn.|先 在 大 馬 色 、 後 在 耶 路 撒 冷 、 和 猶 太 全 地 、 以 及 外 邦 、 勸 勉 他 們 應 當 悔 改 歸 向 　 神 、 行 事 與 悔 改 的 心 相 稱 。
Kìa, vì thế nên người Giu-đa đã bắt tôi trong đền thờ và toan giết tôi.|因 此 、 猶 太 人 在 殿 裡 拿 住 我 、 想 要 殺 我 。
Song nhờ ơn Đức Chúa Trời bảo hộ, tôi còn sống đến ngày nay, làm chứng cho các kẻ lớn nhỏ, không nói chi khác hơn là điều các đấng tiên tri và Môi-se đã nói sẽ đến,|然 而 我 蒙 　 神 的 幫 助 、 直 到 今 日 還 站 得 住 、 對 著 尊 貴 卑 賤 老 幼 作 見 證 ． 所 講 的 、 並 不 外 乎 眾 先 知 和 摩 西 所 說 、 將 來 必 成 的 事 ．
tức là Đấng Christ phải chịu thương khó, và bởi sự sống lại trước nhứt từ trong kẻ chết, phải rao truyền ánh sáng ra cho dân sự và người ngoại.|就 是 基 督 必 須 受 害 、 並 且 因 從 死 裡 復 活 、 要 首 先 把 光 明 的 道 、 傳 給 百 姓 和 外 邦 人 。
người đang nói như vậy để binh vực mình, thì Phê-tu nói lớn lên rằng: Hỡi Phao-lô, ngươi lảng trí rồi; ngươi học biết nhiều quá đến đỗi ra điên cuồng.|保 羅 這 樣 分 訴 、 非 斯 都 大 聲 說 、 保 羅 、 你 癲 狂 了 罷 ． 你 的 學 問 太 大 、 反 叫 你 癲 狂 了 。
Phao-lô lại nói: Bẫm quan lớn Phê-tu, tôi chẳng phải lảng trí đâu; tôi nói đó là những lời thật và phải lẽ.|保 羅 說 、 非 斯 都 大 人 、 我 不 是 癲 狂 、 我 說 的 乃 是 真 實 明 白 話 。
Vua biết rõ các sự nầy; lại tôi bền lòng tâu vì tin rằng chẳng có điều nào vua không biết; vì mọi việc đó chẳng làm ra cách chùng vụng đâu.|王 也 曉 得 這 些 事 、 所 以 我 向 王 放 膽 直 言 、 我 深 信 這 些 事 沒 有 一 件 向 王 隱 藏 的 ． 因 都 不 是 在 背 地 裡 作 的 。
Tâu vua Ac-ríp-ba, vua có tin các đấng tiên tri chăng? Tôi biết thật vua tin đó!|亞 基 帕 王 阿 、 你 信 先 知 麼 、 我 知 道 你 是 信 的 。
Vua Ac-ríp-ba phán cùng Phao-lô rằng: Thiếu chút nữa ngươi khuyên ta trở nên tín đồ Đấng Christ!|亞 基 帕 對 保 羅 說 、 你 想 少 微 一 勸 、 便 叫 我 作 基 督 徒 阿 。 〔 或 作 你 這 樣 勸 我 幾 乎 叫 我 作 基 督 徒 了 〕
Phao-lô tâu: Cầu xin Đức Chúa Trời, chẳng kíp thì chầy, không những một mình vua, nhưng hết thảy mọi người nghe tôi hôm nay đều trở nên như tôi, chỉ trừ bỏ xiềng nầy thôi!|保 羅 說 、 無 論 是 少 勸 、 是 多 勸 、 我 向 　 神 所 求 的 、 不 但 你 一 個 人 、 就 是 今 天 一 切 聽 我 的 、 都 要 像 我 一 樣 、 只 是 不 要 像 我 有 這 些 鎖 鍊 。
Vua bèn đứng dậy, quan tổng đốc và bà Bê-nê-rít cùng những người đồng ngồi đó cũng vậy.|於 是 王 、 和 巡 撫 、 並 百 尼 基 、 與 同 坐 的 人 、 都 起 來 、
