
					Giăng 1				|
Con đã tôn vinh Cha trên đất, làm xong công việc Cha giao cho làm.|我 在 地 上 已 經 榮 耀 你 、 你 所 託 付 我 的 事 、 我 已 成 全 了 。
Cha ôi! bây giờ xin lấy sự vinh hiển Con vốn có nơi Cha trước khi chưa có thế gian mà làm vinh hiển Con nơi chính mình Cha.|父 阿 、 現 在 求 你 使 我 同 你 享 榮 耀 、 就 是 未 有 世 界 以 先 、 我 同 你 所 有 的 榮 耀 。
Con đã tỏ danh Cha ra cho những người Cha giao cho Con từ giữa thế gian; họ vốn thuộc về Cha, Cha giao họ cho Con, và họ đã giữ lời Cha.|你 從 世 上 賜 給 我 的 人 、 我 已 將 你 的 名 顯 明 與 他 們 ． 他 們 本 是 你 的 、 你 將 他 們 賜 給 我 、 他 們 也 遵 守 了 你 的 道 。
Hiện nay họ đã biết rằng mọi sự Cha đã giao cho Con đều là từ Cha mà đến.|如 今 他 們 知 道 、 凡 你 所 賜 給 我 的 、 都 是 從 你 那 裡 來 的 ．
Vì Con đã truyền cho họ những lời Cha đã truyền cho Con, và họ đã nhận lấy; nhìn biết quả thật rằng Con đến từ nơi Cha, và tin rằng ấy là Cha sai Con đến.|因 為 你 所 賜 給 我 的 道 、 我 已 經 賜 給 他 們 ． 他 們 也 領 受 了 、 又 確 實 知 道 、 我 是 從 你 出 來 的 、 並 且 信 你 差 了 我 來 。
Con vì họ mà cầu nguyện; chẳng phải vì thế gian mà cầu nguyện, nhưng vì kẻ Cha đã giao cho Con, bởi chưng họ thuộc về Cha.|我 為 他 們 祈 求 ． 不 為 世 人 祈 求 、 卻 為 你 所 賜 給 我 的 人 祈 求 、 因 他 們 本 是 你 的 。
Phàm mọi điều thuộc về Con tức là thuộc về Cha, mọi điều thuộc về Cha tức là thuộc về Con, và Con nhơn họ được tôn vinh.|凡 是 我 的 都 是 你 的 、 你 的 也 是 我 的 ． 並 且 我 因 他 們 得 了 榮 耀 。
Con không ở thế gian nữa, nhưng họ còn ở thế gian, và Con về cùng Cha. Lạy Cha thánh, xin gìn giữ họ trong danh Cha, là danh Cha đã ban cho Con, để họ cũng hiệp làm một như chúng ta vậy.|從 今 以 後 、 我 不 在 世 上 、 他 們 卻 在 世 上 、 我 往 你 那 裡 去 。 聖 父 阿 、 求 你 因 你 所 賜 給 我 的 名 保 守 他 們 、 叫 他 們 合 而 為 一 像 我 們 一 樣 。
Đang khi Con còn ở với họ, Con gìn giữ họ, trừ đứa con của sự hư mất ra, thì trong đám họ không một người nào bị thất lạc, hầu cho lời Kinh Thánh được ứng nghiệm.|我 與 他 們 同 在 的 時 候 、 因 你 所 賜 給 我 的 名 、 保 守 了 他 們 、 我 也 護 衛 了 他 們 、 其 中 除 了 那 滅 亡 之 子 、 沒 有 一 個 滅 亡 的 ． 好 叫 經 上 的 話 得 應 驗 。
Nhưng bây giờ Con về cùng Cha, và đương khi còn ở thế gian, Con nói những điều đó, hầu cho trong lòng họ được đầy dẫy sự vui mừng của Con.|現 在 我 往 你 那 裡 去 ． 我 還 在 世 上 說 這 話 、 是 叫 他 們 心 裡 充 滿 我 的 喜 樂 。
Con đã truyền lời Cha cho họ, và thế gian ghen ghét họ, vì họ không thuộc về thế gian, cũng như Con không thuộc về thế gian vậy.|我 已 將 你 的 道 賜 給 他 們 ． 世 界 又 恨 他 們 、 因 為 他 們 不 屬 世 界 、 正 如 我 不 屬 世 界 一 樣 。
Con chẳng cầu Cha cất họ khỏi thế gian, nhưng xin Cha gìn giữ họ cho khỏi điều ác.|我 不 求 你 叫 他 們 離 開 世 界 、 只 求 你 保 守 他 們 脫 離 那 惡 者 。 〔 或 作 脫 離 罪 惡 〕
Họ không thuộc về thế gian, cũng như Con không thuộc về thế gian.|他 們 不 屬 世 界 、 正 如 我 不 屬 世 界 一 樣 。
Xin Cha lấy lẽ thật khiến họ nên thánh; lời Cha tức là lẽ thật.|求 你 用 真 理 使 他 們 成 聖 ． 你 的 道 就 是 真 理 。
Như Cha đã sai Con trong thế gian, thì Con cũng sai họ trong thế gian.|你 怎 樣 差 我 到 世 上 、 我 也 照 樣 差 他 們 到 世 上 。
Con vì họ tự làm nên thánh, hầu cho họ cũng nhờ lẽ thật mà được nên thánh vậy.|我 為 他 們 的 緣 故 、 自 己 分 別 為 聖 、 叫 他 們 也 因 真 理 成 聖 。
Ay chẳng những vì họ mà Con cầu xin thôi đâu, nhưng cũng vì kẻ sẽ nghe lời họ mà tin đến Con nữa,|我 不 但 為 這 些 人 祈 求 、 也 為 那 些 因 他 們 的 話 信 我 的 人 祈 求 ．
để cho ai nấy hiệp làm một, như Cha ở trong Con, và Con ở trong Cha; lại để cho họ cũng ở trong chúng ta, đặng thế gian tin rằng chính Cha đã sai Con đến.|使 他 們 都 合 而 為 一 ． 正 如 你 父 在 我 裡 面 、 我 在 你 裡 面 ． 使 他 們 也 在 我 們 裡 面 、 叫 世 人 可 以 信 你 差 了 我 來 。
Con đã ban cho họ sự vinh hiển mà Cha đã ban cho Con, để hiệp làm một cũng như chúng ta vẫn là một:|你 所 賜 給 我 的 榮 耀 、 我 已 賜 給 他 們 、 使 他 們 合 而 為 一 、 像 我 們 合 而 為 一 。
Con ở trong họ và Cha ở trong Con, để cho họ toàn vẹn hiệp làm một, và cho thế gian biết chính Cha đã sai Con đến, và Cha đã yêu thương Con.|我 在 他 們 裡 面 、 你 在 我 裡 面 、 使 他 們 完 完 全 全 的 合 而 為 一 ． 叫 世 人 知 道 你 差 了 我 來 、 也 知 道 你 愛 他 們 如 同 愛 我 一 樣 。
Cha ôi, Con muốn Con ở đâu thì những kẻ Cha đã giao cho Con cũng ở đó với Con, để họ ngắm xem sự vinh hiển của Con, là vinh hiển Cha đã ban cho Con, vì Cha đã yêu Con trước khi sáng thế.|父 阿 、 我 在 那 裡 、 願 你 所 賜 給 我 的 人 、 也 同 我 在 那 裡 、 叫 他 們 看 見 你 所 賜 給 我 的 榮 耀 ． 因 為 創 立 世 界 以 前 、 你 已 經 愛 我 了 。
Hỡi Cha công bình, thế gian chẳng từng nhận biết Cha; song Con đã nhận biết Cha, và những kẻ nầy nhận rằng chính Cha đã sai Con đến.|公 義 的 父 阿 、 世 人 未 曾 認 識 你 、 我 卻 認 識 你 ． 這 些 人 也 知 道 你 差 了 我 來 。
Con đã tỏ danh Cha ra cho họ, Con lại sẽ tỏ ra nữa, để cho tình yêu thương của Cha dùng yêu thương Con ở trong họ, và chính mình Con cũng ở trong họ nữa.|我 已 將 你 的 名 指 示 他 們 、 還 要 指 示 他 們 、 使 你 所 愛 我 的 愛 在 他 們 裡 面 、 我 也 在 他 們 裡 面 。

					Giăng 18				|
						約翰福音 18					
Sau khi phán những điều ấy, Đức Chúa Jêsus đi với môn đồ mình sang bên kia khe Xết-rôn; tại đó có một cái vườn, Ngài bèn vào, môn đồ cũng vậy.|耶 穌 說 了 這 話 、 就 同 門 徒 出 去 、 過 了 汲 淪 溪 、 在 那 裡 有 一 個 園 子 、 他 和 門 徒 進 去 了 。
Vả, Giu-đa là kẻ phản Ngài, cũng biết chỗ nầy, vì Đức Chúa Jêsus thường cùng môn đồ nhóm họp tại đó.|賣 耶 穌 的 猶 大 也 知 道 那 地 方 ． 因 為 耶 穌 和 門 徒 屢 次 上 那 裡 去 聚 集 。
Vậy, Giu-đa lãnh một cơ binh cùng những kẻ bởi các thầy tế lễ cả và người Pha-ri-si sai đến, cầm đèn đuốc khí giới vào nơi đó.|猶 大 領 了 一 隊 兵 、 和 祭 司 長 並 法 利 賽 人 的 差 役 、 拿 著 燈 籠 、 火 把 、 兵 器 、 就 來 到 園 裡 。
Đức Chúa Jêsus biết mọi điều sẽ xảy đến cho mình, bèn bước tới mà hỏi rằng: Các ngươi tìm ai?|耶 穌 知 道 將 要 臨 到 自 己 的 一 切 事 、 就 出 來 、 對 他 們 說 、 你 們 找 誰 。
Chúng trả lời rằng: Tìm Jêsus người Na-xa-rét. Đức Chúa Jêsus phán rằng: Chính ta đây! Giu-đa là kẻ phản Ngài cũng đứng đó với họ.|他 們 回 答 說 、 找 拿 撒 勒 人 耶 穌 。 耶 穌 說 、 我 就 是 。 賣 他 的 猶 大 也 同 他 們 站 在 那 裡 。
Vừa khi Đức Chúa Jêsus phán: Chính ta đây, chúng bèn thối lui và té xuống đất.|耶 穌 一 說 我 就 是 、 他 們 就 退 後 倒 在 地 上 。
Ngài lại hỏi một lần nữa: Các ngươi tìm ai? Chúng trả lời rằng: Tìm Jêsus người Na-xa-rét.|他 又 問 他 們 說 、 你 們 找 誰 。 他 們 說 、 找 拿 撒 勒 人 耶 穌 。
Đức Chúa Jêsus lại phán: Ta đã nói với các ngươi rằng chính ta đây; vậy nếu các ngươi tìm bắt ta, thì hãy để cho những kẻ nầy đi.|耶 穌 說 、 我 已 經 告 訴 你 們 、 我 就 是 ． 你 們 若 找 我 、 就 讓 這 些 人 去 罷 。
Ay để được ứng nghiệm lời Ngài đã phán: Con chẳng làm mất một người nào trong những kẻ mà Cha đã giao cho Con.|這 要 應 驗 耶 穌 從 前 的 話 、 說 、 你 所 賜 給 我 的 人 、 我 沒 有 失 落 一 個 。
Bấy giờ, Si-môn Phi -e-rơ có một thanh gươm, bèn rút ra, đánh đầy tớ của thầy cả thượng phẩm, chém đứt tai bên hữu. Đầy tớ đó tên là Man-chu.|西 門 彼 得 帶 著 一 把 刀 、 就 拔 出 來 、 將 大 祭 司 的 僕 人 砍 了 一 刀 、 削 掉 他 的 右 耳 ． 那 僕 人 名 叫 馬 勒 古 。
Nhưng Đức Chúa Jêsus phán cùng Phi -e-rơ rằng: Hãy nạp gươm ngươi vào vỏ; ta há chẳng uống chén mà Cha đã ban cho ta uống sao?|耶 穌 就 對 彼 得 說 、 收 刀 入 鞘 罷 。 我 父 所 給 我 的 那 杯 、 我 豈 可 不 喝 呢 。
Bấy giờ, cả cơ binh, người quản cơ và những kẻ sai của dân Giu-đa bắt Đức Chúa Jêsus trói lại.|那 隊 兵 和 千 夫 長 並 猶 太 人 的 差 役 、 就 拿 住 耶 穌 、 把 他 捆 綁 了 ．
Trước hết chúng giải Ngài đến An-ne; vì người nầy là ông gia Cai-phe làm thầy cả thượng phẩm đương niên.|先 帶 到 亞 那 面 前 ． 因 為 亞 那 是 本 年 作 大 祭 司 該 亞 法 的 岳 父 。
Vả, Cai-phe là người đã bàn với dân Giu-đa rằng: Thà một người chết vì dân thì ích hơn.|這 該 亞 法 、 就 是 從 前 向 猶 太 人 發 議 論 說 、 一 個 人 替 百 姓 死 是 有 益 的 那 位 。
Si-môn Phi -e-rơ với một môn đồ khác theo sau Đức Chúa Jêsus. Môn đồ đó có quen với thầy cả thượng phẩm, nên vào với Đức Chúa Jêsus trong sân thầy cả thượng phẩm.|西 門 彼 得 跟 著 耶 穌 、 還 有 一 個 門 徒 跟 著 ． 那 門 徒 是 大 祭 司 所 認 識 的 ． 他 就 同 耶 穌 進 了 大 祭 司 的 院 子 。
Song Phi -e-rơ đứng ngoài, gần bên cửa, Môn đồ kia, tức là người quen với thầy cả thượng phẩm, đi ra nói cùng người đờn bà canh cửa, rồi đem Phi -e-rơ vào.|彼 得 卻 站 在 門 外 ． 大 祭 司 所 認 識 的 那 個 門 徒 出 來 、 和 看 門 的 使 女 說 了 一 聲 、 就 領 彼 得 進 去 。
Bấy giờ, con đòi đó, tức là người canh cửa, nói cùng Phi -e-rơ rằng: Còn ngươi, cũng là môn đồ của người đó, phải chăng? Người trả lời rằng: Ta chẳng phải.|那 看 門 的 使 女 對 彼 得 說 、 你 不 也 是 這 人 的 門 徒 麼 ． 他 說 、 我 不 是 。
Các đầy tớ và kẻ sai vì trời lạnh nhúm một đống lửa, rồi đứng gần một bên mà sưởi. Phi -e-rơ đứng với họ, và cũng sưởi.|僕 人 和 差 役 、 因 為 天 冷 、 就 生 了 炭 火 、 站 在 那 裡 烤 火 ． 彼 得 也 同 他 們 站 著 烤 火 。
Vậy, thầy cả thượng phẩm gạn hỏi Đức Chúa Jêsus về môn đồ Ngài và đạo giáo Ngài.|大 祭 司 就 以 耶 穌 的 門 徒 和 他 的 教 訓 盤 問 他 。
Đức Chúa Jêsus đáp rằng: Ta từng nói rõ ràng cùng thiên hạ; ta thường dạy dỗ trong nhà hội và đền thờ, là nơi hết thảy dân Giu-đa nhóm lại, chớ ta chẳng từng nói kín giấu điều gì.|耶 穌 回 答 說 、 我 從 來 是 明 明 的 對 世 人 說 話 ． 我 常 在 會 堂 和 殿 裡 、 就 是 猶 太 人 聚 集 的 地 方 、 教 訓 人 ． 我 在 暗 地 裡 、 並 沒 有 說 甚 麼 。
Cớ sao ngươi gạn hỏi ta? Hãy hỏi những kẻ đã nghe ta nói điều chi với họ; những kẻ đó biết điều ta đã nói.|你 為 甚 麼 問 我 呢 ． 可 以 問 那 聽 見 的 人 、 我 對 他 們 說 的 是 甚 麼 ． 我 所 說 的 、 他 們 都 知 道 。
Ngài đương phán như vậy, có một người trong những kẻ sai có mặt tại đó, cho Ngài một vả, mà rằng: Ngươi dám đối đáp cùng thầy cả thượng phẩm dường ấy sao?|耶 穌 說 了 這 話 、 旁 邊 站 著 的 一 個 差 役 、 用 手 掌 打 他 說 、 你 這 樣 回 答 大 祭 司 麼 。
Đức Chúa Jêsus đáp rằng: Ví thử ta nói quấy, hãy chỉ chỗ quấy cho ta xem; nhược bằng ta nói phải, làm sao ngươi đánh ta?|耶 穌 說 、 我 若 說 的 不 是 、 你 可 以 指 證 那 不 是 ． 我 若 說 的 是 、 你 為 甚 麼 打 我 呢 。
An-ne bèn sai giải Đức Chúa Jêsus vẫn bị trói đến Cai-phe là thầy cả thượng phẩm.|亞 那 就 把 耶 穌 解 到 大 祭 司 該 亞 法 那 裡 、 仍 是 捆 著 解 去 的 。
Vả lại, Si-môn Phi -e-rơ đương đứng sưởi đằng kia, thì có kẻ hỏi người rằng: Còn ngươi, ngươi cũng là môn đồ người phải không? Người chối đi mà trả lời rằng: Ta không phải.|西 門 彼 得 正 站 著 烤 火 、 有 人 對 他 說 、 你 不 也 是 他 的 門 徒 麼 。 彼 得 不 承 認 、 說 、 我 不 是 。
Một người đầy tớ của thầy cả thượng phẩm, bà con với người mà Phi -e-rơ chém đứt tai, nói rằng: Ta há chẳng từng thấy người ở trong vườn với người sao?|有 大 祭 司 的 一 個 僕 人 、 是 彼 得 削 掉 耳 朵 那 人 的 親 屬 、 說 、 我 不 是 看 見 你 同 他 在 園 子 裡 麼 。
Phi -e-rơ lại chối một lần nữa; tức thì gà gáy.|彼 得 又 不 承 認 ． 立 時 雞 就 叫 了 。
Kế đó, chúng điệu Đức Chúa Jêsus từ nhà Cai-phe đến trường án; bấy giờ đương sớm mai. Nhưng chính mình chúng không vào nơi trường án, cho khỏi bị ô uế, và cho được ăn lễ Vượt Qua.|眾 人 將 耶 穌 、 從 該 亞 法 那 裡 往 衙 門 內 解 去 ． 那 時 天 還 早 ． 他 們 自 己 卻 不 進 衙 門 、 恐 怕 染 了 污 穢 、 不 能 喫 逾 越 節 的 筵 席 。
Vậy, Phi-lát bước ra, đi đến cùng chúng mà hỏi rằng: Các ngươi kiện người nầy về khoản gì?|彼 拉 多 就 出 來 、 到 他 們 那 裡 、 說 、 你 們 告 這 人 是 為 甚 麼 事 呢 。
Thưa rằng: Ví chẳng phải là tay gian ác, chúng tôi không nộp cho quan.|他 們 回 答 說 、 這 人 若 不 是 作 惡 的 、 我 們 就 不 把 他 交 給 你 。
Phi-lát bèn truyền cho chúng rằng: Các ngươi hãy tự bắt lấy người, và xử theo luật mình. Người Giu-đa thưa rằng: Chúng tôi chẳng có phép giết ai cả.|彼 拉 多 說 、 你 們 自 己 帶 他 去 、 按 著 你 們 的 律 法 審 問 他 罷 。 猶 太 人 說 、 我 們 沒 有 殺 人 的 權 柄 。
Ay là cho được ứng nghiệm lời Đức Chúa Jêsus đã phán, để chỉ về mình phải chết cách nào.|這 要 應 驗 耶 穌 所 說 、 自 己 將 要 怎 樣 死 的 話 了 。
Phi-lát bèn vào trường án, truyền đem Đức Chúa Jêsus đến, mà hỏi rằng: Chính ngươi là Vua dân Giu-đa phải chăng?|彼 拉 多 又 進 了 衙 門 、 叫 耶 穌 來 、 對 他 說 、 你 是 猶 太 人 的 王 麼 。
Đức Chúa Jêsus đáp rằng: Ngươi nói điều đó tự ý mình, hay là có người đã nói điều đó với ngươi về ta?|耶 穌 回 答 說 、 這 話 是 你 自 己 說 的 、 還 是 別 人 論 我 對 你 說 的 呢 。
Phi-lát trả lời rằng: Nào có phải ta là người Giu-đa đâu? Dân ngươi cùng mấy thầy tế lễ cả đã nộp ngươi cho ta; vậy ngươi đã làm điều gì?|彼 拉 多 說 、 我 豈 是 猶 太 人 呢 ． 你 本 國 的 人 和 祭 司 長 、 把 你 交 給 我 ． 你 作 了 甚 麼 事 呢 。
Đức Chúa Jêsus đáp lại rằng: Nước của ta chẳng phải thuộc về thế gian nầy. Ví bằng nước ta thuộc về thế gian nầy, thì tôi tớ của ta sẽ đánh trận, đặng ta khỏi phải nộp cho dân Giu-đa; nhưng hiện nay nước ta chẳng thuộc về hạ giới.|耶 穌 回 答 說 、 我 的 國 不 屬 這 世 界 ． 我 的 國 若 屬 這 世 界 、 我 的 臣 僕 必 要 爭 戰 、 使 我 不 至 於 被 交 給 猶 太 人 ． 只 是 我 的 國 不 屬 這 世 界 。
Phi-lát bèn nói rằng: Thế thì ngươi là vua sao? Đức Chúa Jêsus đáp rằng: Thật như lời, ta là vua. Nầy, vì sao ta đã sanh và vì sao ta đã giáng thế: ấy là để làm chứng cho lẽ thật. Hễ ai thuộc về lẽ thật thì nghe lấy tiếng ta.|彼 拉 多 就 對 他 說 、 這 樣 、 你 是 王 麼 。 耶 穌 回 答 說 、 你 說 我 是 王 ． 我 為 此 而 生 、 也 為 此 來 到 世 間 、 特 為 給 真 理 作 見 證 ． 凡 屬 真 理 的 人 、 就 聽 我 的 話 。
Phi-lát hỏi rằng: Lẽ thật là cái gì? Khi người đã hỏi vậy rồi lại đi ra đến cùng dân Giu-đa, mà rằng: Ta chẳng thấy người có tội lỗi gì cả.|彼 拉 多 說 、 真 理 是 甚 麼 呢 。 說 了 這 話 、 又 出 來 到 猶 太 人 那 裡 、 對 他 們 說 、 我 查 不 出 他 有 甚 麼 罪 來 。
Nhưng các ngươi có lệ thường, hễ đến ngày lễ Vượt Qua, thì ta tha cho các ngươi một tên tù, vậy các ngươi có muốn ta tha Vua dân Giu-đa cho chăng?|但 你 們 有 個 規 矩 、 在 逾 越 節 要 我 給 你 們 釋 放 一 個 人 、 你 們 要 我 給 你 們 釋 放 猶 太 人 的 王 麼 。
Chúng bèn kêu lên nữa rằng: Đừng tha nó, nhưng tha Ba-ra-ba! Vả, Ba-ra-ba là một kẻ trộm cướp.|他 們 又 喊 著 說 、 不 要 這 人 、 要 巴 拉 巴 。 這 巴 拉 巴 是 個 強 盜 。

					Giăng 19				|
						約翰福音 19					
Bấy giờ, Phi-lát bắt Đức Chúa Jêsus và sai đánh đòn Ngài.|當 下 彼 拉 多 將 耶 穌 鞭 打 了 。
Bọn lính đương một cái mão triều bằng gai, đội trên đầu Ngài, và mặc cho Ngài một cái áo điều.|兵 丁 用 荊 棘 編 作 冠 冕 、 戴 在 他 頭 上 、 給 他 穿 上 紫 袍 ．
Đoạn, họ đến gần, nói với Ngài rằng: Lạy Vua dân Giu-đa! Họ lại cho Ngài mấy cái vả.|又 挨 近 他 說 、 恭 喜 猶 太 人 的 王 阿 ． 他 們 就 用 手 掌 打 他 。
Phi-lát ra một lần nữa, mà nói với chúng rằng: Đây nầy, ta dẫn người ra ngoài, để các ngươi biết rằng ta không tìm thấy người có tội lỗi chi.|彼 拉 多 又 出 來 對 眾 人 說 、 我 帶 他 出 來 見 你 們 、 叫 你 們 知 道 我 查 不 出 他 有 甚 麼 罪 來 。
Vậy, Đức Chúa Jêsus đi ra, đầu đội mão triều gai, mình mặc áo điều; và Phi-lát nói cùng chúng rằng: Kìa, xem người nầy!|耶 穌 出 來 、 戴 著 荊 棘 冠 冕 、 穿 著 紫 袍 。 彼 拉 多 對 他 們 說 、 你 們 看 這 個 人 。
Nhưng khi các thầy tế lễ cả và các kẻ sai thấy Ngài, thì kêu lên rằng: Hãy đóng đinh hắn trên cây thập tự, hãy đóng đinh hắn trên cây thập tự! Phi-lát nói cùng chúng rằng: Chính mình các ngươi hãy bắt mà đóng đinh người; bởi vì về phần ta không thấy người có tội lỗi chi hết.|祭 司 長 和 差 役 看 見 他 、 就 喊 著 說 、 釘 他 十 字 架 、 釘 他 十 字 架 。 彼 拉 多 說 、 你 們 自 己 把 他 釘 十 字 架 罷 ． 我 查 不 出 他 有 甚 麼 罪 來 。
Dân Giu-đa lại nói rằng: Chúng tôi có luật, chiếu luật đó hắn phải chết; vì hớn tự xưng là Con Đức Chúa Trời.|猶 太 人 回 答 說 、 我 們 有 律 法 、 按 那 律 法 、 他 是 該 死 的 、 因 他 以 自 己 為 　 神 的 兒 子 。
Khi Phi-lát đã nghe lời đó, lại càng thêm sợ hãi.|彼 拉 多 聽 見 這 話 、 越 發 害 怕 。
Người lại trở vào nơi trường án mà nói với Đức Chúa Jêsus rằng: Ngươi từ đâu? Nhưng Đức Chúa Jêsus không đáp gì hết.|又 進 衙 門 、 對 耶 穌 說 、 你 是 那 裡 來 的 ． 耶 穌 卻 不 回 答 。
Phi-lát hỏi Ngài rằng: Ngươi chẳng nói chi với ta hết sao? Ngươi há chẳng biết rằng ta có quyền buông tha ngươi và quyền đóng đinh ngươi sao?|彼 拉 多 說 、 你 不 對 我 說 話 麼 ． 你 豈 不 知 我 有 權 柄 釋 放 你 、 也 有 權 柄 把 你 釘 十 字 架 麼 。
Đức Chúa Jêsus đáp rằng: Nếu chẳng phải từ trên cao đã ban cho ngươi, thì ngươi không có quyền gì trên ta; vậy nên, kẻ nộp ta cho ngươi là có tội trọng hơn nữa.|耶 穌 回 答 說 、 若 不 是 從 上 頭 賜 給 你 的 、 你 就 亳 無 權 柄 辦 我 ． 所 以 把 我 交 給 你 的 那 人 、 罪 更 重 了 。
Từ lúc đó, Phi-lát kiếm cách để tha Ngài; nhưng dân Giu-đa kêu lên rằng: Ví bằng quan tha người nầy, thì quan không phải là trung thần của Sê-sa; vì hễ ai tự xưng là vua, ấy là xướng lên nghịch cùng Sê-sa vậy!|從 此 彼 拉 多 想 要 釋 放 耶 穌 ． 無 奈 猶 太 人 喊 著 說 、 你 若 釋 放 這 個 人 、 就 不 是 該 撒 的 忠 臣 ． 〔 原 文 作 朋 友 〕 凡 以 自 己 為 王 的 、 就 是 背 叛 該 撒 了 。
Phi-lát nghe lời đó bèn dẫn Đức Chúa Jêsus ra ngoài, rồi ngồi trên tòa án, tại nơi gọi là Ba-vê, mà tiếng Hê-bơ-rơ gọi là Ga-ba-tha.|彼 拉 多 聽 見 這 話 、 就 帶 耶 穌 出 來 、 到 了 一 個 地 方 、 名 叫 鋪 華 石 處 、 希 伯 來 話 叫 厄 巴 大 、 就 在 那 裡 坐 堂 。
Vả, bấy giờ là ngày sắm sửa về lễ Vượt Qua, độ chừng giờ thứ sáu. Phi-lát nói cùng dân Giu-đa rằng: Vua các ngươi kia kìa!|那 日 是 豫 備 逾 越 節 的 日 子 、 約 有 午 正 。 彼 拉 多 對 猶 太 人 說 、 看 哪 、 這 是 你 們 的 王 。
Những người đó bèn kêu lên rằng: Hãy trừ hắn đi, trừ hắn đi! Đóng đinh hắn trên cây thập tự đi! Phi-lát nói với chúng rằng: Ta sẽ đóng đinh Vua các ngươi lên thập tự giá hay sao? Các thầy tế lễ cả thưa rằng: Chúng tôi không có vua khác chỉ Sê-sa mà thôi.|他 們 喊 著 說 、 除 掉 他 、 除 掉 他 、 釘 他 在 十 字 架 上 。 彼 拉 多 說 、 我 可 以 把 你 們 的 王 釘 十 字 架 麼 。 祭 司 長 回 答 說 、 除 了 該 撒 、 我 們 沒 有 王 。
Người bèn giao Ngài cho chúng đặng đóng đinh trên thập tự giá. Vậy, chúng bắt Ngài và dẫn đi.|於 是 彼 拉 多 將 耶 穌 交 給 他 們 去 釘 十 字 架 。
Đức Chúa Jêsus vác thập tự giá mình, đi đến ngoài thành, tại nơi gọi là cái Sọ, tiếng Hê-bơ-rơ gọi là Gô-gô-tha.|他 們 就 把 耶 穌 帶 了 去 ． 耶 穌 背 著 自 己 的 十 字 架 出 來 、 到 了 一 個 地 方 、 名 叫 髑 髏 地 、 希 伯 來 話 叫 各 各 他 。
Ay đó là chỗ họ đóng đinh Ngài, lại có hai người khác với Ngài, mỗi bên một người, còn Đức Chúa Jêsus ở chính giữa.|他 們 就 在 那 裡 釘 他 在 十 字 架 上 、 還 有 兩 個 人 和 他 一 同 釘 著 、 一 邊 一 個 、 耶 穌 在 中 間 。
Phi-lát cũng sai làm một tấm bảng, rồi treo lên trên thập tự giá. Trên bảng đó có đề chữ rằng: Jêsus Người Na-xa-rét, Là Vua Dân Giu-đa.|彼 拉 多 又 用 牌 子 寫 了 一 個 名 號 、 安 在 十 字 架 上 ． 寫 的 是 猶 太 人 的 王 、 拿 撒 勒 人 耶 穌 。
Vì nơi Đức Chúa Jêsus bị đóng đinh ở gần thành, và chữ đề trên bảng đó viết bằng chữ Hê-bơ-rơ, chữ La-tinh và chữ Gờ-réc, nên có nhiều người Giu-đa đọc đến.|有 許 多 猶 太 人 念 這 名 號 ． 因 為 耶 穌 被 釘 十 字 架 的 地 方 、 與 城 相 近 、 並 且 是 用 希 伯 來 、 羅 馬 、 希 利 尼 、 三 樣 文 字 寫 的 。
Các thầy tế lễ cả của dân Giu-đa bèn nói với Phi-lát rằng: Xin đừng viết: Vua dân Giu-đa; nhưng viết rằng, người nói: Ta là Vua dân Giu-đa.|猶 太 人 的 祭 司 長 、 就 對 彼 拉 多 說 、 不 要 寫 猶 太 人 的 王 ． 要 寫 他 自 己 說 我 是 猶 太 人 的 王 。
Phi-lát trả lời rằng: Lời ta đã viết, thì ta đã viết rồi.|彼 拉 多 說 、 我 所 寫 的 、 我 已 經 寫 上 了 。
Quân lính đã đóng đinh Đức Chúa Jêsus trên thập tự giá rồi, bèn lấy áo xống của Ngài chia làm bốn phần, mỗi tên lính chiếm một phần. Họ cũng lấy áo dài của Ngài, nhưng áo dài đó không có đường may, nguyên một tấm vải dệt ra, từ trên chí dưới.|兵 丁 既 然 將 耶 穌 釘 在 十 字 架 上 、 就 拿 他 的 衣 服 分 為 四 分 、 每 兵 一 分 ． 又 拿 他 的 裡 衣 ． 這 件 裡 衣 、 原 來 沒 有 縫 兒 、 是 上 下 一 片 織 成 的 。
Vậy, họ nói với nhau rằng: Đừng xé áo nầy ra, song chúng ta hãy bắt thăm, ai trúng nấy được. Ay để cho được ứng nghiệm lời Kinh Thánh nầy: Chúng đã chia nhau áo xống của ta, Lại bắt thăm lấy áo dài ta. Đó là việc quân lính làm.|他 們 就 彼 此 說 、 我 們 不 要 撕 開 、 只 要 拈 鬮 、 看 誰 得 著 ． 這 要 應 驗 經 上 的 話 說 、 『 他 們 分 了 我 的 外 衣 、 為 我 的 裡 衣 拈 鬮 。 』 兵 丁 果 然 作 了 這 事 。
Tại một bên thập tự giá của Đức Chúa Jêsus, có mẹ Ngài đứng đó, với chị mẹ Ngài là Ma-ri vợ Cơ-lê-ô-ba, và Ma-ri Ma-đơ-len nữa.|站 在 耶 穌 十 字 架 旁 邊 的 、 有 他 母 親 、 與 他 母 親 的 姊 妹 、 並 革 羅 罷 的 妻 子 馬 利 亞 、 和 抹 大 拉 的 馬 利 亞 。
