
					Giô-sua 1				|
Các thành này và những làng của nó, ấy là sản nghiệp của chi phái A-se, tùy theo các họ hàng của chúng.|這 些 城 、 並 屬 城 的 村 莊 、 就 是 亞 設 支 派 按 著 宗 族 所 得 的 地 業 。
Phần thứ sáu bắt thăm trúng về con cháu Nép-ta-li, tùy theo những họ hàng của chúng.|為 拿 弗 他 利 人 、 按 著 宗 族 、 拈 出 第 六 鬮 ．
Giới hạn của họ chạy từ Hê-lép, từ cây dẻ bộp ở tại Sa-na-im, về lối A-đa-mi-Nê-kép và Giáp-nê-ên cho đến Lạc-cum, rồi giáp sông Giô-đanh.|他 們 的 境 界 、 是 從 希 利 弗 、 從 撒 拿 音 的 橡 樹 、 從 亞 大 米 尼 吉 和 雅 比 聶 、 直 到 拉 共 、 通 到 約 但 河 ．
Kết giới hạn vòng về hướng tây, đi đến At-nốt-Tha-bô, rồi từ đó chạy về Hục-cốc. Phía nam giáo Sa-bu-lôn, phía tây giáp A-se và Giu-đa; còn phía mặt trời mọc có sông Giô-đanh.|又 轉 向 西 到 亞 斯 納 他 泊 、 從 那 裡 通 到 戶 割 、 南 邊 到 西 布 倫 、 西 邊 到 亞 設 、 又 向 日 出 之 地 、 達 到 約 但 河 那 裡 的 猶 大 ．
Các thành kiên cố là: Xi-đim, Xe-rơ, Ha-mát, Ra-cát, Ki-nê-rết,|堅 固 的 城 、 就 是 西 丁 、 側 耳 、 哈 末 、 拉 甲 、 基 尼 烈 、
A-đa-ma, Ra-ma, Hát-so,|亞 大 瑪 、 拉 瑪 、 夏 瑣 、
Kê-đe, Et-rê -i, En-Hát-so,|基 低 斯 、 以 得 來 、 隱 夏 瑣 、
Gi-ri-ôn, Mít-đa-En, Hô-rem, Bết -A-nát, và Bết-Sê-mết: hết thảy mười chín thành cùng các làng của nó.|以 利 穩 、 密 大 伊 勒 、 和 璉 、 伯 亞 納 、 伯 示 麥 、 共 十 九 座 城 、 還 有 屬 城 的 村 莊 ．
Các thành này với những làng của nó, ấy là sản nghiệp của chi phái Nép-ta-li, tùy theo những họ hàng của chúng.|這 些 城 、 並 屬 城 的 村 莊 、 就 是 拿 弗 他 利 支 派 按 著 宗 族 所 得 的 地 業 。
Phần thứ bảy bắt thăm trúng về chi phài Đan, tùy theo những họ hàng của chúng.|為 但 支 派 、 按 著 宗 族 、 拈 出 第 七 鬮 ．
Giới hạn sản nghiệp họ gồm Xô-rê -a, Et-tha-ôn, Yết-Sê-mết,|他 們 地 業 的 境 界 、 是 瑣 拉 、 以 實 陶 、 伊 珥 示 麥 、
Sa-la-bin, A-gia-lôn, Gít-la,|沙 拉 賓 、 亞 雅 崙 、 伊 提 拉 、
Ê-lôn, Thim-na-tha, Ec-rôn,|以 倫 亭 拿 他 、 以 革 倫 、
En-thê-kê, Ghi-bê-thôn, Ba-lát,|伊 利 提 基 、 基 比 頓 、 巴 拉 、
Giê-hút, Bê-nê-Bê-rác, Gát-Rim-môn,|伊 胡 得 、 比 尼 比 拉 、 迦 特 臨 門 、
Mê-Giạt-côn, và Ra-côn, với đất đối ngang Gia-phô.|美 耶 昆 、 拉 昆 、 並 約 帕 對 面 的 地 界 。
Vả, địa phận của người Đan là ra ngoài nơi mình; vì người Đan đi lên đánh chiếm lấy Lê-sem, rồi dùng lưỡi gươm diệt nó. Người Đan chiếm lấy nó làm sản nghiệp ở tại đó, và lấy tên Đan, tổ phụ mình, đặt cho Lê-sem.|但 人 的 地 界 、 越 過 原 得 的 地 界 ． 因 為 但 人 上 去 攻 取 利 善 、 用 刀 擊 殺 城 中 的 人 、 得 了 那 城 、 住 在 其 中 、 以 他 們 先 祖 但 的 名 、 將 利 善 改 名 為 但 ．
Các thành này với những làng của nó, ấy là sản nghiệp của chi phái Đan, tùy theo những họ hàng của chúng.|這 些 城 、 並 屬 城 的 村 莊 、 就 是 但 支 派 按 著 宗 族 所 得 的 地 業 。
Khi người ta đã chia xứ theo giới hạn xong rồi, thì dân Y-sơ-ra-ên lấy ở giữa mình một sản nghiệp mà cấp cho Giô-suê, con trai của Nun.|以 色 列 人 按 著 境 界 分 完 了 地 業 、 就 在 他 們 中 間 將 地 給 嫩 的 兒 子 約 書 亞 為 業 ．
Dân Y-sơ-ra-ên vâng mạng của Đức Giê-hô-va, cấp cho người cái thành mà người xin, tức là thành Thim-nát-Sê-rách trong núi Ep-ra-im. Người xây thành và ở tại đó.|是 照 耶 和 華 的 吩 咐 、 將 約 書 亞 所 求 的 城 、 就 是 以 法 蓮 山 地 的 亭 拿 西 拉 城 、 給 了 他 ． 他 就 修 那 城 、 住 在 其 中 。
Đó là các sản nghiệp mà thầy tế lễ Ê-lê -a-sa, Giô-suê, con trai của Nun, và các trưởng tộc của những chi phái dân Y-sơ-ra-ên, bắt thăm phân phát cho, tại Si-lô, ở cửa hội mạc trước mặt Đức Giê-hô-va. Ay họ chia xong xứ là như vậy.|這 就 是 祭 司 以 利 亞 撒 、 和 嫩 的 兒 子 約 書 亞 、 並 以 色 列 各 支 派 的 族 長 、 在 示 羅 會 幕 門 口 、 耶 和 華 面 前 、 拈 鬮 所 分 的 地 業 ． 這 樣 、 他 們 把 地 分 完 了 。

					Giô-sua 20				|
						約書亞記 20					
Đức Giê-hô-va phán cùng Giô-suê rằng:|耶 和 華 曉 諭 約 書 亞 說 、
Hãy truyền cho dân Y-sơ-ra-ên mà rắng: Hãy lập các thành ẩn náu, mà ta đã cậy Môi-se phán cùng các ngươi,|你 吩 咐 以 色 列 人 說 、 你 們 要 照 著 我 藉 摩 西 所 曉 諭 你 們 的 、 為 自 己 設 立 逃 城 ．
hầu cho kẻ sát nhơn vì bất ý giết ai có thế trốn đó được; các thành ấy dùng cho các ngươi ẩn náu khỏi kẻ báo thù huyết.|使 那 無 心 而 誤 殺 人 的 、 可 以 逃 到 那 裡 ． 這 些 城 可 以 作 你 們 逃 避 報 血 仇 人 的 地 方 。
Kẻ sát nhơn sẽ chạy trốn đến một của các thành này, đứng nơi cửa thành, thuật sự tình cho các trưởng lão của thành ấy nghe. Các trưởng lão sẽ tiếp dẫn người vào trong thành, chỉ định cho một chỗ ở tại giữa mình.|那 殺 人 的 要 逃 到 這 些 城 中 的 一 座 城 、 站 在 城 門 口 、 將 他 的 事 情 說 給 城 內 的 長 老 們 聽 ． 他 們 就 把 他 收 進 城 裡 、 給 他 地 方 、 使 他 住 在 他 們 中 間 。
Nếu kẻ báo thù huyết đuổi theo, các trưởng lão chớ nộp kẻ sát nhơn vào tay người; vì kẻ ấy giết người lân cận mình, không có ý muốn, và trước khi vốn không ghét người.|若 是 報 血 仇 的 追 了 他 來 、 長 老 不 可 將 他 交 在 報 血 仇 的 手 裡 ． 因 為 他 是 素 無 仇 恨 、 無 心 殺 了 人 的 ．
Người phải ở trong thành ấy cho đến chừng chịu đoán xét trước mặt hội chúng, cho đến chừng thầy tế kễ thượng phẩm đương chức qua đời. Kế đó, kẻ sát nhơn sẽ trở về vào thành và nhà mình, tức là thành mà mình đã trốn khỏi.|他 要 住 在 那 城 裡 、 站 在 會 眾 面 前 聽 審 判 ． 等 到 那 時 的 大 祭 司 死 了 、 殺 人 的 纔 可 以 回 到 本 城 本 家 、 就 是 他 所 逃 出 來 的 那 城 。
Vậy, dân Y-sơ-ra-ên để riêng ra Kê-đe ở Ga-li-lê tại trên núi Ep-ra-im, và Ki-ri-át -A-ra-ba, tức là Hếp-rôn, ở trên núi Giu-đa.|於 是 以 色 列 人 在 拿 弗 他 利 山 地 、 分 定 加 利 利 的 基 低 斯 、 在 以 法 蓮 山 地 、 分 定 示 劍 、 在 猶 大 山 地 、 分 定 基 列 亞 巴 （ 基 列 亞 巴 就 是 希 伯 崙 ）
Bên kia sông Giô-đanh, phía đông thành Giê-ri-cô, trong chi phái Ru-bên, họ chỉ định Bết-se ở trong đồng bằng tại sa mạc; trong chi phái Gát, Ra-mốt tại xứ Ga-la-át; và trong chi phái Ma-na-se, Gô-lan ở xứ Ba-san.|又 在 約 但 河 外 耶 利 哥 東 、 從 流 便 支 派 中 、 在 曠 野 的 平 原 、 設 立 比 悉 ． 從 迦 得 支 派 中 、 設 立 基 列 的 拉 末 ． 從 瑪 拿 西 支 派 中 、 設 立 巴 珊 的 哥 蘭 ．
Đó là các thành chỉ định cho hết thảy dân Y-sơ-ra-ên, và cho khách lạ kiều ngụ trong đó; để người nào vô ý giết ai, có thể ẩn núp tại đó được, hầu cho không bị tay kẻ báo thù huyết giết chết, cho đến khi ứng hầu trước mặt hội chúng.|這 都 是 為 以 色 列 眾 人 、 和 在 他 們 中 間 寄 居 的 外 人 所 分 定 的 地 邑 、 使 誤 殺 人 的 都 可 以 逃 到 那 裡 、 不 死 在 報 血 仇 人 的 手 中 、 等 他 站 在 會 眾 面 前 聽 審 判 。

					Giô-sua 21				|
						約書亞記 21					
Bấy giờ, các trưởng tộc người Lê-vi đến gần thầy tế lễ Ê-lê -a-sa, Giô-suê, con trai của Nun, và các trưởng tộc của những chi phái Y-sơ-ra-ên,|那 時 利 未 人 的 眾 族 長 、 來 到 祭 司 以 利 亞 撒 、 和 嫩 的 兒 子 約 書 亞 、 並 以 色 列 各 支 派 的 族 長 面 前 ．
nói cùng họ tại Si-lô trong xứ Ca-na-an, mà rằng: Đức Giê-hô-va cậy Môi-se truyền ban những thành cho chúng tôi ở, và đất chung quanh thành đặng dùng cho súc vật chúng tôi.|在 迦 南 地 的 示 羅 對 他 們 說 、 從 前 耶 和 華 藉 著 摩 西 吩 咐 給 我 們 城 邑 居 住 、 並 城 邑 的 郊 野 、 可 以 牧 養 我 們 的 牲 畜 。
Vậy, dân Y-sơ-ra-ên vâng mạng Đức Giê-hô-va, lấy trong sản nghiệp mình những thành sau này, và đất chung quanh nó, mà cấp cho người Lê-vi.|於 是 以 色 列 人 照 耶 和 華 所 吩 咐 的 、 從 自 己 的 地 業 中 、 將 以 下 所 記 的 城 邑 、 和 城 邑 的 郊 野 、 給 了 利 未 人 。
Người ta bắt thăm cho các họ hàng Kê-hát; những con cháu của thầy tế lễ A-rôn về dòng Lê-vi bắt thăm được mười ba thành bởi trong chi phái Giu-đa, chi phái Si-mê-ôn, và chi phái Bên-gia-min.|為 哥 轄 族 拈 鬮 、 利 未 人 的 祭 司 亞 倫 的 子 孫 、 從 猶 大 支 派 、 西 緬 支 派 、 便 雅 憫 支 派 的 地 業 中 、 按 鬮 得 了 十 三 座 城 。
Còn những con cháu khác của Kê-hát, theo thăm được mười cái thành của chi phái Ep-ra-im, của chi phái Đan, và của phân nửa chi phái Ma-na-se.|哥 轄 其 餘 的 子 孫 、 從 以 法 蓮 支 派 、 但 支 派 、 瑪 拿 西 半 支 派 的 地 業 中 、 按 鬮 得 了 十 座 城 。
Đoạn, con cháu Ghẹt-sôn, theo thăm được mười ba cái thành của chi phái Nép-ta-li, và của phân nửa chi phái Ma-na-se ở Ba-san.|革 順 的 子 孫 、 從 以 薩 迦 支 派 、 亞 設 支 派 、 拿 弗 他 利 支 派 、 住 巴 珊 的 瑪 拿 西 半 支 派 的 地 業 中 、 按 鬮 得 了 十 三 座 城 。
Con cháu Mê-ra-ri, tùy theo những họ hàng của chúng, được mười hai cái thành của chi phái Ru-bên, của chi phái Gát, và của chi phái Sa-bu-lôn.|米 拉 利 的 子 孫 、 按 著 宗 族 、 從 流 便 支 派 、 迦 得 支 派 、 西 布 倫 支 派 的 地 業 中 、 按 鬮 得 了 十 二 座 城 。
Dân Y-sơ-ra-ên bắt thăm cấp cho người Lê-vi các thành đó với đất chung quanh, y như Đức Giê-hô-va đã cậy Môi-se truyền dặn cho.|以 色 列 人 照 著 耶 和 華 藉 摩 西 所 吩 咐 的 、 將 這 些 城 邑 、 和 城 邑 的 郊 野 、 按 鬮 分 給 利 未 人 。
Vậy, dân Y-sơ-ra-ên lấy trong chi phái Giu-đa và trong chi phái Si-mê-ôn, các thành có tên đây, mà cấp cho.|從 猶 大 支 派 、 西 緬 支 派 的 地 業 中 、 將 以 下 所 記 的 城 、 給 了 利 未 支 派 哥 轄 宗 族 亞 倫 的 子 孫 ． 因 為 給 他 們 拈 出 頭 一 鬮 、
Con cháu A-rôn về dòng Kê-hát, là con trai Lê-vi, được các thành ấy; vì phần thứ nhất bắt thăm trúng về họ.|見 上 節
Người ta bèn cấp cho họ thành Ki-ri-át -A-ra-ba, , tức là Hếp-rôn ở trên núi Giu-đa, và đất chung quanh thành đó.|將 猶 大 山 地 的 基 列 亞 巴 、 和 四 圍 的 郊 野 、 給 了 他 們 ． 亞 巴 是 亞 衲 族 的 始 祖 ． （ 基 列 亞 巴 就 是 希 伯 崙 ）
Còn địa phận của thành, và các làng nó, thì người ta cấp cho Ca-lép, con trai của Giê-phu-nê, làm sản nghiệp.|惟 將 屬 城 的 田 地 、 和 村 莊 、 給 了 耶 孚 尼 的 兒 子 迦 勒 為 業 。
Người ta cấp cho con cháu thầy tế lễ A-rôn thành Hếp-rôn, là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh thành; Líp-na và đất chung quanh thành,|以 色 列 人 將 希 伯 崙 、 就 是 誤 殺 人 的 逃 城 、 和 屬 城 的 郊 野 、 給 了 祭 司 亞 倫 的 子 孫 ． 又 給 他 們 立 拿 和 屬 城 的 郊 野 ．
Giạt-thia và đất chung quanh, Ê-thê-mô -a và đất chung quanh thành,|雅 提 珥 和 屬 城 的 郊 野 ． 以 實 提 莫 和 屬 城 的 郊 野 ．
Hô-lôn và đất chung quanh thành, Đê-bia và đất chung quanh thành,|何 崙 和 屬 城 的 郊 野 ． 底 璧 和 屬 城 的 郊 野 ．
A-in và đất chung quanh thành, Giu-ta và đất chung quanh thành, Bết-Sê-mết và đất chung quanh thành: hết thảy chín cái thành của hai chi phái này.|亞 因 和 屬 城 的 郊 野 ． 淤 他 和 屬 城 的 郊 野 ． 伯 示 麥 和 屬 城 的 郊 野 ． 共 九 座 城 、 都 是 從 這 二 支 派 中 分 出 來 的 。
Người ta lại lấy trong chi phái Bên-gia-min mà cấp cho họ. Ga-ba-ôn và đất chung quanh thành, Ghê-ba và đất chung quanh thành,|又 從 便 雅 憫 支 派 的 地 業 中 、 給 了 他 們 基 遍 和 屬 城 的 郊 野 ． 迦 巴 和 屬 城 的 郊 野 ．
A-na-tốt và đất chung quanh thành, cùng Anh-môn và đất chung quanh thành: hết thảy bốn cái thành.|亞 拿 突 和 屬 城 的 郊 野 、 亞 勒 們 和 屬 城 的 郊 野 ． 共 四 座 城 。
Cộng các thành của những thầy tế lễ, con cháu A-rôn, là mười ba cái thành với đất chung quanh.|亞 倫 子 孫 作 祭 司 的 、 共 有 十 三 座 城 、 還 有 屬 城 的 郊 野 。
Những người Lê-vi thuộc họ hàng con cháu khác của Kê-hát, được mấy thành trong chi phái Ep-ra-im làm phần của mình.|利 未 支 派 中 哥 轄 的 宗 族 、 就 是 哥 轄 其 餘 的 子 孫 、 拈 鬮 所 得 的 城 、 有 從 以 法 蓮 支 派 中 分 出 來 的 ．
Người ta cấp cho họ Si-chem, thành ẩn náu cho kẻ sát nhơn, ở trên núi Ep-ra-im, và đất chung quanh thành, Ghê-xe và đất chung quanh thành,|以 色 列 人 將 以 法 蓮 山 地 的 示 劍 、 就 是 誤 殺 人 的 逃 城 、 和 屬 城 的 郊 野 、 給 了 他 們 ． 又 給 他 們 基 色 和 屬 城 的 郊 野 ．
Kíp-sa-im và đất chung quanh thành, Bết-Hô-rôn và đất chung quanh thành, Ghi-bê-thôn và đất chung quanh thành, hết thảy bốn cái thành.|基 伯 先 和 屬 城 的 郊 野 ． 伯 和 崙 和 屬 城 的 郊 野 ． 共 四 座 城 。
Người ta lấy trong chi phái Đan, cấp cho họ En-thê-kê và đất chung quanh thành, Ghi-bê-thôn và đất chung quanh thành,|又 從 但 支 派 的 地 業 中 、 給 了 他 們 伊 利 提 基 和 屬 城 的 郊 野 ． 基 比 頓 和 屬 城 的 郊 野 ．
A-gia-lôn và đất chung quanh thành, Gát-Rim-môn và đất chung quanh thành: hết thảy bốn cái thành.|亞 雅 崙 和 屬 城 的 郊 野 ． 迦 特 臨 門 和 屬 城 的 郊 野 ． 共 四 座 城 。
Lại lấy trong phân nửa chi phái Ma-na-se, Tha -a-nác và đất chung quanh thành: hết thảy hai cái thành.|又 從 瑪 拿 西 半 支 派 的 地 業 中 、 給 了 他 們 他 納 和 屬 城 的 郊 野 ． 迦 特 臨 門 和 屬 城 的 郊 野 ． 共 兩 座 城 。
Cộng là mười cái thành và đất chung quanh thành cho những họ hàng của các con cháu khác của Kê-hát.|哥 轄 其 餘 的 子 孫 、 共 有 十 座 城 、 還 有 屬 城 的 郊 野 。
Người ta cũng lấy trong phân nửa chi phái Ma-na-se, thành Gô-lan ở xứ Ba-san, là thành ẩn náu cho kẻ sát nhơn, mà cấp cho con cháu Ghẹt-sôn về các họ hàng Lê-vi, và đất chung quanh thành ấy, Bết-ê-ra và đất chung quanh thành: hết thảy hai cái thành.|以 色 列 人 又 從 瑪 拿 西 半 支 派 的 地 業 中 、 將 巴 珊 的 哥 蘭 、 就 是 誤 殺 人 的 逃 城 、 和 屬 城 的 郊 野 、 給 了 利 未 支 派 革 順 的 子 孫 ． 又 給 他 們 比 施 提 拉 和 屬 城 的 郊 野 ． 共 兩 座 城 。
Lại lấy trong chi phái Y-sa-ca, Ki-si-ôn và đất chung quanh thành, Đáp-rát và đất chung quanh thành,|又 從 以 薩 迦 支 派 的 地 業 中 、 給 了 他 們 基 善 和 屬 城 的 郊 野 ． 大 比 拉 和 屬 城 的 郊 野 ．
Giạt-mút và đất chung quanh thành, En-gia-nim và đất chung quanh thành: hết thảy bốn cái thành.|耶 末 和 屬 城 的 郊 野 ． 隱 干 寧 和 屬 城 的 郊 野 ． 共 四 座 城 。
Từ trong chi phái A-se, lấy Mi-sê-anh và đất chung quanh thành,|又 從 亞 設 支 派 的 地 業 中 、 給 了 他 們 米 沙 勒 和 屬 城 的 郊 野 ． 押 頓 和 屬 城 的 郊 野 ．
Hên-cát và đất chung quanh thành Rê-hốp và đất chung quanh thành: hết thảy bốn cái thành.|黑 甲 和 屬 城 的 郊 野 ． 利 合 和 屬 城 的 郊 野 ． 共 四 座 城 。
Cũng lấy trong chi phái Nép-ta-li, thành Kê-đe ở Ga-li-lê là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh, Ha-mốt-Đọ-rơ và đất chung quanh thành, Cạt-than và đất chung quanh thành: hết thảy ba cái thành.|又 從 拿 弗 他 利 支 派 的 地 業 中 、 將 加 利 利 的 基 低 斯 、 就 是 誤 殺 人 的 逃 城 、 和 屬 城 的 郊 野 、 給 了 他 們 ． 又 給 他 們 哈 末 多 珥 和 屬 城 的 郊 野 ． 加 珥 坦 和 屬 城 的 郊 野 ． 共 三 座 城 。
Cọng các thành của người Ghẹt-sôn, tùy theo những họ hàng, là mười ba cái thành với đất chung quanh.|革 順 人 按 著 宗 族 所 得 的 城 、 共 十 三 座 、 還 有 屬 城 的 郊 野 。
Người ta cũng lấy trong chi phái Sa-bu-lôn mà cấp cho những họ hàng con cháu Mê-ra-ri, tức là những người Lê-vi sau chót, thành Giốc-nê-am và đất chung quanh thành, Cạt-ta và đất chung quanh thành.|其 餘 利 未 支 派 米 拉 利 子 孫 、 從 西 布 倫 支 派 的 地 業 中 所 得 的 、 就 是 約 念 和 屬 城 的 郊 野 ． 加 珥 他 和 屬 城 的 郊 野 ．
Đim-na và đất chung quanh thành, Na-ha-la và đất chung quanh thành: hết thảy bốn cái thành.|丁 拿 和 屬 城 的 郊 野 ． 拿 哈 拉 和 屬 城 的 郊 野 ． 共 四 座 城 。
Từ trong chi phái Ru-bên, lấy thành Bết-se và đất chung quanh thành, Giát-sa và đất chung quanh thành, Giát-sa và đất chung quanh thành,|又 從 流 便 支 派 的 地 業 中 、 給 了 他 們 比 悉 和 屬 城 的 郊 野 ． 雅 雜 和 屬 城 的 郊 野 ．
Kê-đê-mốt và đất chung quanh thành, Mê-phát và đất chung quanh thành: hết thảy bốn cái thành.|基 底 莫 和 屬 城 的 郊 野 ． 米 法 押 和 屬 城 的 郊 野 ． 共 四 座 城 。
Lại lấy trong chi phái Gát, thành Ra-mốt ở xứ Ga-la-át, là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh thành, Ma-ha-na-im và đất chung quanh thành,|又 從 迦 得 支 派 的 地 業 中 、 將 基 列 的 拉 末 、 就 是 誤 殺 人 的 逃 城 、 和 屬 城 的 郊 野 、 給 了 他 們 ． 又 給 他 們 瑪 哈 念 和 屬 城 的 郊 野 ．
Hết-bô và đất chung quanh thành, Gia-ê-xe và đất chung quanh thành: hết thảy bốn cái thành.|希 實 本 和 屬 城 的 郊 野 ． 雅 謝 和 屬 城 的 郊 野 ． 共 四 座 城 。
Cộng các thành cấp cho con cháu Mê-ra-ri, tùy theo những họ hàng của chúng, tức là dư hậu các họ hàng Lê-vi, là mười hai cái thành.|其 餘 利 未 支 派 的 人 、 就 是 米 拉 利 的 子 孫 、 按 著 宗 族 拈 鬮 所 得 的 、 共 十 二 座 城 。
Cộng các thành người Lê-vi ở giữa sản nghiệp dân Y-sơ-ra-ên là bốn mươi tám cái thành cùng đất chung quanh thành.|利 未 人 在 以 色 列 人 的 地 業 中 所 得 的 城 、 共 四 十 八 座 、 並 有 屬 城 的 郊 野 ．
Mỗi thành ấy đều có đất chung quanh; hết thảy thành cũng đều như vậy.|這 些 城 四 圍 都 有 屬 城 的 郊 野 ． 城 城 都 是 如 此 。
Thế thì, Đức Giê-hô-va ban cho Y-sơ-ra-ên cả xứ mà Ngài đã thề ban cho tổ phụ họ. Dân Y-sơ-ra-ên nhận làm sản nghiệp, và ở tại đó.|這 樣 、 耶 和 華 將 從 前 向 他 們 列 祖 起 誓 所 應 許 的 全 地 、 賜 給 以 色 列 人 、 他 們 就 得 了 為 業 、 住 在 其 中 。
Đức Giê-hô-va làm cho tứ phía đều được an nghỉ, y như Ngài đã thề cùng tổ phụ họ, chẳng có một kẻ thù nghịch nào còn đứng nổi trước mặt họ. Đức Giê-hô-va phó hết thảy kẻ thù nghịch vào tay họ.|耶 和 華 照 著 向 他 們 列 祖 起 誓 所 應 許 的 一 切 話 、 使 他 們 四 境 平 安 ． 他 們 一 切 仇 敵 中 、 沒 有 一 人 在 他 們 面 前 站 立 得 住 ． 耶 和 華 把 一 切 仇 敵 都 交 在 他 們 手 中 。
Trong các lời lành mà Đức Giê-hô-va đã phán cho nhà Y-sơ-ra-ên, chẳng có một lời nào là không thành: thảy đều ứng nghiệm hết.|耶 和 華 應 許 賜 福 給 以 色 列 家 的 話 、 一 句 也 沒 有 落 空 、 都 應 驗 了 。

					Giô-sua 22				|
						約書亞記 22					
Bấy giờ, Giô-suê gọi người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se,|當 時 約 書 亞 召 了 流 便 人 、 迦 得 人 、 和 瑪 拿 西 半 支 派 的 人 來 、
mà nói rằng: Các ngươi đã giữ theo mọi điều Môi-se, tôi tớ của Đức Giê-hô-va, truyền cho các ngươi, và có vâng theo tiếng ta trong mọi điều ta dặn biểu.|對 他 們 說 、 耶 和 華 僕 人 摩 西 所 吩 咐 你 們 的 、 你 們 都 遵 守 了 ． 我 所 吩 咐 你 們 的 、 你 們 也 都 聽 從 了 ．
Trong khoảng lâu ngày nay, các ngươi không có bỏ anh em mình cho đến ngày nay, và có vâng giữ mọi điều phải vâng giữ, tức là mạng lịnh của Giê-hô-va Đức Chúa Trời các ngươi.|你 們 這 許 多 日 子 、 總 沒 有 撇 離 你 們 的 弟 兄 、 直 到 今 日 ． 並 守 了 耶 和 華 你 們 　 神 所 吩 咐 你 們 當 守 的 ．
Nên bây giờ, Giê-hô-va Đức Chúa Trời các ngươi ban sự an nghỉ cho anh em các ngươi, y như lời Ngài đã phán. Vậy, hãy đi trở về trại các ngươi trong xứ thuộc về các ngươi mà Môi-se, tôi tớ của Đức Giê-hô-va, đã ban cho các ngươi ở bên kia sông Giô-đanh.|如 今 耶 和 華 你 們 　 神 照 著 他 所 應 許 的 、 使 你 們 弟 兄 得 享 平 安 、 現 在 可 以 轉 回 你 們 的 帳 棚 、 到 耶 和 華 的 僕 人 摩 西 在 約 但 河 東 所 賜 你 們 為 業 之 地 ．
Song phải cẩn thận làm theo điều răn và luật pháp mà Môi-se, tôi tớ của Đức Giê-hô-va, đã truyền cho các ngươi, tức là thương yêu Giê-hô-va Đức Chúa Trời các ngươi, đi theo đường lối Ngài, giữ các điều răn Ngài, tríu mến Ngài, và hết lòng hết ý phục sự Ngài.|只 要 切 切 的 謹 慎 遵 行 耶 和 華 僕 人 摩 西 所 吩 咐 你 們 的 誡 命 律 法 ． 愛 耶 和 華 你 們 的 　 神 ． 行 他 一 切 的 道 ． 守 他 的 誡 命 ． 專 靠 他 、 盡 心 盡 性 事 奉 他 。
Giô-suê bèn chúc phước cho họ, rồi cho họ về; họ đều trở về trại mình.|於 是 約 書 亞 為 他 們 祝 福 、 打 發 他 們 去 、 他 們 就 回 自 己 的 帳 棚 去 了 。
Vả, Môi-se đã ban cho phân nửa chi phái Ma-na-se một sản nghiệp ở tại Ba-san; còn Giô-suê ban cho phân nửa kia một sản nghiệp chung với anh em mình ở bên này sông Giô-đanh, về phía tây. Khi Giô-suê cho chúng trở về trại mình, thì chúc phước cho,|瑪 拿 西 那 半 支 派 、 摩 西 早 已 在 巴 珊 分 給 他 們 地 業 ． 這 半 支 派 、 約 書 亞 在 約 但 河 西 、 在 他 們 弟 兄 中 、 分 給 他 們 地 業 ． 約 書 亞 打 發 他 們 回 帳 棚 的 時 候 、 為 他 們 祝 福 ．
và nói rằng: Các ngươi trở về trại mình có đem của cải rất nhiều, có lắm bầy súc vật, cùng vàng, bạc, đồng, sắt, và áo xống phủ phê; hãy chia cho anh em mình của cướp được nơi thù nghịch các ngươi.|對 他 們 說 、 你 們 帶 許 多 財 物 、 許 多 牲 畜 、 和 金 、 銀 、 銅 、 鐵 、 並 許 多 衣 服 、 回 你 們 的 帳 棚 去 ． 要 將 你 們 從 仇 敵 奪 來 的 物 、 與 你 們 眾 弟 兄 同 分 。
Vậy, người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se lìa dân Y-sơ-ra-ên tại Si-lô, đặng trở về Ga-la-át, là sản nghiệp mình, mà mình đã nhận lấy theo mạng lịnh của Đức Giê-hô-va cậy Môi-se truyền cho.|於 是 流 便 人 、 迦 得 人 、 瑪 拿 西 半 支 派 的 人 、 從 迦 南 地 的 示 羅 起 行 、 離 開 以 色 列 人 、 回 往 他 們 得 為 業 的 基 列 地 、 就 是 照 耶 和 華 藉 摩 西 所 吩 咐 的 得 了 為 業 之 地 。
Khi đến trong địa hạt Giô-đanh thuộc về xứ Ca-na-an, thì người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se lập một bàn thờ tại đó gần sông Giô-đanh; bàn thờ ấy xem thấy rất cao lớn.|流 便 人 、 迦 得 人 、 和 瑪 拿 西 半 支 派 的 人 、 到 了 靠 近 約 但 河 的 一 帶 迦 南 地 、 就 在 約 但 河 那 裡 、 築 了 一 座 壇 ． 那 壇 看 著 高 大 。
Dân Y-sơ-ra-ên nghe được người ta nói rằng: Kìa người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se đã lập một bàn thờ trong địa hạt Giô-đanh đối ngang xứ Ca-na-an, bên cạnh dân Y-sơ-ra-ên.|以 色 列 人 聽 說 流 便 人 、 迦 得 人 、 瑪 拿 西 半 支 派 的 人 、 靠 近 約 但 河 邊 、 在 迦 南 地 屬 以 色 列 人 的 那 邊 築 了 一 座 壇 ．
