
					Deuteronomy 1				|
You will go feeling your way when the sun is high, like a blind man for whom all is dark, and nothing will go well for you: you will be crushed and made poor for ever, and you will have no saviour.|đang buổi trưa, ngươi sẽ đi rờ rờ như kẻ mù trong tối tăm; ngươi không được may mắn trong công việc mình, hằng ngày sẽ bị hiếp đáp và cướp giựt, chẳng ai giải cứu cho.
You will take a wife, but another man will have the use of her: the house which your hands have made will never be your resting-place: you will make a vine-garden, and never take the fruit of it.|Ngươi sẽ làm lễ hỏi một người nữ, nhưng một người nam khác lại nằm cùng nàng; ngươi cất một cái nhà, nhưng không được ở; ngươi trồng một vườn nho, song không được hái trái.
Your ox will be put to death before your eyes, but its flesh will not be your food: your ass will be violently taken away before your face, and will not be given back to you: your sheep will be given to your haters, and there will be no saviour for you.|Con bò ngươi sẽ bị giết trước mặt ngươi, song ngươi không được ăn thịt nó; lừa ngươi sẽ bị ăn cắp hiện mắt ngươi, nhưng không ai trả nó lại; chiên ngươi sẽ bị nộp cho kẻ thù nghịch, nhưng ngươi không có ai giải cứu nó.
Your sons and your daughters will be given to another people, and your eyes will be wasted away with looking and weeping for them all the day: and you will have no power to do anything.|Các con trai và con gái ngươi sẽ bị nộp cho dân ngoại bang có mắt ngươi thấy, hằng ngày hao mòn vì trông mong chúng nó; song tay ngươi không còn sức cứu vớt.
The fruit of your land and all the work of your hands will be food for a nation which is strange to you and to your fathers; you will only be crushed down and kept under for ever:|Một dân tộc mà ngươi chưa hề biết sẽ ăn lấy thổ sản và mọi công lao của ngươi; ngươi sẽ bị hiếp đáp và giày đạp không ngớt;
So that the things which your eyes have to see will send you out of your minds.|trở nên điên cuồng vì cảnh tượng mắt mình sẽ thấy.
The Lord will send a skin disease, attacking your knees and your legs, bursting out from your feet to the top of your head, so that nothing will make you well.|Đức Giê-hô-va sẽ giáng cho ngươi một thứ ung độc tại trên đầu gối và chân, không thể chữa lành được, từ bàn chân chí chót đầu.
And you, and the king whom you have put over you, will the Lord take away to a nation strange to you and to your fathers; there you will be servants to other gods of wood and stone.|Đức Giê-hô-va sẽ dẫn ngươi và vua mà ngươi đã lập trên mình, đến một nước mà ngươi và tổ phụ ngươi chưa hề biết. Ở đó, ngươi sẽ hầu việc các thần khác bằng cây, bằng đá;
And you will become a wonder and a name of shame among all the nations where the Lord will take you.|trong các dân tộc mà Đức Giê-hô-va sẽ dẫn ngươi đến, ngươi sẽ thành một sự kinh hãi, tục ngữ, và tiếu đàm.
You will take much seed out into the field, and get little in; for the locust will get it.|Ngươi sẽ đem gieo nhiều mạ trong ruộng mình, nhưng mùa gặt lại ít, vì sẽ bị cào cào ăn sạch.
You will put in vines and take care of them, but you will get no wine or grapes from them; for they will be food for worms.|Ngươi trồng nho, song không được uống rượu và không gặt hái chi hết, vì sâu bọ sẽ ăn phá đi.
Your land will be full of olive-trees, but there will be no oil for the comfort of your body; for your olive-tree will give no fruit.|Ngươi sẽ có cây ô-li-ve trong cả địa phận mình, nhưng không được xức dầu, vì cây ô-li-ve sẽ rụng trái.
You will have sons and daughters, but they will not be yours; for they will go away prisoners into a strange land.|Ngươi sẽ sanh con trai và con gái, nhưng chúng nó không thuộc về ngươi, vì chúng nó sẽ bị bắt làm mọi.
All your trees and the fruit of your land will be the locust's.|Con rầy sẽ ăn hết cây cối và thổ sản của ngươi.
The man from a strange land who is living among you will be lifted up higher and higher over you, while you go down lower and lower.|Khách lạ ở giữa ngươi sẽ lướt trên ngươi càng ngày càng cao; còn ngươi, lại hạ xuống càng ngày càng thấp:
He will let you have his wealth at interest, and will have no need of yours: he will be the head and you the tail.|họ sẽ cho ngươi vay, còn ngươi chẳng hề cho vay lại, họ sẽ ở đằng đầu, còn ngươi ở đằng đuôi.
And all these curses will come after you and overtake you, till your destruction is complete; because you did not give ear to the voice of the Lord your God, or keep his laws and his orders which he gave you:|Hết thảy những sự chúc rủa sả nầy sẽ giáng trên ngươi, đuổi ngươi và theo kịp, cho đến chừng nào ngươi bị hủy diệt, bởi vì ngươi không có nghe theo tiếng phán của Giê-hô-va Đức Chúa Trời ngươi, và không giữ các điều răn và luật lệ mà Ngài truyền cho ngươi.
These things will come on you and on your seed, to be a sign and a wonder for ever;|Các sự rủa sả nầy sẽ ở trên mình ngươi và trên dòng dõi ngươi như một dấu kỳ, sự lạ đến đời đời.
Because you did not give honour to the Lord your God, worshipping him gladly, with joy in your hearts on account of all your wealth of good things;|Bởi trong lúc dư dật mọi điều, ngươi không vui lòng lạc ý phục sự Giê-hô-va Đức Chúa Trời ngươi,
For this cause you will become servants to those whom the Lord your God will send against you, without food and drink and clothing, and in need of all things: and he will put a yoke of iron on your neck till he has put an end to you.|cho nên trong lúc đói khát, trong lúc trần truồng, và thiếu thốn mọi điều, ngươi sẽ hầu việc kẻ thù nghịch mà Đức Giê-hô-va sai đến đánh ngươi; họ sẽ tra ách sắt trên cổ ngươi, cho đến chừng nào tiêu diệt ngươi.
The Lord will send a nation against you from the farthest ends of the earth, coming with the flight of an eagle; a nation whose language is strange to you;|Đức Giê-hô-va sẽ từ nơi xa, từ địa cực, khiến dấy lên nghịch cùng ngươi một dân tộc bay như chim ưng, tức là một dân tộc ngươi không nghe tiếng nói được,
A hard-faced nation, who will have no respect for the old or mercy for the young:|một dân tộc mặt mày hung ác, không nể-vì người già, chẳng thương xót kẻ trẻ;
He will take the fruit of your cattle and of your land till death puts an end to you: he will let you have nothing of your grain or wine or oil or any of the increase of your cattle or the young of your flock, till he has made your destruction complete.|ăn sản vật của súc vật ngươi, hoa quả của đất ruộng ngươi, cho đến chừng nào ngươi bị tiêu diệt; nó không chừa lại ngũ cốc, rượu, dầu hay là lứa đẻ của bò và chiên ngươi, cho đến chừng nào đã tiêu diệt ngươi đi.
Your towns will be shut in by his armies, till your high walls, in which you put your faith, have come down: his armies will be round your towns, through all your land which the Lord your God has given you.|Dân đó sẽ vây ngươi trong các thành của cả xứ mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi, cho đến chừng nào những vách cao lớn và vững bền kia mà ngươi nhờ cậy đó, sẽ bị ngã xuống.
And your food will be the fruit of your body, the flesh of the sons and daughters which the Lord your God has given you; because of your bitter need and the cruel grip of your haters.|Trong lúc bị vậy, và khi quân nghịch làm cho túng thế cùng đường, ngươi sẽ ăn hoa quả của thân thể mình, tức là ăn thịt của con trai và con gái mình, mà Giê-hô-va Đức Chúa Trời ngươi ban cho ngươi.
That man among you who is soft and used to comfort will be hard and cruel to his brother, and to his dear wife, and to of those his children who are still living;|Trong lúc ngươi bị quân nghịch vây tại các thành mình, làm cho cùng đường túng thế, người nam nào nhu nhược và yếu ớt hơn hết trong các ngươi sẽ ngó giận anh em mình,
And will not give to any of them the flesh of his children which will be his food because he has no other; in the cruel grip of your haters on all your towns.|vợ yêu dấu và con cái mình còn lại, không chịu cho ai trong bọn đó thịt của con cái mình, mà người sẽ ăn, bởi mình không còn chi hết.
The most soft and delicate of your women, who would not so much as put her foot on the earth, so delicate is she, will be hard-hearted to her husband and to her son and to her daughter;|Trong lúc ngươi bị quân nghịch vây tại các thành mình, làm cho cùng đường túng thế, người nữ nào non nớt và mảnh khảnh hơn hết trong các ngươi, vì sự yểu điệu hay là sự sắc sảo mình, vốn không đặt bàn chân xuống đất,
And to her baby newly come to birth, and to the children of her body; for having no other food, she will make a meal of them secretly, because of her bitter need and the cruel grip of your haters on all your towns.|sẽ nhìn giận chồng rất yêu của mình, con trai và con gái mình, bởi cớ nhau bọc ra từ trong bụng, và những con cái mình sanh đẻ; vì trong cơn thiếu thốn mọi điều, nàng sẽ ăn nhẹm chúng nó.
If you will not take care to do all the words of this law, recorded in this book, honouring that name of glory and of fear, THE LORD YOUR GOD;|Nếu ngươi không cẩn thận làm theo các lời của luật pháp nầy, ghi trong sách nầy, không kính sợ danh vinh hiển và đáng sợ nầy là Giê-hô-va Đức Chúa Trời ngươi,
Then the Lord your God will make your punishment, and the punishment of your seed, a thing to be wondered at; great punishments and cruel diseases stretching on through long years.|thì Đức Giê-hô-va sẽ giáng cho ngươi và dòng giống ngươi những tai vạ lạ thường, lớn lao và lâu bền, nhựng chứng độc bịnh hung.
He will send on you again all the diseases of Egypt, which were a cause of fear to you, and they will take you in their grip.|Ngài sẽ khiến giáng trên ngươi các bịnh hoạn của xứ Ê-díp-tô mà ngươi đã run sợ đó, và nó sẽ đeo dính theo ngươi.
And all the diseases and the pains not recorded in the book of this law will the Lord send on you till your destruction is complete.|Vả lại, các thứ chứng bịnh và tai vạ không có chép trong sách luật pháp nầy, thì Đức Giê-hô-va cũng sẽ khiến giáng trên ngươi, cho đến chừng nào ngươi bị tiêu diệt đi.
And you will become a very small band, though your numbers were like the stars of heaven; because you did not give ear to the voice of the Lord your God.|Số các ngươi vốn đông như sao trên trời, nhưng vì không có nghe theo tiếng phán của Giê-hô-va Đức Chúa Trời ngươi, nên chỉ sẽ còn lại ít.
And as the Lord took delight in doing you good and increasing you, so the Lord will take pleasure in cutting you off and causing your destruction, and you will be uprooted from the land which you are about to take as your heritage.|Hễ Đức Giê-hô-va lấy làm vui mà làm lành và gia thêm các ngươi thể nào, thì Đức Giê-hô-va cũng sẽ lấy làm vui mà làm cho các ngươi hư mất và tiêu diệt các ngươi thể ấy. Các ngươi sẽ bị truất khỏi xứ mà mình vào nhận lấy,
And the Lord will send you wandering among all peoples, from one end of the earth to the other: there you will be servants to other gods, of wood and stone, gods of which you and your fathers had no knowledge.|và Đức Giê-hô-va sẽ tản lạc ngươi trong các dân, từ cuối đầu nầy của đất đến cuối đầu kia; tại đó, ngươi sẽ hầu việc các thần khác bằng cây và bằng đá mà ngươi cùng tổ phụ ngươi không hề biết.
And even among these nations there will be no peace for you, and no rest for your feet: but the Lord will give you there a shaking heart and wasting eyes and weariness of soul:|Trong các nước ấy, ngươi không được an tịnh, bàn chân ngươi không được nghỉ ngơi; nhưng tại đó Đức Giê-hô-va sẽ ban cho ngươi một tấm lòng run sợ, mắt mờ yếu, và linh hồn hao mòn.
Your very life will be hanging in doubt before you, and day and night will be dark with fears, and nothing in life will be certain:|Sự sống ngươi vẫn không chắc trước mặt ngươi; ngày và đêm ngươi hằng sợ hãi, khó liệu bảo tồn sự sống mình.
In the morning you will say, If only it was evening! And at evening you will say, If only morning would come! Because of the fear in your hearts and the things which your eyes will see.|Bởi cớ sự kinh khủng đầy dẫy lòng ngươi, và bị cảnh mắt ngươi sẽ thấy, nên sớm mai ngươi sẽ nói: Chớ chi được chiều tối rồi! Chiều tối ngươi sẽ nói: Ước gì được sáng mai rồi!
And the Lord will take you back to Egypt again in ships, by the way of which I said to you, You will never see it again: there you will be offering yourselves as men-servants and women-servants to your haters for a price, and no man will take you.|Đức Giê-hô-va sẽ khiến ngươi đi tàu trở lại xứ Ê-díp-tô, bởi con đường mà trước ta đã nói: Ngươi không thấy nó nữa; ở đó, ngươi sẽ đem bán mình cho kẻ thù nghịch làm nô và tì, nhưng không có ai mua!

					Deuteronomy 29				|
						Phục Truyền Luật Lệ 29					
These are the words of the agreement which Moses was ordered by the Lord to make with the children of Israel in the land of Moab, in addition to the agreement which he made with them in Horeb.|Nầy là các lời của sự giao ước mà Đức Giê-hô-va dặn biểu Môi-se lập cùng dân Y-sơ-ra-ên, trong xứ Mô-áp, ngoài sự giao ước Ngài đã lập cùng chúng tại Hô-rếp.
And Moses said in the hearing of all Israel, You have seen all the Lord did before your eyes in the land of Egypt to Pharaoh and to all his servants and all his land;|Vậy, Môi-se gọi cả Y-sơ-ra-ên mà nói rằng: Các ngươi đã thấy mọi điều Đức Giê-hô-va làm trong xứ Ê-díp-tô dưới mắt các ngươi cho Pha-ra-ôn, quần thần và cả xứ người,
The great tests which your eyes saw, and the signs and wonders:|tức là những sự thử thách lớn lao, dấu kỳ, phép lạ mà mắt ngươi đã thấy;
But even to this day the Lord has not given you a mind open to knowledge, or seeing eyes or hearing ears.|nhưng cho đến ngày nay Đức Giê-hô-va không ban cho các ngươi một tấm lòng để biết, mắt để thấy hay là tai để nghe.
For forty years I have been your guide through the waste land: your clothing has not become old on your backs, or your shoes on your feet.|Ta đã dẫn dắt các ngươi bốn mươi năm trong đồng vắng, áo xống không cũ trên mình ngươi, giày không mòn dưới chân ngươi,
You have had no bread, or wine, or strong drink: so that you might see that I am the Lord your God.|các ngươi không có ăn bánh, uống rượu hay là vật chi say, để cho biết rằng ta, Giê-hô-va, là Đức Chúa Trời của các ngươi.
When you came to this place, Sihon, king of Heshbon, and Og, king of Bashan, came out to make war against us and we overcame them:|Khi các ngươi đến chốn nầy, Si-hôn, vua Hết-bôn, và Oc, vua Ba-san, đi ra đón đặng giao chiến cùng chúng ta; chúng ta có đánh bại họ,
And we took their land and gave it to the Reubenites and the Gadites and the half-tribe of Manasseh, for their heritage.|chiếm xứ họ và ban cho chi phái Ru-bên, Gát, và nửa chi phái Ma-na-se, làm sản nghiệp.
So keep the words of this agreement and do them, so that it may be well for you in everything you do.|Vậy, các ngươi khá gìn giữ làm theo những lời của sự giao ước nầy, hầu cho các ngươi được may mắn trong mọi việc mình làm.
You have come here today, all of you, before the Lord your God; the heads of your tribes, the overseers, and those who are in authority over you, with all the men of Israel,|Hết thảy các ngươi, nào trưởng tộc, các chi phái, nào các trưởng lão, nào các quan cai, nào mọi người nam của Y-sơ-ra-ên,
And your little ones, your wives, and the men of other lands who are with you in your tents, down to the wood-cutter and the servant who gets water for you:|những con trẻ và vợ các ngươi, nào kẻ khách lạ ở trong trại quân ngươi, từ người chặt củi cho đến người xách nước, ngày nay hãy đến chầu trước mặt Giê-hô-va Đức Chúa Trời ngươi,
With the purpose of taking part in the agreement of the Lord your God, and his oath which he makes with you today:|đặng vào trong sự giao ước của Giê-hô-va Đức Chúa Trời ngươi, và vào trong lời thề mà Giê-hô-va Đức Chúa Trời ngươi lập cùng ngươi ngày nay,
And so that he may make you his people today, and be your God, as he has said to you, and as he made an oath to your fathers, Abraham, Isaac, and Jacob.|hầu cho ngày nay Ngài lập ngươi lên làm dân của Ngài, và Ngài làm Đức Chúa Trời ngươi, y như Ngài đã phán cùng ngươi, và thề cùng tổ phụ ngươi, là Ap-ra-ham, Y-sác, và Gia-cốp.
And not with you only do I make this agreement and this oath;|Chẳng phải chỉ với các ngươi mà ta lập giao ước và lời thề nầy thôi;
But with everyone who is here with us today before the Lord our God, as well as with those who are not here:|nhưng lập với người nào ngày nay đứng tại đây cùng chúng ta, trước mặt Giê-hô-va Đức Chúa Trời chúng ta, luôn với những người nào không có cùng chúng ta trong ngày nay.
(For you have in mind how we were living in the land of Egypt; and how we came through all the nations which were on your way;|Các ngươi biết sự kiều ngụ của chúng ta trong xứ Ê-díp-tô, và chúng ta đi ngang qua các nước là làm sao. Đang khi đi ngang địa phận chúng nó,
And you have seen their disgusting doings, and the images of wood and stone and silver and gold which were among them:)|các ngươi đã thấy sự gớm ghiếc của chúng nó, và những tà thần quái gở bằng cây, bằng đá, bằng bạc, và bằng vàng ở nơi chúng nó.
So that there may not be among you any man or woman or family or tribe whose heart is turned away from the Lord our God today, to go after other gods and give them worship; or any root among you whose fruit is poison and bitter sorrow;|Trong các ngươi, chớ có người nam, người nữ, họ hàng hay là chi phái nào ngày nay trở lòng bỏ Giê-hô-va Đức Chúa Trời chúng ta, đặng đi hầu việc các thần của những dân tộc ấy; trong các ngươi cũng chớ có rễ sanh ra vật độc và ngải cứu.
If such a man, hearing the words of this oath, takes comfort in the thought that he will have peace even if he goes on in the pride of his heart, taking whatever chance may give him:|Ai nghe các lời của sự thề nầy, chớ có tự khoe nơi lòng rằng: Ta sẽ được bình an, dầu khi ta đi theo sự cứng lòng ta, đến nỗi vật được tưới với vật bị khô, đều cùng hư nát.
The Lord will have no mercy on him, but the wrath of the Lord will be burning against that man, and all the curses recorded in this book will be waiting for him, and the Lord will take away his name completely from the earth.|Đức Giê-hô-va không khứng tha tội cho người, nhưng bấy giờ, cơn giận và sự kỵ tà của Đức Giê-hô-va nổi lên cùng người, và hết thảy sự rủa sả ghi trong sách nầy sẽ chất nặng trên mình người; Đức Giê-hô-va sẽ xóa tên người khỏi dưới trời,
He will be marked out by the Lord, from all the tribes of Israel, for an evil fate, in keeping with all the curses of the agreement recorded in this book of the law.|và biệt ngươi ra khỏi các chi phái Y-sơ-ra-ên, để bị tai họa, chiếu theo hết các lời trù ẻo của giao ước đã ghi trong sách luật pháp nầy.
And future generations, your children coming after you, and travellers from far countries, will say, when they see the punishments of that land and the diseases which the Lord has sent on it;|Đời sau, con cháu sanh ra sau các ngươi, và người khách ở phương xa đến, khi thấy những tai vạ và chứng bịnh mà Đức Giê-hô-va đã hành hại xứ nầy,
And that all the land is a salt and smoking waste, not planted or giving fruit or clothed with grass, but wasted like Sodom and Gomorrah, Admah and Zeboiim, on which the Lord sent destruction in the heat of his wrath:|khi thấy toàn xứ chỉ diêm, muối, và cháy tiêu, không giống gieo, không sản vật chi hết, chẳng một thứ cỏ nào mọc, giống như sự hủy hoại của Sô-đôm và Gô-mô-rơ, At-ma và Sê-bô-im bị Đức Giê-hô-va phá diệt trong cơn thạnh nộ Ngài,
Truly all the nations will say, Why has the Lord done so to this land? what is the reason for this great and burning wrath?|thì chúng nó và các nước sẽ hỏi rằng: Sao Đức Giê-hô-va đãi xứ nầy như thế? Căn cớ của sự thạnh nộ lớn lao nầy là làm sao?
Then men will say, Because they gave up the agreement of the Lord, the God of their fathers, which he made with them when he took them out of the land of Egypt:|Người ta sẽ đáp rằng: Ay vì họ bội giao ước mà Giê-hô-va, Đức Chúa Trời của tổ phụ họ, đã lập cùng họ, khi dẫn họ ra khỏi xứ Ê-díp-tô;
And they went after other gods and gave them worship, gods who were strange to them, and whom he had not given them:|Ay vì họ đi hầu việc và thờ lạy các thần mà mình chưa hề biết, và Ngài không phân phát cho.
And so the wrath of the Lord was moved against this land, to send on it all the curse recorded in this book:|Cơn thạnh nộ của Đức Giê-hô-va đã nổi phừng lên cùng xứ nầy, đặng giáng trên nó các sự rủa sả ghi trong sách nầy,
Rooting them out of their land, in the heat of his wrath and passion, and driving them out into another land, as at this day.|và trong cơn thạnh nộ, hờn giận, và nổi nóng, Đức Giê-hô-va đã rút dân nầy khỏi đất họ, và ném vào một xứ khác, như điều đó hiện có ngày nay.
The secret things are the Lord our God's: but the things which have been made clear are ours and our children's for ever, so that we may do all the words of this law.|Những sự bí mật thuộc về Giê-hô-va Đức Chúa Trời chúng ta; song những sự bày tỏ thuộc về chúng ta, và con cháu chúng ta đời đời, để chúng ta làm theo mọi lời của luật pháp nầy.

					Deuteronomy 30				|
						Phục Truyền Luật Lệ 30					
Now when all these things have come on you, the blessing and the curse which I have put before you, if the thought of them comes back to your minds, when you are living among the nations where the Lord your God has sent you,|Khi các điều nầy đã xảy đến cho ngươi, hoặc phước lành, hoặc rủa sả, mà ta đã đặt trước mặt ngươi, nếu trong các nước, mà Giê-hô-va Đức Chúa Trời ngươi đuổi ngươi đến, ngươi đem lòng nhắc lại những điều ấy,
And your hearts are turned again to the Lord your God, and you give ear to his word which I give you today, you and your children, with all your heart and with all your soul:|trở lại cùng Giê-hô-va Đức Chúa Trời ngươi, ngươi và con cháu ngươi hết lòng hết ý vâng theo tiếng phán của Ngài, như mọi điều ta truyền cho ngươi ngày nay,
Then the Lord will have pity on you, changing your fate, and taking you back again from among all the nations where you have been forced to go.|thì bấy giờ Giê-hô-va Đức Chúa Trời ngươi sẽ thương xót ngươi, đem những phu tù ngươi trở về, nhóm hiệp ngươi từ giữa các dân, là nơi Ngài đã tản lạc ngươi đó.
Even if those who have been forced out are living in the farthest part of heaven, the Lord your God will go in search of you, and take you back;|Dẫu những kẻ bị đày của ngươi ở tại cuối trời, thì Giê-hô-va Đức Chúa Trời ngươi cũng sẽ từ đó nhóm hiệp ngươi lại và rút ngươi khỏi nơi đó.
Placing you again in the land of your fathers as your heritage; and he will do you good, increasing you till you are more in number than your fathers were.|Giê-hô-va Đức Chúa Trời ngươi sẽ đem ngươi về xứ mà tổ phụ ngươi đã nhận được, và ngươi sẽ nhận lấy nó; Ngài sẽ làm ơn cho ngươi và gia thêm ngươi nhiều hơn tổ phụ ngươi.
And the Lord your God will give to you and to your seed a circumcision of the heart, so that, loving him with all your heart and all your soul, you may have life.|Giê-hô-va Đức Chúa Trời ngươi sẽ cất sự ô uế khỏi lòng ngươi và khỏi dòng dõi ngươi, để ngươi hết lòng hết ý kính mến Giê-hô-va Đức Chúa Trời ngươi, hầu cho ngươi được sống.
And the Lord your God will put all these curses on those who are against you, and on your haters who put a cruel yoke on you.|Giê-hô-va Đức Chúa Trời ngươi sẽ đổ các lời trù ẻo nầy trên kẻ thù nghịch ngươi, trên kẻ nào ghét và bắt bớ ngươi.
And you will again give ear to the voice of the Lord, and do all his orders which I have given you today.|Còn ngươi sẽ hối cải, nghe theo tiếng phán của Đức Giê-hô-va, và làm theo các điều răn của Ngài, mà ta truyền cho ngươi ngày nay.
And the Lord your God will make you fertile in all good things, blessing the work of your hands, and the fruit of your body, and the fruit of your cattle, and the fruit of your land: for the Lord will have joy in you, as he had in your fathers:|Khi ngươi nghe theo tiếng phán của Giê-hô-va Đức Chúa Trời ngươi, gìn giữ các điều răn và luật lệ của Ngài đã ghi trong sách luật pháp nầy, hết lòng hết ý trở lại cùng Giê-hô-va Đức Chúa Trời ngươi, thì Ngài sẽ ban phước đầy-lấp,
If you give ear to the voice of the Lord your God, keeping his orders and his laws which are recorded in this book of the law, and turning to the Lord your God with all your heart and with all your soul.|làm cho mọi công việc của tay ngươi được thạnh lợi, khiến hoa quả của thân thể ngươi, sản vật của sinh súc, và bông trái của đất ruộng ngươi được thịnh-vượng; vì Đức Giê-hô-va sẽ lại vui lòng nữa mà làm ơn cho ngươi, như Ngài đã vui lòng về các tổ phụ ngươi.
For these orders which I have given you today are not strange and secret, and are not far away.|Điều răn nầy mà ta truyền cho ngươi ngày nay chẳng phải cao quá ngươi, hay là xa quá cho ngươi.
They are not in heaven, for you to say, Who will go up to heaven for us and give us knowledge of them so that we may do them?|Nó chẳng phải ở trên trời, để ngươi nói rằng: Ai sẽ lên trời đem nó xuống cho chúng tôi nghe, đặng chúng tôi làm theo?
And they are not across the sea, for you to say, Who will go over the sea for us and give us news of them so that we may do them?|Nó cũng chẳng phải ở bên kia biển, để ngươi nói rằng: Ai sẽ đi qua bên kia biển, đem nó về cho chúng tôi nghe, đặng chúng tôi làm theo?
But the word is very near you, in your mouth and in your heart, so that you may do it.|Vì lời nầy rất gần ngươi, ở trong miệng và trong lòng ngươi, để ngươi làm theo nó.
See, I have put before you today, life and good, and death and evil;|Hãy xem, ngày nay ta đặt trước mặt ngươi sự sống và phước lành, sự chết và tai họa,
In giving you orders today to have love for the Lord your God, to go in his ways and keep his laws and his orders and his decisions, so that you may have life and be increased, and that the blessing of the Lord your God may be with you in the land where you are going, the land of your heritage.|vì ngày nay, ta bảo ngươi thương mến Giê-hô-va Đức Chúa Trời ngươi, đi trong các đường lối Ngài, và gìn giữ những điều răn luật lệ và mạng lịnh Ngài, để ngươi sống, gia thêm, và Giê-hô-va Đức Chúa Trời ngươi ban phước cho ngươi trong xứ mà ngươi sẽ vào nhận lấy.
But if your heart is turned away and your ear is shut, and you go after those who would make you servants and worshippers of other gods:|Nhưng nếu lòng ngươi xây trở, không khứng nghe theo, chịu dụ dỗ thờ lạy và hầu việc các thần khác,
I give witness against you this day that destruction will certainly be your fate, and your days will be cut short in the land where you are going, the land of your heritage on the other side of Jordan.|thì ngày nay ta tỏ cùng các ngươi rằng các ngươi hẳn phải tuyệt diệt, không được sống lâu trên đất mà ngươi sẽ đi qua sông Giô-đanh đặng nhận lấy.
Let heaven and earth be my witnesses against you this day that I have put before you life and death, a blessing and a curse: so take life for yourselves and for your seed:|Ngày nay, ta bắt trời và đất làm chứng cho các ngươi rằng ta đã đặt trước mặt ngươi sự sống và sự chết, sự phước lành và sự rủa sả. Vậy, hãy chọn sự sống, hầu cho ngươi và dòng dõi ngươi được sống,
In loving the Lord your God, hearing his voice and being true to him: for he is your life and by him will your days be long: so that you may go on living in the land which the Lord gave by an oath to your fathers, Abraham, Isaac and Jacob.|thương mến Giê-hô-va Đức Chúa Trời ngươi, vâng theo tiếng phán Ngài, và tríu mến Ngài; vì Ngài là sự sống ngươi và làm cho ngươi được sống lâu, đặng ngươi ở trên đất mà Đức Giê-hô-va đã thề ban cho các tổ phụ ngươi, là Ap-ra-ham, Y-sác, và Gia-cốp.

					Deuteronomy 31				|
						Phục Truyền Luật Lệ 31					
So Moses said all these things to Israel.|Môi-se đến giảng cho cả Y-sơ-ra-ên những bài sau nầy.
Then he said to them, I am now a hundred and twenty years old; I am no longer able to go out and come in: and the Lord has said to me, You are not to go over Jordan.|Người nói: Ngày nay ta được một trăm hai mươi tuổi; không thể đi ra đi vào nữa; và Đức Giê-hô-va có phán cùng ta rằng: Ngươi không đi ngang qua sông Giô-đanh nầy đâu.
The Lord your God, he will go over before you; he will send destruction on all those nations, and you will take their land as your heritage: and Joshua will go over at your head as the Lord has said.|Giê-hô-va Đức Chúa Trời ngươi sẽ đi đầu ngươi. Ngài sẽ diệt các dân tộc ở đằng trước ngươi, và ngươi sẽ nhận được xứ chúng nó; Giô-suê sẽ đi trước ngươi, y như Đức Giê-hô-va đã phán dặn.
The Lord will do to them as he did to Sihon and to Og, the kings of the Amorites, and to their land, whom he put to destruction.|Đức Giê-hô-va sẽ đãi chúng nó như Ngài đã đãi Si-hôn và Oc, vua dân A-mô-rít, và xứ chứng nó mà Ngài đã hủy phá.
The Lord will give them up into your hands, and you are to do to them as I have given you orders.|Đức Giê-hô-va sẽ phó chúng nó cho các ngươi, và các ngươi phải đãi chúng nó tùy theo lịnh ta đã truyền cho.
Be strong and take heart, and have no fear of them: for it is the Lord your God who is going with you; he will not take away his help from you.|Hãy vững lòng bền chí; chớ sợ chi và chớ kinh khủng trước mặt các dân đó; vì Giê-hô-va Đức Chúa Trời ngươi đi cùng ngươi; Ngài chẳng lìa khỏi ngươi, chẳng từ bỏ ngươi đâu.
Then Moses sent for Joshua, and before the eyes of all Israel said to him, Be strong and take heart: for you are to go with this people into the land which the Lord, by his oath to their fathers, has given them; by your help they will take it for their heritage.|Đoạn, Môi-se gọi Giô-suê, nói cùng người tại trước mặt cả Y-sơ-ra-ên mà rằng: Hãy vừng lòng bền chí; vì ngươi sẽ vào với dân nầy trong xứ mà Đức Giê-hô-va đã thề ban cho tổ phụ họ, và ngươi sẽ chia xứ cho họ.
It is the Lord who goes before you; he will be with you, he will not take away his help from you or give you up: so have no fear.|Chánh Đức Giê-hô-va sẽ đi trước ngươi, Ngài sẽ ở cùng ngươi, chẳng lìa khỏi ngươi, chẳng từ bỏ ngươi đâu. Chớ sợ, và chớ kinh khủng.
Then Moses put all this law in writing, and gave it to the priests, the sons of Levi, who take up the ark of the Lord's agreement, and to all the responsible men of Israel.|Môi-se chép luật nầy, giao cho những thầy tế lễ, là con cháu Lê-vi, khiêng hòm giao ước của Đức Giê-hô-va, lại giao luôn cho hết thảy trưởng lão Y-sơ-ra-ên,
And Moses said to them, At the end of every seven years, at the time fixed for the ending of debts, at the feast of tents,|và truyền lịnh nầy, mà rằng: Cuối bảy năm, nhằm năm giải thích, tại ngày lễ lều tạm,
When all Israel has come before the Lord your God in the place named by him, let a reading be given of this law in the hearing of all Israel.|khi cả dân Y-sơ-ra-ên đến chầu trước mặt Giê-hô-va Đức Chúa Trời ngươi, trong chỗ Ngài sẽ chọn, thì người phải đọc luật nầy trước cả Y-sơ-ra-ên cho chúng nghe.
