
					Nehemiah 1				|
And the overseer of the Levites at Jerusalem was Uzzi, the son of Bani, the son of Hashabiah, the son of Mattaniah, the son of Mica, of the sons of Asaph, the music-makers, who was over the business of the house of God.|U-xi, con trai của Ba-ni, cháu của Ha-sa-bia, chắt của Mát-ta-nia, chít của Mi-chê về dòng dõi A-háp, là kẻ ca hát, được đặt cai tri người Lê-vi tại Giê-ru-sa-lem, lo làm công việc của đền Đức Chúa Trời.
For there was an order from the king about them and a regular amount for the music-makers, for their needs day by day.|Vì có lịnh vua truyền về việc của chúng, và có một phần lương định cấp cho những kẻ ca hát, ngày nào cần dùng theo ngày nấy.
And Pethahiah, the son of Meshezabel, of the sons of Zerah, the son of Judah, was the king's servant in everything to do with the people.|Phê-tha-hia, con trai của Mê-sê-xa-bê-ên, về dòng Xê-ra, là con của Giu-đa, giúp vua cai trị mọi việc dân.
And for the daughter-towns with their fields, some of the men of Judah were living in Kiriath-arba and its daughter-towns, and in Dibon and its daughter-towns, and in Jekabzeel and its daughter-towns,|Còn về các hương thôn và đồng ruộng của nó, có mấy người Giu-đa ở tại Ki-ri-át -A-ra-ba, và trong các làng nó, tại Đi-bôn và các làng nó, tại Giê-cáp-xê-ên và các làng nó,
And in Jeshua, and in Moladah, and Beth-pelet,|tại Giê-sua, Mô-la-đa, Bết-phê-lê,
And in Hazar-shual, and in Beer-sheba and its daughter-towns,|Hát-sa-Su-anh, Bê -e-sê-ba và trong các làng nó,
And in Ziklag, and in Meconah and its daughter-towns,|tại Xiếc-lạc, Mê-cô-na và trong các làng nó,
And in En-rimmon, and in Zorah, and in Jarmuth,|tại En-rim-môn, Xô-ra Giạt-mút,
Zanoah, Adullam and their daughter-towns, Lachish and its fields, Azekah and its daughter-towns. So they were living from Beer-sheba to the valley of Hinnom.|tại Xa-nô -a, A-đu-lam và các làng nó; tại trong La-ki và các đồng ruộng nó, trong A-sê-ca và các làng nó. Vậy chúng ở từ Bê -e-sê-ba cho đến trũng Hin-nôm.
And the children of Benjamin were living from Geba, at Michmash and Aija, and at Beth-el and its daughter-towns,|Người Bên-gia-min cũng ở từ Ghê-ba cho đến Mích-ma, A-gia, Bê-tên và các làng nó;
At Anathoth, Nob, Ananiah,|và ở tại A-na-tốt, Nốp, A-ta-nia,
Hazor, Ramah, Gittaim,|Hát-so, Ra-ma, Ghi-tha-im,
Hadid, Zeboim, Neballat,|Ha-đít, Sê-bô-im, Nê-ba-lát,
Lod and Ono, the valley of expert workers.|Lô-đơ, và Ô-nơ, tức là trũng của các thợ.
And of the Levites, certain divisions in Judah were joined to Benjamin.|Từ trong các người Lê-vi có mấy ban ở Giu-đa hiệp với Bên-gia-min.

					Nehemiah 12				|
						Nê-hê-mi-a 12					
Now these are the priests and the Levites who went up with Zerubbabel, the son of Shealtiel, and Jeshua: Seraiah, Jeremiah, Ezra,|Đây là những thầy tế lễ và người Lê-vi, theo Xô-rô-ba-bên, con trai của Sa-la-thi-ên, và Giê-sua, mà đi lên: Sê-ra-gia, Giê-rê-mi, E-sơ-ra,
Amariah, Malluch, Hattush,|A-ma-ria, Ma-lúc, Ha-túc,
Shecaniah, Rehum, Meremoth,|Sê-ca-nia, Rê-hum, Mê-rê-mốt,
Iddo, Ginnethoi, Abijah,|Y-đô, Ghi-nê-thôi, A-bi-gia,
Mijamin, Maadiah, Bilgah,|Mi-gia-min, Ma -a-đia, Binh-ga,
Shemaiah, and Joiarib, Jedaiah,|Sê-ma-gia, Giô-gia-ríp, Giê-đa-gia,
Sallu, Amok, Hilkiah, Jedaiah. These were the chiefs of the priests and of their brothers in the days of Jeshua.|Sa-lu, A-móc, Hinh-kia, và Giê-đa-gia. Đó là quan trưởng của những thầy tế lễ và anh em của họ trong đời Giê-sua.
And the Levites: Jeshua, Binnui, Kadmiel, Sherebiah, Judah, and Mattaniah, who was over the music-makers, he and his brothers.|Những người Lê-vi là: Giê-sua, Bin-nui, Cát-mê-ên, Sê-rê-bia, Giu-đa, và Mát-tai-nia, là người với anh em mình coi sóc việc hát khen ngợi.
And Bakbukiah and Unno, their brothers, were opposite them in their watches.|Lại có Bác-bu-kia, U-ni, cùng các anh em mình; họ thay đổi phiên nhau trong công việc mình.
And Jeshua was the father of Joiakim, and Joiakim was the father of Eliashib, and Eliashib was the father of Joiada,|Giê-sua sanh Giô-gia-kim; Giô-gia-kim sanh Ê-li -a-síp; Ê-li -a-síp sanh Giô-gia-đa;
And Joiada was the father of Jonathan, and Jonathan was the father of Jaddua.|Giô-gia-đa sanh Giô-na-than, Giô-na-than sanh Gia-đua.
And in the days of Joiakim there were priests, heads of families: of Seraiah, Meraiah; of Jeremiah, Hananiah;|Nầy là trưởng tộc của những thầy tế lễ, trong đời Giô-gia-kim: về họ Giê-rê-mi, Ha-na-nia;
Of Ezra, Meshullam; of Amariah, Jehohanan;|về họ E-xơ-ra, Mê-su-lam; về họ A-ma-ria, Giô-ha-nan;
Of Malluchi, Jonathan; of Shebaniah, Joseph;|về họ Mê-lu-ki, Giô-na-than;
Of Harim, Adna; of Meraioth, Helkai;|về họ Sê-ba-nia, Giô-sép; về họ Ha-rim, At-na; về họ Mê-ra-giốt; Hên-cai;
Of Iddo, Zechariah; of Ginnethon, Meshullam;|ve họ Y-đô, Xa-cha-ri; về họ Ghi-nê-thôn, mê-su-lam;
Of Abijah, Zichri; of Miniamin, of Moadiah, Piltai;|về họ A-bi-gia, Xiếc-ri; về họ Min-gia-min và Mô-đa-đia, Phinh-tai;
Of Bilgah, Shammua; of Shemaiah, Jehonathan;|về họ Binh-ga, Sa-mua; về họ Sê-ma-gia, Giô-na-than;
And of Joiarib, Mattenai; of Jedaiah, Uzzi;|về họ Giô-gia-ríp, Mát-tê-nai; về họ Giê-đa-gia, U-xi;
Of Sallai, Kallai; of Amok, Eber;|về họ Sa-lai, Ca-lai; về họ A-móc, Ê-be;
Of Hilkiah, Hashabiah; of Jedaiah, Nethanel.|về họ Hinh-kia Ha-sa-bia; về họ Giê-đa-gia, Nê-tha-nê-ên.
The Levites in the days of Eliashib, Joiada, and Johanan, and Jaddua, were listed as heads of families; and the priests, when Darius the Persian was king.|Về người Lê-vi, các trưởng tộc của họ đã biên tên vào sổ trong đời của Ê-li -a-síp, Giô-gia-đa, Giô-ha-nan, và Gia-đua; còn những thầy tế lễ, thì biên tên vào sổ trong đời Đa-ri-út, nước Phe-rơ-sơ.
The sons of Levi, heads of families, were recorded in the book of the histories, even till the days of Johanan, the son of Eliashib.|Các trưởng tộc của người Lê-vi có ghi tên vào sách sử ký cho đến đời Giô-ha-nan, con trai của Ê-li -a-síp.
And the chiefs of the Levites: Hashabiah, Sherebiah, and Jeshua, the son of Kadmiel, with their brothers opposite them, to give blessing and praise as ordered by David, the man of God, watch against watch.|Các trưởng tộc của người Lê-vi: Ha-sa-bia, Sê-rê-bia, và Giê-sua, con trai của Cát-mi-ên, và các anh em người ứng đối nhau, từng ban từng thứ, đặng ngợi khen và cảm tạ, tùy theo lịnh của Đa-vít, người của Đức Chúa Trời.
Mattaniah, and Bakbukiah, Obadiah, Meshullam, Talmon, Akkub, were door-keepers keeping the watch at the store-houses of the doors.|Mát-ta-nia, Bác-bu-kia, Ô-ba-đia, Mê-su-lam, Tanh-môn và A-cúp, là kẻ canh giữ cửa, giữ các kho bên cửa thành.
These were in the days of Joiakim, the son of Jeshua, the son of Jozadak, and in the days of Nehemiah the ruler and of Ezra the priest, the scribe.|Các người này ở về đời Giô-gia-kim, con trai của Giê-sua, cháu Giô-xa-đác, về đời Nê-hê-mi, quan tổng trấn, và về đời E-xơ-ra, làm thầy tế lễ và văn sĩ.
And when the time came for the wall of Jerusalem to be made holy, they sent for the Levites out of all their places to come to Jerusalem, to keep the feast with joy, and with praise and melody, with brass and corded instruments of music.|Khi khánh thành các vách thành Giê-ru-sa-lem, thì người ta sai gọi các người Lê-vi ở khắp mọi nơi, đặng đem chùng về Giê-ru-sa-lem, để dự lễ khánh thành cách vui vẻ, có tiếng khen ngợi và ca hát theo chập chỏa, đờn cầm, và đờn sắt.
And the sons of the music-makers came together from the lowland round about Jerusalem and from the daughter-towns of the Netophathites,|Các người ca hát đều hiệp lại, từ đồng bằng xung quanh Giê-ru-sa-lem, các làng người Nê-tô-pha-tít;
And from Beth-gilgal and from the fields of Geba and Azmaveth: for the music-makers had made daughter-towns for themselves round about Jerusalem.|lại từ Bết-ghinh-ganh, từ đồng bằng Ghê-ba và Ach-ma-vết; vì những người ca hát đã xây cho mình các làng ở chung quanh thành Giê-ru-sa-lem.
And the priests and the Levites made themselves clean; and they made the people clean, and the doorways and the wall.|Những thầy tế lễ và người Lê-vi dọn mình cho thánh sạch, cũng dọn cho thánh sạch dân sự, các cửa và vách thành.
Then I made the rulers of Judah come up on the wall, and I put in position two great bands of them who gave praise, walking in ordered lines; one went to the right on the wall, in the direction of the doorway where the waste was put;|Bấy giờ, tôi biểu các quan trưởng Giu-đa lên trên vách thành, rồi phân làm hai tốp lớn kéo nhau đi để cảm tạ; một tốp đi về phía hữu trên vách thành, tới cửa Phân.
And after them went Hoshaiah and half of the rulers of Judah,|Sau chúng có Hô-sa-gia, và phân nửa số các quan trưởng Giu-đa,
And Azariah, Ezra, and Meshullam,|cùng A-xa-ria, E-xơ-ra, Mê-su-lam, Giu-đa, Bên-gia-min,
Judah and Benjamin and Shemaiah and Jeremiah,|Sê-ma-gia, Giê-rê-mi,
And certain of the priests' sons with wind instruments; Zechariah, the son of Jonathan, the son of Shemaiah, the son of Mattaniah, the son of Micaiah, the son of Zaccur, the son of Asaph,|và mấy con trai của những thầy tế lễ cầm kèn: Xa-cha-ri, con trai của Giô-na-than, cháu của Sê-ma-gia, cháu của Mát-ta-nia, chít của Mi-chê; Mi-chê là con trai của Xác-cua, cháu của A-sáp,
And his brothers, Shemaiah, and Azarel, Milalai, Gilalai, Maai, Nethanel and Judah, Hanani, with the music-instruments of David, the man of God; and Ezra the scribe was at their head;|cùng các anh em người, là Sê-ma-gia, A-xa-rên, Mi-ta-lai, Ghi-la-lai, Ma-ai, Nê-tha-nê-ên, Giu-đa, và Ha-na-ni, cầm những nhạc khí của Đa-vít, người của Đức Chúa Trời; và E-xơ-ra, người văn sĩ, đi ở đằng trước chúng.
And by the doorway of the fountain and straight in front of them, they went up by the steps of the town of David, at the slope up of the wall, over the house of David, as far as the water-doorway to the east.|Từ cửa Suối, ở ngay mặt, chúng đi thẳng lên các nấc thành Đa-vít, tại nơi đốc vách thành ở trên đền Đa-vít, và đến cửa Nước về phía đông.
And the other band of those who gave praise went to the left, and I went after them with half the people, on the wall, over the tower of the ovens, as far as the wide wall;|Còn tốp cảm tạ thứ nhì đi trên vách thành đối ngang lại với tốp thứ nhất, còn tôi đi ở sau họ với phân nửa dân sự, từ tháp các Lò cho đến vách rộng,
And over the doorway of Ephraim and by the old door and the fish door and the tower of Hananel and the tower of Hammeah, as far as the sheep door: and at the doorway of the watchmen they came to a stop.|đi qua trên cửa Ep-ra-im, gần bên cửa Cũ, cửa Cá, tháp Ha-na-nê-ên, và tháp Mê -a, đến cửa Chiên. Chúng dừng lại tại cửa Ngục.
So the two bands of those who gave praise took up their positions in the house of God, and I and half of the chiefs with me:|Đoạn, hai tốp cảm tạ dừng lại trong đền Đức Chúa Trời, tôi và phân nửa quan trưởng theo tôi cũng làm vậy,
And the priests; Eliakim, Maaseiah, Miniamin, Micaiah, Elioenai, Zechariah, and Hananiah, with wind instruments;|và những thầy tế lễ cầm kèn, là Ê-lê -a-kim, Ma -a-sê-nai, Min-gia-min, Mi-chê, Ê-li-ô-ê-nai, Xa-cha-ri, và Ha-na-nia;
And Maaseiah and Shemaiah and Eleazar and Uzzi and Jehohanan and Malchijah and Elam and Ezer. And the makers of melody made their voices loud, with Jezrahiah their overseer.|lại có Ma -a-sê-gia, Sê-ma-gia, Ê-lê -a-xa, U-xi, Giô-ha-nan, Manh-ki-gia, Ê-lam, và Ê-xe. Những kẻ ca hát tiếng lớn, có Dít-ra-bia dẫn dắt.
And on that day they made great offerings and were glad; for God had made them glad with great joy; and the women and the children were glad with them: so that the joy of Jerusalem came to the ears of those who were far off.|Trong ngày đó, chúng dâng những của lễ trọng thể và vui vẻ; vì Đức Chúa Trời đã khiến cho chúng vui mừng khắp khởi; các người đờn bà và con trẻ cũng vui mừng nữa; sự vui mừng của thành Giê-ru-sa-lem vang ra rất xa.
And on that day certain men were put over the rooms where the things which had been given were stored, for the lifted offerings and the first-fruits and the tenths, and to take into them the amounts, from the fields of every town, fixed by the law for the priests and the Levites: for Judah was glad on account of the priests and the Levites who were in their places.|Trong ngày đó, người ta lập kẻ coi sóc các phóng kho tàng về của lễ dâng giơ lên, về của đầu mùa, về thuế một phần mười, đặng thâu vào nó, tùy theo đồng của các thành, phần của những thầy tế lễ và người Lê-vi, mà luật pháp đã chỉ định; vì Giu-đa vui mừng nhơn những thầy tế lễ và người Lê-vi đứng hầu việc.
And they kept the watch of their God, and were responsible for making things clean, and so did the music-makers and the door-keepers, as it was ordered by David and Solomon his son.|Chúng luôn với những kẻ ca hát và kẻ giữ cửa đều giữ trách nhiệm của Đức Chúa Trời, và việc dọn mình thánh sạch, tùy theo mạng lịnh của Đa-vít và Sa-lô-môn, con trai người.
For in the days of David and Asaph in the past, there was a master of the music, and songs of blessing and praise to God.|Vì ngày xưa, về đời Đa-vít và A-sáp, có những quan trưởng coi sóc những kẻ ca hát, và có bài hát khen ngợi cảm tạ Đức Chúa Trời.
And all Israel in the days of Zerubbabel and in the days of Nehemiah gave what was needed by the music-makers and the door-keepers day by day: and they made the offerings holy for the Levites; and the Levites did the same for the sons of Aaron.|Trong đời Xô-rô-ba-bên và Nê-hê-mi, cả Y-sơ-ra-ên đều cấp phần cho kẻ ca hát và người canh giữ cửa, ngày nào cần dùng theo ngày nấy; cũng để riêng phần của người Lê-vi, và người Lê-vi để riêng phần của con cháu A-rôn.

					Nehemiah 13				|
						Nê-hê-mi-a 13					
On that day there was a reading from the book of Moses in the hearing of the people; and they saw that it said in the book that no Ammonite or Moabite might ever come into the meeting of God;|Trong ngày đó, người ta đọc sách Môi-se có dân sự nghe; trong đó có chép rằng người Am-môn và người Mô-áp đời đời không được vào hội của Đức Chúa Trời,
Because they did not give the children of Israel bread and water when they came to them, but got Balaam to put a curse on them: though the curse was turned into a blessing by our God.|bởi vì chúng nó không đem bánh và nước đến đón dân Y-sơ-ra-ên, song dùng bạc thỉnh Ba-la-am đến rủa sả dân Y-sơ-ra-ên .
So after hearing the law, they took out of Israel all the mixed people.|Xảy khi chúng đã nghe luật pháp rồi, bèn phân rẽ khỏi Y-sơ-ra-ên các dân ngoại bang.
Now before this, Eliashib the priest, who had been placed over the rooms of the house of our God, being a friend of Tobiah,|Vả, trước việc đó, thầy tế lễ Ê-li -a-síp, mà đã được lập coi sóc các phòng của đền Đức Chúa Trời chúng tôi,
Had made ready for him a great room, where at one time they kept the meal offerings, the perfume, and the vessels and the tenths of the grain and wine and oil which were given by order to the Levites and the music-makers and the door-keepers, and the lifted offerings for the priests.|và là bà con với Tô-bi-gia, có sắm sửa cho người ấy một cái phòng lớn, là nơi trước người ta dùng để những của lễ chay, hương liệu, khí dụng, thuế một phần mười về lúa mì, rượu mới, và dầu, tức những vật theo lệ đã định cho người Lê-vi, kẻ ca hát, và người canh giữ cửa, luôn với của lễ dâng giơ lên của thầy tế lễ.
But all this time I was not at Jerusalem: for in the thirty-second year of Artaxerxes, king of Babylon, I went to the king; and after some days, I got the king to let me go,|Khi các điều đó xảy đến thì không có tôi ở tại Giê-ru-sa-lem; vì nhằm năm thứ ba mươi hai đời At-ta-xét-xe, vua Ba-by-lôn, tôi mắc phải trở về cùng vua; cuối một ít lâu, tôi có xin phép vua đặng đi.
And I came to Jerusalem; and it was clear to me what evil Eliashib had done for Tobiah, in making ready for him a room in the buildings of the house of God.|Tôi đến Giê-ru-sa-lem, bèn hiểu điều ác mà Ê-li -a-síp vì Tô-bi-gia đã làm ra, vì có sắm sửa cho người một cái phòng trong hành lang của đền Đức Chúa Trời.
And it was evil in my eyes: so I had all Tobiah's things put out of the room.|Tôi thấy điều đó lấy làm cực tệ, nên quăng ra khỏi phòng ấy các vật dụng của nhà Tô-bi-gia.
Then I gave orders, and they made the rooms clean: and I put back in them the vessels of the house of God, with the meal offerings and the perfume.|Đoạn, tôi biểu người ta dọn cái phòng ấy cho sạch sẽ; kẻ ấy tôi đem vào lại các khí dụng của đền Đức Chúa Trời, của lễ chay và hương liệu.
And I saw that the Levites had not been given what was needed for their support; so that the Levites and the music-makers, who did the work, had gone away, everyone to his field.|Tôi cũng hay rằng người ta không có cấp các phần của người Lê-vi cho họ; vì vậy, những kẻ ca hát và người Lê-vi hầu việc, ai nấy đều đã trốn về đồng ruộng mình.
Then I made protests to the chiefs, and said, Why has the house of God been given up? And I got them together and put them in their places.|Tôi bèn quở trách các quan trưởng, mà rằng: Cớ sao đền của Đức Chúa Trời bị bỏ như vậy? Đoạn, tôi hiệp lại chúng mà đặt họ trong chức cũ mình.
Then all Judah came with the tenth part of the grain and wine and oil and put it into the store-houses.|Bấy giờ, cả Giu-đa đều đem đến trong kho thuế một phần mười về lúa mì, rượu mới, và dầu.
And I made controllers over the store-houses, Shelemiah the priest and Zadok the scribe, and of the Levites, Pedaiah: and with them was Hanan, the son of Zaccur the son of Mattaniah: they were taken to be true men and their business was the distribution of these things to their brothers.|Tôi đặt Sê-lê-mia, thầy tế lễ Xa-đốc, ký lục, và Phê-đa-gia trong các người Lê-vi, coi các kho tàng; còn Ha-nan, con trai của Xác-cua, cháu Mát-ta-nia, làm phó; các người ấy được kể là trung thành, và bổn phận chúng là phân phát vật cho anh em mình.
Keep me in mind, O my God, in connection with this, and do not let the good which I have done for the house of my God and its worship go from your memory completely.|Đức Chúa Trời tôi ôi! vì cớ điều này, xin nhớ đến tôi, và chớ bôi xóa các việc tốt lành mà tôi đã làm vì đền của Đức Chúa Trời tôi và về điều phải gìn giữ tại đó.
In those days, I saw in Judah some who were crushing grapes on the Sabbath, and getting in grain and putting it on asses; as well as wine and grapes and figs and all sorts of goods which they took into Jerusalem on the Sabbath day: and I gave witness against them on the day when they were marketing food.|Về lúc đó, tôi thấy trong Giu-đa, mấy người ép nho nơi máy ép rượu nhằm ngày sa-bát, đem bó lúa mình vào, chở nó trên lừa, và cũng chở rượu, trái nho, trái vả, và các vật nặng, mà đem về Giê-ru-sa-lem trong ngày sa-bát. Ngày chúng nó bán vật thực ấy, tôi có làm chứng nghịch cùng chúng nó.
And there were men of Tyre there, who came with fish and all sorts of goods, trading with the children of Judah and in Jerusalem on the Sabbath.|Cũng có người Ty-rơ ở tại đó, đem cá và các thứ hàng hóa đến bán cho người Giu-đa và tại thành Giê-ru-sa-lem trong ngày sa-bát.
Then I made protests to the chiefs of Judah, and said to them, What is this evil which you are doing, not keeping the Sabbath day holy?|Bấy giờ tôi quở trách các người tước vị Giu-đa, mà rằng: Việc xấu xa các ngươi làm đây là chi, mà làm cho ô uế ngày sa-bát?
Did not your fathers do the same, and did not our God send all this evil on us and on this town? but you are causing more wrath to come on Israel by not keeping the Sabbath holy.|Tổ phụ các ngươi há chẳng đã làm như vậy sao? Nên nỗi Đức Chúa Trời há chẳng có dẫn tai họa kia đến trên chúng ta và trên thành này ư? Còn các ngươi làm ô uế ngày sa-bát mà tăng thêm cơn thạnh nộ cho Y-sơ-ra-ên!
And so, when the streets of Jerusalem were getting dark before the Sabbath, I gave orders for the doors to be shut and not to be open again till after the Sabbath: and I put some of my servants by the door so that nothing might be taken in on the Sabbath day.|Ay vậy, khi các cửa Giê-ru-sa-lem khởi khuất trong bóng tối trước ngày sa-bát, tôi bèn truyền người ta đóng cửa lại và dặn biểu chúng nó chỉ mở nó ra sau ngày sa-bát; lại cắt đặt mấy kẻ trong đầy tớ tôi giữ cửa để không ai gánh chở đồ vào thành trong ngày sa-bát.
So the traders in all sorts of goods took their night's rest outside Jerusalem once or twice.|Vậy, kẻ buôn người bán các thứ hàng hóa một hai lần ban đêm phải ngủ ở ngoài thành Giê-ru-sa-lem.
Then I gave witness against them and said, Why are you waiting all night by the wall? if you do so again I will have you taken prisoners. From that time they did not come again on the Sabbath.|Đoạn, tôi quở trách chúng nó mà rằng: Cớ sao các ngươi ban đêm ngủ tại trước vách thành như vậy? Nếu các ngươi còn làm nữa, tất cả sẽ tra tay trên các ngươi. Từ lúc đó về sau, chúng nó không có đến nhằm ngày sa-bát nữa.
And I gave the Levites orders to make themselves clean and come and keep the doors and make the Sabbath holy. Keep this in mind to my credit, O my God, and have mercy on me, for great is your mercy.|Tôi dạy biểu người Lê-vi và đến canh giữ các cửa, đặng biệt ngày sa-bát ra thánh. Hỡi Đức Chúa Trời tôi ôi! xin hãy vì tôi nhớ đến điều đó, và xin thương xót tôi tùy sự nhân từ lớn lao của Ngài.
And in those days I saw the Jews who were married to women of Ashdod and Ammon and Moab:|Cũng trong lúc đó, tôi thấy những người Giu-đa lấy đờn bà Ach-đốt, Am-môn, và Mô-áp, làm vợ;
And their children were talking half in the language of Ashdod; they had no knowledge of the Jews' language, but made use of the language of the two peoples.|con cái của chúng nó nói phần nửa tiếng Ach-đốt, không biết nói tiếng Giu-đa, nhưng nói tùy theo tiếng của dân này hay là dân kia.
And I took up the cause against them, cursing them and giving blows to some of them and pulling out their hair; and I made them take an oath by God, saying, You are not to give your daughters to their sons or take their daughters for your sons or for yourselves.|Tôi quở trách chúng nó, rủa sả chúng nó, đánh đập một vài người trong chúng nó, nhổ tóc chúng nó biểu chúng nó chỉ Đức Chúa Trời thề, mà rằng: Các ngươi sẽ không gả con gái mình cho con trai họ, hay là cưới con gái họ cho con trai mình, hoặc là cưới cho chánh mình các ngươi!
Was it not in these things that Solomon, king of Israel, did wrong? among a number of nations there was no king like him, and he was dear to his God, and God made him king over all Israel: but even he was made to do evil by strange women.|Sa-lô-môn, vua Y-sơ-ra-ên há chẳng có phạm tội trong điều đó sao? Vả, trong nhiều dân tộc không có một vua nào giống như người; người được Đức Chúa Trời đặt người làm vua trên cả Y-sơ-ra-ên: dẫu vậy, người cũng bị đờn bà ngoại bang xui cho phạm tội!
Are we then without protest to let you do all this great evil, sinning against our God by taking strange women for your wives?|Chúng ta há sẽ nghe theo các ngươi mà làm những điều ác lớn này, lấy người đờn bà ngoại bang mà vi phạm cùng Đức Chúa Trời chúng ta sao?
And one of the sons of Joiada, the son of Eliashib, the chief priest, was son-in-law to Sanballat the Horonite: so I sent him away from me.|Có một trong các con trai của Giô-gia-đa, cháu Ê-li -a-síp, thầy tế lễ thượng phẩm, là rể của San-ba-lát, người Hô-rôn; vì cớ ấy tôi đuổi hắn khỏi tôi.
Keep them in mind, O my God, because they have put shame on the priests' name and on the agreement of the priests and the Levites.|Hỡi Đức Chúa Trời tôi ôi! xin nhớ lại chúng nó, vì chúng nó đã làm ô uế chức tế lễ và sự giao ước của chức tế lễ và của người Lê-vi.
So I made them clean from all strange people, and had regular watches fixed for the priests and for the Levites, everyone in his work;|Như vậy, tôi dọn sạch chúng cho khỏi các kẻ ngoại bang, và định ban thứ cho những thầy tế lễ và người Lê-vi, mỗi người trong chức việc mình;
And for the wood offering, at fixed times, and for the first fruits. Keep me in mind, O my God, for good.|cũng khiến dân sự dâng củi theo kỳ nhất định và các thổ sản đầu mùa. Đức Chúa Trời tôi ôi, xin hãy nhớ đến tôi mà làm ơn cho tôi!
