
					Job 1				|
Then he makes his secrets clear to men, so that they are full of fear at what they see;|Bấy giờ Ngài mở lỗ tai loài người, Niêm phong lời giáo huấn mà Ngài dạy cho họ,
In order that man may be turned from his evil works, and that pride may be taken away from him;|Hầu cho chở loài nguời khỏi điều họ toan làm, Và giấu họ tánh kiêu ngạo,
To keep back his soul from the underworld, and his life from destruction.|Cứu linh hồn họ khỏi cái huyệt, Và mạng sống khỏi bị gươm giết,
Pain is sent on him as a punishment, while he is on his bed; there is no end to the trouble in his bones;|Loài người nằm trên giường mình bị đau đớn sửa phạt, Và xương cốt người hàng tranh chạm nhau mãi mãi,
He has no desire for food, and his soul is turned away from delicate meat;|Miệng người bèn lấy làm gớm ghiếc vật thực, Và linh hồn người ghét những đồ ăn mĩ vị.
His flesh is so wasted away, that it may not be seen, and his bones. ...|Thịt người tiêu hao không còn thấy nữa, Và xương người, mà trước chẳng thấy được, bèn bị lộ ra.
And his soul comes near to the underworld, and his life to the angels of death.|Linh hồn người đến gần cái hầm, Và sự sống người xích lại kẻ giết.
If now there may be an angel sent to him, one of the thousands which there are to be between him and God, and to make clear to man what is right for him;|Nếu trong một ngàn thiên sứ, có một thiên sứ làm kẻ truyền-giải cho người, Để chỉ dạy người biết điều ngay thẳng cho người,
And if he has mercy on him, and says, Let him not go down to the underworld, I have given the price for his life:|At Đức Chúa Trời làm ơn cho người và phán rằng: "Hãy giải cứu nó khỏi bị sa xuống cái hầm; Ta đã tìm đặng giá chuộc rồi"
Then his flesh becomes young again, and he comes back to the days of his early strength;|Người sẽ được thẳng da mát thịt như buổi thơ ấu; Người trở lại ngày đang thì.
He makes his prayer to God, and he has mercy on him; he sees God's face with cries of joy; he gives news of his righteousness to men;|Người cầu nguyện cùng Đức Chúa Trời, Đức Chúa Trời bèn đoái thương người, Khiến người vui mừng xem thấy mặt Ngài, Và Ngài trả lại sự công bình cho người.
He makes a song, saying, I did wrong, turning from the straight way, but he did not give me the reward of my sin.|Đoạn, người đó sẽ hát trước mặt loài người, mà rằng: "Tôi đã phạm tội, làm hư hoại sự ngay thẳng, Song chẳng có ích gì cho tôi.
He kept my soul from the underworld, and my life sees the light in full measure.|Đức Chúa Trời có giải cứu linh hồn tôi khỏi sa xuống hầm, Và sự sống tôi sẽ thấy ánh sáng."
Truly, God does all these things to man, twice and three times,|Kìa, các việc ấy Đức Chúa Trời làm cho loài người; Đến hai lần, hoặc ba lần,
Keeping back his soul from the underworld, so that he may see the light of life.|Đặng khiến linh hồn người trở lại khỏi cái hầm, Hầu cho người được ánh sáng kẻ sống chiếu vào cho.
Take note O Job, give ear to me; keep quiet, while I say what is in my mind.|Hỡi Gióp, hãy chăm chỉ nghe tôi; Khá làm thinh, thì tôi sẽ nói.
If you have anything to say, give me an answer; for it is my desire that you may be judged free from sin.|Nếu ông có điều gì muốn nói, hãy đáp lại tôi; Khá nói, vì tôi muốn xưng ông là công bình.
If not, give attention to me, and keep quiet, and I will give you wisdom.|Bằng chẳng, hãy nghe tôi; Hãy làm thinh, thì tôi sẽ dạy cho ông sự khôn ngoan.

					Job 34				|
						Gióp 34					
And Elihu made answer and said,|Ê-li-hu lại cất tiếng mà nói rằng:
Give ear, you wise, to my words; and you who have knowledge, give attention to me;|Hỡi các người khôn ngoan, hãy nghe những lời nói tôi; Ớ kẻ thông sáng, hãy lắng tai nghe tôi;
For words are tested by the ear, as food is tasted by the mouth.|Vì lỗ tai thử những lời nói, Như ổ gà nếm lấy đồ ăn,
Let us make the decision for ourselves as to what is right; let us have the knowledge among ourselves of what is good.|Chúng ta hãy chọn cho mình điều phải, Chung nhau nhìn biết việc tốt lành.
For Job has said, I am upright, and it is God who has taken away my right;|Vì Gióp có nói rằng: "Tôi vốn là công bình, Nhưng Đức Chúa Trời đã cất sự lý đoán tôi.
Though I am right, still I am in pain; my wound may not be made well, though I have done no wrong.|Tuy tôi ngay thẳng, người ta cho tôi là kẻ nói dối; Dẫu tôi không phạm tội, thương tích tôi không chữa lành được."
What man is like Job, a man who freely makes sport of God,|Ai là người giống như Gióp? Người uống lời nhạo báng như thể nước;
And goes in the company of evil-doers, walking in the way of sinners?|Người kết bạn với kẻ làm hung nghiệt, Và đồng đi với người gian ác?
For he has said, It is no profit to a man to take delight in God.|Vì người có nói rằng: "Chẳng ích lợi chi cho loài người Tìm kiếm điều vui thích mình nơi Đức Chúa Trời."
Now then, you wise, take note; you men of knowledge, give ear to me. Let it be far from God to do evil, and from the Ruler of all to do wrong.|Vì vậy, hỡi người thông sáng, hãy nghe tôi: Đức Chúa Trời chẳng hề hành ác, Đấng Toàn năng không bao giờ làm hung nghiệt.
For he gives to every man the reward of his work, and sees that he gets the fruit of his ways.|Ngài báo ứng loài người tùy công việc mình làm, Khiến mỗi người tìm được lại chiếu theo tánh hạnh mình.
Truly, God does not do evil, and the Ruler of all is not a false judge.|Quả thật Đức Chúa Trời không làm ác, Đấng Toàn năng chẳng trái phép công bình.
Who put the earth into his care, or made him responsible for the world?|Ai giao cho Ngài trách nhậm coi sóc trái đất? Ai đặt Ngài cai trị toàn thế gian?
If he made his spirit come back to him, taking his breath into himself again,|Nếu Ngài chỉ lo tưởng đến chính mình Ngài, Thâu lại về mình thần linh và hơi thở của Ngài,
All flesh would come to an end together, and man would go back to the dust.|Thì các loài xác thịt chắc chết chung nhau hết, Và loài người trở vào bụi đất.
If you are wise, take note of this; give ear to the voice of my words.|Nếu ông có sự thông sáng, hãy nghe điều nầy; Khá lắng tai nghe tiếng lời nói của tôi.
How may a hater of right be a ruler? and will you say that the upright Ruler of all is evil?|Chớ thì người nào ghét sự công bình sẽ được cai trị sao? Ong há dám lên án cho Đấng công bình cao cả ư?
He who says to a king, You are an evil-doer; and to rulers, You are sinners;|Há có nên nói với vua rằng: "Đồ xấu xa nà?" Hay là nói với người tước vị rằng: "Kẻ ác nghiệp mầy?"
Who has no respect for rulers, and who gives no more attention to those who have wealth than to the poor, for they are all the work of his hands.|Phương chi Đấng chẳng tư vị những vương tử, Chẳng xem kẻ giàu trọng hơn kẻ nghèo; Bởi chúng hết thảy là công việc của tay Ngài.
Suddenly they come to an end, even in the middle of the night: the blow comes on the men of wealth, and they are gone, and the strong are taken away without the hand of man.|Trong giây phút, giữa ban đêm, chúng đều chết; Bá tánh xiêu tó và qua mất đi, Các kẻ cường quyền bị cất đi, không phải bởi tay loài người.
For his eyes are on the ways of a man, and he sees all his steps.|Vì mắt Đức Chúa Trời xem xét đường lối loài người, Ngài nom các bước họ.
There is no dark place, and no thick cloud, in which the workers of evil may take cover.|Chẳng có tối tăm mù mịt nào Cho kẻ làm ác ẩn núp mình được.
For he does not give man a fixed time to come before him to be judged.|Khi Đức Chúa Trời phán xét loài người, Thì chẳng cần khiến họ đến trước mặt Ngài hai lần đặng tra xét.
He sends the strong to destruction without searching out their cause, and puts others in their place.|Ngài hủy phá kẻ cường quyền không cần tra soát, Rồi lập kẻ khác thế vào cho;
For he has knowledge of their works, overturning them in the night, so that they are crushed.|Bởi vì Chúa biết các công việc chúng, Đánh đổ chúng ban đêm, và chúng bị diệt đi.
The evil-doers are broken by his wrath, he puts his hand on them with force before the eyes of all onlookers.|Chúa hành hại họ như người ác, Có kẻ khác xem thấy;
Because they did not go after him, and took no note of his ways,|Bởi vì chúng có xây bỏ theo Chúa, Không kể đến các đường lối Ngài.
So that the cry of the poor might come up to him, and the prayer of those in need come to his ears.|Chúng làm cho tiếng kẻ nghèo thấu đến Chúa, Và Chúa nghe tiếng kêu la của kẻ bị gian truân.
...|Khi Ngài ban cho bình an, ai sẽ làm cho rối loạn? Khi Ngài ẩn mắt mình, ai có thể thấy Ngài? Ngài làm như vậy hoặc cho dân tộc nào, hoặc cho người nào,
...|Hầu ngăn trở kẻ gian ác cai trị, Và không ai gài bẫy cho dân sự.
...|Vì có người nào bao giờ nói với Đức Chúa Trời rằng: "Tôi đã mang chịu sửa phạt tôi, tôi sẽ không làm ác nữa;
...|Điều chi tôi chẳng thấy, xin Chúa chỉ dạy cho tôi; Nếu tôi có làm ác, tôi sẽ chẳng làm lại nữa?
...|Đức Chúa Trời há cứ theo ý tưởng ông mà báo ứng ông sao? Vì ông có bỏ sự báo ứng của Chúa, nên ông phải chọn lựa lấy, chớ chẳng phải tôi; Vậy nên điều ông biết, hãy nói đi.
Men of knowledge, and all wise men, hearing me, will say,|Những người thông sáng, và mỗi người khôn ngoan đương nghe tôi, Sẽ nói với tôi rằng:
Job's words do not come from knowledge; they are not the fruit of wisdom.|"Gióp nói cách không hiểu biết, Và lời của người thiếu sự thông sáng."
May Job be tested to the end, because his answers have been like those of evil men.|Tôi nguyện cho Gióp bị thử thách đến cùng, Bởi vì người có đáp lời như kẻ ác;
For in addition to his sin, he is uncontrolled in heart; before our eyes he makes sport of God, increasing his words against him.|Người có thêm sự phản nghịch vào tội lỗi mình, Vỗ tay mình tại giữa chúng tôi, Và càng thêm lời nói nghịch Đức Chúa Trời.

					Job 35				|
						Gióp 35					
And Elihu made answer and said,|Ê-li-hu lại nói rằng:
Does it seem to you to be right, and righteousness before God, to say,|Ong đã nói rằng: Tôi vốn công bình hơn Đức Chúa Trời; Lại nói: Tôi sẽ đặng lời gì? Nhược bằng chẳng phạm tôi,
What profit is it to me, and how am I better off than if I had done wrong?|Tôi há sẽ được ích hơn chăng? Chớ thì ông tưởng lời ấy có lý sao?
I will make answer to you and to your friends:|Tôi sẽ đáp lại ông, Và các bạn hữu của ông nữa.
Let your eyes be turned to the heavens, and lifted up to see the skies; they are higher than you.|Hãy ngước mắt lên xem các từng trời; Hãy coi áng mây, nó cao hơn ông.
If you have done wrong, is he any the worse for it? and if your sins are great in number, what is it to him?|Nếu ông đã phạm tôi, có hại chi cho Đức Chúa Trời chăng? Nếu các sự vi phạm ông thêm nhiều, có can gì với Ngài?
If you are upright, what do you give to him? or what does he take from your hand?|Nếu ông công bình, ông sẽ ban gì cho Ngài? Ngài sẽ lãnh điều gì bởi tay của ông?
Your evil-doing may have an effect on a man like yourself, or your righteousness on a son of man.|Sự gian ác của ông có thể hại một người đồng loại ông, Và sự công bình ông có thể làm ích cho một con cái loài người.
Because the hand of the cruel is hard on them, men are making sounds of grief; they are crying out for help because of the arm of the strong.|Tại vì nhiều sự hà hiếp, nên người ta kêu oan, Bởi tay kẻ có cường quyền áp chế, nên họ kêu cứu.
But no one has said, Where is God my Maker, who gives songs in the night;|Nhưng không ai hỏi rằng: Đức Chúa Trời, là Đấng Tạo hóa của tôi, ở đâu? Ngài khiến cho người ta hát vui mừng trong ban đêm,
Who gives us more knowledge than the beasts of the earth, and makes us wiser than the birds of the heaven?|dạy dỗ chúng tôi được thông sáng hơn các loài thú trên đất, Và làm cho trở nên khôn ngoan hơn các loài chim trời.
There they are crying out because of the pride of the evil-doers, but he gives them no answer.|Người ta kêu la, song Ngài không đáp lời, Vì cớ sự kiêu ngạo của kẻ gian ác.
But God will not give ear to what is false, or the Ruler of all take note of it;|Quả thật lời cầu nguyện hư giả, Đức Chúa Trời chẳng dủ nghe, Đấng Toàn năng chẳng thèm đoái đến.
How much less when you say that you do not see him; that the cause is before him, and you are waiting for him.|Huống chi khi ông nói rằng không thấy Ngài, Sự cáo tụng đã đem đến trước mặt Ngài, và ông đợi Ngài xét đoán!
And now ... ;|Bây giờ, vì cơn thạnh nộ Ngài chưa giáng phạt, Và vì Ngài không kể đến sự kiêu hãnh cho lắm,
And Job's mouth is open wide to give out what is of no profit, increasing words without knowledge.|Nên Gióp mở miệng ra luân điều hư không, Và nói thêm nhiều lời vô tri.

					Job 36				|
						Gióp 36					
And Elihu went on to say,|Ê-li-hu nói tiếp rằng:
Give me a little more time, and I will make it clear to you; for I have still something to say for God.|Xin hãy nhịn tôi một chút, tôi sẽ chỉ cho ông; Vì tôi còn những lời binh vực Đức Chúa Trời.
I will get my knowledge from far, and I will give righteousness to my Maker.|Tôi sẽ đem đến từ xa điều tôi hiểu biết, Và xưng tỏ sự công bình của Đấng Tạo hóa tôi.
For truly my words are not false; one who has all knowledge is talking with you.|Quả hẳn các lời luận tôi chẳng phải giả dối; Đấng vốn trọn vẹn về tri thức đương ở cùng ông.
Truly, God gives up the hard-hearted, and will not give life to the sinner.|Kìa, Đức Chúa Trời có quyền năng, không khinh bỉ ai; Trí huệ Ngài rất rộng lớn.
His eyes are ever on the upright, and he gives to the crushed their right;|Ngài chẳng bảo tồn mạng sống của kẻ gian ác, Nhưng xử đoán công bình cho kẻ khổ nạn.
Lifting them up to the seat of kings, and making them safe for ever.|Ngài chẳng xây mặt khỏi người công bình; Song Ngài khiến họ đồng ngồi cùng các vua trên ngôi mãi mãi, Và họ được cao trọng.
And if they have been prisoned in chains, and taken in cords of trouble,|Nếu họ phải mang xiềng xích, Và bị dây gian truân vấn vướng,
Then he makes clear to them what they have done, even their evil works in which they have taken pride.|Thì Ngài chỉ tỏ cho họ công việc mình đã làm, Các tội lỗi và tánh hạnh kiêu ngạo của họ.
Their ear is open to his teaching, and he gives them orders so that their hearts may be turned from evil.|Ngài cũng mở lỗ tai của chúng cho nghe lời sửa dạy, Khuyên họ trở lại bỏ điều gian ác.
If they give ear to his voice, and do his word, then he gives them long life, and years full of pleasure.|Nếu chúng vâng nghe và phục sự Ngài, Thì các ngày chúng sẽ được may mắn, Và những năm chúng được vui sướng.
But if not, they come to their end, and give up their breath without knowledge.|Nhưng nếu họ không khứng nghe theo, ắt sẽ bị gươm giết mất, Và chết không hiểu biết gì.
Those who have no fear of God keep wrath stored up in their hearts; they give no cry for help when they are made prisoners.|Lòng giả hình tích chứa sự thạnh nộ; Khi Đức Chúa Trời bắt xiềng chúng, chúng chẳng kêu cứu.
They come to their end while they are still young, their life is short like that of those who are used for sex purposes in the worship of their gods.|Chúng chết đương buổi thanh xuân; Đời chúng bị hư mất trong bọn gian dâm.
He makes the wrong done to the poor the way of their salvation, opening their ears by their trouble.|Đức Chúa Trời dùng sự hoạn nạn mà cứu kẻ bị hoạn nạn, Và nhờ sự hà hiếp mà mở lỗ tai của người.
...|Ngài cũng chắc đã muốn dụ ông khỏi hoạn nạn, Đặt ông nơi khoảng khoát, chẳng còn sự cực lòng; Còn các món ăn dọn nơi bàn ông, tất đều được đầy mỡ béo.
...|Nhưng ông đầy dẫy sự nghị luận của kẻ ác; Sự xét đoán và sự hình phạt chắc sẽ hãm bắt ông.
...|Chớ để cơn giận giục ông chống cự cùng sự sửa phạt; Đừng lầm lạc vì cớ giá bội thường lớn quá.
...|Chớ thì sự giàu có ông và các thế lực của ông, Có thể cứu ông khỏi sự hoạn nạn sao?
...|Chớ ước ao đêm tối, Là lúc dân tộc bị cất đi khỏi chỗ mình.
Take care not to be turned to sin, for you have taken evil for your part in place of sorrow.|Khá giữ lấy mình, chớ xây về tội ác; Vì ấy là điều ông ưa chọn hơn sự hoạn nạn.
Truly God is lifted up in strength; who is a ruler like him?|Kìa, Đức Chúa Trời dùng quyền năng mà làm việc cách cao cả, Có giáo sư nào giống như Ngài chăng?
Who ever gave orders to him, or said to him, You have done wrong?|Ai có chỉ dạy cho Ngài biết con đường của Ngài? Và ai nói rằng: Chúa có làm quấy?
See that you give praise to his work, about which men make songs.|Hãy nhớ ngợi khen các công việc Chúa, Mà loài người thường có ca tụng.
All people are looking on it; man sees it from far.|Mọi nguời đều đã ngoạn xem công việc ấy, Và loài người từ xa nhìn thấy nó.
Truly, God is great, greater than all our knowledge; the number of his years may not be searched out.|Phải, Đức Chúa Trời là cực đại, chúng ta không biết được Ngài; Số năm của Ngài thọ không ai kể xiết được.
For he takes up the drops from the sea; he sends them through his mist as rain,|Vì Ngài thâu hấp các giọt nước: Rồi từ sa mù giọt nước ấy bèn hóa ra mưa,
Flowing down from the sky, and dropping on the peoples.|Đám mây đổ mưa ấy ra, Nó từ giọt sa xuống rất nhiều trên loài người.
And who has knowledge of how the clouds are stretched out, or of the thunders of his tent?|ai có thể hiểu được cách mây giăng ra, Và tiếng lôi đình của nhà trại Ngài?
See, he is stretching out his mist, covering the tops of the mountains with it.|Kìa, Chúa bủa ánh sáng ra chung quanh Ngài, Và che lấp đáy biển.
For by these he gives food to the peoples, and bread in full measure.|Vì nhờ những điều ấy Ngài xét đoán các dân tộc; Ngài ban cho lương thực nhiều.
He takes the light in his hands, sending it against the mark.|Ngài giấu sấm sét trong tay Ngài, Và truyền nó phải đánh nơi nào.
The thunder makes clear his passion, and the storm gives news of his wrath.|Tiếng sấm sét báo cáo việc Ngài, Và chính súc vật cũng đoán điềm dông mưa gần đến.

					Job 37				|
						Gióp 37					
At this my heart is shaking; it is moved out of its place.|Phải, trái tim tôi run sợ vì sự đó, Nó nhảy động dời khỏi chỗ nó.
Give ear to the rolling noise of his voice; to the hollow sound which goes out of his mouth.|Khá nghe, khá nghe giọng vang dầy của tiếng Ngài, Và tiếng ầm ầm ra khỏi miệng Ngài!
He sends it out through all the heaven, and his thunder-flame to the ends of the earth.|Ngài khiến nó dội dưới các từng trời, Và chớp nhoáng Ngài chiếu đến cùng trái đất.
After it a voice is sounding, thundering out the word of his power; he does not keep back his thunder-flames; from his mouth his voice is sounding.|Kế liền có tiếng ầm ầm, Ngài phát tiếng oai nghi và sấm rền ra, Và khi nổi tiếng Ngài lên, thì không cầm giữ chớp nhoáng lại.
He does wonders, more than may be searched out; great things of which we have no knowledge;|Đức Chúa Trời phát tiếng và sấm rền ra lạ kỳ; Ngài là những công việc lớn lao mà chúng ta hiểu không nổi?
For he says to the snow, Make the earth wet; and to the rain-storm, Come down.|Vì Ngài phán với tuyết rằng: Hãy sa xuống đất! Và cũng phán vậy cho trận mưa mây và mưa lớn.
He puts an end to the work of every man, so that all may see his work.|Ngài niêm phong tay của mọi người, Để mọi người Ngài đã dựng nên biết được công việc của Ngài.
Then the beasts go into their holes, and take their rest.|Khi ấy các thú vật rừng rút trong hang nó, Và ở trong hầm của chúng nó.
Out of its place comes the storm-wind, and the cold out of its store-houses.|Từ các lầu các phương nam bão tuôn tới, Và gió bắc dẫn lạnh lẽo đến.
By the breath of God ice is made, and the wide waters are shut in.|Nước đá thành ra bởi hơi thở của Đức Chúa Trời; Bề rộng của nước đông đặc lại.
The thick cloud is weighted with thunder-flame, and the cloud sends out its light;|Ngài chứa nước trong mây, Và giăng ra các mây chớp nhoáng của Ngài;
And it goes this way and that, round about, turning itself by his guiding, to do whatever he gives orders to be done, on the face of his world of men,|Nhờ Ngài dẫn dắt, nó bay vận khắp tứ phương, Đặng làm xong công việc mà Ngài phán biểu nó làm trên khắp trái đất.
For a rod, or for a curse, or for mercy, causing it to come on the mark.|Ngài sai mây hoặc để giáng họa, hoặc để tưới đất, Hoặc để làm ơn cho loài người.
Give ear to this, O Job, and keep quiet in your place; and take note of the wonders worked by God.|Hỡi Gióp, hãy nghe lời nầy, Khá đứng yên, suy nghĩ về các việc diệu kỳ của Đức Chúa Trời.
Have you knowledge of God's ordering of his works, how he makes the light of his cloud to be seen?|Ong có biết cách nào Đức Chúa Trời sắp đặt các việc ấy chăng? Cách nào Ngài chiếu lòa chớp nhoáng của mây Ngài chăng?
Have you knowledge of the balancings of the clouds, the wonders of him who has all wisdom?|Ong có biết mây cân bình sao chăng? Có hiểu công việc diệu kỳ của Đấng có trí huệ trọn vẹn sao chăng?
You, whose clothing is warm, when the earth is quiet because of the south wind,|Có biết cớ sao quần áo ông nóng, Khi Ngài lấy gió nam mà làm cho trái đất được an tịnh?
Will you, with him, make the skies smooth, and strong as a polished looking-glass?|Ong có thế trải bầu trời ra với Đức Chúa Trời chăng? Nó vốn vững chắc như một tấm kính đúc.
Make clear to me what we are to say to him; we are unable to put our cause before him, because of the dark.|Hãy dạy cho chúng tôi biết điều chúng tôi phải thưa cùng Ngài; Vì tại sự dốt nát, chúng tôi chẳng biết bày lời gì với Ngài.
How may he have knowledge of my desire for talk with him? or did any man ever say, May destruction come on me?|Người ta há sẽ thuật với Đức Chúa Trời rằng tôi muốn thưa với Ngài sao? Nếu ai nói với Ngài, quả hẳn sẽ bị nuốt đi.
And now the light is not seen, for it is dark because of the clouds; but a wind comes, clearing them away.|Bây giờ, người ta không thấy sự sáng chói lòa, nó đã ẩn trong mây; Nhưng gió thổi qua xô mây đi và trời trong trẻo lại.
A bright light comes out of the north; God's glory is greatly to be feared.|Ráng vàng từ phương Bắc đến; Nơi Đức Chúa Trời có oai nghiêm đáng sợ thay!
There is no searching out of the Ruler of all: his strength and his judging are great; he is full of righteousness, doing no wrong.|Luận về Đấng Toàn năng, ta không tìm thấy đến Ngài được: Ngài vốn rất quyền năng, rất chánh trực và công bình cực điểm, không hề hà hiếp ai.
For this cause men go in fear of him; he has no respect for any who are wise in heart.|Bởi cớ ấy nên loài người kính sợ Ngài; Ngài không đoái đến kẻ nào tưởng mình có lòng khôn ngoan.

					Job 38				|
						Gióp 38					
And the Lord made answer to Job out of the storm-wind, and said,|Bấy giờ, từ giữa cơn gió trốt, Đức Chúa Trời đáp cùng Gióp rằng:
Who is this who makes the purpose of God dark by words without knowledge?|Kẻ nầy là ai dám dùng các lời không tri thức, Mà làm cho mờ ám các mưu định ta?
Get your strength together like a man of war; I will put questions to you, and you will give me the answers.|Khá thắt lưng người như kẻ dõng sĩ; Ta sẽ hỏi ngươi, ngươi sẽ chỉ dạy cho ta!
Where were you when I put the earth on its base? Say, if you have knowledge.|Khi ta đặt nền trái đất, thì ngươi ở đâu? Nếu ngươi thông sáng, hãy tỏ bày đi.
By whom were its measures fixed? Say, if you have wisdom; or by whom was the line stretched out over it?|Ai đã định độ lượng nó, Và giăng dây mực trên nó, ngươi có biết chăng?
On what were its pillars based, or who put down its angle-stone,|Nền nó đặt trên chi? Ai có trồng hòn đá góc của nó?
When the morning stars made songs together, and all the sons of the gods gave cries of joy?|Trong khi ấy các sao mai đồng hát hòa nhau, Và các con trai Đức Chúa Trời cất tiếng reo mừng.
Or where were you when the sea came to birth, pushing out from its secret place;|Vả lại, khi biển bể bờ và cất ra khỏi lòng đất, Ai đã lấy các cửa mà ngăn đóng nó lại?
When I made the cloud its robe, and put thick clouds as bands round it,|Khi ấy ta ban cho nó mây làm áo xống, Lấy tăm tối làm khăn vấn của nó;
Ordering a fixed limit for it, with locks and doors;|Ta định giới hạn cho nó, Đặt then chốt và cửa của nó,
And said, So far you may come, and no farther; and here the pride of your waves will be stopped?|Mà rằng: Mầy đến đây, chớ không đi xa nữa, Các lượn sóng kiêu ngạo mầy phải dừng lại tại đây!
Have you, from your earliest days, given orders to the morning, or made the dawn conscious of its place;|Từ khi ngươi sanh, ngươi há có sai khiến buổi sáng, Và phân định chỗ cho hừng đông,
So that it might take a grip of the skirts of the earth, shaking all the evil-doers out of it?|Để nó chiếu đến bốn bề trái đất, Và đuổi rảy kẻ gian ác khỏi nó chăng?
It is changed like wet earth under a stamp, and is coloured like a robe;|Trái đất biến hình như đất sét dưới dấu ấn, Và mọi vật hiện ra trau giồi như bằng áo.
And from the evil-doers their light is kept back, and the arm of pride is broken.|Sự sáng đã cất khỏi kẻ ác, Cánh tay chúng nó giơ lên, đã bị gãy rồi.
Have you come into the springs of the sea, walking in the secret places of the deep?|Chớ thì ngươi có thấu đến nguồn của biển sao? Há có bước dưới đáy của vực sâu chăng?
Have the doors of death been open to you, or have the door-keepers of the dark ever seen you?|Cửa âm phủ há có bày ra trước mặt ngươi chớ? Có thấy các cửa của bóng sự chết chăng?
Have you taken note of the wide limits of the earth? Say, if you have knowledge of it all.|Lằn mắt ngươi có thấu đến nơi khoan khoát minh mông của đất chăng? Nếu ngươi biết các điều đó, hãy nói đi.
Which is the way to the resting-place of the light, and where is the store-house of the dark;|Con đường dẫn đến nơi ở của ánh sáng là đâu? Còn nơi của tối tăm thì ở đâu?
So that you might take it to its limit, guiding it to its house?|Chớ thì ngươi có thế dẫn nó lại vào địa giới nó sao? Có biết các đường lối của nhà nó ở chăng?
No doubt you have knowledge of it, for then you had come to birth, and the number of your days is great.|Không sai, người biết mà! Vì ngươi đã sanh trước khi ấy, Số ngày ngươi lấy làm nhiều thay
Have you come into the secret place of snow, or have you seen the store-houses of the ice-drops,|Ngươi có vào các kho tuyết chăng? Có thấy nơi chứa mưa đá,
Which I have kept for the time of trouble, for the day of war and fighting?|Mà ta đã để dành cho thì hoạn nạn, Cho ngày chiến trận và giặc giã chăng?
Which is the way to the place where the wind is measured out, and the east wind sent out over the earth?|Anh sáng phân ra bởi đường nào, Và gió đông theo lối nào mà thổi ra trên đất?
By whom has the way been cut for the flowing of the rain, and the flaming of the thunder;|Ai đào kính cho nước mưa chảy, Phóng đường cho chớp nhoáng của sấm sét,
Causing rain to come on a land where no man is living, on the waste land which has no people;|Để mưa xuống đất bỏ hoang, Và trên đồng vắng không có người ở;
To give water to the land where there is waste and destruction, and to make the dry land green with young grass?|Đặng tưới đất hoang vu, mong quạnh, Và làm cho các chồi cây cỏ mọc lên?
Has the rain a father? or who gave birth to the drops of night mist?|Mưa có cha chăng? Ai sanh các giọt sương ra?
Out of whose body came the ice? and who gave birth to the cold mist of heaven?|Nước đá ra bởi lòng của ai? Ai đẻ ra sương móc của trời?
The waters are joined together, hard as a stone, and the face of the deep is covered.|Nước đông lại như đá, rồi ẩn bí, Và mặt vực sâu trở thành cứng.
Are the bands of the Pleiades fixed by you, or are the cords of Orion made loose?|Ngươi có thế riết các dây chằng Sao rua lại, Và tách các xiềng Sao cầy ra chăng?
Do you make Mazzaroth come out in its right time, or are the Bear and its children guided by you?|Ngươi có thế làm cho các cung Huỳnh đạo ra theo thì, Và dẫn đường cho Bắc đẩu với các sao theo nó chăng?
Have you knowledge of the laws of the heavens? did you give them rule over the earth?|Người có biết luật của các từng trời sao? Có thể lập chủ quyền nó dưới đất chăng?
Is your voice sent up to the cloud, so that you may be covered by the weight of waters?|Ngươi có thế cất tiếng mình la lên cùng mây, Khiến cho mưa tuôn xuống thân ngươi chăng?
Do you send out the thunder-flames, so that they may go, and say to you, Here we are?|Ngươi có thế thả chớp nhoáng ra, Để nó đi, và đáp với ngươi rằng: Thưa, chúng tôi đây?
Who has put wisdom in the high clouds, or given knowledge to the lights of the north?|Ai có đặt khôn ngoan trong lòng, Và ban sự thông sáng cho trí não?
By whose wisdom are the clouds numbered, or the water-skins of the heavens turned to the earth,|Ai nhờ sự khôn ngoan mà đếm được các mây? Khi bụi đất chảy như loài kim tan ra,
When the earth becomes hard as metal, and is joined together in masses?|Và các cục đất dính lại nhau, Ai nghiêng đổ những bình nước của các từng trời?
Do you go after food for the she-lion, or get meat so that the young lions may have enough,|Khi mẹ con sư tử nằm phục nơi hang, Khi rình trong bụi-rậm nó,
When they are stretched out in their holes, and are waiting in the brushwood?|Há có phải ngươi săn mồi cho sư tử cái, Và làm cho sư tử con đói được no sao?
Who gives in the evening the meat he is searching for, when his young ones are crying to God; when the young lions with loud noise go wandering after their food?|Ai sắm đồ ăn cho quạ, Khi con nhỏ nó kêu la cùng Đức Chúa Trời, Và bay đi đây đó không đồ ăn?

					Job 39				|
						Gióp 39					
Have you knowledge of the rock-goats? or do you see the roes giving birth to their young?|Ngươi có biết thì nào dê rừng đẻ chăng? Có xem xét mùa nào nai cái đẻ chăng?
Is the number of their months fixed by you? or is the time when they give birth ordered by you?|Ngươi có tính số tháng nó có thai, Và biết kỳ nó đẻ chăng?
They are bent down, they give birth to their young, they let loose the fruit of their body.|Nó ngồi chồm hỗm, đẻ con nhỏ ra, Và được giải khỏi sự đau đớn của nó.
Their young ones are strong, living in the open country; they go out and do not come back again.|Các con nhỏ nó trở nên mạnh mẽ, lớn lên trong đồng nội; Đoạn lìa mẹ mình, chẳng còn trở lại nữa.
Who has let the ass of the fields go free? or made loose the bands of the loud-voiced beast?|Ai để cho con lừa rừng chạy thong dong? Ai có mở trói cho con lừa lẹ làng kia?
