
					Joshua 1				|
This is the heritage of the tribe of the children of Asher by their families, these towns with their unwalled places.|Các thành này và những làng của nó, ấy là sản nghiệp của chi phái A-se, tùy theo các họ hàng của chúng.
For the children of Naphtali the sixth heritage came out, for the children of Naphtali by their families;|Phần thứ sáu bắt thăm trúng về con cháu Nép-ta-li, tùy theo những họ hàng của chúng.
And their limit was from Heleph, from the oak-tree in Zaanannim, and Adami-hannekeb and Jabneel, as far as Lakkum, ending at Jordan;|Giới hạn của họ chạy từ Hê-lép, từ cây dẻ bộp ở tại Sa-na-im, về lối A-đa-mi-Nê-kép và Giáp-nê-ên cho đến Lạc-cum, rồi giáp sông Giô-đanh.
And turning west to Aznoth-tabor, the limit goes out from there to Hukkok, stretching to Zebulun on the south, and Asher on the west, and Judah at Jordan on the east.|Kết giới hạn vòng về hướng tây, đi đến At-nốt-Tha-bô, rồi từ đó chạy về Hục-cốc. Phía nam giáo Sa-bu-lôn, phía tây giáp A-se và Giu-đa; còn phía mặt trời mọc có sông Giô-đanh.
And the walled towns are Ziddim, Zer, and Hammath, Rakkath, and Chinnereth|Các thành kiên cố là: Xi-đim, Xe-rơ, Ha-mát, Ra-cát, Ki-nê-rết,
And Adamah and Ramah and Hazor|A-đa-ma, Ra-ma, Hát-so,
And Kedesh and Edrei and En-Hazor|Kê-đe, Et-rê -i, En-Hát-so,
And Iron and Migdal-el, Horem and Beth-anath and Beth-shemesh; nineteen towns with their unwalled places.|Gi-ri-ôn, Mít-đa-En, Hô-rem, Bết -A-nát, và Bết-Sê-mết: hết thảy mười chín thành cùng các làng của nó.
This is the heritage of the tribe of the children of Naphtali by their families, these towns with their unwalled places.|Các thành này với những làng của nó, ấy là sản nghiệp của chi phái Nép-ta-li, tùy theo những họ hàng của chúng.
For the tribe of Dan by their families the seventh heritage came out;|Phần thứ bảy bắt thăm trúng về chi phài Đan, tùy theo những họ hàng của chúng.
And the limit of their heritage was Zorah and Eshtaol and Ir-shemesh|Giới hạn sản nghiệp họ gồm Xô-rê -a, Et-tha-ôn, Yết-Sê-mết,
And Shaalabbin and Aijalon and Ithlah|Sa-la-bin, A-gia-lôn, Gít-la,
And Elon and Timnah and Ekron|Ê-lôn, Thim-na-tha, Ec-rôn,
And Eltekeh and Gibbethon and Baalath|En-thê-kê, Ghi-bê-thôn, Ba-lát,
And Jehud and Bene-berak and Gath-rimmon;|Giê-hút, Bê-nê-Bê-rác, Gát-Rim-môn,
And on the west was ... opposite Joppa.|Mê-Giạt-côn, và Ra-côn, với đất đối ngang Gia-phô.
(But the limit of the children of Dan was not wide enough for them; so the children of Dan went up and made war on Leshem and took it, putting it to the sword without mercy, and they took it for their heritage and made a place for themselves there, giving it the name of Leshem-dan, after the name of their father, Dan.)|Vả, địa phận của người Đan là ra ngoài nơi mình; vì người Đan đi lên đánh chiếm lấy Lê-sem, rồi dùng lưỡi gươm diệt nó. Người Đan chiếm lấy nó làm sản nghiệp ở tại đó, và lấy tên Đan, tổ phụ mình, đặt cho Lê-sem.
This is the heritage of the tribe of the children of Dan by their families, these towns with their unwalled places.|Các thành này với những làng của nó, ấy là sản nghiệp của chi phái Đan, tùy theo những họ hàng của chúng.
So the distribution of the land and its limits was complete; and the children of Israel gave Joshua, the son of Nun, a heritage among them;|Khi người ta đã chia xứ theo giới hạn xong rồi, thì dân Y-sơ-ra-ên lấy ở giữa mình một sản nghiệp mà cấp cho Giô-suê, con trai của Nun.
By the orders of the Lord they gave him the town for which he made request, Timnath-serah in the hill-country of Ephraim: there, after building the town, he made his living-place.|Dân Y-sơ-ra-ên vâng mạng của Đức Giê-hô-va, cấp cho người cái thành mà người xin, tức là thành Thim-nát-Sê-rách trong núi Ep-ra-im. Người xây thành và ở tại đó.
These are the heritages which Eleazar the priest and Joshua, the son of Nun, and the heads of families of the tribes of the children of Israel gave out at Shiloh, by the decision of the Lord, at the door of the Tent of meeting. So the distribution of the land was complete.|Đó là các sản nghiệp mà thầy tế lễ Ê-lê -a-sa, Giô-suê, con trai của Nun, và các trưởng tộc của những chi phái dân Y-sơ-ra-ên, bắt thăm phân phát cho, tại Si-lô, ở cửa hội mạc trước mặt Đức Giê-hô-va. Ay họ chia xong xứ là như vậy.

					Joshua 20				|
						Giô-sua 20					
And the Lord said to Joshua,|Đức Giê-hô-va phán cùng Giô-suê rằng:
Say to the children of Israel, Let certain towns be marked out as safe places, as I said to you by the mouth of Moses,|Hãy truyền cho dân Y-sơ-ra-ên mà rắng: Hãy lập các thành ẩn náu, mà ta đã cậy Môi-se phán cùng các ngươi,
So that any man who in error and without design has taken the life of another, may go in flight to them: and they will be safe places for you from him who has the right of punishment for blood.|hầu cho kẻ sát nhơn vì bất ý giết ai có thế trốn đó được; các thành ấy dùng cho các ngươi ẩn náu khỏi kẻ báo thù huyết.
And if anyone goes in flight to one of those towns, and comes into the public place of the town, and puts his cause before the responsible men of the town, they will take him into the town and give him a place among them where he may be safe.|Kẻ sát nhơn sẽ chạy trốn đến một của các thành này, đứng nơi cửa thành, thuật sự tình cho các trưởng lão của thành ấy nghe. Các trưởng lão sẽ tiếp dẫn người vào trong thành, chỉ định cho một chỗ ở tại giữa mình.
And if the one who has the right of punishment comes after him, they are not to give the taker of life up to him; because he was the cause of his neighbour's death without designing it and not in hate.|Nếu kẻ báo thù huyết đuổi theo, các trưởng lão chớ nộp kẻ sát nhơn vào tay người; vì kẻ ấy giết người lân cận mình, không có ý muốn, và trước khi vốn không ghét người.
And he is to go on living in that town till he has to come before the meeting of the people to be judged; (till the death of him who is high priest at that time:) then the taker of life may come back to his town and to his house, to the town from which he had gone in flight.|Người phải ở trong thành ấy cho đến chừng chịu đoán xét trước mặt hội chúng, cho đến chừng thầy tế kễ thượng phẩm đương chức qua đời. Kế đó, kẻ sát nhơn sẽ trở về vào thành và nhà mình, tức là thành mà mình đã trốn khỏi.
So they made selection of Kedesh in Galilee in the hill-country of Naphtali, and Shechem in the hill-country of Ephraim, and Kiriath-arba (which is Hebron) in the hill-country of Judah.|Vậy, dân Y-sơ-ra-ên để riêng ra Kê-đe ở Ga-li-lê tại trên núi Ep-ra-im, và Ki-ri-át -A-ra-ba, tức là Hếp-rôn, ở trên núi Giu-đa.
And on the east side of Jordan at Jericho, they made selection of Bezer in the waste land, in the table-land, out of the tribe of Reuben, and Ramoth in Gilead out of the tribe of Gad, and Golan in Bashan out of the tribe of Manasseh.|Bên kia sông Giô-đanh, phía đông thành Giê-ri-cô, trong chi phái Ru-bên, họ chỉ định Bết-se ở trong đồng bằng tại sa mạc; trong chi phái Gát, Ra-mốt tại xứ Ga-la-át; và trong chi phái Ma-na-se, Gô-lan ở xứ Ba-san.
These were the towns marked out for all the children of Israel and for the man from a strange country living among them, so that anyone causing the death of another in error, might go in flight there, and not be put to death by him who has the right of punishment for blood till he had come before the meeting of the people.|Đó là các thành chỉ định cho hết thảy dân Y-sơ-ra-ên, và cho khách lạ kiều ngụ trong đó; để người nào vô ý giết ai, có thể ẩn núp tại đó được, hầu cho không bị tay kẻ báo thù huyết giết chết, cho đến khi ứng hầu trước mặt hội chúng.

					Joshua 21				|
						Giô-sua 21					
Then the heads of the families of the Levites came to Eleazar the priest and Joshua, the son of Nun, and to the heads of families of the tribes of the children of Israel;|Bấy giờ, các trưởng tộc người Lê-vi đến gần thầy tế lễ Ê-lê -a-sa, Giô-suê, con trai của Nun, và các trưởng tộc của những chi phái Y-sơ-ra-ên,
And said to them in Shiloh in the land of Canaan, The Lord gave orders by Moses that we were to have towns for living in, with their grass-lands for our cattle.|nói cùng họ tại Si-lô trong xứ Ca-na-an, mà rằng: Đức Giê-hô-va cậy Môi-se truyền ban những thành cho chúng tôi ở, và đất chung quanh thành đặng dùng cho súc vật chúng tôi.
And the children of Israel out of their heritage gave to the Levites these towns with their grass-lands, by the order of the Lord.|Vậy, dân Y-sơ-ra-ên vâng mạng Đức Giê-hô-va, lấy trong sản nghiệp mình những thành sau này, và đất chung quanh nó, mà cấp cho người Lê-vi.
And the heritage came out for the families of the Kohathites: the children of Aaron the priest, who were of the Levites, were given thirteen towns from the tribes of Judah, Simeon, and Benjamin.|Người ta bắt thăm cho các họ hàng Kê-hát; những con cháu của thầy tế lễ A-rôn về dòng Lê-vi bắt thăm được mười ba thành bởi trong chi phái Giu-đa, chi phái Si-mê-ôn, và chi phái Bên-gia-min.
The rest of the children of Kohath by their families were given ten towns from the tribes of Ephraim and Dan and the half-tribe of Manasseh.|Còn những con cháu khác của Kê-hát, theo thăm được mười cái thành của chi phái Ep-ra-im, của chi phái Đan, và của phân nửa chi phái Ma-na-se.
The children of Gershon by their families were given thirteen towns from the tribes of Issachar and Asher and Naphtali and the half-tribe of Manasseh which was in Bashan.|Đoạn, con cháu Ghẹt-sôn, theo thăm được mười ba cái thành của chi phái Nép-ta-li, và của phân nửa chi phái Ma-na-se ở Ba-san.
The children of Merari by their families were given twelve towns from the tribes of Reuben and Gad and Zebulun.|Con cháu Mê-ra-ri, tùy theo những họ hàng của chúng, được mười hai cái thành của chi phái Ru-bên, của chi phái Gát, và của chi phái Sa-bu-lôn.
All these towns with their grass-lands the children of Israel gave by the decision of the Lord to the Levites, as the Lord had given orders by Moses.|Dân Y-sơ-ra-ên bắt thăm cấp cho người Lê-vi các thành đó với đất chung quanh, y như Đức Giê-hô-va đã cậy Môi-se truyền dặn cho.
From the tribes of the children of Judah and the children of Simeon they gave these towns, listed here by name:|Vậy, dân Y-sơ-ra-ên lấy trong chi phái Giu-đa và trong chi phái Si-mê-ôn, các thành có tên đây, mà cấp cho.
These were for the children of Aaron among the families of the Kohathites, of the children of Levi: for they came first in the distribution.|Con cháu A-rôn về dòng Kê-hát, là con trai Lê-vi, được các thành ấy; vì phần thứ nhất bắt thăm trúng về họ.
They gave them Kiriath-arba, the town of Arba, the father of Anak, (which is Hebron) in the hill-country of Judah, with its grass-lands.|Người ta bèn cấp cho họ thành Ki-ri-át -A-ra-ba, , tức là Hếp-rôn ở trên núi Giu-đa, và đất chung quanh thành đó.
But the open country round the town, and its unwalled places, they gave to Caleb, the son of Jephunneh, as his property.|Còn địa phận của thành, và các làng nó, thì người ta cấp cho Ca-lép, con trai của Giê-phu-nê, làm sản nghiệp.
And to the children of Aaron the priest they gave Hebron with its grass-lands, the town where the taker of life might be safe, and Libnah with its grass-lands;|Người ta cấp cho con cháu thầy tế lễ A-rôn thành Hếp-rôn, là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh thành; Líp-na và đất chung quanh thành,
And Jattir with its grass-lands, and Eshtemoa with its grass-lands;|Giạt-thia và đất chung quanh, Ê-thê-mô -a và đất chung quanh thành,
And Holon with its grass-lands, and Debir with its grass-lands;|Hô-lôn và đất chung quanh thành, Đê-bia và đất chung quanh thành,
And Ain, and Juttah, and Beth-shemesh, with their grass-lands; nine towns from those two tribes.|A-in và đất chung quanh thành, Giu-ta và đất chung quanh thành, Bết-Sê-mết và đất chung quanh thành: hết thảy chín cái thành của hai chi phái này.
And from the tribe of Benjamin they gave Gibeon and Geba with their grass-lands;|Người ta lại lấy trong chi phái Bên-gia-min mà cấp cho họ. Ga-ba-ôn và đất chung quanh thành, Ghê-ba và đất chung quanh thành,
Anathoth and Almon with their grass-lands, four towns.|A-na-tốt và đất chung quanh thành, cùng Anh-môn và đất chung quanh thành: hết thảy bốn cái thành.
Thirteen towns with their grass-lands were given to the children of Aaron, the priests.|Cộng các thành của những thầy tế lễ, con cháu A-rôn, là mười ba cái thành với đất chung quanh.
The rest of the families of the children of Kohath, the Levites, were given towns from the tribe of Ephraim.|Những người Lê-vi thuộc họ hàng con cháu khác của Kê-hát, được mấy thành trong chi phái Ep-ra-im làm phần của mình.
And they gave them Shechem with its grass-lands in the hill-country of Ephraim, the town where the taker of life might be safe, and Gezer with its grass-lands;|Người ta cấp cho họ Si-chem, thành ẩn náu cho kẻ sát nhơn, ở trên núi Ep-ra-im, và đất chung quanh thành, Ghê-xe và đất chung quanh thành,
And Kibzaim and Beth-horon with their grass-lands, four towns.|Kíp-sa-im và đất chung quanh thành, Bết-Hô-rôn và đất chung quanh thành, Ghi-bê-thôn và đất chung quanh thành, hết thảy bốn cái thành.
And from the tribe of Dan, Elteke and Gibbethon with their grass-lands;|Người ta lấy trong chi phái Đan, cấp cho họ En-thê-kê và đất chung quanh thành, Ghi-bê-thôn và đất chung quanh thành,
Aijalon and Gath-rimmon with their grass-lands, four towns.|A-gia-lôn và đất chung quanh thành, Gát-Rim-môn và đất chung quanh thành: hết thảy bốn cái thành.
And from the half-tribe of Manasseh, Taanach and Gath-rimmon with their grass-lands, two towns.|Lại lấy trong phân nửa chi phái Ma-na-se, Tha -a-nác và đất chung quanh thành: hết thảy hai cái thành.
All the towns of the rest of the families of the children of Kohath were ten with their grass-lands.|Cộng là mười cái thành và đất chung quanh thành cho những họ hàng của các con cháu khác của Kê-hát.
And to the children of Gershon, of the families of the Levites, they gave from the half-tribe of Manasseh, Golan in Bashan with its grass-lands, the town where the taker of life might be safe, and Ashtaroth with its grass-lands, two towns.|Người ta cũng lấy trong phân nửa chi phái Ma-na-se, thành Gô-lan ở xứ Ba-san, là thành ẩn náu cho kẻ sát nhơn, mà cấp cho con cháu Ghẹt-sôn về các họ hàng Lê-vi, và đất chung quanh thành ấy, Bết-ê-ra và đất chung quanh thành: hết thảy hai cái thành.
And from the tribe of Issachar, Kishion and Daberath with their grass-lands;|Lại lấy trong chi phái Y-sa-ca, Ki-si-ôn và đất chung quanh thành, Đáp-rát và đất chung quanh thành,
Jarmuth and En-gannim with their grass-lands, four towns.|Giạt-mút và đất chung quanh thành, En-gia-nim và đất chung quanh thành: hết thảy bốn cái thành.
And from the tribe of Asher, Mishal and Abdon, with their grass-lands:|Từ trong chi phái A-se, lấy Mi-sê-anh và đất chung quanh thành,
Helkath and Rehob with their grass-lands, four towns.|Hên-cát và đất chung quanh thành Rê-hốp và đất chung quanh thành: hết thảy bốn cái thành.
And from the tribe of Naphtali, Kedesh in Galilee with its grass-lands, the town where the taker of life might be safe, and Hammoth-dor and Kartan with their grass-lands, three towns.|Cũng lấy trong chi phái Nép-ta-li, thành Kê-đe ở Ga-li-lê là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh, Ha-mốt-Đọ-rơ và đất chung quanh thành, Cạt-than và đất chung quanh thành: hết thảy ba cái thành.
All the towns of the Gershonites with their families were thirteen with their grass-lands.|Cọng các thành của người Ghẹt-sôn, tùy theo những họ hàng, là mười ba cái thành với đất chung quanh.
And to the rest of the Levites, that is, the families of the children of Merari, they gave from the tribe of Zebulun, Jokneam and Kartah with their grass-lands;|Người ta cũng lấy trong chi phái Sa-bu-lôn mà cấp cho những họ hàng con cháu Mê-ra-ri, tức là những người Lê-vi sau chót, thành Giốc-nê-am và đất chung quanh thành, Cạt-ta và đất chung quanh thành.
Dimnah and Nahalal with their grass-lands, four towns.|Đim-na và đất chung quanh thành, Na-ha-la và đất chung quanh thành: hết thảy bốn cái thành.
And from the tribe of Reuben, Bezer and Jahaz with their grass-lands;|Từ trong chi phái Ru-bên, lấy thành Bết-se và đất chung quanh thành, Giát-sa và đất chung quanh thành, Giát-sa và đất chung quanh thành,
Kedemoth and Mephaath with their grass-lands, four towns.|Kê-đê-mốt và đất chung quanh thành, Mê-phát và đất chung quanh thành: hết thảy bốn cái thành.
And from the tribe of Gad, Ramoth in Gilead, the town where the taker of life might be safe, and Mahanaim with their grass-lands;|Lại lấy trong chi phái Gát, thành Ra-mốt ở xứ Ga-la-át, là thành ẩn náu cho kẻ sát nhơn, và đất chung quanh thành, Ma-ha-na-im và đất chung quanh thành,
Heshbon and Jazer with their grass-lands, four towns.|Hết-bô và đất chung quanh thành, Gia-ê-xe và đất chung quanh thành: hết thảy bốn cái thành.
All these towns were given to the children of Merari by their families, that is, the rest of the families of the Levites; and their heritage was twelve towns.|Cộng các thành cấp cho con cháu Mê-ra-ri, tùy theo những họ hàng của chúng, tức là dư hậu các họ hàng Lê-vi, là mười hai cái thành.
All the towns of the Levites, among the heritage of the children of Israel, were forty-eight towns with their grass-lands.|Cộng các thành người Lê-vi ở giữa sản nghiệp dân Y-sơ-ra-ên là bốn mươi tám cái thành cùng đất chung quanh thành.
Every one of these towns had grass-lands round it.|Mỗi thành ấy đều có đất chung quanh; hết thảy thành cũng đều như vậy.
So the Lord gave to Israel all the land which he gave by oath to their fathers; so it became their heritage and their living-place.|Thế thì, Đức Giê-hô-va ban cho Y-sơ-ra-ên cả xứ mà Ngài đã thề ban cho tổ phụ họ. Dân Y-sơ-ra-ên nhận làm sản nghiệp, và ở tại đó.
And the Lord gave them peace on every side, as he had said to their fathers: all those who were against them gave way before them, for the Lord gave them all up into their hands.|Đức Giê-hô-va làm cho tứ phía đều được an nghỉ, y như Ngài đã thề cùng tổ phụ họ, chẳng có một kẻ thù nghịch nào còn đứng nổi trước mặt họ. Đức Giê-hô-va phó hết thảy kẻ thù nghịch vào tay họ.
The Lord kept faith with the house of Israel about all the good which he said he would do for them, and all his words came true.|Trong các lời lành mà Đức Giê-hô-va đã phán cho nhà Y-sơ-ra-ên, chẳng có một lời nào là không thành: thảy đều ứng nghiệm hết.

					Joshua 22				|
						Giô-sua 22					
Then Joshua sent for the Reubenites and the Gadites and the half-tribe of Manasseh,|Bấy giờ, Giô-suê gọi người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se,
And said to them, You have kept all the orders of Moses, the Lord's servant, and have done everything I gave you orders to do:|mà nói rằng: Các ngươi đã giữ theo mọi điều Môi-se, tôi tớ của Đức Giê-hô-va, truyền cho các ngươi, và có vâng theo tiếng ta trong mọi điều ta dặn biểu.
You have now been with your brothers for a long time; till this day you have been doing the orders of the Lord your God.|Trong khoảng lâu ngày nay, các ngươi không có bỏ anh em mình cho đến ngày nay, và có vâng giữ mọi điều phải vâng giữ, tức là mạng lịnh của Giê-hô-va Đức Chúa Trời các ngươi.
And now the Lord your God has given your brothers rest, as he said: so now you may go back to your tents, to the land of your heritage, which Moses, the Lord's servant, gave to you on the other side of Jordan.|Nên bây giờ, Giê-hô-va Đức Chúa Trời các ngươi ban sự an nghỉ cho anh em các ngươi, y như lời Ngài đã phán. Vậy, hãy đi trở về trại các ngươi trong xứ thuộc về các ngươi mà Môi-se, tôi tớ của Đức Giê-hô-va, đã ban cho các ngươi ở bên kia sông Giô-đanh.
Only take great care to do the orders and the law which Moses, the Lord's servant, gave you; to have love for the Lord your God and to go in all his ways; and to keep his laws and to be true to him and to be his servants with all your heart and with all your soul.|Song phải cẩn thận làm theo điều răn và luật pháp mà Môi-se, tôi tớ của Đức Giê-hô-va, đã truyền cho các ngươi, tức là thương yêu Giê-hô-va Đức Chúa Trời các ngươi, đi theo đường lối Ngài, giữ các điều răn Ngài, tríu mến Ngài, và hết lòng hết ý phục sự Ngài.
Then Joshua gave them his blessing and sent them away: and they went back to their tents.|Giô-suê bèn chúc phước cho họ, rồi cho họ về; họ đều trở về trại mình.
Now to the one half of the tribe of Manasseh, Moses had given a heritage in Bashan; but to the other half, Joshua gave a heritage among their brothers on the west side of Jordan. Now when Joshua sent them away to their tents, he gave them his blessing,|Vả, Môi-se đã ban cho phân nửa chi phái Ma-na-se một sản nghiệp ở tại Ba-san; còn Giô-suê ban cho phân nửa kia một sản nghiệp chung với anh em mình ở bên này sông Giô-đanh, về phía tây. Khi Giô-suê cho chúng trở về trại mình, thì chúc phước cho,
And said to them, Go back with much wealth to your tents, and with very much cattle, with silver and gold and brass and iron, and with a very great store of clothing; give your brothers a part of the goods taken in the war.|và nói rằng: Các ngươi trở về trại mình có đem của cải rất nhiều, có lắm bầy súc vật, cùng vàng, bạc, đồng, sắt, và áo xống phủ phê; hãy chia cho anh em mình của cướp được nơi thù nghịch các ngươi.
So Reuben and Gad and the half-tribe of Manasseh went back, parting from the children of Israel at Shiloh in the land of Canaan, to go to the land of Gilead, to the land of their heritage which had been given to them by the Lord's order to Moses.|Vậy, người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se lìa dân Y-sơ-ra-ên tại Si-lô, đặng trở về Ga-la-át, là sản nghiệp mình, mà mình đã nhận lấy theo mạng lịnh của Đức Giê-hô-va cậy Môi-se truyền cho.
Now when they came to the country by Jordan in the land of Canaan, the children of Reuben and the children of Gad and the half-tribe of Manasseh put up there, by Jordan, a great altar, seen from far.|Khi đến trong địa hạt Giô-đanh thuộc về xứ Ca-na-an, thì người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se lập một bàn thờ tại đó gần sông Giô-đanh; bàn thờ ấy xem thấy rất cao lớn.
And news came to the children of Israel, See, the children of Reuben and the children of Gad and the half-tribe of Manasseh have put up an altar opposite the land of Canaan, in the country by Jordan on the side which is Israel's.|Dân Y-sơ-ra-ên nghe được người ta nói rằng: Kìa người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se đã lập một bàn thờ trong địa hạt Giô-đanh đối ngang xứ Ca-na-an, bên cạnh dân Y-sơ-ra-ên.
Then all the meeting of the children of Israel, hearing this, came together at Shiloh to go up against them to war.|Khi dân Y-sơ-ra-ên hay được điều đó, cả hội chúng Y-sơ-ra-ên bèn hiệp lại tại Si-lô, đặng kéo lên hãm đánh họ.
And the children of Israel sent Phinehas, the son of Eleazar the priest, to the children of Reuben and the children of Gad and the half-tribe of Manasseh, to the land of Gilead,|Dân Y-sơ-ra-ên sai Phi-nê -a, con trai thầy tế lễ Ê-lê -a-sa, đến cùng người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se tại xứ Ga-la-át;
And with him they sent ten chiefs, one for every tribe of the children of Israel, every one of them the head of his house among the families of Israel.|cũng có mười trưởng tộc theo người, một trưởng tộc cho mỗi chi phái Y-sơ-ra-ên; mỗi người trong họ là trưởng tộc của hàng ngàn người Y-sơ-ra-ên.
And they came to the children of Reuben and the children of Gad and the half-tribe of Manasseh, to the land of Gilead, and said to them,|Chúng đến gần người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se trong xứ Ga-la-át, mà nói rằng:
This is what all the meeting of the people of the Lord has said, What is this wrong which you have done against the God of Israel, turning back this day from the Lord and building an altar for yourselves, and being false to the Lord?|Cả hội chúng của Đức Giê-hô-va có hỏi như vầy: Sự bất trung này mà các ngươi đã phạm cùng Đức Chúa Trời của Y-sơ-ra-ên là chi? Vì sao ngày nay các ngươi bỏ Đức Giê-hô-va, mà lập một bàn thờ đặng phản nghịch cùng Đức Giê-hô-va?
Was not the sin of Baal-peor great enough, from which we are not clear even to this day, though punishment came on the people of the Lord,|Tội ác của Phê-ô gây vạ cho cả hội chúng của Đức Giê-hô-va, mà đến bây giờ chúng ta chưa rửa sạch được, há là một việc nhỏ mọn cho chúng ta sao?
That now you are turned back from the Lord? and, because you are false to him today, tomorrow his wrath will be let loose on all the people of Israel.|Ngày nay các ngươi lại bỏ Đức Giê-hô-va ư! Vả, nếu ngày nay các ngươi phản nghịch cùng Đức Giê-hô-va, ngày mai chắc Ngài sẽ nổi giận cùng cả hội chúng Y-sơ-ra-ên.
But if the land you now have is unclean, come over into the Lord's land where his House is, and take up your heritage among us: but do not be false to the Lord and to us by building yourselves an altar in addition to the altar of the Lord our God.|Song nếu đất các ngươi nhận được bị ô uế, thì hãy đi qua đất mà Đức Giê-hô-va đã chiếm lấy, là nơi đã lập đền tạm của Đức Giê-hô-va, và hãy lập nghiệp ở giữa chúng ta; nhưng chớ phản nghịch cùng Đức Giê-hô-va, và đừng phân rẽ chúng ta ra, mà lập một bàn thờ kình địch cùng bàn thờ của Giê-hô-va Đức Chúa Trời chúng ta.
Did not Achan, the son of Zerah, do wrong about the cursed thing, causing wrath to come on all the people of Israel? And not on him only came the punishment of death.|A-can, con trai Xê-rách, há chẳng có phạm một tội bất trung về vật đáng diệt, và cơn thạnh nộ của Đức Giê-hô-va há chẳng nổi phừng cùng cả hội chúng Y-sơ-ra-ên sao? Và người ấy chẳng phải một mình chết vì tội mình đâu!
Then the children of Reuben and the children of Gad and the half-tribe of Manasseh said in answer to the heads of the families of Israel,|Bấy giờ, người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se đáp cùng trưởng tộc hàng ngàn người Y-sơ-ra-ên, mà rằng:
God, even God the Lord, God, even God the Lord, he sees, and Israel will see--if it is in pride or in sin against the Lord,|Giê-hô-va, Đức Chúa Trời toàn năng, Giê-hô-va, Đức Chúa Trời toàn năng biết điều đó, và Y-sơ-ra-ên sẽ rõ! Nếu ấy là phản nghịch, nếu là bất trung cùng Đức Giê-hô-va, thì ngày nay chớ cứu chúng tôi!
That we have made ourselves an altar, being false to the Lord, keep us not safe from death this day; and if for the purpose of offering burned offerings on it and meal offerings, or peace-offerings, let the Lord himself send punishment for it;|Nếu chúng tôi có lập một bàn thờ đặng lìa bỏ Đức Giê-hô-va, nếu để dâng của lễ thiêu, của lễ chay, và của lễ thù ân tại đó, nguyện chánh Đức Giê-hô-va đòi lại chúng tôi!
And if we have not, in fact, done this designedly and with purpose, having in our minds the fear that in time to come your children might say to our children, What have you to do with the Lord, the God of Israel?|Chúng tôi có ý lập bàn thờ, vì chúng tôi sợ con cháu của anh em một mai nói cùng con cháu chúng tôi rằng: Các ngươi có chi chung cùng Giê-hô-va, Đức Chúa Trời của Y-sơ-ra-ên?
For the Lord has made Jordan a line of division between us and you, the children of Reuben and the children of Gad; you have no part in the Lord: so your children will make our children give up fearing the Lord.|Hỡi con cháu Ru-bên, con cháu Gát, Đức Giê-hô-va đã đặt sông Giô-đanh làm giới hạn giữa chúng ta và các ngươi; các ngươi chẳng có phần chi nơi Đức Giê-hô-va! Như vậy con cháu của anh em sẽ làm cho con cháu chúng tôi thôi kính sợ Đức Giê-hô-va.
So we said, Let us now make an altar for ourselves, not for burned offerings or for the offerings of beasts:|Bởi cớ đó, chúng tôi có nói rằng: Chúng ta hãy lập một bàn thờ, chẳng phải để dâng của lễ thiêu hay là dâng hi sinh;
But to be a witness between us and you, and between the future generations, that we have the right of worshipping the Lord with our burned offerings and our offerings of beasts and our peace-offerings; so that your children will not be able to say to our children in time to come, You have no part in the Lord.|nhưng để làm chứng giữa chúng tôi và anh em cùng con cháu sau chúng ta rằng chúng tôi dùng của lễ thiêu, của lễ chuộc tội, và của lễ thù ân mà giữ cuộc thờ phượng của Đức Giê-hô-va trước mặt Ngài; hầu cho về sau con cháu anh em không nói cùng con cháu chúng tôi rằng: Các ngươi không có phần nơi Đức Giê-hô-va!
For we said to ourselves, If they say this to us or to future generations, then we will say, See this copy of the Lord's altar which our fathers made, not for burned offerings or offerings of beasts, but for a witness between us and you.|Lại chúng tôi có nói: Khi nào họ sẽ nói điều đó cùng chúng tôi, hay là nói cùng con cháu sau chúng tôi, thì chúng tôi sẽ nói: Hãy xem hình dạng bàn thờ Đức Giê-hô-va, mà tổ phụ chúng ta đã lập, nào phải dùng cho của lễ thiêu hay là dâng hi sinh, nhưng để làm chứng giữa chúng tôi và các ngươi!
Never let it be said that we were false to the Lord, turning back this day from him and building an altar for burned offerings and meal offerings and offerings of beasts, in addition to the altar of the Lord our God which is before his House.|Chúng tôi ngày nay quyết không có ý phản nghịch cùng Đức Giê-hô-va và lìa bỏ Ngài, mà lập một bàn thờ khác hơn bàn thờ trước mặt đền tạm của Giê-hô-va Đức Chúa Trời chúng ta, đặng dùng nó dâng của lễ thiêu, của lễ chay, và những hi sinh.
Then Phinehas the priest and the chiefs of the meeting and the heads of the families of Israel who were with him, hearing what the children of Reuben and the children of Gad and the children of Manasseh said, were pleased.|Khi thầy tế lễ Phi-nê -a, các mục bá của hội chúng, các quan trưởng của hàng ngàn người Y-sơ-ra-ên đi theo người, đã nghe những lời của người Ru-bên, người Gát, và phân nửa chi phái Ma-na-se nói, thì điều lấy làm bằng lòng.
