
					Proverbs 1				|
He who says to the evil-doer, You are upright, will be cursed by peoples and hated by nations.|Kẻ nào nói với kẻ ác rằng: Ngươi là công bình, Sẽ bị dân tộc rủa sả, và các nước lấy làm gớm ghiếc mình;
But those who say sharp words to him will have delight, and a blessing of good will come on them.|Còn người nào quở trách kẻ ác ắt sẽ được đẹp lòng, Và sự phước lành sẽ giáng trên họ.
He gives a kiss with his lips who gives a right answer.|Ai đáp lời chánh đáng, Tất như hôn nơi môi miệng vậy.
Put your work in order outside, and make it ready in the field; and after that, see to the building of your house.|Hãy sửa sang công việc ở ngoài của con, Và sắm sẵn tại trong ruộng con; Rồi sau hãy cất nhà của con.
Do not be a violent witness against your neighbour, or let your lips say what is false.|Chớ làm chứng vô cớ nghịch kẻ lân cận mình; Con há muốn lấy môi miệng mình mà phỉnh gạt sao?
Say not, I will do to him as he has done to me; I will give the man the reward of his work.|Chớ nên nói: Tôi sẽ làm cho hắn như hắn đã làm cho tôi; Tôi sẽ báo người tùy công việc của người.
I went by the field of the hater of work, and by the vine-garden of the man without sense;|Ta có đi ngang qua gần ruộng kẻ biếng nhác, Và gần vườn nho của kẻ ngu muội,
And it was all full of thorns, and covered with waste plants, and its stone wall was broken down.|Thấy cây tật lê mọc khắp cùng, Gai góc che khuất mặt đất, Và tường đá của nó đã phá hư rồi
Then looking at it, I gave thought: I saw, and I got teaching from it.|Ta nhìn xem, bèn để ý vào đó; Ta thấy và nhận được sự dạy dỗ.
A little sleep, a little rest, a little folding of the hands in sleep:|Ngủ một chút, chợp mắt một chút, Khoanh tay ngủ một chút,
So loss will come on you like an outlaw, and your need like an armed man.|Thì sự nghèo của con sẽ đến như một kẻ đi rạo, Và sự thiếu thốn của con áp tới như một kẻ cầm binh khí.

					Proverbs 25				|
						Châm Ngôn 25					
These are more wise sayings of Solomon, copied out by the men of Hezekiah, king of Judah.|Đây cũng là những châm ngôn của Sa-lô-môn, mà các người của Ê-xê-chia, vua Giu-đa sao tả.
It is the glory of God to keep a thing secret: but the glory of kings is to have it searched out.|Giấu kín việc nào, ấy là vinh hiển của Đức Chúa Trời; Nhưng dò xét điều nào, ấy là vinh hiển của các vua.
The heaven is high and the earth is deep, and the hearts of kings may not be searched out.|Người ta không thể dò biết bề cao của từng trời, Bề sâu của đất, hay là lòng của các vua.
Take away the waste from silver, and a vessel will come out for the silver-worker.|Hãy lấy cức khỏi bạc, Thì thợ bạc liền được một khí dụng;
Take away evil-doers from before the king, and the seat of his power will be made strong in righteousness.|Hãy trừ kẻ ác khỏi trước mặt vua, Thì ngôi người sẽ nhờ công bình được lập bền vững.
Do not take glory for yourself before the king, and do not put yourself in the place of the great:|Chớ phô mình trước mặt vua, Và đừng ngồi tại chỗ của người cao trọng.
For it is better to have it said to you, Come up here; than for you to be put down in a lower place before the ruler.|Vì thà người ta nói cùng con rằng: Hãy lên đây, Hơn là người ta hạ con xuống trước mặt vua chúa, mà mắt con đã thấy.
Do not be quick to go to law about what you have seen, for what will you do in the end, when your neighbour has put you to shame?|Chớ vội gây ra điều tranh tụng, E rốt cuộc khi kẻ lân cận con đã làm con hổ thẹn, Con sẽ chẳng biết làm chi.
Have a talk with your neighbour himself about your cause, but do not give away the secret of another:|Hãy đối nại duyên cớ con với chánh kẻ lân cận con, Song chớ tỏ sự kín đáo của kẻ khác;
Or your hearer may say evil of you, and your shame will not be turned away.|E khi người nghe điều ấy sẽ trách con, Và sự sỉ nhục con không hề bôi hết chăng.
A word at the right time is like apples of gold in a network of silver.|Lời nói phải thì, Khác nào trái bình bát bằng vàng có cẩn bạc.
Like a nose-ring of gold and an ornament of the best gold, is a wise man who says sharp words to an ear ready to give attention.|Người khôn ngoan quở trách lỗ tai hay nghe, Khác nào một cái vòng vàng, một đồ trang sức bằng vàng ròng vậy.
As the cold of snow in the time of grain-cutting, so is a true servant to those who send him; for he gives new life to the soul of his master.|Sứ giả trung tín với người sai đi, Giống như tuyết mát mẻ trong ngày mùa gặt; Vì người bổ sức linh hồn của chủ mình.
As clouds and wind without rain, so is one who takes credit for an offering he has not given.|Kẻ nào tự khoe khoang giả dối về lễ vật mình, Tợ như có mây có gió, mà không mưa.
A judge is moved by one who for a long time undergoes wrongs without protest, and by a soft tongue even bone is broken.|Hằng chậm nóng giận mới khuyên được lòng của quan trưởng; Còn lưỡi mềm dịu bẻ gãy các xương.
If you have honey, take only as much as is enough for you; for fear that, being full of it, you may not be able to keep it down.|Nếu con tìm được mật, hãy ăn vừa phải, Kẻo khi ăn no chán, con mửa ra chăng.
Let not your foot be frequently in your neighbour's house, or he may get tired of you, and his feeling be turned to hate.|Chớ năng bước chơn đến nhà kẻ lân cận con, E người chán con, và trở lòng ghét con chăng.
One who gives false witness against his neighbour is a hammer and a sword and a sharp arrow.|Kẻ nào đối chứng giả dối cho người lân cận mình, Khác nào một cái búa, một cây gươm, một mũi tên nhọn.
Putting one's faith in a false man in time of trouble is like a broken tooth and a shaking foot.|Tin cậy kẻ bất trung trong ngày hoạn nạn, Giống như răng bị gãy bể, tỉ như chơn trẹo đi.
Like one who takes off clothing in cold weather and like acid on a wound, is he who makes melody to a sad heart.|Ai hát cho lòng buồn thảm nghe, Khác nào kẻ lột áo mình khi ngày lạnh, Và như giấm đổ trên diêm tiêu vậy.
If your hater is in need of food, give him bread; and if he is in need of drink, give him water:|Nếu kẻ thù nghịch con có đói, hãy cho nó ăn; Nếu có khát, hãy cho nó uống;
For so you will put coals of fire on his head, and the Lord will give you your reward.|Vì như vậy con chất than cháy đỏ trên đầu nó, Và Đức Giê-hô-va sẽ báo lại cho con.
As the north wind gives birth to rain, so is an angry face caused by a tongue saying evil secretly.|Gió bắc sanh ra mưa; Còn lưỡi nói hành cách kín đáo gây cho mặt mày giận dữ.
It is better to be living in an angle of the house-top, than with a bitter-tongued woman in a wide house.|Thà ở một góc trên mái nhà, Hơn là ở chung nhà với người đờn bà hay tranh cạnh.
As cold water to a tired soul, so is good news from a far country.|Tin Lành ở xứ xa đến, Giống như nước mát mẻ cho người khát khao.
Like a troubled fountain and a dirty spring, is an upright man who has to give way before evil-doers.|Người công bình xiêu tó trước mặt kẻ gian ác, Khác nào một suối nước bị dấy đục, một nguồn nước bị hư.
It is not good to take much honey: so he who is not looking for honour will be honoured.|An mật nhiều quá lấy làm chẳng tốt; Và cầu kiếm vinh hiển cho mình ấy gây sự tổn hại.
He whose spirit is uncontrolled is like an unwalled town which has been broken into.|Người nào chẳng chế trị lòng mình, Khác nào một cái thành hư nát, không có vách ngăn.

					Proverbs 26				|
						Châm Ngôn 26					
Like snow in summer and rain when the grain is being cut, so honour is not natural for the foolish.|Sự vinh hiển không xứng cho kẻ ngu muội, Như tuyết trong mùa hạ, như mưa trong mùa gặt.
As the sparrow in her wandering and the swallow in her flight, so the curse does not come without a cause.|Như chim sẻ bay đi đây đó, như con én liệng đi, Lời rủa sả vô cớ cũng vậy, nó chẳng hề xảy đến.
A whip for the horse, a mouth-bit for the ass, and a rod for the back of the foolish.|Roi nẹt dùng cho ngựa, hàm thiết để cho lừa, Còn roi vọt dành cho lưng kẻ ngu muội.
Do not give to the foolish man a foolish answer, or you will be like him.|Chớ đáp với kẻ ngu si tùy sự ngu dại nó, E con giống như nó chăng.
Give a foolish man a foolish answer, or he will seem wise to himself.|Hãy đáp với kẻ ngu si tùy sự ngu dại nó, Kẻo nó khôn ngoan theo mắt nó chăng.
He who sends news by the hand of a foolish man is cutting off his feet and drinking in damage.|Kẻ nào cậy kẻ ngu muội đem báo tin, Chặt chơn mình, và uống lấy sự tổn hại.
The legs of one who has no power of walking are hanging loose; so is a wise saying in the mouth of the foolish.|Ong chơn người què đòng đưa vô đụng; Câu châm ngôn trong miệng kẻ ngu dại cũng vậy.
Giving honour to a foolish man is like attempting to keep a stone fixed in a cord.|Tôn trọng kẻ ngu muội, Giống như bỏ cục ngọc vào trong đống đá.
Like a thorn which goes up into the hand of a man overcome by drink, so is a wise saying in the mouth of a foolish man.|Câu châm ngôn ở nơi miệng kẻ ngu muội, Khác nào một cái gai đâm vào tay người say rượu.
Like an archer wounding all who go by, is a foolish man overcome by drink.|Ai mướn người ngu muội và kẻ khách đi qua đường, Giống như một lính xạ tên làm thương mọi người.
Like a dog going back to the food which he has not been able to keep down, is the foolish man doing his foolish acts over again.|Kẻ ngu muội làm lại việc ngu dại mình, Khác nào con chó đã mửa ra, rồi liếm lại.
Have you seen a man who seems to himself to be wise? There is more hope for the foolish than for him.|Con có thấy người nào khôn ngoan theo mắt nó chăng? Còn có sự trông cậy cho kẻ ngu muội hơn là cho nó.
The hater of work says, There is a lion in the way; a lion is in the streets.|Kẻ biếng nhác nói: Có con sư tử ngoài đường; Một con sư tử ở trong đường phố.
A door is turned on its pillar, and the hater of work on his bed.|Kẻ biếng nhác lăn trở trên giường mình, Khác nào cửa xây trên bản lề nó.
The hater of work puts his hand deep into the basin: lifting it again to his mouth is a weariness to him.|Kẻ biếng nhác thò tay mình vào trong dĩa, Lấy làm mệt nhọc mà đem nó lên miệng.
The hater of work seems to himself wiser than seven men who are able to give an answer with good sense.|Kẻ biếng nhác tự nghĩ mình khôn ngoan Hơn bảy người đáp lại cách có lý.
He who gets mixed up in a fight which is not his business, is like one who takes a dog by the ears while it is going by.|Kẻ nào đi qua đường mà nổi giận về cuộc cãi lẫy không can đến mình, Khác nào kẻ nắm con chó nơi vành tai.
As one who is off his head sends about flaming sticks and arrows of death,|Người nào phỉnh gạt kẻ lân cận mình, Rồi nói rằng: Tôi chơi mà!
So is the man who gets the better of his neighbour by deceit, and says, Am I not doing so in sport?|Khác nào kẻ điên cuồng ném than lửa, Cây tên, và sự chết.
Without wood, the fire goes out; and where there is no secret talk, argument is ended.|Lửa tắt tại thiếu củi; Khi chẳng có ai thèo lẻo cuộc tranh cạnh bèn nguôi.
Like breath on coals and wood on fire, so a man given to argument gets a fight started.|Than chụm cho than đỏ, và củi để chụm lửa; Người hay tranh cạnh xui nóng cãi cọ cũng vậy.
The words of one who says evil of his neighbour secretly are like sweet food, they go down into the inner parts of the stomach.|Lời kẻ thèo lẻo giống như vật thực ngon, Vào thấu đến tận gan ruột.
Smooth lips and an evil heart are like a vessel of earth plated with silver waste.|Môi miệng sốt sắng và lòng độc ác, Khác nào bình gốm bọc vàng bạc pha.
With his lips the hater makes things seem what they are not, but deceit is stored up inside him;|Kẻ nào ghen ghét, dùng môi miệng nói giả đò, Nhưng trong lòng nó nuôi sự gian lận;
When he says fair words, have no belief in him; for in his heart are seven evils:|Khi nó nói ngọt nhạt, thì chớ tin; Vì trong lòng nó có bảy sự gớm ghiếc.
Though his hate is covered with deceit, his sin will be seen openly before the meeting of the people.|Dầu sự ghen ghét ẩn giấu trong tuồng giả bộ, Sự gian ác nó sẽ bị lộ ra nơi hội chúng.
He who makes a hole in the earth will himself go falling into it: and on him by whom a stone is rolled the stone will come back again.|Ai đào hầm sẽ té xuống đó; Kẻ nào lăn đá, đá sẽ trở đè lại nó.
A false tongue has hate for those who have clean hearts, and a smooth mouth is a cause of falling.|Lưỡi giả dối ghét những kẻ nó đã chà nát; Và miệng dua nịnh gây điều bại hoại.

					Proverbs 27				|
						Châm Ngôn 27					
Do not make a noise about tomorrow, for you are not certain what a day's outcome may be.|Chớ khoe khoang về ngày mai; Vì con chẳng biết ngày mai sẽ sanh ra điều gì.
Let another man give you praise, and not your mouth; one who is strange to you, and not your lips.|Hãy để cho kẻ khác khen ngợi con, miệng con chẳng nên làm; Để cho một người ngoài tán mỹ con, môi con đừng làm.
A stone has great weight, and sand is crushing; but the wrath of the foolish is of greater weight than these.|Đá thì nặng, cát cũng nặng; Nhưng cơn tức giận của kẻ ngu dại còn nặng hơn cả hai.
Wrath is cruel, and angry feeling an overflowing stream; but who does not give way before envy?|Sự căm gan vốn hung dữ, và cơn giận như nước tràn ra; Nhưng ai đứng nổi trước sự ghen ghét?
Better is open protest than love kept secret.|Một lời quở trách tỏ tường Hơn là thương yêu giấu kín.
The wounds of a friend are given in good faith, but the kisses of a hater are false.|Bạn hữu làm cho thương tích, ấy bởi lòng thành tín; Còn sự hôn hít của kẻ ghen ghét lấy làm giả ngụy.
The full man has no use for honey, but to the man in need of food every bitter thing is sweet.|Kẻ no nê giày đạp tàng mật dưới chơn mình; Song điều gì đắng cũng lấy làm ngọt cho kẻ đói khát.
Like a bird wandering from the place of her eggs is a man wandering from his station.|Kẻ lưu lạc xa cách nơi ở của mình, Giống như chim bay đây đó khỏi ổ nó vậy.
Oil and perfume make glad the heart, and the wise suggestion of a friend is sweet to the soul.|Dầu và thuốc thơm làm khoan khoái linh hồn; Lời khuyên do lòng bạn hữu ra cũng êm dịu dường ấy.
Do not give up your friend and your father's friend; and do not go into your brother's house in the day of your trouble: better is a neighbour who is near than a brother far off.|Chớ lìa bạn mình, hay là bạn của cha mình; Trong ngày hoạn nạn chớ đi đến nhà anh em mình: Một người xóm giềng gần còn hơn anh em xa.
My son, be wise and make my heart glad, so that I may give back an answer to him who puts me to shame.|Hỡi con, khá khôn ngoan, và làm vui lòng cha, Để cha có thế đáp lại cùng kẻ nào sỉ nhục cha.
The sharp man sees the evil and takes cover: the simple go straight on and get into trouble.|Người khôn khéo thấy trước sự tai hại, bèn lo ẩn núp mình; Còn kẻ ngu muội cứ đi qua, và phải mang lấy tai vạ.
Take a man's clothing if he makes himself responsible for a strange man, and get an undertaking from him who gives his word for strange men.|Hãy lấy áo của người, vì người đã bảo lãnh cho kẻ lạ; Khá buộc người một của cầm, vì người đã đáp thế cho người dâm phụ.
He who gives a blessing to his friend with a loud voice, getting up early in the morning, will have it put to his account as a curse.|Kẻ nào chổi dậy sớm chúc phước lớn tiếng cho bạn hữu mình, Người ta sẽ kể điều đó là sự rủa sả.
Like an unending dropping on a day of rain is a bitter-tongued woman.|Một máng xối giột luôn luôn trong ngày mưa lớn, Và một người đờn bà hay tranh cạnh, cả hai đều y như nhau.
He who keeps secret the secret of his friend, will get himself a name for good faith.|Ai muốn ngăn giữ nàng, khác nào ngăn giữ gió, Và như tay hữu cầm lấy dầu vậy.
Iron makes iron sharp; so a man makes sharp his friend.|Sắt mài nhọn sắt. Cũng vậy người bổ dưỡng diện mạo bạn hữu mình.
Whoever keeps a fig-tree will have its fruit; and the servant waiting on his master will be honoured.|Ai săn sóc cây vả, sẽ ăn trái nó; Và kẻ nào hầu chủ mình ắt được tôn trọng.
Like face looking at face in water, so are the hearts of men to one another.|Mặt dọi mặt trong nước thế nào, Lòng người đối với người cũng thế ấy.
The underworld and Abaddon are never full, and the eyes of man have never enough.|Con mắt loài người chẳng hề chán, Cũng như âm phủ và vực sâu không hề đầy vậy.
The heating-pot is for silver and the oven-fire for gold, and a man is measured by what he is praised for.|Lò thử bạc, dót thử vàng; Còn sự khen ngợi thử loài người.
Even if a foolish man is crushed with a hammer in a vessel among crushed grain, still his foolish ways will not go from him.|Dầu con dùng chầy giã mà giã kẻ ngu dại trong cối Chung lộn với gạo, Thì sự điên dại nó cũng không lìa khỏi nó.
Take care to have knowledge about the condition of your flocks, looking well after your herds;|Hãy rán biết cảnh trạng bầy chiên con, Và lo săn sóc các đoàn bò của con;
For wealth is not for ever, and money does not go on for all generations.|Vì sự giàu có không lưu tồn mãi mãi, Và mũ triều thiên há còn đến đời đời sao?
The grass comes up and the young grass is seen, and the mountain plants are got in.|Cỏ khô đã mất đi, cỏ non bèn mọc ra, Và người ta thâu nhập rau cỏ núi.
The lambs are for your clothing, and the he-goats make the value of a field:|Lông chiên con dùng làm áo xống cho con, Giá dê đực dùng mua đồng ruộng.
There will be goats' milk enough for your food, and for the support of your servant-girls.|Sữa dê có đủ làm đồ ăn cho con, Cho người nhà con, và đặng nuôi lấy các con đòi của con.

					Proverbs 28				|
						Châm Ngôn 28					
The evil man goes running away when no man is after him, but the upright are without fear, like the lion.|Kẻ ác chạy trốn dầu không ai đuổi theo; Nhưng người công bình mãnh dõng như một sư tử.
Because of the sin of the land, its troubles are increased; but by a man of wisdom and knowledge they will be put out like a fire.|Tại vì xứ phạm tội ác nên có vua chúa nhiều; Nhưng nhờ người thông sáng có trí hiểu biết, Sự vững vàng của nước sẽ con lâu dài.
A man of wealth who is cruel to the poor is like a violent rain causing destruction of food.|Người nghèo hiếp kẻ khó khăn, Khác nào trận mưa quét sạch thực vật.
Those who have no respect for the law give praise to the evil-doer; but such as keep the law are against him.|Kẻ bỏ luật pháp ngợi khen kẻ ác; Còn người giữ luật pháp chiến đấu cùng chúng nó.
Evil men have no knowledge of what is right; but those who go after the Lord have knowledge of all things.|Kẻ buông mình vào sự ác chẳng hiểu sự công bình; Nhưng ai tìm cầu Đức Giê-hô-va hiểu biết mọi sự.
Better is the poor man whose ways are upright, than the man of wealth whose ways are not straight.|Thà người nghèo khổ ăn ở cách thanh liêm, Còn hơn là kẻ giàu có theo đường tà vạy.
He who keeps the law is a wise son, but he who keeps company with feasters puts shame on his father.|Ai giữ luật pháp là con trai khôn ngoan; Còn ai kết bạn với kẻ hoang đàng làm hổ ngươi cho cha mình.
He who makes his wealth greater by taking interest, only gets it together for him who has pity on the poor.|Kẻ nào nhờ lời và sự ăn lời quá phép mà làm cho của cải mình thêm lên, Tất chứa để dành của ấy cho người có lòng thương xót kẻ nghèo khổ.
As for the man whose ear is turned away from hearing the law, even his prayer is disgusting.|Người nào xây tai không khứng nghe luật pháp, Lời cầu nguyện người ấy cũng là một sự gớm ghiếc.
Anyone causing the upright to go wandering in an evil way, will himself go down into the hole he has made; but the upright will have good things for their heritage.|Kẻ nào làm cho người ngay thẳng lầm lạc trong đường xấu xa, Chánh kẻ đó sẽ sa vào hố của mình đã đào; Nhưng người trọn vẹn được hưởng phần phước lành.
The man of wealth seems to himself to be wise, but the poor man who has sense has a low opinion of him.|Người giàu tự nghĩ mình là khôn ngoan; Nhưng kẻ nghèo có sự thông sáng dò xét người.
When the upright do well, there is great glory; but when evil-doers are lifted up, men do not let themselves be seen.|Khi người công bình thắng hơn, thì có sự vinh hiển lớn; Còn lúc kẻ gian ác dấy lên, thì người ta đều đi ẩn trốn.
He who keeps his sins secret will not do well; but one who is open about them, and gives them up, will get mercy.|Người nào giấu tội lỗi mình sẽ không được may mắn; Nhưng ai xưng nó ra và lìa bỏ nó sẽ được thương xót.
Happy is the man in whom is the fear of the Lord at all times; but he whose heart is hard will come into trouble.|Người nào hằng kính sợ luôn luôn lấy làm có phước thay; Còn ai cứng lòng mình sẽ sa vào tai nạn.
Like a loud-voiced lion and a wandering bear, is an evil ruler over a poor people.|Một vua gian ác cai trị dân nghèo khổ, Khác nào sư tử gầm hét, và gấu đuổi theo mồi.
The prince who has no sense is a cruel ruler; but he who has no desire to get profit for himself will have long life.|Quan trưởng thiếu trí hiểu cũng hà hiếp người ta nhiều; Nhưng người ghét sự hà tiện sẽ được trường thọ.
One who has been the cause of a man's death will go in flight to the underworld: let no man give him help.|Kẻ mắc tội đổ huyết của người nào Sẽ trốn đến mồ mả; chớ có ai ngăn cản nó!
He whose ways are upright will be safe, but sudden will be the fall of him whose ways are twisted.|Ai ăn ở cách ngay thẳng sẽ được cứu rỗi; Còn ai đi theo hai lối cách cong vạy sẽ sa vào một trong hai lối ấy.
By ploughing his land a man will have bread in full measure; but he who goes after good-for-nothing persons will be poor enough.|Kẻ nào cày ruộng mình sẽ ăn bánh no nê; Còn ai theo kẻ biếng nhác sẽ được đầy sự nghèo khổ.
A man of good faith will have great blessing, but one attempting to get wealth quickly will not go free from punishment.|Người thành thực sẽ được phước lành nhiều; Còn kẻ nào vội làm cho giàu ắt sẽ chẳng khỏi bị phạt.
It is not good to have respect for a man's position: for a man will do wrong for a bit of bread.|Tây vị người lấy làm chẳng tốt; Dầu vì một miếng bánh, người cũng phạm tội.
He who is ever desiring wealth goes running after money, and does not see that need will come on him.|Người nào có mắt tham, vội ham kiếm của cải, Chẳng biết rằng sự thiếu thốn sẽ lâm vào mình nó.
He who says words of protest to a man will later have more approval than one who says smooth words with his tongue.|Ai quở trách người nào, về sau sẽ được ơn Hơn là kẻ lấy lưỡi mà dua nịnh.
He who takes from his father or his mother what is theirs by right, and says, It is no sin; is the same as a taker of life.|Kẻ nào ăn cắp của cha hay mẹ mình, Và nói rằng: Chẳng phải là phạm tội đâu, Kẻ ấy đồng bạn với kẻ phá phách.
He who is ever desiring profit is a cause of fighting; but he who puts his faith in the Lord will be made fat.|Người nào có lòng kiêu ngạo giục sự tranh cạnh; Nhưng kẻ nào tin cậy Đức Giê-hô-va sẽ được no nê.
He whose faith is in himself is foolish; but everyone walking wisely will be kept safe.|Kẻ nào tin cậy nơi lòng mình là kẻ ngu muội; Còn ai ăn ở cách khôn ngoan sẽ được cứu rỗi.
He who gives to the poor will never be in need, but great curses will be on him who gives no attention to them.|Ai cho người nghèo sẽ không thiếu thốn; Còn ai xây mắt khỏi đi ắt sẽ bị nhiều sự rủa sả.
When evil-doers are lifted up, men take cover; but when destruction overtakes them, the upright are increased.|Khi kẻ ác dấy lên, người ta đều ẩn trốn; Nhưng khi chúng nó hư mất đi, người công bình bèn thêm nhiều lên.

					Proverbs 29				|
						Châm Ngôn 29					
A man hating sharp words and making his heart hard, will suddenly be broken and will not be made well again.|Người nào bị quở trách thường, lại cứng cổ mình, Sẽ bị bại hoại thình lình, không phương cứu chữa.
When the upright have power, the people are glad; when an evil man is ruler, grief comes on the people.|Khi người công bình thêm nhiều lên, thì dân sự vui mừng; Nhưng khi kẻ ác cai trị, dân sự lại rên siết.
A man who is a lover of wisdom is a joy to his father: but he who goes in the company of loose women is a waster of wealth.|Người ưa mến sự khôn ngoan làm cho cha mình được vui vẻ; Còn kẻ kết bạn với người kỵ nữ phá tan của cải mình.
A king, by right rule, makes the land safe; but one full of desires makes it a waste.|Vua nhờ sự công bình mà làm nước mình vững bền; Nhưng ai lãnh của hối lộ hủy hoại nó.
A man who says smooth things to his neighbour is stretching out a net for his steps.|Người nào dua nịnh kẻ lân cận mình, Giăng lưới trước bước người.
In the steps of an evil man there is a net for him, but the upright man gets away quickly and is glad.|Trong tội lỗi của kẻ ác có một cái bẫy, Nhưng người công bình ca hát mừng rỡ.
The upright man gives attention to the cause of the poor: the evil-doer gives no thought to it.|Người công bình xét cho biết duyên cớ của kẻ nghèo khổ; Còn kẻ ác không có trí hiểu để biết đến.
Men of pride are the cause of violent acts in a town, but by wise men wrath is turned away.|Kẻ nhạo báng châm lửa cho thành thiêu cháy; Nhưng người khôn ngoan làm nguôi cơn giận.
If a wise man goes to law with a foolish man, he may be angry or laughing, but there will be no rest.|Nếu người khôn ngoan tranh luận với kẻ ngu muội, Dầu người giận hay cười, cũng chẳng an hòa được.
Men of blood are haters of the good man, and evil-doers go after his soul.|Kẻ làm đổ huyết ghét người trọn vẹn; Nhưng người ngay thẳng bảo tồn mạng sống người.
A foolish man lets out all his wrath, but a wise man keeps it back quietly.|Kẻ ngu muội tỏ ra sự nóng giận mình; Nhưng người khôn ngoan nguôi lấp nó và cầm giữ nó lại.
If a ruler gives attention to false words, all his servants are evil-doers.|Nếu vua lắng tai nghe lời giả dối, Thì các tôi tớ người trở nên gian ác.
The poor man and his creditor come face to face: the Lord gives light to their eyes equally.|Kẻ nghèo khổ và người hà hiếp đều gặp nhau; Đức Giê-hô-va làm sáng mắt cho cả hai.
The king who is a true judge in the cause of the poor, will be safe for ever on the seat of his power.|Vua nào theo sự chơn thật mà xét đoán kẻ nghèo khổ, Ngôi người sẽ được vững bền đời đời.
The rod and sharp words give wisdom: but a child who is not guided is a cause of shame to his mother.|Roi vọt và sự quở trách ban cho sự khôn ngoan; Còn con trẻ phóng túng làm mất cỡ cho mẹ mình.
When evil men are in power, wrongdoing is increased; but the upright will have pleasure when they see their downfall.|Khi kẻ ác thêm, thì tội lỗi cũng thêm; Nhưng người công bình sẽ thấy sự sa ngã chúng nó,
Give your son training, and he will give you rest; he will give delight to your soul.|Hãy sửa phạt con người, thì nó sẽ ban sự an tịnh cho người, Và làm cho linh hồn người được khoái lạc.
Where there is no vision, the people are uncontrolled; but he who keeps the law will be happy.|Đâu thiếu sự mặc thị, dân sự bèn phóng tứ; Nhưng ai giữ gìn luật pháp lấy làm có phước thay!
A servant will not be trained by words; for though the sense of the words is clear to him, he will not give attention.|Chẳng phải bởi lời nói mà sửa trị kẻ làm tội; Vì dầu nó hiểu biết, nó cũng không vâng theo.
Have you seen a man who is quick with his tongue? There is more hope for a foolish man than for him.|Con có thấy kẻ hốp tốp trong lời nói mình chăng? Một kẻ ngu muội còn có sự trông cậy hơn hắn.
If a servant is gently cared for from his early years, he will become a cause of sorrow in the end.|Người nào dung dưỡng kẻ tôi tớ mình từ thuở nhỏ, Ngày sau sẽ thấy nó thành con trai của nhà.
An angry man is the cause of fighting, and a man given to wrath does much wrong.|Người hay giận gây ra điều tranh cạnh; Và kẻ căm gan phạm tội nhiều thay.
A man's pride will be the cause of his fall, but he who has a gentle spirit will get honour.|Sự kiêu ngạo của người sẽ làm hạ người xuống; Nhưng ai có lòng khiêm nhượng sẽ được tôn vinh.
A man who takes part with a thief has hate for his soul; he is put under oath, but says nothing.|Kẻ nào chia phần với tay ăn trộm ghét linh hồn mình; Nó nghe lời thế, mà không tỏ điều gì ra.
The fear of man is a cause of danger: but whoever puts his faith in the Lord will have a safe place on high.|Sự sợ loài người gài bẫy; Nhưng ai nhờ cậy Đức Giê-hô-va được yên ổn vô sự.
The approval of a ruler is desired by great numbers: but the decision in a man's cause comes from the Lord.|Nhiều kẻ cầu ơn vua; Song sự lý đoán của người nào do nơi Đức Giê-hô-va mà đến.
An evil man is disgusting to the upright, and he who is upright is disgusting to evil-doers.|Kẻ gian tà lấy làm gớm ghiếc cho người công bình; Và người ăn ở ngay thẳng lấy làm gớm ghiếc cho kẻ gian ác.

					Proverbs 30				|
						Châm Ngôn 30					
The words of Agur, the son of Jakeh, from Massa. The man says: I am full of weariness, O God, I am full of weariness; O God, I have come to an end:|Lời của A-gu-rơ, con trai Gia-kê, Châm ngôn mà người ấy nói ra cho Y-thi-ên và U-canh.
For I am more like a beast than any man, I have no power of reasoning like a man:|Quả thật ta là ngu muội hơn ai hết, Ta không có thông sáng bằng một người.
I have not got wisdom by teaching, so that I might have the knowledge of the Holy One.|Ta không học được sự khôn ngoan, Và chẳng có được sự tri thức của Đấng Thánh.
Who has gone up to heaven and come down? who has taken the winds in his hands, prisoning the waters in his robe? by whom have all the ends of the earth been fixed? what is his name, and what is his son's name, if you are able to say?|Ai đã lên trời, rồi lại xuống? Ai đã góp gió trong lòng tay mình? Ai đã bọc nước trong áo mình? Ai lập các giới hạn của đất? Danh người là chi, và tên con trai người là gì? Nếu người biết, hãy nói đi.
Every word of God is tested: he is a breastplate to those who put their faith in him.|Các lời của Đức Chúa Trời đều đã thét luyện: Ngài là cái thuẫn đỡ cho người nương cậy nơi Ngài.
Make no addition to his words, or he will make clear your error, and you will be seen to be false.|Chớ thêm chi vào các lời Ngài. E Ngài quở trách ngươi, và ngươi bị cầm nói dối chăng.
I have made request to you for two things; do not keep them from me before my death:|Tôi có cầu Chúa hai điều; Xin chớ từ chối trước khi tôi thác:
Put far from me all false and foolish things: do not give me great wealth or let me be in need, but give me only enough food:|Xin dan xa khỏi tôi sự lường gạt và lời dối trá; Chớ cho tôi nghèo khổ, hoặc sự giàu sang; Hãy nuôi tôi đủ vật thực cần dùng,
For fear that if I am full, I may be false to you and say, Who is the Lord? or if I am poor, I may become a thief, using the name of my God wrongly.|E khi nó đủ, tôi từ chối Chúa, Mà rằng: Đức Giê-hô-va là ai? Và lại kẻo e tôi bị nghèo khổ, ăn trộm cắp, Và làm ô danh của Đức Chúa Trời tôi chăng.
