
					Isaiah 1				|
This is the word of the Lord: I have given ear to you at a good time, and I have been your helper in a day of salvation: and I will keep you safe, and will make you a glory for the people, putting the land in order, and giving them the heritages which now are waste;|Đức Giê-hô-va phán như vầy: Ta đã nhậm lời ngươi trong kỳ thuận tiện, đã vùa giúp ngươi trong ngày cứu rỗi. Ta sẽ gìn giữ ngươi, phó ngươi làm giao ước của dân, đặng lập lại xứ nầy và chia đất hoang vu làm sản nghiệp cho;
Saying to those who are in chains, Go free; to those who are in the dark, Come out into the light. They will get food by the way wherever they go, and have grass-lands on all the dry mountain-tops.|đặng bảo kẻ bị trói rằng: Hỡi ra, và bảo kẻ ở trong nơi tối tăm rằng: Hãy tỏ mình! Họ sẽ chăn thả trên đường, và đồng cỏ họ sẽ ở trên các núi trọi.
They will not be in need of food or drink, or be troubled by the heat or the sun: for he who has mercy on them will be their guide, taking them by the springs of water.|Họ sẽ không đói không khát, hơi nắng chẳng đốt đến, khí nóng mặt trời chẳng phạm đến nữa; vì Đấng thương xót họ sẽ dắt dẫn, đem họ đến gần suối nước.
And I will make all my mountains a way, and my highways will be lifted up.|Ta sẽ làm cho mọi núi ta nên đường phẳng, và các đường cái ta sẽ được sửa sang.
See, these are coming from far; and these from the north and the west; and these from the land of Sinim.|Nầy, những kẻ nầy sẽ đến từ nơi xa; kìa, những kẻ kia sẽ đến từ phương bắc, những kẻ nọ từ phương tây, và những kẻ khác từ xứ Si-ni.
Let your voice be loud in song, O heavens; and be glad, O earth; make sounds of joy, O mountains, for the Lord has given comfort to his people, and will have mercy on his crushed ones.|Hỡi trời, hãy hát! Hỡi đất, hãy vui mừng! Hỡi các núi, hãy lên tiếng hát xướng! Vì Đức Giê-hô-va đã yên ủi dân Ngài, cũng thương xót kẻ khốn khó.
But Zion said, The Lord has given me up, I have gone from his memory.|Si-ôn từng nói rằng: Đức Giê-hô-va đã lìa bỏ ta; Chúa đã quên ta.
Will a woman give up the child at her breast, will she be without pity for the fruit of her body? yes, these may, but I will not let you go out of my memory.|Đờn bà há dễ quên con mình cho bú, không thương đến con trai ruột mình sao? Dầu đờn bà quên con mình, ta cũng chẳng quên ngươi.
See, your name is marked on my hands; your walls are ever before me.|Nầy ta đã chạm ngươi trong lòng bàn tay ta; các tường thành ngươi thường ở trước mặt ta luôn.
Your builders are coming quickly; your haters and those who made you waste will go out of you.|Con cái ngươi chóng về; kẻ phá hại hủy diệt ngươi sẽ ra khỏi giữa ngươi.
Let your eyes be lifted up round about, and see: they are all coming together to you. By my life, says the Lord, truly you will put them all on you as an ornament, and be clothed with them like a bride.|Hãy liếc mắt xem xung quanh ngươi: những kẻ nầy đều nhóm lại và đến cùng ngươi! Đức Giê-hô-va phán: Thật như ta hằng sống, ngươi sẽ mặc lấy những kẻ nầy như đồ trang sức, và dùng mà thắt đai như nàng dâu mới!
For though the waste places of your land have been given to destruction, now you will not be wide enough for your people, and those who made you waste will be far away.|Thật, các nơi đổ nát, hoang vu, xứ bị phá hại của ngươi, nay có đông người ở thành ra chật hẹp quá. Những kẻ nuốt ngươi sẽ lánh xa ngươi.
The children to whom you gave birth in other lands will say in your ears, The place is not wide enough for me: make room for me to have a resting-place.|Con cái mà ngươi sẽ có, sau khi bị mất những đứa khác, sẽ nói vào tai ngươi rằng: Đất đai chật hẹp quá cho tôi; hãy sắm chỗ cho tôi, đặng tôi ở đây.
Then you will say in your heart, Who has given me all these children? when my children had been taken from me, and I was no longer able to have others, who took care of these? when I was by myself, where then were these?|Chắc ngươi sẽ tự nói trong lòng rằng: Ai đã sanh sản cho ta những đứa nầy? Ta đã mất hết con cái; ta đã son sẻ, bị đày và lưu lạc? Vậy thì ai đã nuôi những đứa nầy? Nầy, ta đã ở một mình, những đứa nầy có bởi đâu?
This is the word of the Lord God: See, I will make a sign with my hand to the nations, and put up my flag for the peoples; and they will take up your sons on their beasts, and your daughters on their backs.|Chúa Giê-hô-va phán như vầy: Nầy, ta sẽ giá tay trên các nước, dựng cờ ta trong các dân. Bấy giờ chúng sẽ bồng các con trai ngươi, vác các con gái ngươi trên vai mà đến.
And kings will take care of you, and queens will give you their milk: they will go down on their faces before you, kissing the dust of your feet; and you will be certain that I am the Lord, and that those who put their hope in me will not be shamed.|Các vua sẽ làm cha nuôi ngươi, các hoàng hậu sẽ làm mụ vú ngươi; họ sẽ cúi mặt sát đất ở trước mặt ngươi; liếm bụi dưới chơn ngươi; ngươi sẽ biết rằng ta là Đức Giê-hô-va, và những kẻ trông cậy ta sẽ chẳng hổ thẹn.
Will the goods of war be taken from the strong man, or the prisoners of the cruel one be let go?|Vậy của cải bị người mạnh bạo cướp lấy, há ai giựt lại được sao? Người công bình bị bắt làm phu tù, há ai giải cứu được sao?
But the Lord says, Even the prisoners of the strong will be taken from him, and the cruel made to let go his goods: for I will take up your cause against your haters, and I will keep your children safe.|Song Đức Giê-hô-va phán như vầy: Thật, những kẻ bị người mạnh bạo bắt lấy, sẽ được cứu thoát, mồi của người đáng sợ sẽ bị giựt lại. Vì ta sẽ chống cự kẻ đối địch ngươi, và chính ta sẽ giải cứu con cái ngươi.
And the flesh of your attackers will be taken by themselves for food; and they will take their blood for drink, as if it was sweet wine: and all men will see that I the Lord am your saviour, even he who takes up your cause, the Strong One of Jacob.|Ta sẽ làm cho kẻ hiếp đáp ngươi tự ăn thịt mình, say vì máu mình, như vì rượu mới; cả loài xác thịt sẽ biết ta, Đức Giê-hô-va, là Đấng Cứu ngươi, Đấng Chuộc ngươi, tức là Đấng Toàn năng của Gia-cốp!

					Isaiah 50				|
						I-sai-a 50					
This is the word of the Lord: Where is the statement which I gave your mother when I put her away? or to which of my creditors have I given you for money? It was for your sins that you were given into the hands of others, and for your evil-doing was your mother put away.|Đức Giê-hô-va phán như vầy: Chớ nào từ để mà ta đã để mẹ các ngươi ra ở đâu? Ai là người chủ nợ mà ta đã bán các ngươi cho? Nầy, các ngươi bị bán, là tại tội lỗi mình; mẹ các ngươi bị bỏ, là tại sự bội nghịch các ngươi.
Why, then, when I came, was there no man? and no one to give answer to my voice? has my hand become feeble, so that it is unable to take up your cause? or have I no power to make you free? See, at my word the sea becomes dry, I make the rivers a waste land: their fish are dead for need of water, and make an evil smell.|Cớ sao khi ta đến, chẳng thấy có người nào? Cớ sao khi ta gọi, chẳng có ai thưa lại? Tay ta há ngắn quá không chuộc được sao? hay là sức ta không đủ mà cứu được sao? Nầy, ta chỉ nạt một cái thì biển liền cạn. Ta biến sông thành đồng vắng; cá dưới sông vì khan nước phải chết khát, hóa ra hôi thối.
By me the heavens are clothed with black, and I make haircloth their robe.|Ta lấy sự tối tăm mặc cho các từng trời, và khoác cho một cái bao gai.
The Lord God has given me the tongue of those who are experienced, so that I may be able to give the word a special sense for the feeble: every morning my ear is open to his teaching, like those who are experienced:|Chúa Giê-hô-va đã ban cho ta cái lưỡi của người được dạy dỗ, hầu cho ta biết dùng lời nói nâng đỡ kẻ mệt mỏi. Ngài đánh thức tai ta để nghe lời Ngài dạy, như học trò vậy.
And I have not put myself against him, or let my heart be turned back from him.|Thật, Chúa Giê-hô-va đã mở tai ta, ta không trái nghịch, cũng không giựt lùi.
I was offering my back to those who gave me blows, and my face to those who were pulling out my hair: I did not keep my face covered from marks of shame.|Ta đã đưa lưng cho kẻ đánh ta, và đưa má cho kẻ nhổ râu ta; ai mắng hoặc giổ trên ta, ta chẳng hề che mặt.
For the Lord God is my helper; I will not be put to shame: so I have made my face like a rock, and I am certain that he will give me my right.|Chúa Giê-hô-va sẽ giúp ta, nên ta chẳng bị mắc cỡ; vậy ta làm cho mặt ta cứng như đá; vì biết mình sẽ chẳng có điều chi xấu hổ.
He who takes up my cause is near; who will go to law with me? let us come together before the judge: who is against me? let him come near to me.|Đấng xưng ta công bình đã đến gần; ai dám kiện với ta? Hãy cùng ta đều đứng lên! Ai là kẻ đối địch ta? Hãy lại gần ta!
See, the Lord God is my helper; who will give a decision against me? truly, all of them will become old like a robe; they will be food for the worm.|Thật, Chúa Giê-hô-va sẽ đến giúp ta: Ai định tội lỗi ta được? Nầy, hết thảy chúng nó sẽ cũ đi như áo, bị sâu cắn rách.
Who among you has the fear of the Lord, giving ear to the voice of his servant who has been walking in the dark and has no light? Let him put his faith in the name of the Lord, looking to his God for support.|Trong vòng các ngươi nào có ai kính sợ Đức Giê-hô-va, và nghe tiếng của tôi tớ Ngài? Kẻ nào đi trong tối tăm và không có sự sáng thì hãy trông cậy danh Đức Chúa Trời mình.
See, all you who make a fire, arming yourselves with burning branches: go in the flame of your fire, and among the branches you have put a light to. This will you have from my hand, you will make your bed in sorrow.|Kìa, hết thảy các ngươi là kẻ thắp lửa và đốt đuốc vây lấy mình, thì hãy đi giữa ngọn lửa mình và giữa những đuốc mình đã đốt! Ay là sự tay ta đã làm cho các ngươi, các ngươi sẽ nằm trong sự buồn bực!

					Isaiah 51				|
						I-sai-a 51					
Give ear to me, you who are searching for righteousness, who are looking for the Lord: see the rock from which you were cut out, and the hole out of which you were taken.|Các ngươi là kẻ theo sự công bình, là kẻ tìm Đức Giê-hô-va, hãy nghe ta! Khá nhìn xem vầng đá mà các ngươi đã được đục ra, và cái lỗ của hang mà các ngươi đã được đào lên!
Let your thoughts be turned to Abraham, your father, and to Sarah, who gave you birth: for when he was but one, my voice came to him, and I gave him my blessing, and made him a great people.|Hãy nghĩ đến tổ ngươi là Ap-ra-ham, cùng Sa-ra, là người đã sanh sản các ngươi; ta đã gọi Ap-ra-ham khi người chỉ có một mình; ta đã ban phước cho người nên nhiều.
For the Lord has given comfort to Zion: he has made glad all her broken walls; making her waste places like Eden, and changing her dry land into the garden of the Lord; joy and delight will be there, praise and the sound of melody.|Vì Đức Giê-hô-va đã yên ủi Si-ôn; Ngài đã yên ủi mọi nơi đổ nát của nó. Ngài đã khiến đồng vắng nên như vườn Ê-đen, nơi sa mạc nên như vườn Đức Giê-hô-va; giữa vườn ấy sẽ có sự vui vẻ, mừng rỡ, tạ ơn, và tiếng ca hát.
Give attention to me, O my people; and give ear to me, O my nation; for teaching will go out from me, and the knowledge of the true God will be a light to the peoples.|Hỡi dân ta, hãy chăm chỉ mà nghe ta; hỡi nước ta, hãy lắng tai cho ta! Vì sẽ có luật pháp ra từ ta, và ta sẽ lập sự công bình làm sự sáng cho các dân.
Suddenly will my righteousness come near, and my salvation will be shining out like the light; the sea-lands will be waiting for me, and they will put their hope in my strong arm.|Sự công bình của ta đã gần; sự cứu rỗi của ta đã ra, cánh tay ta sẽ xét đoán các dân. Các cù lao sẽ trông đợi ta, và chúng nó sẽ nhờ cậy cánh tay ta.
Let your eyes be lifted up to the heavens, and turned to the earth which is under them: for the heavens will go in flight like smoke, and the earth will become old like a coat, and its people will come to destruction like insects: but my salvation will be for ever, and my righteousness will not come to an end.|Hãy ngước mắt lên các từng trời và cúi xem dưới đất; vì các từng trời sẽ tan ra như khói, đất sẽ cũ như áo, dân cư trên đất sẽ chết như ruồi: nhưng sự cứu rỗi của ta còn đời đời, sự công bình của ta chẳng hề bị bỏ đi.
Give ear to me, you who have knowledge of righteousness, in whose heart is my law; have no fear of the evil words of men, and give no thought to their curses.|Hỡi dân biết điều công nghĩa, ghi luật pháp ta trong lòng, hãy nghe ta! Chớ e người ta chê bai, đừng sợ họ nhiếc móc.
For like a coat they will be food for the insect, the worm will make a meal of them like wool: but my righteousness will be for ever, and my salvation to all generations.|Vì sâu sẽ cắn nuốt họ như cắn áo, mọt sẽ ăn họ như ăn lông chiên; nhưng sự công bình của ta sẽ còn mãi, sự cứu rỗi của ta còn đến muôn đời.
Awake! awake! put on strength, O arm of the Lord, awake! as in the old days, in the generations long past. Was it not by you that Rahab was cut in two, and the dragon Wounded?|Hỡi cánh tay Đức Giê-hô-va, hãy thức dậy, thức dậy! Hãy mặc lấy sức mạnh đi! Hãy thức dậy như ngày xưa, như các đời thượng cổ! Há chẳng phải Ngài là Đấng đã phân thây Ra-háp và đâm con quái vật lớn sao?
Did you not make the sea dry, the waters of the great deep? did you not make the deep waters of the sea a way for the Lord's people to go through?|Há chẳng phải Ngài là Đấng đã làm cạn biển, tắt nước vực lớn, làm cho biển sâu ra một con đường, hầu cho dân đã được chuộc đi qua sao?
Those whom the Lord has made free will come back with songs to Zion; and on their heads will be eternal joy: delight and joy will be theirs, and sorrow and sounds of grief will be gone for ever.|Dân mà Đức Giê-hô-va đã chuộc sẽ trở về, sẽ hát mà đến Si-ôn. Sự hỉ lạc vô cùng sẽ đội trên đầu họ, họ sẽ được vui vẻ mừng rỡ; sự buồn bực than vãn sẽ tránh đi.
I, even I, am your comforter: are you so poor in heart as to be in fear of man who will come to an end, and of the son of man who will be like grass?|Ta, chính ta, là Đấng yên ủi các ngươi. Ngươi là ai, mà sợ loài người hay chết, sợ con trai loài người là kẻ sẽ trở nên như cỏ?
And you have given no thought to the Lord your Maker, by whom the heavens were stretched out, and the earth placed on its base; and you went all day in fear of the wrath of the cruel one, when he was making ready for your destruction. And where is the wrath of the cruel one?|mà lại quên Đức Giê-hô-va, Đấng tạo ngươi, đã giương các từng trời và lập nền đất, và trọn ngày cứ run sợ về cơn giận của kẻ ức hiếp khi nó toan hủy diệt ngươi? Vậy thì bây giờ chớ nào cơn giận của kẻ ức hiếp ấy ở đâu?
The prisoner, bent under his chain, will quickly be made free, and will not go down into the underworld, and his bread will not come to an end.|Kẻ bị bắt đem đi sẽ chóng được tha ra; sẽ chẳng chết trong hầm, và cũng không thiếu lương thực.
For I am the Lord your God, who makes the sea calm when its waves are thundering: the Lord of armies is his name.|Vì ta là Giê-hô-va Đức Chúa Trời ngươi, tức là Đấng làm cho biển động, sóng bổ ầm ầm. Đức Giê-hô-va vạn quân là danh Ngài.
And I have put my words in your mouth, covering you with the shade of my hand, stretching out the heavens, and placing the earth on its base, and saying to Zion, You are my people.|Ta đã để lời nói ta trong miệng ngươi, và cho ngươi núp dưới bóng bàn tay ta, đặng dựng các từng trời và lập nên đất, cùng nói với Si-ôn rằng: Ngươi là dân ta!
Awake! awake! up! O Jerusalem, you who have taken from the Lord's hand the cup of his wrath; tasting in full measure the wine which overcomes.|Hỡi Giê-ru-sa-lem, hãy thức dậy, thức dậy, và đứng lên! Ngươi đã uống chén thạnh nộ từ tay Đức Giê-hô-va; đã uống cạn chén xoàng-ba, uống cho tới cặn.
She has no one among all her children to be her guide; not one of the sons she has taken care of takes her by the hand.|Trong vòng các con trai mà Giê-ru-sa-lem đã sanh ra, chẳng một đứa nào để dắt nó; trong vòng các con trai nó đã nuôi, chẳng một đứa nào đến cầm lấy tay.
These two things have come on you; who will be weeping for you? wasting and destruction; death from need of food, and from the sword; how may you be comforted?|Hai sự nầy, tức là diệt vong và hủy phá, đói kém và gươm đao, đã đến cho ngươi, mà ai là kẻ sầu não vì ngươi? Ta sẽ lấy gì yên ủi ngươi?
Your sons are overcome, like a roe in a net; they are full of the wrath of the Lord, the punishment of your God.|Các con trai ngươi đều hao mòn, nằm ngổn ngang nơi ngã ba đường phố, như con nai mắc trong lưới, đầy cơn giận của Đức Giê-hô-va và sự quở trách của Đức Chúa Trời ngươi!
So now give ear to this, you who are troubled and overcome, but not with wine:|Vậy, bây giờ, hỡi ngươi là kẻ khốn nạn, là kẻ say nhưng không vì rượu, hãy nghe điều nầy.
This is the word of the Lord your master, even your God who takes up the cause of his people: See, I have taken out of your hand the cup which overcomes, even the cup of my wrath; it will not again be given to you:|Chúa Giê-hô-va ngươi, Đức Chúa Trời ngươi, là Đấng binh vực dân mình, phán như vầy: Nầy, ta đã lấy lại chén xoàng ba từ tay ngươi, tức là cặn của chén thạnh nộ ta, rày về sau ngươi sẽ không uống nó nữa.
And I will put it into the hand of your cruel masters, and of those whose yoke has been hard on you; who have said to your soul, Down on your face! so that we may go over you: and you have given your backs like the earth, even like the street, for them to go over.|Ta sẽ để chén ấy trong tay các kẻ hà hiếp ngươi, tức là các kẻ bảo ngươi rằng: Hãy cúi xuống, đặng chúng ta bước ngang qua! Rồi ngươi cong lưng sát đất, như con đường cho người ta qua lại.

					Isaiah 52				|
						I-sai-a 52					
Awake! awake! put on your strength, O Zion; put on your beautiful robes, O Jerusalem, the holy town: for from now there will never again come into you the unclean and those without circumcision.|Hỡi Si-ôn, hãy thức dậy, thức dậy, mặc lấy sức mạnh ngươi! Hỡi Giê-ru-sa-lem, là thành thánh, hãy mặc lấy áo đẹp! Vì rày về sau kẻ không chịu phép cắt bì và kẻ ô uế sẽ không vào nơi ngươi nữa.
Make yourself clean from the dust; up! and take the seat of your power, O Jerusalem: the bands of your neck are loose, O prisoned daughter of Zion.|Hỡi Giê-ru-sa-lem, hãy chổi dậy, dũ bụi bặm đi, và ngồi lên; hỡi con gái Si-ôn, là kẻ phu tù, hãy cởi trói nơi cổ ngươi.
For the Lord says, You were given for nothing, and you will be made free without price.|Vì Đức Giê-hô-va phán như vầy: Các ngươi đã bị bán những không; cũng sẽ được chuộc lại chẳng bằng tiền bạc.
For the Lord God says, My people went down at first into Egypt, to get a place for themselves there: and the Assyrian put a cruel yoke on them without cause.|Chúa Giê-hô-va phán như vầy: Xưa kia dân ta xuống Ê-díp-tô đặng trú ngụ; song người A-si-ri vô-cớ mà hà hiếp nó.
Now then, what have I here? says the Lord, for my people are taken away without cause; they are made waste and give cries of sorrow, says the Lord, and all the day the nations put shame on my name.|Đức Giê-hô-va phán: Bây giờ, ta làm gì đây? Vì dân ta đã vô cớ bị đày đi. Đức Giê-hô-va phán: Những kẻ cai trị nó cất tiếng van la cả ngày, nói phạm đến danh ta không thôi.
For this cause I will make my name clear to my people; in that day they will be certain that it is my word which comes to them; see, here am I.|Vậy nên dân ta sẽ biết danh ta; thật, trong ngày đó, nó sẽ biết rằng chính ta là Đấng phán rằng: Nầy, ta đây!
How beautiful on the mountains are the feet of him who comes with good news, who gives word of peace, saying that salvation is near; who says to Zion, Your God is ruling!|Những kẻ đem tin tốt, rao sự bình an, đem tin tốt về phước lành, rao sự cứu chuộc, bảo Si-ôn rằng: Đức Chúa Trời ngươi trị vì, chơn của những kẻ ấy trên các núi xinh đẹp là dường nào!
The voice of your watchmen! their voices are loud in song together; for they will see him, eye to eye, when the Lord comes back to Zion.|Tiếng những kẻ canh của ngươi! họ cất tiếng, cùng nhau hát xướng; vì họ sẽ thấy mắt đối mắt khi Đức Giê-hô-va trở về Si-ôn.
Give sounds of joy, make melody together, waste places of Jerusalem: for the Lord has given comfort to his people, he has taken up the cause of Jerusalem.|Hỡi những nơi hoang vu của Giê-ru-sa-lem, hãy trổi giọng hát mừng chung rập. Vì Đức Giê-hô-va đã yên ủi dân Ngài, đã chuộc lại Giê-ru-sa-lem.
The Lord has let his holy arm be seen by the eyes of all nations; and all the ends of the earth will see the salvation of our God.|Đức Giê-hô-va đã tỏ trần cánh tay thánh Ngài trước mắt mọi nước; mọi đầu cùng đất đã thấy sự cứu rỗi của Đức Chúa Trời chúng ta!
Away! away! go out from there, touching no unclean thing; go out from among her; be clean, you who take up the vessels of the Lord.|Các ngươi hãy đi, hãy đi, đi ra khỏi đó! Đừng động đến đồ ô uế, hãy ra khỏi giữa nó. Các ngươi là kẻ mang khí dụng Đức Giê-hô-va, hãy làm cho sạch mình!
For you will not go out suddenly, and you will not go in flight: for the Lord will go before you, and the God of Israel will come after you to keep you.|Vả, các ngươi đi ra không cần phải vội vàng, cũng không cần phải trốn tránh; vì Đức Giê-hô-va sẽ đi trước mặt các ngươi, và Đức Chúa Trời của Y-sơ-ra-ên đi sau gìn giữ ngươi.
See, my servant will do well in his undertakings, he will be honoured, and lifted up, and be very high.|Nầy, tôi tớ ta sẽ làm cách khôn ngoan; sẽ được tôn lên, dấy lên, và rất cao trọng.
As peoples were surprised at him, And his face was not beautiful, so as to be desired: his face was so changed by disease as to be unlike that of a man, and his form was no longer that of the sons of men.|Như nhiều kẻ thấy ngươi mà lấy làm lạ ,
So will nations give him honour; kings will keep quiet because of him: for what had not been made clear to them they will see; and they will give their minds to what had not come to their ears.|thì cũng vậy người sẽ vảy rửa nhiều dân, và các vua ngậm miệng lại vì người; vì họ sẽ thấy điều chưa ai nói cho mình, và sẽ hiểu biết điều mình chưa hề nghe.

					Isaiah 53				|
						I-sai-a 53					
Who would have had faith in the word which has come to our ears, and to whom had the arm of the Lord been unveiled?|Ai tin điều đã rao truyền cho chúng ta, và cánh tay Đức Giê-hô-va đã được tỏ ra cho ai?
For his growth was like that of a delicate plant before him, and like a root out of a dry place: he had no grace of form, to give us pleasure;|Người đã lớn lên trước mặt Ngài như một cái chồi, như cái rễ ra từ đất khô. Người chẳng có hình dung, chẳng có sự đẹp đẽ; khi chúng ta thấy người, không có sự tốt đẹp cho chúng ta ưa thích được.
Men made sport of him, turning away from him; he was a man of sorrows, marked by disease; and like one from whom men's faces are turned away, he was looked down on, and we put no value on him.|Người đã bị người ta khinh dể và chán bỏ, từng trải sự buồn bực, biết sự đau ốm, bị khinh như kẻ mà người ta che mặt chẳng thèm xem; chúng ta cũng chẳng coi người ra gì.
But it was our pain he took, and our diseases were put on him: while to us he seemed as one diseased, on whom God's punishment had come.|Thật người đã mang sự đau ốm của chúng ta, đã gánh sự buồn bực của chúng ta; mà chúng ta lại tưởng rằng người đã bị Đức Chúa Trời đánh và đập, và làm cho khốn khổ.
But it was for our sins he was wounded, and for our evil doings he was crushed: he took the punishment by which we have peace, and by his wounds we are made well.|Nhưng người đã vì tội lỗi chúng ta mà bị vết, vì sự gian ác chúng ta mà bị thương. Bởi sự sửa phạt người chịu chúng ta được bình an, bởi lằn roi người chúng ta được lành bịnh.
We all went wandering like sheep; going every one of us after his desire; and the Lord put on him the punishment of us all.|Chúng ta thảy đều như chiên đi lạc, ai theo đường nấy; Đức Giê-hô-va đã làm cho tội lỗi của hết thảy chúng ta đều chất trên người.
Men were cruel to him, but he was gentle and quiet; as a lamb taken to its death, and as a sheep before those who take her wool makes no sound, so he said not a word.|Người bị hiếp đáp, nhưng khi chịu sự khốn khổ chẳng hề mở miệng. Như chiên con bị dắt đến hàng làm thịt, như chiên câm ở trước mặt kẻ hớt lông, người chẳng từng mở miệng.
They took away from him help and right, and who gave a thought to his fate? for he was cut off from the land of the living: he came to his death for the sin of my people.|Bởi sự ức hiếp, và xử đoán, nên người đã bị cất lấy; trong những kẻ đồng thời với người có ai suy xét rằng người đã bị dứt khỏi đất người sống, là vì cớ tội lỗi dân ta đáng chịu đánh phạt?
And they put his body into the earth with sinners, and his last resting-place was with the evil-doers, though he had done no wrong, and no deceit was in his mouth.|Người ta đã đặt mồ người với những kẻ ác, nhưng khi chết, người được chôn với kẻ giàu; dầu người chẳng hề làm điều hung dữ và chẳng có sự dối trá trong miệng.
And the Lord was pleased ... see a seed, long life, ... will do well in his hand. ...|Đức Giê-hô-va lấy làm vừa ý mà làm tổn thương người, và khiến gặp sự đau ốm. Sau khi đã dâng mạng sống người làm tế chuộc tội, người sẽ thấy dòng dõi mình; những ngày người sẽ thêm dài ra, và ý chỉ Đức Giê-hô-va nhờ tay người được thạnh vượng.
... made clear his righteousness before men ... had taken their sins on himself.|Người sẽ thấy kết quả của sự khốn khổ linh hồn mình, và lấy làm thỏa mãn. Tôi tớ công bình của ta sẽ lấy sự thông biết về mình làm cho nhiều người được xưng công bình; và người sẽ gánh lấy tội lỗi họ.
For this cause he will have a heritage with the great, and he will have a part in the goods of war with the strong, because he gave up his life, and was numbered with the evil-doers; taking on himself the sins of the people, and making prayer for the wrongdoers.|Vậy nên ta sẽ chia phần cho người đồng với người lớn. Người sẽ chia của bắt với những kẻ mạnh, vì người đã đổ mạng sống mình cho đến chết, đã bị kể vào hàng kẻ dữ, đã mang lấy tội lỗi nhiều người, và cầu thay cho những kẻ phạm tội.

					Isaiah 54				|
						I-sai-a 54					
Let your voice be loud in song, O woman without children; make melody and sounds of joy, you who did not give birth: for the children of her who had no husband are more than those of the married wife, says the Lord.|Hỡi kẻ son sẻ, không sanh đẻ kia, hãy ca hát. Hỡi ngươi là kẻ chưa biết sự đau đớn sanh nở, hãy hát xướng reo mừng, vì con cái của vợ bị bỏ sẽ đông hơn con cái của đờn bà có chồng, Đức Giê-hô-va phán vậy.
Make wide the place of your tent, and let the curtains of your house be stretched out without limit: make your cords long, and your tent-pins strong.|Hãy mở rộng nơi trại ngươi, giương màn chỗ ngươi ở. Chớ để chật hẹp; hãy giăng dây cho dài, đóng nọc cho chắc!
For I will make wide your limits on the right hand and on the left; and your seed will take the nations for a heritage, and make the waste towns full of people.|Vì ngươi sẽ lan rộng ra bên hữu và bên tả; dòng dõi ngươi sẽ được các nước làm cơ nghiệp, và sẽ làm cho các thành hoang vu đông dân cư.
Have no fear; for you will not be shamed or without hope: you will not be put to shame, for the shame of your earlier days will go out of your memory, and you will no longer keep in mind the sorrows of your widowed years.|Đừng sợ chi; vì ngươi sẽ chẳng bị hổ thẹn. Chớ mắc cỡ; vì ngươi chẳng còn xấu hổ nữa. Ngươi sẽ quên điều sỉ nhục lúc còn thơ ấu, và đừng nhớ lại sự nhơ nhuốc trong khi mình đương góa bụi.
For your Maker is your husband; the Lord of armies is his name: and the Holy One of Israel is he who takes up your cause; he will be named the God of all the earth.|Vì chồng ngươi tức là Đấng đã tạo thành ngươi; danh Ngài là Đức Giê-hô-va vạn quân. Đấng chuộc ngươi tức là Đấng Thánh của Y-sơ-ra-ên, sẽ được xưng là Đức Chúa Trời của cả đất.
For the Lord has made you come back to him, like a wife who has been sent away in grief of spirit; for one may not give up the wife of one's early days.|Đức Giê-hô-va đã gọi ngươi, như gọi vợ đã bị bỏ và phiền rầu trong lòng, như vợ cưới lúc còn trẻ và đã bị để, Đức Chúa Trời ngươi phán vậy.
For a short time I gave you up; but with great mercies I will take you back again.|Ta đã bỏ ngươi trong một lát; nhưng ta sẽ lấy lòng thương xót cả thể mà thâu ngươi lại.
In overflowing wrath my face was veiled from you for a minute, but I will have pity on you for ever, says the Lord who takes up your cause.|Trong cơn nóng giận, ta ẩn mặt với ngươi một lúc, những vì lòng nhơn từ vô cùng, ta sẽ thương đến ngươi, Đấng Cứu chuộc ngươi là Đức Giê-hô-va phán vậy.
For this is like the days of Noah to me: for as I took an oath that the waters of Noah would never again go over the earth, so have I taken an oath that I will not again be angry with you, or say bitter words to you.|Điều đó cũng như nước lụt về đời Nô-ê, như khi ta thề rằng nước lụt của Nô-ê sẽ không tràn ra trên đất nữa; thì ta cũng thề rằng ta sẽ không giận ngươi nữa, và cũng không trách phạt ngươi.
For the mountains may be taken away, and the hills be moved out of their places, but my love will not be taken from you, or my agreement of peace broken, says the Lord, who has had mercy on you.|Dầu núi dời, dầu đồi chuyển, nhưng lòng nhơn từ ta đối với ngươi chẳng dời khỏi ngươi, lời giao ước bình an của ta chẳng chuyển, Đức Giê-hô-va, là Đấng thương xót ngươi, phán vậy.
O troubled one, storm-crushed, uncomforted! see, your stones will be framed in fair colours, and your bases will be sapphires.|Hỡi ngươi đương cùng khốn, bị bão lung lay, mất sự yên ủi, nầy, ta sẽ lấy đơn sa lát đá ngươi, sẽ lập nên ngươi bằng thanh ngọc.
I will make your towers of rubies, and your doors of carbuncles, and the wall round you will be of all sorts of beautiful stones.|Ta sẽ lấy hồng ngọc làm tường xép ngươi, lấy san hô làm các cửa ngươi, và cả bờ cõi ngươi đều làm bằng đá quí.
And all your builders will be made wise by the Lord; and great will be the peace of your children.|Hết thảy con cái ngươi sẽ được Đức Giê-hô-va dạy dỗ, và sự bình an của con cái ngươi sẽ lớn.
All your rights will be made certain to you: have no fear of evil, and destruction will not come near you.|Ngươi sẽ được đứng vững trong sự công bình, tránh khỏi sự hiếp đáp, vì chẳng sợ chi hết. Ngươi sẽ xa sự kinh hãi, vì nó chẳng hề đến gần ngươi.
