
					Leviticus 1				|
And you are to give one male goat for a sin-offering and two male lambs of the first year for peace-offerings.|Các ngươi cũng phải dâng một con dê đực đặng làm của lễ chuộc tội, và hai chiên con giáp năm, đặng làm của lễ thù ân.
And these will be waved by the priest, with the bread of the first-fruits, for a wave offering to the Lord, with the two lambs: they will be holy to the Lord for the priest.|Thầy tế lễ sẽ lấy các của lễ đó với hai ổ bánh bằng lúa đầu mùa, và hai chiên con, dâng đưa qua đưa lại trước mặt Đức Giê-hô-va; các vật đó sẽ biệt riêng ra thánh cho Đức Giê-hô-va, và thuộc về thầy tế lễ.
And on the same day, let it be given out that there will be a holy meeting for you: you may do no field-work on that day: it is a rule for ever through all your generations wherever you are living.|Các ngươi hãy rao truyền sự nhóm hiệp trong chánh một ngày đó; phải có một sự nhóm hiệp thánh, chớ nên làm một công việc xác thịt nào. Ay là một lệ định đời đời cho dòng dõi các ngươi, mặc dầu ở nơi nào.
And when you get in the grain from your land, do not let all the grain at the edges of the field be cut, and do not take up the grain which has been dropped in the field; let that be for the poor, and for the man from another country: I am the Lord your God.|Khi các ngươi gặt lúa trong xứ mình, chớ gặt tận đầu đồng, và chớ mót lúa sót lại; hãy để phần đó cho người nghèo và cho kẻ khách ngoại bang: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Say to the children of Israel, In the seventh month, on the first day of the month, let there be a special day of rest for you, a day of memory, marked by the blowing of horns, a meeting for worship.|Hãy truyền cho dân Y-sơ-ra-ên rằng: Ngày mồng một tháng bảy, sẽ có cho các ngươi một ngày nghỉ, một lễ kỷ niệm lấy tiếng kèn thổi mà rao truyền, tức là một sự nhóm hiệp thánh vậy.
Do no field-work and give to the Lord an offering made by fire.|Chớ làm một công việc xác thịt nào; phải dâng các của lễ dùng lửa dâng cho Đức Giê-hô-va.
And the Lord said to Moses,|Đức Giê-hô-va cũng phán cùng Môi-se rằng:
The tenth day of this seventh month is the day for the taking away of sin; let it be a holy day of worship; you are to keep from pleasure, and give to the Lord an offering made by fire.|Ngày mồng mười tháng bảy nầy là ngày lễ chuộc tội; các ngươi sẽ có sự nhóm hiệp thánh; hãy ép tâm hồn mình và dâng cho Đức Giê-hô-va các của lễ dùng lửa dâng lên.
And on that day you may do no sort of work, for it is a day of taking away sin, to make you clean before the Lord your God.|Ngày đó chẳng nên làm công việc nào, vì là ngày chuộc tội, trong ngày đó phải làm lễ chuộc tội cho các ngươi trước mặt Giê-hô-va, Đức Chúa Trời mình.
For any person, whoever he may be, who takes his pleasure on that day will be cut off from his people.|Trong ngày đó, hễ ai không ép tâm hồn mình, sẽ bị truất khỏi dân sự mình.
And if any person, whoever he may be, on that day does any sort of work, I will send destruction on him from among his people.|Và hễ ai làm một công việc gì, thì ta sẽ diệt họ khỏi dân sự mình.
You may not do any sort of work: this is an order for ever through all your generations wherever you may be living.|Các ngươi chẳng nên làm công việc chi hết, ấy là một lệ định đời đời cho dòng dõi các ngươi, mặc dầu ở nơi nào.
Let this be a Sabbath of special rest to you, and keep yourselves from all pleasure; on the ninth day of the month at nightfall from evening to evening, let this Sabbath be kept.|Ay sẽ là một lễ sa-bát, một ngày nghỉ cho các ngươi; các ngươi phải ép tâm hồn mình. Ngày mồng chín tháng đó, các ngươi phải giữ lễ sa-bát mình, từ chiều nay đến chiều mai.
And the Lord said to Moses,|Đức Giê-hô-va lại phán cùng Môi-se rằng:
Say to the children of Israel, On the fifteenth day of this seventh month let the feast of tents be kept to the Lord for seven days.|Hãy truyền cho dân Y-sơ-ra-ên rằng: Ngày rằm tháng bảy nầy là lễ lều tạm, trải qua bảy ngày đặng tôn kính Đức Giê-hô-va.
On the first day there will be a holy meeting: do no field-work.|Ngày thứ nhất sẽ có sự nhóm hiệp thánh, các ngươi chẳng nên làm một công việc xác thịt nào.
Every day for seven days give an offering made by fire to the Lord; and on the eighth day there is to be a holy meeting, when you are to give an offering made by fire to the Lord; this is a special holy day: you may do no field-work on that day.|Trong bảy ngày phải dâng các của lễ dùng lửa dâng cho Đức Giê-hô-va; qua ngày thứ tám, các ngươi có một sự nhóm hiệp thánh nữa, cũng dâng của lễ dùng lửa dâng cho Đức Giê-hô-va. Ay sẽ là một hội trọng thể; chớ nên làm một công việc xác thịt nào hết.
These are the fixed feasts of the Lord, to be kept by you as holy days of worship, for making an offering by fire to the Lord; a burned offering, a meal offering, an offering of beasts, and drink offerings; every one on its special day;|Đó là những lễ trọng thể của Đức Giê-hô-va, mà các ngươi phải rao truyền là sự nhóm hiệp thánh, đặng dâng cho Đức Giê-hô-va những của lễ dùng lửa dâng lên, của lễ thiêu, của lễ chay, của lễ thù ân, lễ quán, vật nào đã định theo ngày nấy.
In addition to the Sabbaths of the Lord, and in addition to the things you give and the oaths you make and the free offerings to the Lord.|Ngoài ra, các ngươi phải cứ giữ lễ sa-bát của Đức Giê-hô-va, cứ dâng cho Ngài các lễ vật mình, các của lễ khấn nguyện và lạc ý.
But on the fifteenth day of the seventh month, when you have got in all the fruits of the land, you will keep the feast of the Lord for seven days: the first day will be a Sabbath, and the eighth day the same.|Nhưng đến ngày rằm tháng bảy, khi các ngươi đã thâu-hoạch thổ sản mình rồi, hãy giữ một lễ cho Đức Giê-hô-va trong bảy ngày. Bữa thứ nhất sẽ là ngày nghỉ, và bữa thứ tám cũng sẽ là ngày nghỉ.
On the first day, take the fruit of fair trees, branches of palm-trees, and branches of thick trees and trees from the riverside, and be glad before the Lord for seven days.|Bữa thứ nhất, các ngươi phải lấy trái cây tốt, tàu chà là, nhành cây rậm, và cây dương liễu, rồi vui mừng trong bảy ngày trước mặt Giê-hô-va, Đức Chúa Trời của các ngươi.
And let this feast be kept before the Lord for seven days in the year: it is a rule for ever from generation to generation; in the seventh month let it be kept.|Mỗi năm, vào tháng bảy, các ngươi phải giữ lễ nầy cho Đức Giê-hô-va như vậy trong bảy ngày. Ay là một lệ định đời đời cho dòng dõi các ngươi.
For seven days you will be living in tents; all those who are Israelites by birth are to make tents their living-places:|Hết thảy ai sanh trong dòng Y-sơ-ra-ên sẽ ở nơi trại trong bảy ngày,
So that future generations may keep in mind how I gave the children of Israel tents as their living-places when I took them out of the land of Egypt: I am the Lord your God.|hầu cho dòng dõi các ngươi biết rằng khi ta đem dân Y-sơ-ra-ên ra khỏi xứ Ê-díp-tô, ta cho họ ở trong những trại: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
And Moses made clear to the children of Israel the orders about the fixed feasts of the Lord.|Ay vậy, Môi-se truyền cho dân Y-sơ-ra-ên biết các lễ của Đức Giê-hô-va là lễ nào.

					Leviticus 24				|
						Lê-vi 24					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
Give orders to the children of Israel to give you clean olive oil for the light, so that a light may be burning at all times,|Hãy truyền cho dân Y-sơ-ra-ên đem dầu ô-li-ve ép, trong sạch, đặng thắp đèn, để giữ cho đèn cháy luôn luôn.
Outside the veil of the ark in the Tent of meeting; let Aaron see that it is burning from evening till morning at all times before the Lord: it is a rule for ever through all your generations.|A-rôn sẽ làm đèn đó trong hội mạc, ngoài bức màn che hòm bảng chứng, hầu cho đèn cháy luôn luôn, từ chiều tối đến sáng mai, trước mặt Đức Giê-hô-va; ấy là một lệ định đời đời cho dòng dõi các ngươi.
Let Aaron put the lights in order on the support before the Lord at all times.|A-rôn sẽ để các đèn trên chân đèn bằng vàng, cho đèn cháy luôn luôn trước mặt Đức Giê-hô-va.
And take the best meal and make twelve cakes of it, a fifth part of an ephah in every cake.|Ngươi cũng phải lấy bột lọc, hấp mười hai ổ bánh; mỗi ổ cân nặng hai phần mười ê-pha;
And put them in two lines, six in a line, on the holy table before the Lord.|đoạn sắp ra hai hàng sáu ổ trên cái bàn bằng vàng ròng trước mặt Đức Giê-hô-va,
And on the lines of cakes put clean sweet-smelling spices, for a sign on the bread, an offering made by fire to the Lord.|cùng rắc nhũ hương thánh trên mỗi hàng, để làm kỷ niệm trên bánh, như một của lễ dùng lửa dâng trước mặt Đức Giê-hô-va.
Every Sabbath day regularly, the priest is to put it in order before the Lord: it is offered for the children of Israel, an agreement made for ever.|Mỗi ngày sa-bát, người ta sẽ sắp bánh nầy trước mặt Đức Giê-hô-va luôn luôn, do nơi dân Y-sơ-ra-ên cung cấp; ấy là một giao ước đời đời.
And it will be for Aaron and his sons; they are to take it for food in a holy place: it is the most holy of all the offerings made by fire to the Lord, a rule for ever.|Các bánh đó sẽ thuộc về A-rôn và các con trai người; họ phải ăn tại một nơi thánh, vì là vật chí thánh cho họ, bởi các của lễ dùng lửa dâng cho Đức Giê-hô-va. Ay là một lệ định đời đời.
And a son of an Israelite woman, whose father was an Egyptian, went out among the children of Israel and had a fight with a man of Israel by the tents;|Có một đứa con trai, mẹ là người Y-sơ-ra-ên, và cha là người Ê-díp-tô, đi ra giữa vòng dân Y-sơ-ra-ên, đánh lộn tại nơi trại quân với một người Y-sơ-ra-ên.
And the son of the Israelite woman said evil against the holy Name, with curses; and they took him to Moses. His mother's name was Shelomith, the daughter of Dibri, of the tribe of Dan.|Đứa trai đó nói phạm đến và rủa sả danh Đức Giê-hô-va; người ta dẫn nó đến Môi-se, bèn giam nó vào ngục cho đến chừng Đức Giê-hô-va phán định phải xử làm sao.
And they kept him shut up, till a decision might be given by the mouth of the Lord.|Mẹ nó tên là Sê-lô-mít, con gái của Điệp-ri, thuộc về chi phái Đan.
And the Lord said to Moses,|Vả, Đức Giê-hô-va bèn phán cùng Môi-se rằng:
Take the curser outside the tent-circle; and let all in whose hearing the words were said put their hands on his head, and let him be stoned by all the people.|Hãy đem kẻ đã rủa sả ra ngoài trại quân, hết thảy ai đã có nghe nó phải đặt tay mình trên đầu nó, và cả hội chúng phải ném đá nó.
And say to the children of Israel, As for any man cursing God, his sin will be on his head.|Đoạn hãy nói cùng dân Y-sơ-ra-ên rằng: Người nào rủa sả Đức Chúa Trời mình sẽ mang sự hình phạt của tội mình.
And he who says evil against the name of the Lord will certainly be put to death; he will be stoned by all the people; the man who is not of your nation and one who is an Israelite by birth, whoever says evil against the holy Name is to be put to death.|Ai nói phạm đến danh Đức Giê-hô-va hẳn sẽ bị xử tử; cả hội chúng sẽ ném đá nó: mặc dầu nó là kẻ khách ngoại bang hay là sanh trong xứ, hễ khi nào nói phạm đến danh Đức Giê-hô-va, thì sẽ bị xử tử.
And anyone who takes another's life is certainly to be put to death.|Kẻ nào đánh chết một người nào, mặc dầu kẻ đó là ai, sẽ bị xử tử.
And anyone wounding a beast and causing its death, will have to make payment for it: a life for a life.|Kẻ nào đánh chết một súc vật, phải thường lại, nghĩa là mạng đền mạng.
And if a man does damage to his neighbour, as he has done, so let it be done to him;|Khi một người nào làm thương tích cho kẻ lân cận mình, thì người ta phải làm thương tích cho người đó lại như chính người đã làm:
Wound for wound, eye for eye, tooth for tooth; whatever damage he has done, so let it be done to him.|gãy đền gãy, mắt đền mắt, răng đền răng. Người ta sẽ làm cho người ấy đồng một thương vít như chính người đã làm cho người khác.
He who puts a beast to death will have to make payment for it; he who puts a man to death will himself be put to death.|Kẻ nào làm chết một súc vật, thì sẽ thường lại; còn kẻ nào giết chết một người, thì phải bị xử tử.
You are to have the same law for a man of another nation living among you as for an Israelite; for I am the Lord your God.|Bất luận kẻ khách ngoại bang hay là người trong xứ, các ngươi cũng phải dùng một luật lệ: vì ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
And Moses said these words to the children of Israel, and they took the man who had been cursing outside the tent-circle and had him stoned. The children of Israel did as the Lord gave orders to Moses.|Vậy, Môi-se nói lại cùng dân Y-sơ-ra-ên, biểu đem kẻ đã rủa sả ra khỏi trại quân rồi ném đá nó. Thế thì, dân Y-sơ-ra-ên làm y như lời Đức Giê-hô-va đã truyền dặn Môi-se.

					Leviticus 25				|
						Lê-vi 25					
And the Lord said to Moses on Mount Sinai,|Đức Giê-hô-va cũng phán cùng Môi-se tại trên núi Si-na -i rằng:
Say to the children of Israel, When you come into the land which I will give you, let the land keep a Sabbath to the Lord.|Hãy truyền cho dân Y-sơ-ra-ên rằng: Khi các ngươi đã vào xứ ta sẽ ban cho rồi, thì đất phải nghỉ, giữ một lễ sa-bát cho Đức Giê-hô-va.
For six years put seed into your land, and for six years give care to your vines and get in the produce of them;|Trong sáu năm, ngươi sẽ gieo ruộng và hớt nho mình, cùng thâu hoạch thổ sản.
But let the seventh year be a Sabbath of rest for the land, a Sabbath to the Lord; do not put seed into your land or have your vines cut.|Nhưng năm thứ bảy sẽ là năm sa-bát, để cho đất nghỉ, tức là một năm sa-bát cho Đức Giê-hô-va; ngươi chẳng nên gieo ruộng mình hay là hớt nho mình;
That which comes to growth of itself may not be cut, and the grapes of your uncared-for vines may not be taken off; let it be a year of rest for the land.|chẳng nên gặt lại những chi đã tự mọc lên sau khi mùa màng, và đừng hái nho của vườn nho không hớt sửa: ấy sẽ là một năm cho đất nghỉ.
And the Sabbath of the land will give food for you and your man-servant and your woman-servant and those working for payment, and for those of another country who are living among you;|Phàm vật gì mà đất sanh sản trong năm sa-bát, sẽ dùng làm đồ ăn cho ngươi, cho tôi trai tớ gái ngươi, cho kẻ làm thuê của ngươi, và cho kẻ ngoại bang kiều ngụ với ngươi;
And for your cattle and the beasts on the land; all the natural increase of the land will be for food.|cùng luôn cho lục súc và thú vật ở trong xứ ngươi nữa; hết thảy thổ sản dùng làm đồ ăn vậy.
And let seven Sabbaths of years be numbered to you, seven times seven years; even the days of seven Sabbaths of years, that is forty-nine years;|Ngươi cũng hãy tính bảy tuần năm tức bảy lần bảy năm; thì giờ của bảy tuần năm nầy sẽ là bốn mươi chín năm;
Then let the loud horn be sounded far and wide on the tenth day of the seventh month; on the day of taking away sin let the horn be sounded through all your land.|rồi đến ngày mồng mười tháng bảy, tức là ngày chuộc tội, các ngươi phải thổi kèn vang trong khắp xứ.
And let this fiftieth year be kept holy, and say publicly that everyone in the land is free from debt: it is the Jubilee, and every man may go back to his heritage and to his family.|Các ngươi phải làm cho năm thứ năm mươi nên thánh, và rao truyền sự tự do cho hết thảy dân trong xứ. Ay sẽ là năm hân hỉ cho các ngươi; ai nấy đều được nhận lại cơ nghiệp mình, và ai nấy đều trở về gia quyến mình.
Let this fiftieth year be the Jubilee: no seed may be planted, and that which comes to growth of itself may not be cut, and the grapes may not be taken from the uncared-for vines.|Năm thứ năm mươi nầy là một năm hân hỉ cho các ngươi, không nên gieo, không nên gặt vật chi đất tự sanh sản, và cũng chẳng nên hái nho không có hớt sửa,
For it is the Jubilee, and it is holy to you; your food will be the natural increase of the field.|vì là một năm hân hỉ, sẽ làm thánh cho các ngươi; phải ăn những thổ sản.
In this year of Jubilee, let every man go back to his heritage.|Trong năm hân hỉ nầy, các sản nghiệp đều sẽ trở về nguyên chủ.
And in the business of trading goods for money, do no wrong to one another.|Nếu các ngươi bán hay là mua vật chi với kẻ lân cận mình, thì chớ lận anh em mình.
Let your exchange of goods with your neighbours have relation to the number of years after the year of Jubilee, and the number of times the earth has given her produce.|Người sẽ cứ lấy số năm từ sau năm hân hỉ mà mua với kẻ lân cận mình; còn người, cứ lấy theo số năm có hoa lợi mà bán.
If the number of years is great, the price will be increased, and if the number of years is small, the price will be less, for it is the produce of a certain number of years which the man is giving you.|Tùy theo số năm sau năm hân hỉ, ngươi sẽ bù thêm giá; tùy theo số năm ít, ngươi sẽ giảm bớt giá; vì theo số mùa gặt mà người bán cho ngươi.
And do no wrong, one to another, but let the fear of your God be before you; for I am the Lord your God.|Chớ ai trong vòng các ngươi làm lận kẻ lân cận mình; nhưng hãy kính sợ Đức Chúa Trời, vì ta là Giê-hô-va Đức Chúa Trời của các ngươi.
So keep my rules and my decisions and do them, and you will be safe in your land.|Các ngươi khá làm theo mạng lịnh ta, gìn giữ luật pháp ta và noi theo, như vậy sẽ được ăn ở bình yên trong xứ.
And the land will give her fruit, and you will have food in full measure and be safe in the land.|Đất sẽ sanh sản hoa lợi cho các ngươi, các ngươi sẽ ăn no và được ở bình yên trong xứ.
And if you say, Where will our food come from in the seventh year, when we may not put in seed, or get in the increase|Vì các ngươi nói rằng: Nếu chúng tôi chẳng gieo, chẳng gặt mùa màng, thì trong năm thứ bảy sẽ lấy chi mà ăn?
Then I will send my blessing on you in the sixth year, and the land will give fruit enough for three years.|Năm thứ sáu, ta sẽ giáng phước cho các ngươi, và năm ấy sẽ trúng mùa bù ba năm.
And in the eighth year you will put in your seed, and get your food from the old stores, till the fruit of the ninth year is ready.|Năm thứ tám, các ngươi sẽ gieo và ăn hoa lợi của mùa màng cũ cho đến mùa màng mới của năm thứ chín.
No exchange of land may be for ever, for the land is mine, and you are as my guests, living with me for a time.|Đất không được đoạn mãi; vì đất thuộc về ta, các ngươi ở cùng ta như kẻ khách ngoại bang và kẻ kiều ngụ.
Wherever there is property in land, the owner is to have the right of getting it back.|Trong khắp xứ mà các ngươi sẽ được làm sản nghiệp, hãy cho phép chuộc đất lại.
If your brother becomes poor, and has to give up some of his land for money, his nearest relation may come and get back that which his brother has given up.|Nếu anh em ngươi trở nên nghèo, và bán một phần sản nghiệp mình, thì người bà con gần có quyền chuộc lại, phải đến chuộc phần đất anh em người đã bán.
And if he has no one to get it back for him, and later he himself gets wealth and has enough money to get it back;|Nếu người nào không có ai được quyền chuộc lại, nhưng tự lo cho có chi chuộc lại được,
Then let him take into account the years from the time when he gave it up, and make up the loss for the rest of the years to him who took it, and so get back his property.|thì phải tính từ năm đã bán bồi số trội cho chủ mua, rồi người sẽ được nhận sản nghiệp mình lại.
But if he is not able to get it back for himself, then it will be kept by him who gave a price for it, till the year of Jubilee; and in that year it will go back to its first owner and he will have his property again.|Nếu nguyên chủ không tìm đủ giá đặng trả cho, đất bán sẽ thuộc về người chủ mua cho đến năm hân hỉ; đoạn đất sẽ ra khỏi tay chủ mua và về nguyên chủ.
And if a man gives his house in a walled town for money, he has the right to get it back for the space of a full year after he has given it up.|Nếu người nào bán một cái nhà ở trong thành có vách bọc, thì có được phép chuộc lại cho đến giáp một năm sau khi bán; phép chuộc lại của người chỉ trong một năm trọn vậy.
And if he does not get it back by the end of the year, then the house in the town will become the property of him who gave the money for it, and of his children for ever; it will not go from him in the year of Jubilee.|Còn nếu không chuộc lại trước khi giáp hạn một năm trọn, thì nhà ở trong thành có vách bọc đó sẽ về chủ mua và dòng dõi người mãi mãi; đến năm hân hỉ nhà đó không ra khỏi tay họ.
But houses in small unwalled towns will be the same as property in the country; they may be got back, and they will go back to their owners in the year of Jubilee.|Nhưng các nhà ở nơi hương thôn không có vách bọc lấy, thì kể như ruộng đất; chủ bán có phép chuộc lại; đến năm hân hỉ nhà sẽ về nguyên chủ.
But the houses in the towns of the Levites may be got back by the Levites at any time.|Còn về các thành của người Lê-vi, và về các nhà của họ ở trong thành đó, thì người Lê-vi luôn luôn có quyền chuộc lại.
And if a Levite does not give money to get back his property, his house in the town which was exchanged for money will come back to him in the year of Jubilee. For the houses of the towns of the Levites are their property among the children of Israel.|Ai mua của người Lê-vi một cái nhà tại trong thành người Lê-vi, đến năm hân hỉ nhà đó sẽ về nguyên chủ; vì các nhà cửa tại trong những thành người Lê-vi là sản nghiệp của họ giữa dân Y-sơ-ra-ên.
But the land on the outskirts of their towns may not be exchanged for money, for it is their property for ever.|Những ruộng đất thuộc về thành người Lê-vi không phép bán, vì là nghiệp đời đời của họ.
And if your brother becomes poor and is not able to make a living, then you are to keep him with you, helping him as you would a man from another country who is living among you.|Nếu anh em ở gần ngươi trở nên nghèo khổ, tài sản người lần lần tiêu mòn, thì hãy cứu giúp người, mặc dầu là kẻ khách kiều ngụ, hầu cho người cứ ở cùng ngươi.
Take no interest from him, in money or in goods, but have the fear of your God before you, and let your brother make a living among you.|Chớ ăn lời, cũng đừng lấy lợi người; nhưng hãy kính sợ Đức Chúa Trời mình, thì anh em ngươi sẽ ở cùng ngươi.
Do not take interest on the money which you let him have or on the food which you give him.|Chớ cho người vay bạc ăn lời và đừng cho mượn lương thực đặng lấy lời.
I am the Lord your God, who took you out of the land of Egypt to give you the land of Canaan, that I might be your God.|Ta là Giê-hô-va, Đức Chúa Trời các ngươi, Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô, đặng ban cho các ngươi xứ Ca-na-an, và làm Đức Chúa Trời của các ngươi.
And if your brother becomes poor and gives himself to you for money, do not make use of him like a servant who is your property;|Nếu anh em ở gần ngươi trở nên nghèo khổ, đem bán mình cho ngươi, chớ nên bắt người làm việc như tôi mọi;
But let him be with you as a servant working for payment, till the year of Jubilee;|người ở nhà ngươi như kẻ làm thuê, người ở đậu, sẽ giúp việc ngươi cho đến năm hân hỉ:
Then he will go out from you, he and his children with him, and go back to his family and to the property of his fathers.|đoạn người và con cái người thôi ở nhà người, trở về nhà và nhận lấy sản nghiệp của tổ phụ mình.
For they are my servants whom I took out from the land of Egypt; they may not become the property of another.|Vì ấy là những tôi tớ ta mà ta đã đem ra khỏi xứ Ê-díp-tô; không nên bán họ như người ta bán tôi mọi.
Do not be a hard master to him, but have the fear of God before you.|Ngươi chớ lấn lướt mà khắc bạc họ, nhưng phải kính sợ Đức Chúa Trời ngươi.
But you may get servants as property from among the nations round about; from them you may take men-servants and women-servants.|Còn tôi trai tớ gái thuộc về ngươi, thì sẽ do các dân chung quanh mình mà ra; ấy do nơi những dân đó mà các ngươi mua tôi trai tớ gái.
And in addition, you may get, for money, servants from among the children of other nations who are living with you, and from their families which have come to birth in your land; and these will be your property.|Các ngươi cũng có phép mua tôi mọi trong bọn con cái của kẻ khách kiều ngụ nơi mình và của họ hàng chúng nó sanh ra trong xứ các ngươi; vậy, họ sẽ làm sản nghiệp của các ngươi.
And they will be your children's heritage after you, to keep as their property; they will be your servants for ever; but you may not be hard masters to your countrymen, the children of Israel.|Các ngươi để họ lại làm cơ nghiệp cho con cháu mình; hằng giữ họ như kẻ tôi mọi. Nhưng về phần anh em các ngươi, là dân Y-sơ-ra-ên, thì không ai nên lấn lướt mà khắc bạc anh em mình.
And if one from another nation living among you gets wealth, and your countryman, at his side, becomes poor and gives himself for money to the man from another nation or to one of his family;|Khi một khách ngoại bang hay là một người kiều ngụ nơi ngươi trở nên giàu, còn anh em ngươi ở cùng họ lại nên nghèo, đem bán mình cho kẻ khách ngoại bang kiều ngụ nơi ngươi, hay là cho một người nào trong nhà kẻ khách ngoại bang ấy,
After he has given himself he has the right to be made free, for a price, by one of his brothers,|sau khi đã đem bán mình rồi, thì sẽ có phép chuộc lại: một anh em người được chuộc người lại,
Or his father's brother, or the son of his father's brother, or any near relation; or if he gets money, he may make himself free.|hoặc bác chú, hoặc con của bác chú; hoặc một người thân thích cũng được chuộc người lại; hay là nếu người có thế, thì chánh người phải chuộc mình lấy.
And let the years be numbered from the time when he gave himself to his owner till the year of Jubilee, and the price given for him will be in relation to the number of years, on the scale of the payment of a servant.|Người sẽ tính cùng chủ mua từ năm nào mình đã bán mình cho đến năm hân hỉ; và giá bán sẽ tính theo số năm nhiều hay ít: tức là tính như ngày công của người làm thuê vậy.
If there is still a long time, he will give back, on account of it, a part of the price which was given for him.|Nếu còn nhiều năm thì hãy cứ số năm nầy, cân phân theo giá đã bán mình mà chuộc lại;
And if there is only a short time, he will take account of it with his master, and in relation to the number of years he will give back the price of making him free.|nếu đến năm hân hỉ còn ít năm, thì hãy tính với chủ mua cứ theo số năm nầy mà thối hồi số mua mình lại.
And he will be with him as a servant working for payment year by year; his master is not to be cruel to him before your eyes.|Họ đối cùng chủ như một người làm thuê năm, chứ không nên lấn lướt mà khắc bạc người trước mặt ngươi.
And if he is not made free in this way, he will go out in the year of Jubilee, he and his children with him.|Nếu người không được chuộc lại bởi các thế ấy, đến năm hân hỉ người và các con trai người sẽ được ra tự do.
For the children of Israel are servants to me; they are my servants whom I took out of the land of Egypt: I am the Lord your God.|Vì dân Y-sơ-ra-ên là tôi tớ ta, tức các tôi tớ ta đã đem ra khỏi xứ Ê-díp-tô. Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.

					Leviticus 26				|
						Lê-vi 26					
Do not make images of false gods, or put up an image cut in stone or a pillar or any pictured stone in your land, to give worship to it; for I am the Lord your God.|Các ngươi chớ làm những hình tượng; hoặc hình chạm, hoặc hình đúc; chớ dựng trong xứ mình một hòn đá nào có dạng-hình, đặng sấp mình trước mặt hình đó, vì ta là Giê-hô-va, Đức Chúa Trời của các ngươi.
Keep my Sabbaths and give honour to my holy place: I am the Lord.|Hãy giữ lễ sa-bát ta, và tôn kính nơi thánh ta. Ta là Đức Giê-hô-va.
If you are guided by my rules, and keep my laws and do them,|Nếu các ngươi tuân theo luật pháp ta, gìn giữ các điều răn ta và làm theo,
Then I will give you rain at the right time, and the land will give her increase and the trees of the field will give their fruit;|thì ta sẽ giáng mưa thuận-thì, đất sẽ sanh hoa lợi, và cây ngoài đồng sẽ kết bông trái.
And the crushing of the grain will overtake the cutting of the grapes, and the cutting of the grapes will overtake the planting of the seed, and there will be bread in full measure, and you will be living in your land safely.|Mùa đập lúa sẽ lần đến mùa hái nho, mùa hái nho sẽ lần đến mùa gieo mạ; các ngươi sẽ ăn no, ở bình yên trong xứ mình.
And I will give you peace in the land, and you will take your rest and no one will give you cause for fear; and I will put an end to all evil beasts in the land, and no sword of war will go through your land.|Ta sẽ giáng sự bình tịnh trong nước, các ngươi ngủ không sợ ai dọa; ta sẽ diệt những loài thú dữ khỏi xứ, gươm giáo chẳng đưa qua xứ các ngươi.
And you will put to flight those who are against you, and they will be put to death by your swords.|Các ngươi đuổi theo quân nghịch, họ sẽ bị gươm sa ngã trước mặt các ngươi.
Then five of you will put to flight a hundred, and a hundred of you will put to flight ten thousand, and all who are against you will be put to death by your swords.|Năm người trong các ngươi sẽ đuổi theo một trăm; một trăm trong các ngươi sẽ đuổi theo một muôn, và quân nghịch sẽ bị gươm sa ngã trước mặt các ngươi.
And I will have pleasure in you and make you fertile and greater in number; and I will keep my agreement with you.|Ta sẽ đoái lại cùng các ngươi, làm cho sanh sản và thêm nhiều, cùng kết lập giao ước với các ngươi.
And old stores long kept will be your food, and you will take out the old because of the new;|Các ngươi sẽ ăn hoa lợi cũ mình, và đem cái cũ ra đặng chừa chỗ cho cái mới.
And I will put my holy House among you, and my soul will not be turned away from you in disgust.|Ta sẽ lập chỗ ở ta giữa các ngươi, tâm hồn ta không hề ghê gớm các ngươi đâu.
And I will be present among you and will be your God and you will be my people.|Ta sẽ đi giữa các ngươi, và các ngươi sẽ làm dân ta.
I am the Lord your God, who took you out of the land of Egypt so that you might not be servants to them; by me the cords of your yoke were broken and I made you go upright.|Ta là Giê-hô-va, Đức Chúa Trời của các ngươi, Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô, hầu cho khỏi làm tôi mọi. Ta đã bẻ gãy cái ách của các ngươi, làm cho các ngươi đi ngước đầu lên.
But if you do not give ear to me, and do not keep all these my laws;|Song nếu các ngươi không nghe ta, không làm theo các điều răn nầy,
And if you go against my rules and if you have hate in your souls for my decisions and you do not do all my orders, but go against my agreement;|nếu khinh bỉ mạng lịnh ta, và tâm hồn các ngươi nghịch cùng luật pháp ta, đến nỗi không làm theo những điều răn ta, mà bội sự giao ước ta,
This will I do to you: I will put fear in your hearts, even wasting disease and burning pain, drying up the eyes and making the soul feeble, and you will get no profit from your seed, for your haters will take it for food.|thì nầy là những điều ta sẽ giáng cho các ngươi: Ta sẽ giáng cho các ngươi sự kinh khủng, bịnh tổn và rét làm hư mòn con mắt và nhọc mệt tâm hồn. Các ngươi gieo mạ luống công, quân thù nghịch sẽ ăn hết.
