
					Jeremiah 1				|
But you, Lord, have knowledge of all the designs which they have made against my life; let not their evil-doing be covered or their sin be washed away from before your eyes: but let it be a cause of falling before you: so do to them in the time of your wrath.|Hỡi Đức Giê-hô-va, chính Ngài biết cả mưu chước họ nghịch cùng tôi để giết tôi. Xin đừng tha sự gian ác họ, đừng xóa tội lỗi họ khỏi mắt Ngài; nhưng cho họ vấp ngã trước mặt Ngài; xin Ngài phạt họ trong ngày nổi giận của Ngài!

					Jeremiah 19				|
						Giê-rê-mi-a 19					
This is what the Lord has said: Go and get for money a potter's bottle made of earth, and take with you some of the responsible men of the people and of the priests;|Đức Giê-hô-va phán rằng: Hãy đi mua một cái bình bằng đất nơi thợ gốm. Rồi kèm một vài trưởng lão trong dân và trưởng lão trong đám thầy tế lễ đi với ngươi,
And go out to the valley of the son of Hinnom, by the way into the door of broken pots, and there say in a loud voice the words which I will give you;|đến nơi trũng của con trai Hi-nôm, gần đường vào cửa Gốm; tại đó, hãy rao những lời ta sẽ bảo cho.
Say, Give ear to the word of the Lord, O kings of Judah and people of Jerusalem; the Lord of armies, the God of Israel, has said, See, I will send evil on this place which will be bitter to the ears of anyone hearing of it.|Ngươi khá nói rằng: Hỡi các vua Giu-đa, và các ngươi, là dân cư Giê-ru-sa-lem, hãy nghe lời của Đức Giê-hô-va. Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Nầy, ta sẽ giáng tai vạ trên nơi nầy, đến nỗi ai nghe nói cũng phải bùng tai;
Because they have given me up, and made this place a strange place, burning perfumes in it to other gods, of whom they and their fathers and the kings of Judah had no knowledge; and they have made this place full of the blood of those who have done no wrong;|vì chúng nó đã lìa bỏ ta, đã làm chỗ nầy nên xa lạ, đã đốt hương ở đó cho các thần khác mà chúng nó, tổ phụ chúng nó, các vua Giu-đa đều chưa từng biết, và vì chúng nó đã làm cho máu vô tội đầy nơi nầy.
And they have put up the high places of the Baal, burning their sons in the fire; a thing which was not ordered by me, and it was never in my mind:|Lại xây đắp các nơi cao cho Ba-anh, đặng đốt con trai mình làm của lễ thiêu dân cho Ba-anh, là đều ta chẳng hề truyền cho, chẳng hề phán đến, là điều ta chẳng hề nghĩ tới trong lòng ta.
For this cause, see, a time is coming, says the Lord, when this place will no longer be named Topheth, or, The valley of the son of Hinnom, but, The valley of Death.|Vậy nên, Đức Giê-hô-va phán: Nầy, ngày đến, bấy giờ nơi nầy sẽ không gọi là Tô-phết, cũng không gọi là nơi trũng của con trai Hi-nôm nữa, mà là nơi trũng của sự đánh giết.
I will make the purpose of Judah and Jerusalem come to nothing in this place; I will have them put to the sword by their haters, and by the hands of those who have designs on their life; and their dead bodies I will give to be food for the birds of heaven and the beasts of the earth.|Trong nơi nầy ta sẽ làm hư không mưu của Giu-đa và của Giê-ru-sa-lem. Ta sẽ làm cho chúng nó ngã bởi gươm trước mặt kẻ thù, và bởi tay của những kẻ muốn lại mạng sống chúng nó; ta sẽ phó thây chúng nó cho chim trời và loài thú đất làm đồ ăn.
And I will make this town a thing of wonder and a cause of surprise; everyone who goes by will be overcome with wonder and make sounds of surprise, because of all its troubles.|Ta sẽ khiến thành nầy làm một trò gở lạ nhạo cười; ai qua lại gần đó sẽ lấy làm lạ và cười về mọi tai vạ nó.
I will make them take the flesh of their sons and the flesh of their daughters for food, they will be making a meal of one another, because of their bitter need and the cruel grip of their haters and those who have made designs against their life.|Ta sẽ làm cho chúng nó ăn thịt con trai con gái mình, và ai nầy ăn thịt của bạn hữu mình, trong cơn bị vây bị khốn cực, là khi quân thù nghịch và những kẻ muốn hại mạng sống chúng nó làm khốn cho.
Then let the potter's bottle be broken before the eyes of the men who have gone with you,|Rồi thì ngươi khá đập cái bình trước mắt các ngươi đi với mình,
And say to them, This is what the Lord of armies has said: Even so will this people and this town be broken by me, as a potter's bottle is broken and may not be put together again: and the bodies of the dead will be put in the earth in Topheth, till there is no more room.|mà nói rằng: Đức Giê-hô-va vạn quân phán như vầy: Ta sẽ đập vỡ dân nầy và thành nầy cũng như đập cái bình bằng gốm, chẳng còn làm liền lại được; người ta sẽ chôn thây tại Tô-phết, cho đến thiếu chỗ để chôn.
This is what I will do to this place, says the Lord, and to its people, making this town like Topheth:|Đức Giê-hô-va phán: Ta sẽ đãi chốn nầy cùng dân cư nó thể ấy; ta sẽ khiến thành nầy nên như Tô-phết.
And the houses of Jerusalem, and the houses of the kings of Judah, which they have made unclean, will be like the place of Topheth, even all the houses on whose roofs perfumes have been burned to all the army of heaven, and drink offerings drained out to other gods.|Các nhà của Giê-ru-sa-lem và đền đài của các vua Giu-đa đã ô uế thì sẽ như Tô-phết; thật, ấy là tại trên mái nhà đó người ta đã đốt hương cho mọi cơ binh trên trời, và làm lễ quán cho các thần khác.
Then Jeremiah came from Topheth, where the Lord had sent him to give the prophet's word; and he took his place in the open square of the Lord's house, and said to all the people,|Đoạn, Giê-rê-mi trở về từ Tô-phết, tức nơi Đức Giê-hô-va đã sai người đi nói tiên tri; người bèn đứng trong hành lang của nhà Đức Giê-hô-va, mà nói với cả dân sự rằng:
The Lord of armies, the God of Israel, has said: See, I will send on this town and on all her towns all the evil which I have said; because they made their necks stiff, so that they might not give ear to my words.|Đức Giê-hô-va vạn quân, Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Nầy, ta sẽ giáng tai nạn mà ta đã báo trước cho thành nầy và những thành thuộc về nó, vì chúng nó làm cổ mình nên cứng, hầu cho chẳng được nghe lời ta.

					Jeremiah 20				|
						Giê-rê-mi-a 20					
Now it came to the ears of Pashhur, the son of Immer the priest, who was chief in authority in the house of the Lord, that Jeremiah was saying these things;|Pha-su-rơ, con trai của thầy tế lễ Y-mê, làm quản đốc nhà Đức Giê-hô-va, có nghe Giê-rê-mi nói tiên tri những việc nầy.
And Pashhur gave blows to Jeremiah and had his feet chained in a framework of wood in the higher doorway of Benjamin, which was in the house of the Lord.|Pha-su-rơ bèn đánh đòn đấng tiên tri Giê-rê-mi, cùm lại ở cửa trên Bên-gia-min, thuộc về nhà Đức Giê-hô-va.
Then on the day after, Pashhur let Jeremiah loose. Then Jeremiah said to him, The Lord has given you the name of Magor-missabib (Cause-of-fear-on-every-side), not Pashhur.|Bữa sau, Pha-su-rơ thả Giê-rê-mi ra khỏi cùm. Giê-rê-mi nói với người rằng: Đức Giê-hô-va không xưng ngươi là Pha-su-rơ đâu, mà xưng là Ma-go-Mít-sa-bíp.
For the Lord has said, See, I will make you a cause of fear to yourself and to all your friends: they will come to their death by the sword of their haters, and your eyes will see it: and I will give all Judah into the hands of the king of Babylon, and he will take them away prisoners into Babylon and put them to the sword.|Vì Đức Giê-hô-va phán như vầy: Nầy, ta sẽ phó ngươi làm sự kinh hãi cho chính mình và hết thảy bạn hữu mình nữa; chúng nó sẽ chết bởi gươm của kẻ thù mình, chính mắt ngươi sẽ ngó thấy. Ta cũng sẽ phó cả dân sự Giu-đa trong tay vua Ba-by-lôn, người sẽ đem chúng nó sang Ba-by-lôn làm phu tù, và lấy gươm giết đi.
And more than this, I will give all the wealth of this town and all its profits and all its things of value, even all the stores of the kings of Judah will I give into the hands of their haters, who will put violent hands on them and take them away to Babylon.|Ta lại sẽ phó mọi của cải thành nầy, cùng lợi đã làm ra, vật quí hiện có; thật, ta sẽ phó đồ châu báu của các vua Giu-đa trong tay kẻ thù nghịch, chúng nó sẽ lấy làm của cướp mà đem về Ba-by-lôn.
And you, Pashhur, and all who are in your house, will go away prisoners: you will come to Babylon, and there your body will be put to rest, you and all your friends, to whom you said false words.|Hỡi Pha-su-rơ, chính mình ngươi cùng những kẻ ở trong nhà ngươi, thảy đều đi làm phu tù. Ngươi sẽ đến Ba-by-lôn, chết và chôn tại đó, luôn cả bạn hữu ngươi nữa, tức những kẻ mà ngươi đã nói tiên tri giả dối cho.
O Lord, you have been false to me, and I was tricked; you are stronger than I, and have overcome me: I have become a thing to be laughed at all the day, everyone makes sport of me.|Hỡi Đức Giê-hô-va, Ngài đã khuyên dỗ tôi, và tôi đã chịu khuyên dỗ; Ngài mạnh hơn tôi và đã được thắng. Trọn ngày tôi cứ làm trò cười, và ai cũng nhạo báng tôi.
For every word I say is a cry for help; I say with a loud voice, Violent behaviour and wasting: because the word of the Lord is made a shame to me and a cause of laughing all the day.|Mỗi lần tôi nói thì cất tiếng kỳ lạ; tôi kêu rằng: Bạo ngược và hủy diệt! Vì lời của Đức Giê-hô-va làm cho tôi cả ngày bị sỉ nhục chê cười.
And if I say, I will not keep him in mind, I will not say another word in his name; then it is in my heart like a burning fire shut up in my bones, and I am tired of keeping myself in, I am not able to do it.|Nếu tôi nói: Tôi sẽ chẳng nói đến Ngài nữa; tôi sẽ chẳng nhơn danh Ngài mà nói nữa, thì trong lòng tôi như lửa đốt cháy, bọc kín trong xương tôi, và tôi mệt mỏi vì nín lặng, không chịu được nữa.
For numbers of them say evil secretly in my hearing (there is fear on every side): they say, Come, let us give witness against him; all my nearest friends, who are watching for my fall, say, It may be that he will be taken by deceit, and we will get the better of him and give him punishment.|Tôi có nghe những lời chế nhạo của nhiều người, kinh hãi mọi bề. Những bạn hữu thiết nghĩa của tôi trông cho tôi vấp ngã, đều nói rằng: Hãy cáo nó, và chúng ta cũng sẽ cáo nó; có lẽ nó sẽ chịu khuyên dỗ, thì chúng ta sẽ thắng nó, và trả thù nó.
But the Lord is with me as a great one, greatly to be feared: so my attackers will have a fall, and they will not overcome me: they will be greatly shamed, because they have not done wisely, even with an unending shame, kept in memory for ever.|Nhưng Đức Giê-hô-va ở với tôi như một tay anh hùng đáng khiếp; nên những kẻ bắt bớ tôi sẽ vấp ngã, sẽ chẳng thắng hơn. Vì họ ăn ở chẳng khôn, thì sẽ chịu sỉ nhục rất lớn, tức là sự hổ nhuốc đời đời chẳng hề quên được.
But, O Lord of armies, testing the upright and seeing the thoughts and the heart, let me see your punishment come on them; for I have put my cause before you.|Nhưng, hỡi Đức Giê-hô-va vạn quân! Ngài là Đấng thử người công bình, xem thấu trong lòng trong trí, xin cho tôi thấy Ngài báo thù họ, vì tôi đã đem việc mình tỏ cùng Ngài.
Make melody to the Lord, give praise to the Lord: for he has made the soul of the poor man free from the hands of the evil-doers.|Hãy hát cho Đức Giê-hô-va, hãy ngợi khen Đức Giê-hô-va! Vì Ngài đã giải cứu linh hồn kẻ nghèo nàn ra khỏi tay những kẻ ác.
A curse on the day of my birth: let there be no blessing on the day when my mother had me.|Đáng rủa cho cái ngày mà tôi đã sinh! Nguyền cho cái ngày mà mẹ tôi đẻ tôi ra đừng được phước!
A curse on the man who gave the news to my father, saying, You have a male child; making him very glad.|Đáng rủa thay là người đem tin cho cha tôi rằng: Ngươi đã sanh con trai! làm cho cha tôi đầy sự vui mừng.
May that man be like the towns overturned by the Lord without mercy: let a cry for help come to his ears in the morning, and the sound of war in the middle of the day;|Nguyền cho người đó cũng như các thành mà Đức Giê-hô-va đã phá đổ chẳng phàn nàn! Nguyền cho nó vừa lúc ban mai nghe kêu la, đến trưa nghe kêu lớn tiếng;
Because he did not put me to death before my birth took place: so my mother's body would have been my last resting-place, and she would have been with child for ever.|vì đã chẳng giết tôi từ trong lòng mẹ; thì mẹ tôi đã làm mồ mả tôi, và thai lớn luôn luôn.
Why did I come from my mother's body to see pain and sorrow, so that my days might be wasted with shame?|Sao tôi đã ra khỏi thai để chịu cực khổ lo buồn, cả đời mang sỉ nhục?

					Jeremiah 21				|
						Giê-rê-mi-a 21					
The word which came to Jeremiah from the Lord, when King Zedekiah sent to him Pashhur, the son of Malchiah, and Zephaniah, the son of Maaseiah the priest, saying,|Có lời từ nơi Đức Giê-hô-va phán cho Giê-rê-mi, khi vua Sê-đê-kia sai Pha-su-rơ, con trai Manh-ki-gia, và Sô-phô-ni, con trai thầy tế lễ Ma -a-sê-gia, đến cùng người mà rằng:
Will you get directions from the Lord for us; for Nebuchadrezzar, king of Babylon, is making war against us; it may be that the Lord will do something for us like all the wonders he has done, and make him go away from us.|Nê-bu-cát-nết-sa, vua Ba-by-lôn, đến đánh chúng ta, nên hãy vì chúng ta cầu hỏi Đức Giê-hô-va; có lẽ Đức Giê-hô-va sẽ vì chúng ta làm y theo mọi việc lạ lùng của Ngài, cho người lìa khỏi chúng ta.
Then Jeremiah said to them, This is what you are to say to Zedekiah:|Giê-rê-mi đáp rằng: Các ông hãy tâu lại cùng Sê-đê-kia như vầy:
The Lord God of Israel has said, See, I am turning back the instruments of war in your hands, with which you are fighting against the king of Babylon and the Chaldaeans, who are outside the walls and shutting you in; and I will get them together inside this town.|Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên, phán như vầy: Nầy, những binh khí trong tay các ngươi đương cầm để đánh đuổi vua Ba-by-lôn và người Canh-đê hiện vây các ngươi ở ngoài tường thành, thì ta sẽ khiến lui về, và thâu lại vào giữa thành nầy.
And I myself will be fighting against you with an outstretched hand and with a strong arm, even with angry feeling and passion and in great wrath.|Chính ta sẽ chiến đấu nghịch cùng các ngươi, dùng tay giang ra, cánh tay mạnh sức, nổi nóng, phát giận và sự thạnh nộ lớn.
And I will send a great disease on the people living in this town, on man and on beast, causing their death.|Ta sẽ đánh dân cư thành nầy cả người và vật: chúng nó sẽ chết dịch rất lớn.
And after that, says the Lord, I will give up Zedekiah, king of Judah, and his servants and his people, even those in the town who have not come to their end from the disease and the sword and from need of food, into the hands of Nebuchadrezzar, king of Babylon, and into the hands of their haters, and into the hands of those desiring their death: he will put them to the sword; he will not let anyone get away, he will have no pity or mercy.|Đức Giê-hô-va phán: Sau đó, ta sẽ phó Sê-đê-kia, vua Giu-đa, tôi tớ và dân nó, tức những kẻ còn lại trong thành, đã tránh khỏi dịch lệ, gươm dao, đói kém, ta sẽ phó chúng nó vào tay Nê-bu-cát-nết-sa, vua Ba-by-lôn, vào tay những kẻ cừu thù và những kẻ đòi mạng chúng nó. Nê-bu-cát-nết-sa sẽ đánh chúng nó bằng lưỡi gươm, không dè tiếc, không áy náy, không thương xót.
And to this people you are to say, The Lord has said, See, I put before you the way of life and the way of death.|Ngươi khá nói cùng dân nầy rằng: Đức Giê-hô-va phán như vầy: Nầy, ta đặt trước mặt các ngươi con đường sống và con đường chết.
He who keeps in this town will come to his death by the sword and through need of food and through disease; but he who goes out and gives himself up to the Chaldaeans who are shutting you in, will go on living, and will keep his life safe.|Kẻ nào cứ ở lại trong thành nầy sẽ chết bởi gươm dao, đói kém, và ôn dịch; nhưng kẻ nào ra khỏi, đi sang cùng người Canh-đê, tức người đương vây mình, thì sẽ sống, và sự sống mình sẽ làm của cướp cho mình.
For my face is turned to this town for evil and not for good, says the Lord: it will be given into the hands of the king of Babylon, and he will have it burned with fire.|Đức Giê-hô-va phán: Vì ta để mặt ta trên thành nầy mà xuống họa cho, chớ không phải xuống phước; thành ấy sẽ bị phó vào tay vua Ba-by-lôn, người sẽ lấy lửa đốt đi.
About the family of the king of Judah. Give ear to the word of the Lord;|Luận về nhà vua Giu-đa, hãy nghe lời của Đức Giê-hô-va:
O family of David, this is what the Lord has said: Do what is right in the morning, and make free from the hands of the cruel one him whose goods have been violently taken away, or my wrath will go out like fire, burning so that no one may put it out, because of the evil of your doings.|Đức Giê-hô-va phán như vầy: Hỡi nhà Đa-vít, vừa lúc ban mai hãy làm sự công bình, hãy cứu kẻ bị cướp ra khỏi tay người ức hiếp, e rằng vì các ngươi làm điều ác, mà ta phát giận ra như lửa, cháy không ai tắt được chăng.
See, I am against you, you who are living on the rock of the valley, says the Lord; you who say, Who will come down against us? or who will get into our houses?|Đức Giê-hô-va phán: Nầy, hỡi kẻ ở trong nơi trũng, trên vầng đá nơi đồng bằng kia, ta nghịch các ngươi, là những người nói rằng: Ai sẽ xuống nghịch cùng chúng ta? ai sẽ sấn vào nơi chúng ta ở?
I will send punishment on you in keeping with the fruit of your doings, says the Lord: and I will put a fire in her woodlands, burning up everything round about her.|Đức Giê-hô-va phán: Ta sẽ phạt các ngươi theo quả của việc làm các ngươi; ta sẽ đốt lửa trong rừng nó, lửa sẽ nuốt hết mọi vật ở chung quanh nó.

					Jeremiah 22				|
						Giê-rê-mi-a 22					
This is what the Lord has said: Go down to the house of the king of Judah and there give him this word,|Đức Giê-hô-va phán như vầy: Hãy xuống cung vua Giu-đa, tại đó ngươi khá rao lời nầy,
And say, Give ear to the word of the Lord, O king of Judah, seated on the seat of David, you and your servants and your people who come in by these doors.|mà rằng: Hỡi vua của Giu-đa, ngồi trên ngai Đa-vít, ngươi cùng tôi tớ ngươi và dân sự ngươi vào các cửa nầy, hãy nghe lời của Đức Giê-hô-va!
This is what the Lord has said: Do what is right, judging uprightly, and make free from the hands of the cruel one him whose goods have been violently taken away: do no wrong and be not violent to the man from a strange country and the child without a father and the widow, and let not those who have done no wrong be put to death in this place.|Đức Giê-hô-va phán như vầy: hãy làm sự chánh trực và công bình; cứu kẻ bị cướp khỏi tay người ức hiếp; chớ làm sự thiệt hại cùng sự hiếp đáp cho người trú ngụ, cho kẻ mồ côi hoặc người góa bụa, và chớ làm đổ máu vô tội trong nơi nầy.
For if you truly do this, then there will come in through the doors of this house kings seated on the seat of David, going in carriages and on horseback, he and his servants and his people|Vì nếu các ngươi thật vâng làm lời nầy, thì sẽ có vua ngồi trên ngai Đa-vít, cỡi xe và ngựa, người cùng tôi tớ người và dân người do các cửa nhà nầy mà vào.
But if you do not give ear to these words, I give you my oath by myself, says the Lord, that this house will become a waste.|Nhưng nếu các ngươi chẳng khứng nghe lời nầy, Đức Giê-hô-va phán, ta chỉ mình mà thề, nhà nầy sẽ thành ra hoang vu.
For this is what the Lord has said about the family of the king of Judah: You are Gilead to me, and the top of Lebanon: but, truly, I will make you waste, with towns unpeopled.|Đức Giê-hô-va phán về nhà vua Giu-đa như vầy: Ta coi ngươi cũng như Ga-la-át, cũng như chót núi Li-ban, nhưng ta chắc sẽ làm cho ngươi ra đồng vắng, ra các thành không người ở.
And I will make ready those who will send destruction on you, everyone armed for war: by them your best cedar-trees will be cut down and put in the fire.|Ta sắm sẳn những kẻ tàn hại nghịch cùng ngươi, thảy đều cầm khí giới; chúng nó sẽ đốn những cây bách rất tốt của ngươi và quăng vào lửa.
And nations from all sides will go past this town, and every man will say to his neighbour, Why has the Lord done such things to this great town?|Có người dân tộc sẽ đi qua gần thành nầy, đều nói cùng bạn mình rằng: Cớ sao Đức Giê-hô-va đã đãi thành lớn nầy như vầy?
And they will say, Because they gave up the agreement of the Lord their God, and became worshippers and servants of other gods.|Sẽ có kẻ đáp rằng: Ay là tại dân thành đó đã bỏ giao ước của Giê-hô-va Đức Chúa Trời mình, mà thờ lạy và hầu việc các thần khác.
Let there be no weeping for the dead, and make no songs of grief for him: but make bitter weeping for him who has gone away, for he will never come back or see again the country of his birth.|Chớ khóc người chết, chớ than thở về người. Thà hãy khóc kẻ đi ra, vì nó sẽ không trở về, chẳng còn lại thấy xứ mình sanh trưởng.
For this is what the Lord has said about Shallum, the son of Josiah, king of Judah, who became king in place of Josiah his father, who went out from this place: He will never come back there again:|Vì Đức Giê-hô-va phán như vầy về Sa-lum, con trai Giô-si -a, vua của Giu-đa, kế vị cha mình là Giô-si -a, và đã đi khỏi nơi nầy: Ngươi sẽ chẳng trở về đó nữa;
But death will come to him in the place where they have taken him away prisoner, and he will never see this land again.|mà chết tại xứ đã bị đày đến, chẳng còn lại thấy đất nầy nữa.
A curse is on him who is building his house by wrongdoing, and his rooms by doing what is not right; who makes use of his neighbour without payment, and gives him nothing for his work;|Khốn thay cho kẻ xây nhà trái lẽ công bình, làm phòng bởi sự bất nghĩa; dùng kẻ lân cận mình làm việc vô lương, và chẳng trả tiền công;
Who says, I will make a wide house for myself, and rooms of great size, and has windows cut out, and has it roofed with cedar and painted with bright red.|nói rằng: Ta sẽ xây tòa nhà rộng rãi, có những phòng khoảng khoát; xoi những cửa sổ, lợp trần bằng gỗ bách hương, và sơn son.
Are you to be a king because you make more use of cedar than your father? did not your father take food and drink and do right, judging in righteousness, and then it was well for him?|Ngươi lấy gỗ bách hương ganh đua sự đẹp, há nhơn đó được làm vua sao? Cha ngươi xưa đã ăn đã uống, làm ra sự công bình chánh trực, cho nên được thạnh vượng.
He was judge in the cause of the poor and those in need; then it was well. Was not this to have knowledge of me? says the Lord.|Người đã làm ra lẽ thẳng cho kẻ nghèo và thiếu thốn cho nên được phước. Đức Giê-hô-va phán: Như vậy há chẳng phải là biết ta sao?
But your eyes and your heart are fixed only on profit for yourself, on causing the death of him who has done no wrong, and on violent and cruel acts.|Nhưng mắt và lòng ngươi chăm sự tham lam, đổ máu vô tội, và làm sự ức hiếp hung dữ.
So this is what the Lord has said about Jehoiakim, the son of Josiah, king of Judah: They will make no weeping for him, saying, Ah my brother! or, Ah sister! they will make no weeping for him, saying, Ah lord! or, Ah his glory!|Vậy nên, về Giê-hô-gia-kim, con trai Giô-si -a, vua của Giu-đa, Đức Giê-hô-va phán như vầy: Người ta sẽ chẳng khóc người mà nói rằng: Oi, anh em ta! Oi, chị em ta! Cũng sẽ chẳng than tiếc mà rằng: Thương thay chúa! Thương thay vinh hiển chúa!
They will do to him what they do to the dead body of an ass; his body will be pulled out and placed on the earth outside the doors of Jerusalem.|Người sẽ bị chôn như chôn con lừa; sẽ bị kéo và quăng ra ngoài cửa thành Giê-ru-sa-lem.
Go up to Lebanon and give a cry; let your voice be loud in Bashan, crying out from Abarim; for all your lovers have come to destruction|Hãy lên Li-ban và kêu la, cất tiếng lên ở Ba-san; hãy kêu la từ chót núi A-ba-rim! vì hết thảy người yêu ngươi đều bị hủy diệt.
My word came to you in the time of your well-being; but you said, I will not give ear. This has been your way from your earliest years, you did not give attention to my voice.|Ta đã nói cùng ngươi đương thời ngươi thạnh vượng; nhưng ngươi nói rằng: Tôi chẳng khứng nghe. Từ khi ngươi còn trẻ, tánh nết ngươi đã dường ấy: đã chẳng vâng lời ta.
All the keepers of your sheep will be food for the wind, and your lovers will be taken away prisoners: truly, then you will be shamed and unhonoured because of all your evil-doing.|Hết thảy những kẻ chăn dân của ngươi sẽ bị gió nuốt, và kẻ yêu ngươi sẽ đi làm phu tù. Bấy giờ ngươi chắc sẽ bị mang nhuốc vì mọi tội ác mình.
O you who are living in Lebanon, making your living-place in the cedars, how greatly to be pitied will you be when pains come on you, as on a woman in childbirth!|Ngươi là kẻ ở trên Li-ban và lót ổ trong chòm cây hương bách kia, khi ngươi gặp tai nạn, quặn thắt như đờn bà sanh đẻ, đáng thương xót biết bao!
By my life, says the Lord, even if Coniah, the son of Jehoiakim, king of Judah, was the ring on my right hand, even from there I would have you pulled off;|Đức Giê-hô-va phán: Thật như ta hằng sống, dầu Giê-cô-nia, con trai Giê-hô-gia-kim, vua Giu-đa, là cái ấn trên tay hữu ta, ta cũng lột ngươi đi.
And I will give you into the hands of those desiring your death, and into the hands of those whom you are fearing, even into the hands of Nebuchadrezzar, king of Babylon, and into the hands of the Chaldaeans.|Ta sẽ phó ngươi trong tay những kẻ muốn đòi mang ngươi, trong tay những kẻ mà ngươi sợ, tức trong tay Nê-bu-cát-nết-sa, vau Ba-by-lôn, và trong tay người Canh-đê.
I will send you out, and your mother who gave you birth, into another country not the land of your birth; and there death will come to you.|Ta sẽ đuổi ngươi cùng mẹ đã đẻ ra ngươi đến trong một xứ khác, không phải là xứ ngươi sanh ra, và ngươi sẽ chết tại đó.
But to the land on which their soul's desire is fixed, they will never come back.|Còn như đất mà linh hồn chúng nó mong lộn lại, thì sẽ không được trở về.
Is this man Coniah a broken vessel of no value? is he a vessel in which there is no pleasure? why are they violently sent out, he and his seed, into a land which is strange to them?|Vậy Giê-cô-nia nầy há phải cái bình khinh dể và bị bể sao? Làm sao nó và dòng dõi nó bị ném ra, bị quăng trong một xứ mình, chưa từng biết?
O earth, earth, earth, give ear to the word of the Lord!|Hỡi đất, đất, đất! hãy nghe lời của Đức Giê-hô-va.
The Lord has said, Let this man be recorded as having no children, a man who will not do well in all his life: for no man of his seed will do well, seated on the seat of the kingdom of David and ruling again in Judah.|Đức Giê-hô-va phán như vầy: Hãy ghi người nầy trong những kẻ không có con cái, trong những kẻ cả đời không thạnh vượng; vì con cháu nó sẽ không một người nào thạnh vượng, ngồi ngai Đa-vít và cai trị trong Giu-đa nữa!

					Jeremiah 23				|
						Giê-rê-mi-a 23					
A curse is on the keepers who are causing the destruction and loss of the sheep of my field, says the Lord.|Đức Giê-hô-va phán: Khốn thay cho những kẻ chăn hủy diệt và làm tan lạc bầy chiên của đồng cỏ ta.
So this is what the Lord, the God of Israel, has said against the keepers who have the care of my people: You have let my flock be broken up, driving them away and not caring for them; see, I will send on you the punishment for the evil of your doings, says the Lord.|Vậy nên, về những kẻ chăn giữ dân Ngài, thì Giê-hô-va Đức Chúa Trời của Y-sơ-ra-ên phán như vầy: Các ngươi làm tan lạc bầy chiên ta, đã đuổi đi và không thăm nom đến; nầy, ta sẽ thăm phạt các ngươi về những việc dữ mình làm, Đức Giê-hô-va phán vậy.
And I will get the rest of my flock together from all the countries where I have sent them, and will make them come back again to their resting-place; and they will have offspring and be increased.|Ta sẽ nhóm những con sót lại của bầy ta, từ các nước mà ta đã đuổi chúng nó đến. Ta sẽ đem chúng nó trở về trong chuồng mình; chúng nó sẽ sanh đẻ thêm nhiều.
And I will put over them keepers who will take care of them: never again will they be overcome with fear or be troubled, and there will not be the loss of one of them, says the Lord.|Ta sẽ lập lên những kẻ chăn nuôi chúng nó; thì sẽ chẳng sợ chẳng hãi nữa, và không thiếu một con nào, Đức Giê-hô-va phán vậy.
See, the days are coming, says the Lord, when I will give to David a true Branch, and he will be ruling as king, acting wisely, doing what is right, and judging uprightly in the land.|Đức Giê-hô-va phán: Nầy, những ngày đến, bấy giờ ta sẽ dấy lên cho Đa-vít một Nhánh công bình. Ngài sẽ cai trị làm vua, lấy cách khôn ngoan mà ăn ở, làm sự chánh trực công bình trong đất.
In his days Judah will have salvation and Israel will be living without fear: and this is the name by which he will be named, The Lord is our righteousness.|Đương đời vương đó, Giu-đa sẽ được cứu; Y-sơ-ra-ên sẽ ở yên ổn, và người ta sẽ xưng danh Đấng ấy là: Đức Giê-hô-va sự công bình chúng ta!
And so, truly, the days are coming when they will say no longer, By the living Lord, who took the children of Israel up out of the land of Egypt;|Đức Giê-hô-va phán: Vậy nên những ngày đến, bấy giờ người ta sẽ chẳng còn nói rằng: Thật như Đức Giê-hô-va hằng sống, tức là Đấng đã đem con cái Y-sơ-ra-ên lên khỏi đất Ê-díp-tô.
But, By the living Lord, who took up the seed of Israel, and made them come out of the north country, and from all the countries where I had sent them; and they will be living in the land which is theirs.|Nhưng nói rằng: Thật như Đức Giê-hô-va hằng sống, tức là Đấng đã đem lên và dắt dòng dõi nhà Y-sơ-ra-ên về từ phương bắc, từ các nước mà ta đã đuổi họ đến. Chúng nó sẽ ở trong đất mình.
About the prophets. My heart is broken in me, all my bones are shaking; I am like a man full of strong drink, like a man overcome by wine; because of the Lord, and because of his holy words.|Về các tiên tri: Lòng ta tan nát trong ta; xương ta thảy đều run rẩy; ta như người say, như người xây xẫm vì rượu, bởi cớ Đức Giê-hô-va và những lời thánh của Ngài.
For the land is full of men who are untrue to their wives; because of the curse the land is full of grief; the green fields of the waste land have become dry; and they are quick to do evil, their strength is for what is not right.|Trong đất đầy những kẻ tà dâm; vì cớ bị rủa sả thì đất nên sầu thảm; những đồng cỏ nơi đồng vắng đều khô khan. Người ta chạy theo đường dữ, sức chúng nó là không công bình.
For the prophet as well as the priest is unclean; even in my house I have seen their evil-doing, says the Lord.|Vì chính kẻ tiên tri thầy tế lễ đều là ô uế, ta thấy sự gian ác chúng nó đến trong nhà ta; Đức Giê-hô-va phán vậy.
