
					Judges 1				|
And Samson said, Let death overtake me with the Philistines. And he put out all his strength, and the house came down on the chiefs and on all the people who were in it. So the dead whom he sent to destruction by his death were more than all those on whom he had sent destruction in his life.|Ay vậy, trong lúc chết, Sam-sôn giết nhiều người hơn là giết trong khi còn sống.
Then his brothers and his father's people came down and took him up and put his body to rest in the earth between Zorah and Eshtaol in the resting-place of Manoah his father. And he had been judge of Israel for twenty years.|Kế đó, anh em người và cả nhà người đi xuống, đem thây người về, chôn tại giữa Xô-rê -a và Ê-ta-ôn, trong mộ của Ma-nô -a, cha người. Sam-sôn làm quan xét trong Y-sơ-ra-ên hai mươi năm.

					Judges 17				|
						Các Thủ Lãnh 17					
Now there was a man of the hill-country of Ephraim named Micah.|Trong núi Ep-ra-im, có một người nam tên là Mi-ca.
And he said to his mother, The eleven hundred shekels of silver which were taken from you, about which you took an oath and said in my hearing, I have given this silver to the Lord from my hand for myself, to make a pictured image and a metal image: see, I have the silver, for I took it: so now I will give it back to you. And his mother said, May the blessing of the Lord be on my son.|Người nói cùng mẹ mình rằng: Mười một trăm miếng bạc người ta ăn cắp của mẹ, mà mẹ đã rủa sả trước mặt con, và buông những lời trù ẻo chính tai con đã nghe, nầy bạc đó hiện ở trong tay con, ấy là con đã lấy. Mẹ người đáp rằng: Nguyện Đức Giê-hô-va ban phước cho con!
And he gave back the eleven hundred shekels of silver to his mother, and his mother said, I have made the silver holy to the Lord from me for my son, to make a pictured image and a metal image.|Mi-ca trả lại cho mẹ mình mười một trăm miếng bạc ấy. Mẹ nói cùng người rằng: Tôi biệt bạc nầy riêng ra cho Đức Giê-hô-va, để làm cho con trai tôi một cái tượng chạm luôn với cái chơn bằng gang. Vậy mẹ trả bạc lại cho con bây giờ.
So he gave the silver back to his mother. Then his mother took two hundred shekels of silver and gave them to a metal-worker who made a pictured image and a metal image from them: and it was in the house of Micah.|Song Mi-ca lại trả bạc cho mẹ mình; mẹ lấy hai trăm miếng trao cho thợ đúc, làm một tượng chạm luôn với cái chơn bằng gang, để trong nhà Mi-ca.
And the man Micah had a house of gods; and he made an ephod and family gods and put one of his sons in the position of priest.|Như vậy, nhà Mi-ca trở nên một cái miếu thờ thần. Người cũng làm một cái ê-phót, và những thê-ra-phim, rồi lập một con trai mình làm thầy tế lễ.
In those days there was no king in Israel: every man did as seemed right to him.|Trong lúc đó, không có vua nơi Y-sơ-ra-ên, mọi người cứ làm theo ý mình tưởng là phải.
Now there was a young man living in Beth-lehem-judah, of the family of Judah and a Levite, who was not a townsman of the place.|Bấy giờ, ở Bết-lê-hem tại xứ Giu-đa, về nhà Giu-đa, có một gã trai trẻ là người Lê-vi, kiều ngụ trong thành ấy.
And he went away from the town of Beth-lehem-judah, looking for somewhere to make his living-place; and on his journey he came to the hill-country of Ephraim, to the house of Micah.|Người đó bỏ thành Bết-lê-hem tại xứ Giu-đa, đặng đi kiếm nơi nào kiều ngụ được. Đương đi đàng, người tới núi Ep-ra-im, qua nhà Mi-ca.
And Micah said to him, Where do you come from? And he said to him, I am a Levite from Beth-lehem-judah, and I am looking for a living-place.|Mi-ca hỏi rằng: Ngươi ở đâu đến? Người Lê-vi đáp: Tôi ở Bết-lê-hem trong xứ Giu-đa đến, toan đi tới nơi nào tôi kiều ngụ được.
Then Micah said to him, Make your living-place with me, and be a father and a priest to me, and I will give you ten shekels of silver a year and your clothing and food.|Mi-ca nói: Hãy ở đây với ta, làm cha và thầy tế lễ cho ta, ta sẽ cấp cho ngươi mỗi năm mười miếng bạc, một bộ áo xống, và những vật cần nuôi mình. Người Lê-vi bèn vào,
And the Levite said he would make his living-place with the man, and he became to him as one of his sons.|bằng lòng ở cùng Mi-ca, và Mi-ca coi người trẻ ấy như một con trai của mình.
And Micah gave the position to the Levite, and the young man became his priest, and was in the house of Micah.|Mi-ca lập người Lê-vi làm thầy tế lễ cho mình, và người ở trong nhà Mi-ca.
Then Micah said, Now I am certain that the Lord will do me good, seeing that the Levite has become my priest.|Mi-ca nói: Bây giờ ta biết rằng Đức Giê-hô-va sẽ làm ơn cho ta, bởi vì ta có người Lê-vi làm thầy tế lễ.

					Judges 18				|
						Các Thủ Lãnh 18					
In those days there was no king in Israel, and in those days the Danites were looking for a heritage for themselves, to be their living-place; for up to that time no distribution of land had been made to them among the tribes of Israel.|Đương lúc đó, chẳng có một vua nơi Y-sơ-ra-ên; chính hồi ấy, chi phái Đan đi tìm một địa phận đặng lập nghiệp; vì từ trước đến giờ, trong chi phái Y-sơ-ra-ên, chi phái nầy chưa nhận được sản nghiệp nào hết.
So the children of Dan sent five men from among their number, strong men, from Zorah and from Eshtaol, to take a look at the land and make a search through it; and they said to them, Go and make a search through the land; and they came to the hill-country of Ephraim, to the house of Micah, where they made a stop for the night.|Vậy, người Đan chọn trong chi phái mình năm người mạnh dạn, sai từ Xô-rê -a và Ê-ta-ôn đi khắp nơi do thám xứ, và dặn họ rằng: Hãy đi do thám xứ. Chúng sang qua núi Ep-ra-im, đến nhà Mi-ca, và ngủ đêm ở đó.
When they were near the house of Micah, hearing a voice which was not strange to them, that of the young Levite, they went out of their road to his place, and said to him, How did you come here? and what are you doing in this place? and why are you here?|Chúng đương ở gần bên nhà Mi-ca, thì nghe tiếng của gã trẻ tuổi, là người Lê-vi, bèn lại gần mà hỏi rằng: Ai dẫn ngươi đến đây? Ngươi ở đây làm chi, và ở chỗ nầy có gì?
And he said to them, This is what Micah did for me, and he gave me payment and I became his priest.|Người đáp: Mi-ca có đãi tôi thế nầy, thế nầy, cấp cho tôi lương tiền, dùng tôi làm thầy tế lễ cho người.
Then they said, Do get directions from God for us, to see if the journey on which we are going will have a good outcome.|Chúng tiếp: Thế thì, hãy hỏi ý Đức Chúa Trời, để chúng ta biết con đường chúng ta đi đây sẽ có may mắn chăng.
And the priest said to them, Go in peace: your way is guided by the Lord.|Thầy tế lễ đáp: Hãy đi bình an, Đức Giê-hô-va đoái đến con đường của các ngươi đi.
Then the five men went on their way and came to Laish and saw the people who were there, living without thought of danger, like the Zidonians, quiet and safe; for they had everything on earth for their needs, and they were far from the Zidonians and had no business with Aram.|Vậy, năm người ấy lên đường, đến La-ít, thấy dân sự tại đó có thói tục dân Si-đôn, ở an ổn, bình tịnh, và vững chắc. Trong kẻ quản hạt xứ đó, chẳng có ai làm cho chúng bị hại chút đỉnh nào hết; chúng vốn cách xa dân Si-đôn, chẳng có việc chi với ai cả.
So they came back to their brothers in Zorah and Eshtaol, and their brothers said to them, What news have you?|Kế ấy, năm người trở về cùng các anh em mình tại Xô-rê -a và Ê-ta-ôn, thì anh em hỏi chúng rằng: Các anh đã làm gì?
And they said, Up! and let us go against Laish; for we have seen the land, and it is very good: why are you doing nothing? Do not be slow to go in and take the land for your heritage.|Năm người đáp: Hè! hãy đi lên đánh chúng nó, vì chúng tôi có thấy xứ ấy thật lấy làm tốt nhứt. Ua kìa! anh em ở đó chẳng làm chi sao? Chớ nên biếng nhác mà đi lên chiếm lấy xứ ấy làm sản nghiệp.
When you come there you will come to a people living without thought of danger; and the land is wide, and God has given it into your hands: a place where there is everything on earth for man's needs.|Khi anh em vào xứ đó, sẽ đến cùng một dân an ổn. Xứ ấy thật rất rộng, và Đức Chúa Trời đã phó nó vào tay anh em; quả thật một nơi chẳng thiếu vật chi đất sanh sản.
So six hundred men of the Danites from Zorah and Eshtaol went out armed with instruments of war.|Vậy, sáu trăm người về dòng Đan cầm binh khí, đi từ Xô-rê -a và Ê-ta-ôn
And they went up and put up their tents in Kiriath-jearim in Judah: so that place is named Mahaneh-dan to this day. It is to the west of Kiriath-jearim.|lên đóng trại tại Ki-ri-át-Giê -a-rim, trong đất Giu-đa; nên chỗ đó hãy còn gọi là trại quân Đan cho đến ngày nay; nó ở phía sau Ki-ri-át-Giê -a-rim.
From there they went on to the hill-country of Ephraim and came to the house of Micah.|Từ đó chúng đi sang núi Ep-ra-im và đến nhà Mi-ca.
Then the five men who had gone to make a search through the country of Laish, said to their brothers, Have you knowledge that in these houses there is an ephod and family gods and a pictured image and a metal image? So now you see what to do.|Bấy giờ, năm người đã đi do thám xứ La-ít cất tiếng nói cùng anh em mình rằng: Trong nhà nầy có một cái ê-phót, những thê-ra-phim, và một tượng chạm với chơn bằng vàng gang; anh em có biết chăng? Vậy, bây giờ hãy xem điều anh em phải làm.
And turning from their road they came to the house of the young Levite, the house of Micah, and said to him, Is it well with you?|Chúng bèn lại gần, vào nhà người Lê-vi trẻ tuổi, tức là vào nhà của Mi-ca, và chào người.
And the six hundred armed men of the Danites took their places by the doorway.|Sáu trăm người về dòng Đan cầm binh khí giữ ở ngoài cửa.
Then the five men who had gone to make a search through the land, went in and took the pictured image and the ephod and the family gods and the metal image; and the priest was by the doorway with the six hundred armed men.|Nhưng năm người đã đi do thám xứ, đi lên, vào nhà, và cướp lấy tượng chạm, chơn bằng gang, ê-phót, và những thê-ra-phim, đương khi thầy tế lễ đứng tại cửa cùng sáu trăm người cầm binh khí.
And when they went into Micah's house and took out the pictured image and the ephod and the family gods and the metal image, the priest said to them, What are you doing?|Năm người đó vào nhà cướp lấy các vật ấy rồi, thầy tế lễ bèn hỏi chúng rằng: Các ngươi làm chi vậy?
And they said to him, Be quiet; say nothing, and come with us and be our father and priest; is it better for you to be priest to one man's house or to be priest to a tribe and a family in Israel?|Chúng đáp rằng: Hãy nín đi, lấy tay bụm miệng lại, và đến cùng chúng ta, làm cha và thầy tế lễ cho chúng ta. Ngươi làm thầy tế lễ cho một nhà, hay là làm thầy tế lễ cho một chi phái, một họ hàng trong Y-sơ-ra-ên, điều nào khá hơn?
Then the priest's heart was glad, and he took the ephod and the family gods and the pictured image and went with the people.|Thầy tế lễ mừng lòng, lấy ê-phót, những thê-ra-phim, và tượng chạm, rồi nhập với bọn ấy.
So they went on their way again, putting the little ones and the oxen and the goods in front of them.|Chúng bèn xây lại, lên đường, để cho con trẻ, súc vật, và đồ hành lý đi trước.
When they had gone some way from the house of Micah, the men from the houses near Micah's house came together and overtook the children of Dan,|Chúng đã đi xa khỏi nhà Mi-ca rồi, có những kẻ ở gần nhà Mi-ca nhóm lại đuổi theo người Đan.
Crying out to them. And the Danites, turning round, said to Micah, What is your trouble, that you have taken up arms?|Vì chúng kêu la sau họ, người Đan xây lại mà nói cùng Mi-ca rằng: Ngươi có điều chi? Vì sao ngươi có nhóm lại những kẻ đó?
And he said, You have taken my gods which I made, and my priest, and have gone away; what is there for me now? Why then do you say to me, What is your trouble?|Mi-ca đáp: Các ngươi đã cướp lấy các thần ta đã làm nên, và luôn thầy tế lễ, mà đi. Còn chi lại cho ta? Sao các ngươi còn hỏi rằng ta có làm điều chi?
And the children of Dan said to him, Say no more, or men of bitter spirit may make an attack on you, causing loss of your life and the lives of your people.|Người Đan đáp cùng Mi-ca rằng: Chớ cho ta nghe tiếng ngươi nữa, e có ngươi nổi giận xông hãm các ngươi, làm cho ngươi và nhà ngươi đều bị mất sự sống chăng.
Then the children of Dan went on their way; and when Micah saw that they were stronger than he, he went back to his house.|Bấy giờ người Đan cứ đi đường, còn Mi-ca thấy chúng mạnh hơn mình, bèn trở về nhà mình.
And they took that which Micah had made, and his priest, and came to Laish, to a people living quietly and without thought of danger, and they put them to the sword without mercy, burning down their town.|Ay vậy, sau khi đã cướp lấy vật của Mi-ca đã chế ra, và thầy tế lễ người đã có trong nhà mình, thì chúng xông vào dân La-ít, là một dân ở bình tịnh, vững chắc, lấy gươm giết dân đó, rồi châm lửa đốt thành.
And they had no saviour, because it was far from Zidon, and they had no business with Aram; and it was in the valley which is the property of Beth-rehob. And building up the town again they took it for their living-place.|Chẳng có ai đến tiếp cứu dân La-ít, vì thành ở xa Si-đôn, và không giao thiệp với ai hết; nó ở trong trũng chạy về hướng Bết-Rê-hóp. Người Đan xây đắp thành lại, và ở lại đó;
And they gave the town the name of Dan, after Dan their father, who was the son of Israel: though the town had been named Laish at first.|lấy tên Đan, là tổ phụ mình, con trai của Y-sơ-ra-ên, mà đặt cho thành; còn trước kia tên thành ấy là La-ít.
(And the children of Dan put up the pictured image for themselves; and Jonathan, the son of Gershom, the son of Moses, and his sons were priests for the tribe of the Danites till the day when the ark was taken prisoner.)|Đoạn, người Đan dựng tượng chạm, rồi Giô-na-than, con trai Ghẹt-sôn, cháu Môi-se, và hết thảy hậu tự của người, đều làm thầy tế lễ trong chi phái Đan cho đến ngày chúng bị lưu đày khỏi xứ.
And they put up for themselves the image which Micah had made, and it was there all the time that the house of God was in Shiloh.|Chúng giữ tượng chạm của Mi-ca làm nên trọn trong lúc đền của Đức Chúa Trời ở tại Si-lô.

					Judges 19				|
						Các Thủ Lãnh 19					
Now in those days, when there was no king in Israel, a certain Levite was living in the inmost parts of the hill-country of Ephraim, and he got for himself a servant-wife from Beth-lehem-judah.|Nhằm lúc không có vua trong Y-sơ-ra-ên, có một người Lê-vi đến kiều ngụ nơi góc xa hơn hết của núi Ep-ra-im, lấy một người vợ bé ở Bết-lê-hem, thành xứ Giu-đa.
And his servant-wife was angry with him, and went away from him to her father's house at Beth-lehem-judah, and was there for four months.|Vợ bé người hành dâm, bỏ người, đi về nhà cha mình tại Bết-lê-hem trong xứ Giu-đa, và ở đó bốn tháng.
Then her husband got up and went after her, with the purpose of talking kindly to her, and taking her back with him; he had with him his young man and two asses: and she took him into her father's house, and her father, when he saw him, came forward to him with joy.|Chồng nàng chổi dậy, đi theo nàng, muốn lấy lời ngọt cảm lòng nàng, đặng dẫn nàng về nhà mình. Người có đem theo một đầy tớ và hai con lừa. Nàng mời người vào nhà cha mình. Cha nàng thấy người đến, ra đón rước cách vui mừng.
And his father-in-law, the girl's father, kept him there for three days; and they had food and drink and took their rest there.|Ong gia người, là cha của người đờn bà trẻ, cầm người lại, và người ở nhà ông gia trong ba ngày, cùng ăn uống, và ngủ đêm tại đó.
Now on the fourth day they got up early in the morning and he made ready to go away; but the girl's father said to his son-in-law, Take a little food to keep up your strength, and then go on your way.|Ngày thứ tư, họ dậy sớm, và khi người Lê-vi sửa soạn đi ra, cha của người đờn bà trẻ bèn nói cùng rể mình rằng: Hãy dùng một miếng bánh đặng đỡ lòng con, rồi sau các ngươi sẽ đi.
So seating themselves they had food and drink, the two of them together; and the girl's father said to the man, If it is your pleasure, take your rest here tonight, and let your heart be glad.|Vậy, vợ chồng ngồi ăn uống cùng nhau. Cha của người đờn bà trẻ nói cùng người chồng rằng: Con hãy định ở lại đêm nay nữa, cho lòng con vui mừng!
And the man got up to go away, but his father-in-law would not let him go, so he took his rest there again for the night.|Người Lê-vi dậy sớm đặng đi, nhưng ông gia ép nài quá, đến đỗi người trở lại, và ở đêm đó nữa.
Then early on the morning of the fifth day he got up to go away; but the girl's father said, Keep up your strength; so the two of them had a meal, and the man and his woman and his servant did not go till after the middle of the day.|Ngày thứ năm, người dậy sớm đặng ra đi, thì cha người đờn bà trẻ nói cùng người rằng: Xin con hãy dùng bữa, nán ở lại cho đến xế chiều. Rồi vợ chồng ngồi lại ăn.
And when they got up to go away, his father-in-law, the girl's father, said to him, Now evening is coming on, so do not go tonight; see, the day is almost gone; take your rest here and let your heart be glad, and tomorrow early, go on your way back to your house.|Đoạn, người Lê-vi đứng dậy đặng đi cùng vợ bé và tôi tớ mình; nhưng ông gia, là cha của người đờn bà trẻ, nói rằng: Nầy, ngày đã xế, chiều hầu gần, cha xin hai con hãy ở lại đây. Ngày đã xế, hãy ở đêm lại đây, cho lòng con vui mừng. Ngày mai, hai con sẽ thức dậy sớm, đặng lên đường, và trở về nhà con.
But the man would not be kept there that night, and he got up and went away and came opposite to Jebus (which is Jerusalem); and he had with him the two asses, ready for travelling, and his woman.|Nhưng người chồng không muốn ở đêm, bèn đứng dậy và đi. Người đến tại trước Giê-bu, tức Giê-ru-sa-lem, với hai con lừa thắng; cũng có vợ bé theo người.
When they got near Jebus the day was far gone; and the servant said to his master, Now let us go from our road into this town of the Jebusites and take our night's rest there.|Khi hai người đến gần Giê-bu, ngày đã xế chiều rồi. Kẻ tôi tớ thưa cùng chủ rằng: Hè, chúng ta hãy xây qua đặng vào trong thành Giê-bu nầy, và ngủ đêm tại đó.
But his master said to him, We will not go out of our way into a strange town, whose people are not of the children of Israel; but we will go on to Gibeah.|Chủ đáp rằng: Chúng ta không vào trong một thành kẻ ngoại bang, là nơi chẳng có người Y-sơ-ra-ên; chúng ta sẽ đi đến Ghi-bê -a.
And he said to his servant, Come, let us go on to one of these places, stopping for the night in Gibeah or Ramah.|Người lại nói cùng kẻ đầy tớ rằng: Hè, ta hãy rán đi đến một nơi nào ở đằng trước, hoặc Ghi-bê -a hay là Ra-ma, đặng ngủ đêm tại đó.
So they went on their way; and the sun went down when they were near Gibeah in the land of Benjamin.|Vậy, chúng cứ đi đường; khi đến gần Ghi-bê -a, là thành thuộc về Bên-gia-min, thì mặt trời lặn rồi.
And they went off the road there with the purpose of stopping for the night in Gibeah: and he went in, seating himself in the street of the town, for no one took them into his house for the night.|Chúng bèn quẹo vào thành Ghi-bê -a đặng ngủ đêm tại đó. Vậy, chúng đi vào, ngồi tại ngoài phố chợ của thành; vì không ai tiếp vào nhà mình đặng cho ở ban đêm.
Now when it was evening they saw an old man coming back from his work in the fields; he was from the hill-country of Ephraim and was living in Gibeah: but the men of the place were Benjamites.|Vả, có một người già làm việc ở ngoài đồng, buổi chiều trở về. Người ấy vốn quê ở núi Ep-ra-im, đương kiều ngụ tại Ghi-bê -a; song dân cư thành nầy là người Bên-gia-min.
And when he saw the traveller in the street of the town, the old man said, Where are you going? and where do you come from?|Người già ngước mắt lên, thấy kẻ hành khách nầy trên phố chợ của thành, bèn hỏi rằng: Ngươi ở đâu đến và đi đâu?
And he said to him, We are on our way from Beth-lehem-judah to the inmost parts of the hill-country of Ephraim: I came from there and went to Beth-lehem-judah: now I am on my way back to my house, but no man will take me into his house.|Người hành khách đáp rằng: Chúng tôi đến từ Bết-lê-hem ở xứ Giu-đa, đương đi về nơi góc xa của núi Ep-ra-im, là nơi sanh tôi ra. Tôi đã đi đến Bết-lê-hem ở xứ Giu-đa, và nay tôi đến nhà của Đức Giê-hô-va, nhưng chẳng có ai tiếp tôi vào nhà mình!
But we have dry grass and food for our asses, as well as bread and wine for me, and for the woman, and for the young man with us: we have no need of anything.|Vả lại, chúng tôi có rơm và cỏ cho lừa chúng tôi, rượu và bánh cho tôi, cho con đòi và cho người trai trẻ đi theo kẻ tôi tớ ông. Chẳng thiếu gì cho chúng tôi cả.
And the old man said, Peace be with you; let all your needs be my care; only do not take your rest in the street.|Nguời già nói: Bình an cho ngươi! Ta lãnh lo liệu mọi điều ngươi có cần dùng; ngươi sẽ chẳng ngủ đêm tại phố chợ đâu.
So he took them into his house and gave the asses food; and after washing their feet they took food and drink.|Người già bèn mời người vào nhà, và cho lừa ăn; các hành khách rửa chơn, rồi ăn và uống.
While they were taking their pleasure at the meal, the good-for-nothing men of the town came round the house, giving blows on the door; and they said to the old man, the master of the house, Send out that man who came to your house, so that we may take our pleasure with him.|Khi chúng đương ăn vui vẻ, có những người trong thành, là kẻ gian tà, vây nhà, động cửa và nói cùng ông già, là chủ nhà, rằng: Hãy đem người đã vào nhà ngươi đó ra, cho chúng ta biết hắn.
So the man, the master of the house, went out to them, and said, No, my brothers, do not this evil thing; this man has come into my house, and you are not to do him this wrong.|Chủ nhà ra đến cùng chúng, mà rằng: Hỡi anh em, đừng, xin chớ làm điều ác; vì người nầy đã vào nhà tôi, chớ phạm sự sỉ nhục nầy.
See, here is my daughter, a virgin, and his servant-wife: I will send them out for you to take them and do with them whatever you will. But do no such thing of shame to this man.|Kìa, con gái ta còn đồng trinh, và vợ bé người kia; ta sẽ dẫn chúng nó ra ngoài cho anh em, anh em sẽ lăng nhục họ, đãi họ tùy ý thích anh em; nhưng với người nầy, chớ phạm điều sỉ nhục dường ấy.
But the men would not give ear to him: so the man took his woman and sent her out to them; and they took her by force, using her for their pleasure all night till the morning; and when dawn came they let her go.|Song những kẻ đó không khứng nghe người. Người khách bèn bắt vợ bé người dẫn ra ngoài cho chúng, chúng biết nàng, lăng nhục nàng trọn đêm cho đến sáng; rồi đuổi nàng về rạng đông.
Then at the dawn of day the woman came, and, falling down at the door of the man's house where her master was, was stretched there till it was light.|Gần sáng, người đờn bà đến ngã tại cửa nhà chồng nàng trọ, và nằm tại đó cho đến sáng ngày.
In the morning her master got up, and opening the door of the house went out to go on his way; and he saw his servant-wife stretched on the earth at the door of the house with her hands on the step.|Sáng đến, chồng nàng chổi dậy, mở cửa nhà ra, đặng lên đường mình; kìa, thấy vợ bé mình nằm sải trước cửa nhà, hai tay ở trên ngạch.
And he said to her, Get up and let us be going; but there was no answer; so he took her up and put her on the ass, and went on his way and came to his house.|Người nói cùng nàng rằng: Hãy đứng dậy, chúng ta sẽ đi. Song nàng chẳng trả lời. Người bèn để nàng trên lừa mình, lên đường và trở về nhà.
And when he had come to his house, he got his knife, and took the woman, cutting her up bone by bone into twelve parts, which he sent through all Israel.|Đến nhà rồi, người lấy một con dao, nắm vợ bé mình, chặt từng tay từng chơn ra mười hai đoạn, gởi đi khắp địa phận Y-sơ-ra-ên.
And he gave orders to the men whom he sent, saying, This is what you are to say to all the men of Israel, Has ever an act like this been done from the day when the children of Israel came out of Egypt to this day? Give thought to it, turning it over in your minds, and give your opinion of it.|Hết thảy ai thấy sự đó, đều nói rằng: Từ khi dân Y-sơ-ra-ên ra khỏi xứ Ê-díp-tô cho đến ngày nay, người ta chưa hề làm hoặc thấy việc như vậy! Khá nghĩ đến điều đó, bàn luận nhau, và giảng ý ra.

					Judges 20				|
						Các Thủ Lãnh 20					
Then all the children of Israel took up arms, and the people came together like one man, from Dan to Beer-sheba, and the land of Gilead, before the Lord at Mizpah.|Bấy giờ, cả dân Y-sơ-ra-ên đều kéo ra đi, từ Đan cho đến Bê -e-sê-ba, và cho đến xứ Ga-la-át; hội chúng tụ hiệp lại như một người trước mặt Đức Giê-hô-va, tại Mích-ba.
And the chiefs of the people, out of all the tribes of Israel, took their places in the meeting of the people of God, four hundred thousand footmen armed with swords.|Những quan trưởng của cả dân sự, tức là của các chi phái Y-sơ-ra-ên, đều ra mắt trong hội của dân Đức Chúa Trời: có bốn trăm ngàn lính bộ, có tài cầm gươm.
(Now the children of Benjamin had word that the children of Israel had gone up to Mizpah.) And the children of Israel said, Make clear how this evil thing took place.|Vả, người Bên-gia-min đã hay rằng dân Y-sơ-ra-ên đi lên Mích-ba. Dân Y-sơ-ra-ên nói: Hãy thuật lại cho biết tội ác nầy đã phạm làm sao?
Then the Levite, the husband of the dead woman, said in answer, I came to Gibeah in the land of Benjamin, I and my servant-wife, for the purpose of stopping there for the night.|Người Lê-vi, chồng của người đờn bà bị giết, đáp rằng: Tôi có vào thành Ghi-bê -a, là thành của Bên-gia-min, với vợ bé tôi, đặng ngủ đêm tại đó.
And the townsmen of Gibeah came together against me, going round the house on all sides by night; it was their purpose to put me to death, and my servant-wife was violently used by them and is dead.|Nhưng dân Ghi-bê -a dấy lên cùng tôi, đương ban đêm vây nhà tôi ở; chúng đã toan giết tôi, có hành hung cùng vợ bé tôi, và nó chết vì cớ đó.
So I took her, cutting her into parts which I sent through all the country of the heritage of Israel: for they have done an act of shame in Israel.|Đoạn, tôi nắm lấy thây vợ bé tôi, chặt nó ra từng đoạn, gởi đi khắp địa phận của sản nghiệp Y-sơ-ra-ên; vì chúng nó có phạm một tội trọng, một sự sỉ nhục trong Y-sơ-ra-ên.
Here you all are, you children of Israel; give now your suggestions about what is to be done.|Nầy, hết thảy dân Y-sơ-ra-ên có mặt đây; anh em hãy bàn luận nhau và liệu định phải làm thế nào đây.
Then all the people got up as one man and said, Not one of us will go to his tent or go back to his house:|Cả dân sự đứng dậy như một người mà rằng: Chẳng ai trong chúng ta sẽ trở lại trại mình; không ai rút về nhà mình.
But this is what we will do to Gibeah: we will go up against it by the decision of the Lord;|Bây giờ, nầy là điều chúng ta phải xử cho Ghi-bê -a: Chúng ta sẽ đi lên đánh thành đó theo thứ tự của thăm nhứt định.
And we will take ten men out of every hundred, through all the tribes of Israel, a hundred out of every thousand, a thousand out of every ten thousand, to get food for the people, so that they may give to Gibeah of Benjamin the right punishment for the act of shame they have done in Israel.|Trong các chi phái Y-sơ-ra-ên, chúng ta phải lấy mười người trong một trăm, trăm người trong một ngàn, ngàn người trong một muôn. Chúng ta sẽ đi tìm lương thực cho dân sự; rồi khi trở về, người ta phải xử Ghi-bê -a của Bên-gia-min, tùy theo sự sỉ nhục mà thành ấy đã phạm nơi Y-sơ-ra-ên.
So all the men of Israel were banded together against the town, united like one man.|Ay vậy, hết thảy người Y-sơ-ra-ên nhóm nhau hãm đánh thành đó, hiệp lại như chỉ một người.
And the tribes of Israel sent men through all the tribe of Benjamin saying, What is this evil which has been done among you?|Các chi phái Y-sơ-ra-ên sai sứ giả đến cùng chi phái Bên-gia-min mà nói rằng: Tội ác đã phạm tại trong các ngươi là gì?
Now give up those good-for-nothing persons in Gibeah so that we may put them to death, clearing away the evil from Israel. But the children of Benjamin would not give ear to the voice of their brothers, the children of Israel.|Bây giờ, hãy nộp cho chúng ta những người gian tà của Ghi-bê -a, để chúng ta xử tử chúng nó, và diệt điều ác khỏi giữa Y-sơ-ra-ên. Nhưng người Bên-gia-min không khứng nghe tiếng của anh em mình, là dân Y-sơ-ra-ên,
And the children of Benjamin came together from all their towns to Gibeah, to go to war with the children of Israel.|bèn ra khỏi thành họ, và nhóm hiệp tại Ghi-bê -a đặng giao chiến cùng dân Y-sơ-ra-ên.
And the children of Benjamin who came that day from the towns were twenty-six thousand men armed with swords, in addition to the people of Gibeah, numbering seven hundred of the best fighting-men,|Trong ngày đó, người ta tu bộ người Bên-gia-min từ các thành mà đến; số là hai muôn sáu ngàn người nam, đều có tài cầm gươm, không kể dân Ghi-bê -a, được số bảy trăm người tinh-binh.
Who were left-handed, able to send a stone at a hair without error.|Trong cả dân sự ấy có bảy trăm người tinh-binh thuận tay tả. Hết thảy những kẻ đó có tài dùng trành ném đá trúng một sợi tóc, mà chẳng hề sai trật.
And the men of Israel, other than Benjamin, were four hundred thousand in number, all armed with swords; they were all men of war.|Người ta cũng tu bộ những người nam Y-sơ-ra-ên, không kể người Bên-gia-min, thì số được bốn mươi vạn người, có tài cầm gươm, thảy đều là chiến sĩ.
And they got up and went up to Beth-el to get directions from God, and the children of Israel said, Who is to be the first to go up to the fight against the children of Benjamin? And the Lord said, Judah is to go up first.|Vậy, dân Y-sơ-ra-ên đi lên Ghi-bê -a và cầu vấn Đức Chúa Trời như vầy: Ai trong chúng tôi phải lên trước đặng giao chiến cùng người Bên-gia-min? Đức Giê-hô-va đáp: Giu-đa sẽ đi lên trước.
So the children of Israel got up in the morning and put themselves in position against Gibeah.|Vừa sáng ngày, dân Y-sơ-ra-ên kéo đi và đóng trại gần Ghi-bê -a.
And the men of Israel went out to war against Benjamin (and the men of Israel put their forces in fighting order against them at Gibeah).|Người Y-sơ-ra-ên ra đánh người Bên-gia-min, dàn trận cùng chúng tại trước Ghi-bê -a.
Then the children of Benjamin came out from Gibeah, cutting down twenty-two thousand of the Israelites that day.|Người Bên-gia-min bèn ra khỏi Ghi-bê -a, và trong ngày đó, giết hai muôn ngàn người Y-sơ-ra-ên, nằm chật đất.
But the people, the men of Israel, taking heart again, put their forces in order and took up the same position as on the first day.|Dân Y-sơ-ra-ên lại phấn chí, dàn trận mới tại chỗ mình đã dàn ngày thứ nhứt.
