
					Genesis 1				|
But the Lord was with Joseph, and was good to him, and made the keeper of the prison his friend.|Đức Giê-hô-va phù hộ Giô-sép và tỏ lòng nhân từ cùng chàng, làm cho được ơn trước mặt chủ ngục.
And the keeper of the prison put all the prisoners under Joseph's control, and he was responsible for whatever was done there.|Chủ ngục giao hết các kẻ tù trong tay Giô-sép, chẳng việc chi làm qua khỏi được chàng.
And the keeper of the prison gave no attention to anything which was under his care, because the Lord was with him; and the Lord made everything he did go well.|Chủ ngục chẳng soát lại những việc đã ở nơi tay Giô-sép, vì có Đức Giê-hô-va phù hộ chàng, xui cho việc chi chàng làm cũng được thạnh vượng

					Genesis 40				|
						Sáng Thế 40					
Now after these things the chief servant who had the care of the wine, and the chief bread-maker in Pharaoh's house, did something against Pharaoh's orders;|Mấy việc nầy qua rồi, xảy có quan tửu chánh và quan thượng thiện của vua Ê-díp-tô phạm đến chúa mình.
And Pharaoh was angry with his two servants, with the chief wine-servant and the chief bread-maker;|Pha-ra-ôn nổi giận cùng hai quan mình, là tửu chánh và thượng thiện,
And he put them in prison under the care of the captain of the army, in the same prison where Joseph himself was shut up.|bèn đem họ cần ngục tại dinh quan thị vệ, là nơi đương cầm Giô-sép.
And the captain put them in Joseph's care, and he did what was needed for them; and they were kept in prison for some time.|Quan thị vệ cắt phần Giô-sép hầu việc hai quan đó; họ bị ngồi ngục một ít lâu.
And these two had a dream on the same night; the chief wine-servant and the chief bread-maker of the king of Egypt, who were in prison, the two of them had dreams with a special sense.|Cùng trong một đêm, quan tửu chánh và quan thượng thiện của vua Ê-díp-tô đương bị cầm ngục, thấy một điềm chiêm bao, mỗi người một chiêm bao, và mỗi chiêm bao có ý nghĩa rõ ràng.
And in the morning when Joseph came to them he saw that they were looking sad.|Sáng mai, Giô-sép đến cùng họ, nhìn thấy sắc buồn bực,
And he said to the servants of Pharaoh who were in prison with him, Why are you looking so sad?|bèn hỏi rằng: Ngày nay sao hai quan có sắc mặt âu sầu vậy?
Then they said to him, We have had a dream, and no one is able to give us the sense. And Joseph said, Does not the sense of dreams come from God? what was your dream?|Đáp rằng: Chúng tôi có thấy một điềm chiêm bao mà không ai bàn giùm. Giô-sép rằng: Sự bàn chiêm bao há chẳng do nơi Đức Chúa Trời ư? Xin hãy thuật lại điềm chiêm bao của hai quan cho tôi nghe đi.
Then the chief wine-servant gave Joseph an account of his dream, and said, In my dream I saw a vine before me;|Quan tửu chánh thuật điềm chiêm bao mình lại cho Giô-sép mà rằng: Trong chiêm bao, tôi thấy một gốc nho ở trước mặt tôi;
And on the vine were three branches; and it seemed as if it put out buds and flowers, and from them came grapes ready for cutting.|gốc nho đó lại có ba nhành. Dường như thấy nhành nảy chồi, trổ bông, chùm có trái chín thì phải.
And Pharaoh's cup was in my hand, and I took the grapes and crushing them into Pharaoh's cup, gave the cup into Pharaoh's hand.|Tay tôi đương cầm cái chén của Pha-ra-ôn; tôi hái nho đó, ép nước nho vào, rồi dâng tửu bôi vào tay Pha-ra-ôn.
Then Joseph said, This is the sense of your dream: the three branches are three days;|Giô-sép nói: Ý-nghĩa chiêm bao đó là thể nầy: Ba nhành nho tức là ba ngày.
After three days Pharaoh will give you honour, and put you back into your place, and you will give him his cup as you did before, when you were his wine-servant.|Trong ba ngày nữa, Pha-ra-ôn sẽ tha quan ra khỏi ngục, phục chức lại, quan sẽ dâng cái chén của Pha-ra-ôn vào tay người như cũ, như khi còn làm chức tửu chánh.
But keep me in mind when things go well for you, and be good to me and say a good word for me to Pharaoh and get me out of this prison:|Song khi quan được hưởng lạc lại rồi, xin nhớ đến tôi, làm ơn tâu cùng Pha-ra-ôn về nổi tôi, và đem tôi ra khỏi chốn nầy.
For truly I was taken by force from the land of the Hebrews; and I have done nothing for which I might be put in prison.|Vì tôi bị người ta bắt đem ra khỏi xứ của người Hê-bơ-rơ, và tại đây tôi cũng chẳng có làm gì mà bị cầm nơi lao-lung nầy.
Now when the chief bread-maker saw that the first dream had a good sense, he said to Joseph, I had a dream; and in my dream there were three baskets of white bread on my head;|Quan thượng thiện thấy Giô-sép bàn mộng được tốt, bèn nói: Còn trong điềm chiêm bao của tôi đây, tôi đội ba giỏ bánh trắng trên đầu;
And in the top basket were all sorts of cooked meats for Pharaoh; and the birds were taking them out of the baskets on my head.|trong giỏ cao hơn hết, có đủ món thực vật của thợ làm bánh hấp cho Pha-ra-ôn; chim đáp vào giỏ trên đầu tôi ăn các món đó.
Then Joseph said, This is the sense of your dream: the three baskets are three days;|Giô-sép đáp rằng: Ý-nghĩa chiêm bao nầy là, ba giỏ, tức là ba ngày.
After three days Pharaoh will take you out of prison, hanging you on a tree, so that your flesh will be food for birds.|Trong ba ngày nữa, Pha-ra-ôn sẽ xử trảm quan, sai đem treo lên cây cho chim chóc ăn thịt quan vậy.
Now the third day was Pharaoh's birthday, and he gave a feast for all his servants; and he gave honour to the chief wine-servant and the chief bread-maker among the others.|Đến ngày thứ ba, là ngày sanh-nhựt của Pha-ra-ôn, người bèn bày tiệc đãi cả quần thần, và tha quan tửu chánh cùng quan thượng thiện ra khỏi ngục.
And he put the chief wine-servant back in his old place; and he gave the cup into Pharaoh's hand.|Pha-ra-ôn phục chức quan tửu chánh lại như xưa, đặng quan nầy dân tửu bôi vào tay mình;
But the chief bread-maker was put to death by hanging, as Joseph had said.|nhưng lại hạ lịnh đem treo quan thượng thiện, y như lời Giô-sép đã bàn ra.
But the wine-servant did not keep Joseph in mind or give a thought to him.|Đoạn, quan tửu chánh chẳng còn nhớ đến Giô-sép nữa; quên người đi.

					Genesis 41				|
						Sáng Thế 41					
Now after two years had gone by, Pharaoh had a dream; and in his dream he was by the side of the Nile;|Cách hai năm sau, Pha-ra-ôn nằm chiêm bao thấy mình đứng bên bờ sông.
And out of the Nile came seven cows, good-looking and fat, and their food was the river-grass.|Nầy đâu dưới sông đi lên bảy con bò mập và tốt, ăn cỏ trong bung.
And after them seven other cows came out of the Nile, poor-looking and thin; and they were by the side of the other cows.|Rồi nầy, bảy con bò khác, xấu dạng, gầy guộc, ở dưới sông đi theo lên sau, đến đứng gần các con bò trước trên bờ sông.
And the seven thin cows made a meal of the seven fat cows. Then Pharaoh came out of his sleep.|Bảy con bò xấu dạng, gầy guộc nuốt bảy con bò mập tốt. Pha-ra-ôn bèn thức giấc.
But he went to sleep again and had a second dream, in which he saw seven heads of grain, full and good, all on one stem.|Vua nằm ngủ lại, chiêm bao lần thứ nhì, thấy bảy gié lúa chắc, tốt tươi, mọc chung trên một cộng rạ.
And after them came up seven other heads, thin and wasted by the east wind.|Kế đó, bảy gié lúa khác lép và bị gió đông thổi háp, mọc theo bảy gié lúa kia.
And the seven thin heads made a meal of the good heads. And when Pharaoh was awake he saw it was a dream.|Bảy gié lúa lép nuốt bảy gié lúa chắc. Pha-ra-ôn bèn thức giấc; và nầy, thành ra một điềm chiêm bao.
And in the morning his spirit was troubled; and he sent for all the wise men of Egypt and all the holy men, and put his dream before them, but no one was able to give him the sense of it.|Sáng mai, tâm thần người bất định, truyền đòi các pháp-sư và các tay bác sĩ xứ Ê-díp-tô đến, thuật lại điềm chiêm bao mình cho họ nghe; nhưng chẳng có ai bàn được điềm chiêm bao đó cho vua hết.
Then the chief wine-servant said to Pharaoh, The memory of my sin comes back to me now;|Quan tửu chánh bèn tâu cùng Pha-ra-ôn rằng: Bây giờ, tôi nhớ đến lỗi của tôi.
Pharaoh had been angry with his servants, and had put me in prison in the house of the captain of the army, together with the chief bread-maker;|Ngày trước, bệ hạ nổi giận cùng quần thần, có cầm ngục quan thượng thiện và tôi nơi dinh quan thị vệ.
And we had a dream on the same night, the two of us, and the dreams had a special sense.|Trong lúc đó, cùng một đêm kia, chúng tôi có thấy điềm chiêm bao, chiêm bao mỗi người đều có ý nghĩa riêng rõ ràng.
And there was with us a young Hebrew, the captain's servant, and when we put our dreams before him, he gave us the sense of them.|Tại đó, cùng chung ngục, có một người Hê-bơ-rơ, còn trẻ, kẻ gia-đinh của quan thị vệ; chúng tôi thuật lại cho chàng nghe điềm chiêm bao của mình; chàng bàn rõ ra cho ai mỗi chiêm bao nấy.
And it came about as he said: I was put back in my place, and the bread-maker was put to death by hanging.|Rồi ra, công việc xảy đến y như lời chàng bàn: bệ hạ phục chức tôi lại, và xử treo quan kia.
Then Pharaoh sent for Joseph, and they took him quickly out of prison; and when his hair had been cut and his dress changed, he came before Pharaoh.|Pha-ra-ôn bèn sai đi đòi Giô-sép; họ lập tức tha người ra khỏi ngục, cạo mặt mày cho, biểu thay đổi áo xống, rồi vào chầu Pha-ra-ôn.
And Pharaoh said to Joseph, I have had a dream, and no one is able to give me the sense of it; now it has come to my ears that you are able to give the sense of a dream when it is put before you.|Pha-ra-ôn phán cùng Giô-sép rằng: Trẫm có thấy một điềm chiêm bao mà chẳng ai bàn ra. Vậy, trẫm nghe rằng khi người ta thuật điềm chiêm bao lại cho, thì ngươi bàn được.
Then Joseph said, Without God there will be no answer of peace for Pharaoh.|Giô-sép tâu rằng: Đó chẳng phải tôi, nhưng ấy là Đức Chúa Trời đem sự bình an đáp cho bệ hạ vậy.
Then Pharaoh said, In my dream I was by the side of the Nile:|Pha-ra-ôn phán rằng: Nầy, trong điềm chiêm bao trẫm đương đứng bên bờ sông.
And out of the Nile came seven cows, fat and good-looking, and their food was the river-grass;|Nầy đâu bảy con bò mập và tốt dưới sông đi lên, đến ăn cỏ trong bưng.
Then after them came seven other cows, very thin and poor-looking, worse than any I ever saw in the land of Egypt;|Rồi bảy con bò khác xấu dạng gầy guộc đi theo lên sau; thật trẫm chẳng thấy trong xứ Ê-díp-tô nầy có bò xấu dạng như vậy bao giờ.
And the thin cows made a meal of the seven fat cows who came up first;|Bảy con bò xấu dạng gầy guộc đó nuốt bảy con bò mập tốt trước kia,
And even with the fat cows inside them they seemed as bad as before. And so I came out of my sleep.|nuốt vào bụng, mà dường như không có nuốt, vì các con bò đó vẫn xấu dạng như xưa.
And again in a dream I saw seven heads of grain, full and good, coming up on one stem:|Trẫm bèn thức giấc; rồi lại thấy điềm chiêm bao khác, là bảy gié lúa chắc tốt tươi mọc chung trên một cộng rạ.
And then I saw seven other heads, dry, thin, and wasted by the east wind, coming up after them:|Kế đó, bảy gié lúa khác, khô, lép, bị gió đông thổi háp, mọc theo bảy gié lúa kia;
And the seven thin heads made a meal of the seven good heads; and I put this dream before the wise men, but not one of them was able to give me the sense of it.|và bảy gié lúa lép đó lại nuốt bảy gié lúa chắc. Trẫm đã thuật điềm chiêm bao nầy cho các pháp-sư, nhưng không ai giải nghĩa ra được.
Then Joseph said, These two dreams have the same sense: God has made clear to Pharaoh what he is about to do.|Giô-sép tâu cùng Pha-ra-ôn rằng: Hai điềm chiêm bao của bệ hạ thấy đó đồng một nghĩa mà thôi; Đức Chúa Trời mách cho bệ hạ biết trước những việc Ngài sẽ làm.
The seven fat cows are seven years, and the seven good heads of grain are seven years: the two have the same sense.|Bảy con bò mập tốt đó, tức là bảy năm; bảy gié lúa chắc đó cũng là bảy năm. Ay chỉ đồng một điềm chiêm bao vậy.
The seven thin and poor-looking cows who came up after them are seven years; and the seven heads of grain, dry and wasted by the east wind, are seven years when there will be no food.|Bảy con bò xấu dạng gầy guộc lên theo sau bảy con bò kia, tức là bảy năm; và bảy gié lúa lép bị gió đông thổi háp đó, tức là bảy năm đói kém.
As I said to Pharaoh before, God has made clear to him what he is about to do.|Ay là điều tôi đã tâu cùng bệ hạ rồi: Đức Chúa Trời có cho bệ hạ thấy những việc Ngài sẽ làm.
Seven years are coming in which there will be great wealth of grain in Egypt;|Nầy, trong khắp xứ Ê-díp-tô sẽ có bảy năm được mùa dư dật.
And after that will come seven years when there will not be enough food; and the memory of the good years will go from men's minds; and the land will be made waste by the bad years;|Nhưng bảy năm đó lại liền tiếp bảy năm đói kém; dân bổn xứ đều sẽ quên sự dư dật đó, và ách đói kém sẽ làm cho toàn xứ hao mòn.
And men will have no memory of the good time because of the need which will come after, for it will be very bitter.|Và vì sự đói kém liên tiếp nầy lớn quá, nên thiên hạ chẳng còn thấy chi về sự dư dật đó nữa.
And this dream came to Pharaoh twice, because this thing is certain, and God will quickly make it come about.|Nếu điềm chiêm bao đến hai lần cho bệ hạ, ấy bởi Đức Chúa Trời đã quyết định điều đó rồi, và Ngài mau mau lo làm cho thành vậy.
And now let Pharaoh make search for a man of wisdom and good sense, and put him in authority over the land of Egypt.|Bây giờ bệ hạ khá chọn một người thông minh trí-huệ, lập người lên làm đầu trong xứ Ê-díp-tô,
Let Pharaoh do this, and let him put overseers over the land of Egypt to put in store a fifth part of the produce of the land in the good years.|cùng lập các ủy viên trong xứ, để góp một phần năm của số thâu vào trong bảy năm được mùa dư dật đó.
And let them get together all the food in those good years and make a store of grain under Pharaoh's control for the use of the towns, and let them keep it.|Họ hãy thâu góp hết thảy mùa màng trong bảy năm được mùa dư dật sẽ đến sau nầy, cùng thâu thập lúa mì sẵn dành cho Pha-ra-ôn, dùng làm lương để dành trong các thành, và họ hãy giữ gìn lấy.
And let that food be kept in store for the land till the seven bad years which are to come in Egypt; so that the land may not come to destruction through need of food.|Các lương thực nầy phải để dành cho bảy năm đói kém sẽ đến trong xứ Ê-díp-tô, hầu cho xứ nầy khỏi bị diệt bởi sự đói kém đó.
And this seemed good to Pharaoh and to all his servants.|Các lời nầy đẹp ý Pha-ra-ôn và quần thần.
Then Pharaoh said to his servants, Where may we get such a man as this, a man in whom is the spirit of God?|Pha-ra-ôn phán cùng quần thần rằng: Chúng ta há dễ tìm một người như người nầy, có thần minh của Đức Chúa Trời được sao?
And Pharaoh said to Joseph, Seeing that God has made all this clear to you, there is no other man of such wisdom and good sense as you:|Pha-ra-ôn phán cùng Giô-sép rằng: Vì Đức Chúa Trời xui cho ngươi biết mọi việc nầy, thì chẳng còn ai được thông minh trí-huệ như ngươi nữa.
You, then, are to be over my house, and all my people will be ruled by your word: only as king will I be greater than you.|Vậy, ngươi sẽ lên cai trị nhà trẫm; hết thảy dân sự của trẫm đều sẽ vâng lời ngươi. Trẫm lớn hơn ngươi chỉ vì ngự ngôi vua mà thôi.
And Pharaoh said to Joseph, See, I have put you over all the land of Egypt.|Pha-ra-ôn lại phán cùng Giô-sép rằng: Hãy xem! trẫm lập ngươi cầm quyền trên cả xứ Ê-díp-tô.
Then Pharaoh took off his ring from his hand and put it on Joseph's hand, and he had him clothed with the best linen, and put a chain of gold round his neck;|Vua liền cổi chiếc nhẫn trong tay mình, đeo vào tay Giô-sép, truyền mặc áo vải gai mịn, và đeo vòng vàng vào cổ người;
And he made him take his seat in the second of his carriages; and they went before him crying, Make way! So he made him ruler over all the land of Egypt.|rồi, truyền cho lên ngồi sau xe vua, có người đi trước hô rằng: Hãy quì xuống! Ay, Giô-sép được lập lên cầm quyền cả xứ Ê-díp-tô là vậy.
Then Pharaoh said to Joseph, I am Pharaoh; and without your order no man may do anything in all the land of Egypt.|Pha-ra-ôn phán cùng Giô-sép: Ta là Pha-ra-ôn, nhưng nếu chẳng có ngươi, thì trong cả xứ Ê-díp-tô không có ai giơ tay đưa chơn lên được.
And Pharaoh gave Joseph the name of Zaphnath-paaneah; and he gave him Asenath, the daughter of Poti-phera, the priest of On, to be his wife. So Joseph went through all the land of Egypt.|Pha-ra-ôn đặt tên Giô-sép là Xa-phơ-nát-Pha-nê-ách, đưa nàng Ach-nát, con gái Phô-ti-phê-ra, thầy cả thành On, cho người làm vợ. Người thường tuần hành trong xứ Ê-díp-tô.
Now Joseph was thirty years old when he came before Pharaoh, king of Egypt. And Joseph went out from before the face of Pharaoh and went through all the land of Egypt.|Vả, khi Giô-sép ra mắt Pha-ra-ôn, vua Ê-díp-tô, thì người đã ba mươi tuổi. Vậy, người từ tạ Pha-ra-ôn mà đi tuần khắp xứ Ê-díp-tô.
Now in the seven good years the earth gave fruit in masses.|Trong bảy năm được mùa dư dật, đất sanh sản ra đầy dẫy.
And Joseph got together all the food of those seven years, and made a store of food in the towns: the produce of the fields round every town was stored up in the town.|Giô-sép bèn thâu góp hết thảy lương thực của bảy năm đó trong xứ Ê-díp-tô, và chứa lương thực nầy khắp các thành; trong mỗi thành, đều dành chứa hoa lợi của các ruộng ở chung quanh thành đó.
So he got together a store of grain like the sand of the sea; so great a store that after a time he gave up measuring it, for it might not be measured.|Vậy, Giô-sép thâu góp lúa mì rất nhiều, như cát nơi bờ biển, cho đến đỗi người ta đếm không được, vì đầy dẫy vô số.
And before the time of need, Joseph had two sons, to whom Asenath, the daughter of Poti-phera, priest of On, gave birth.|Trước khi đến năm đói kém, thì Ach-nát, con gái Phô-ti-phê-ra, thầy cả thành On, sanh cho Giô-sép hai con trai.
And to the first he gave the name Manasseh, for he said, God has taken away from me all memory of my hard life and of my father's house.|Giô-sép đặt tên đứa đầu lòng là Ma-na-se, vì nói rằng: Đức Chúa Trời đã làm cho ta quên điều cực nhọc, và cả nhà cha ta.
And to the second he gave the name Ephraim, for he said, God has given me fruit in the land of my sorrow.|Người đặt tên đứa thứ nhì là Ep-ra-im, vì nói rằng: Đức Chúa Trời làm cho ta được hưng vượng trong xứ mà ta bị khốn khổ.
And so the seven good years in Egypt came to an end.|Bảy năm được mùa dư dật trong xứ Ê-díp-tô bèn qua,
Then came the first of the seven years of need as Joseph had said: and in every other land they were short of food; but in the land of Egypt there was bread.|thì bảy năm đói kém khởi đến, y như lời Giô-sép đã bàn trước. Khắp các xứ khác cũng đều bị đói, nhưng trong cả xứ Ê-díp-tô lại có bánh.
And when all the land of Egypt was in need of food, the people came crying to Pharaoh for bread; and Pharaoh said to the people, Go to Joseph, and whatever he says to you, do it.|Đoạn, cả xứ Ê-díp-tô đều bị đói, dân chúng đến kêu cầu Pha-ra-ôn xin lương. Pha-ra-ôn phán cùng bổn dân rằng: Hãy đi đến Giô-sép, rồi làm theo lời người sẽ chỉ bảo cho.
And everywhere on the earth they were short of food; then Joseph, opening all his store-houses, gave the people of Egypt grain for money; so great was the need of food in the land of Egypt.|Khi khắp xứ bị đói kém, thì Giô-sép mở mọi kho lúa mà bán cho dân Ê-díp-tô.
And all lands sent to Egypt, to Joseph, to get grain, for the need was great over all the earth.|Xứ càng đói nhiều nữa; vả, vì khắp thế gian đều bị đói quá, nên đâu đâu cũng đổ đến Ê-díp-tô mùa lúa nơi Giô-sép bán.

					Genesis 42				|
						Sáng Thế 42					
Now Jacob, hearing that there was grain in Egypt, said to his sons, Why are you looking at one another?|Gia-cốp thấy xứ Ê-díp-tô có lúa bán ra, bèn nói cùng các con trai mình rằng: Sao bay ngơ ngẩn nhìn nhau vậy?
And he said, I have had news that there is grain in Egypt: go down there and get grain for us, so that life and not death may be ours.|Lại rằng: Nầy, cha nghe dưới xứ Ê-díp-tô có lúa bán; bay hãy xuống đó mua lúa cho chúng ta, hầu cho chúng ta sống và khỏi chết, chớ!
So Joseph's ten brothers went down to get grain from Egypt.|Mười người anh của Giô-sép bèn xuống Ê-díp-tô đặng mua lúa.
But Jacob did not send Benjamin, Joseph's brother, with them, for fear, as he said, that some evil might come to him.|Nhưng Gia-cốp không cho Bên-gia-min, em Giô-sép, đi cùng các anh; vì nghĩ rằng: Ta nên giữ chừng, kẻo xảy ra điều rủi ro cho nó.
And the sons of Israel came with all the others to get grain: for they were very short of food in the land of Canaan.|Xứ Ca-na-an bấy giờ cũng đói, nên các con trai của Y-sơ-ra-ên cũng đổ xuống Ê-díp-tô mua lúa như các người khác.
Now Joseph was ruler over all the land, and it was he who gave out the grain to all the people of the land; and Joseph's brothers came before him and went down on their faces to the earth.|Vả, lúc nầy, chánh Giô-sép cai trị trong nước, và bán lúa cho cả dân bổn xứ. Các anh Giô-sép bèn đến, sấp mình xuống trước mặt người.
And when Joseph saw his brothers, it was clear to him who they were, but he made himself strange to them, and talking roughly to them, said, Where do you come from? And they said, From the land of Canaan, to get food.|Giô-sép thấy, nhìn biết các anh mình; nhưng giả làm mặt lạ cùng họ, nói một cách xẳng rằng: Các ngươi ở đâu đến? Đáp rằng: Ở xứ Ca-na-an đến đặng mua lúa.
Now though Joseph saw that these were his brothers, they had no idea who he was.|Vậy, Giô-sép nhìn biết các anh mình; nhưng họ nhìn lại chẳng ra.
Then the memory of his dreams about them came back to Joseph, and he said to them, You have come secretly to see how poor the land is.|Giô-sép nhớ lại điềm chiêm bao mình đã thấy về anh em mình, liền thét rằng: Các ngươi là thám tử, đến đây đặng dòm hành những nơi yếu óp của xứ ta.
And they said to him, Not so, my lord: your servants have come with money to get food.|Đáp rằng: Thưa chúa, chẳng phải vậy; các tôi tớ chúa đến đặng mua lúa mà thôi.
We are all one man's sons, we are true men; we have not come with any secret purpose.|Chúng tôi đây đều là con một cha, vốn nhà lương thiện, chẳng phải là thám tử đâu.
And he said to them, No, but you have come to see how poor the land is.|Người đáp lại rằng: Chẳng phải; các ngươi đến đặng dòm hành những nơi yếu óp của xứ nầy.
Then they said, We your servants are twelve brothers, sons of one man in the land of Canaan; the youngest of us is now with our father, and one is dead.|Đáp rằng: Kẻ tôi tớ chúa có mười hai anh em, con của một cha, nguyên xứ Ca-na-an; nầy một người đã đi mất biệt, còn người út hiện bây giờ hãy ở tại nhà cùng cha chúng tôi.
And Joseph said, It is as I said; you have come with some secret purpose;|Giô-sép nói: Ay quả thật như ta nói, các ngươi là thám tử.
But in this way will you be put to the test: by the life of Pharaoh, you will not go away from this place till your youngest brother comes here.|Đây là điều ta thử các ngươi: Ta chỉ mạng Pha-ra-ôn mà thề rằng, hễ em út các ngươi không đến đây thì chẳng bao giờ các ngươi ra khỏi chốn nầy được.
Send one of your number to get your brother, and the rest of you will be kept in prison, so that your words may be tested to see if you are true; if not, by the life of Pharaoh, your purpose is certainly secret.|Hãy sai một người nào trong bọn các ngươi về dẫn em út xuống; còn bao nhiêu thì phải ở tù lại đây. Lời các ngươi phải thử đã, rồi ta sẽ biết các ngươi nói đó có quả thật chăng. Nếu chẳng thật, thì ta chỉ mạng Pha-ra-ôn thề rằng, các ngươi là thám tử đó.
So he put them in prison for three days.|Đoạn, Giô-sép truyền đem giam họ chung trong ngục ba ngày.
And on the third day Joseph said to them, Do this, if you would keep your lives: for I am a god-fearing man:|Ngày thứ ba, Giô-sép nói cùng họ rằng: Ta kính sợ Đức Chúa Trời; hãy làm như điều nầy, thì được sống.
If you are true men, let one of you be kept in prison, while you go and take grain for the needs of your families;|Nếu các ngươi vốn nhà lương thiện, thì hãy để một người nào ở tù lại đây, còn bao nhiêu đem lương thực về nuôi đói cho nhà các ngươi.
And come back to me with your youngest brother, so that your words may be seen to be true, and you will not be put to death. This is what you are to do.|Đoạn, hãy dẫn em út xuống đây, thì lời các ngươi sẽ cho là thật, và các ngươi chẳng phải chết. Vậy, họ nghe theo.
And they said to one another, Truly, we did wrong to our brother, for we saw his grief of mind, and we did not give ear to his prayers; that is why this trouble has come on us.|Họ bèn nói với nhau rằng: Quả thật chúng ta cam tội cùng em ta ra; vì lúc trước ta thấy tâm hồn nó buồn thảm khi nó xin nhờ ơn, nhưng ta không khứng cho; vậy nên tai vạ nầy mới xảy đến cho chúng ta.
And Reuben said to them, Did I not say to you, Do the child no wrong? but you gave no attention; so now, punishment has come on us for his blood.|Ru-bên đáp rằng: Anh há không có nói cùng các em rằng: Chớ phạm tội nầy cùng đứa trẻ đó sao? Nhưng các em không nghe; nên bây giờ huyết nó đòi chúng ta thường lại.
They were not conscious that the sense of their words was clear to Joseph, for he had been talking to them through one who had knowledge of their language.|Vả, Giô-sép vẫn dùng người thông ngôn nói chuyện lại cùng các anh, nên họ tưởng Giô-sép chẳng nghe hiểu.
And turning away from them, he was overcome with weeping; then he went on talking to them again and took Simeon and put chains on him before their eyes.|Giô-sép xây mặt qua chỗ khác mà khóc. Đoạn xây mặt lại nói chuyện cùng họ; bèn bắt Si-mê-ôn trong vòng anh em, truyền trói lại trước mặt họ.
Then Joseph gave orders for their bags to be made full of grain, and for every man's money to be put back into his bag, and for food to be given them for the journey: which was done.|Giô-sép truyền đầy tớ xúc lúa đổ đầy bao và để bạc lại trong đó cho mỗi người anh em, cũng để thêm lương thực dùng dọc đường. Đầy tớ làm y như lời.
Then they put the bags of grain on their asses and went away.|Đoạn, anh em chất mấy bao lúa lên lưng lừa, rồi đi.
Now at their night's resting-place one of them, opening his bag to give his ass some food, saw his money in the mouth of the bag.|Đến quán, một người trong bọn mở bao ra cho lừa ăn thóc, thấy bạc mình ở tại miệng bao;
And he said to his brothers, My money has been given back: it is in my bag; then their hearts became full of fear, and turning to one another they said, What is this which God has done to us?|bèn nói cùng anh em rằng: Bạc của tôi trả lại, hiện trong bao tôi đây! Các anh em nhát gan, vừa nói với nhau, vừa run, mà rằng: Đức Chúa Trời đã làm chi cho chúng ta đây?
So when they came to Jacob their father, in the land of Canaan, they gave him an account of all their experiences, saying,|Các anh em trở về cùng Gia-cốp, cha mình, tại xứ Ca-na-an, thuật lại cho người nghe mọi nỗi đã xảy đến, rằng:
The man who is the ruler of the country was rough with us and put us in prison, saying that we had come with a secret evil purpose.|người đương làm chúa tại xứ Ê-díp-tô nói với chúng tôi cách xẳng xớm, cho chúng tôi là thám tử.
And we said to him, We are true men, we have no evil designs;|Song chúng tôi có thưa cùng người rằng: Chúng tôi vốn nhà lương thiện, nào có phải là thám tử đâu.
We are twelve brothers, sons of our father; one is dead, and the youngest is now with our father in the land of Canaan.|Chúng tôi được mười hai anh em, con một cha; một người đã đi mất biệt, còn người út hiện bây giờ ở nhà cùng cha, tại xứ Ca-na-an.
And the ruler of the land said, In this way I may be certain that you are true men; let one of you be kept here with me, while you go and take grain for the needs of your families;|Người làm chúa xứ đó dạy rằng: Làm như vầy, ta mới cho các ngươi là lương thiện: Hãy để lại cùng ta một người nào trong bọn các ngươi, còn bao nhiêu sẽ đem lương thực về nuôi đói cho nhà các ngươi;
And come back to me with your youngest brother: then I will be certain that you are true men, and I will give your brother back to you and let you do trade in the land.|đoạn, hãy dẫn em út đến cho ta. Vậy, ta mới biết rằng các ngươi chẳng phải là thám tử, nhưng là người lương thiện; ta sẽ giao em lại cho, và các ngươi sẽ được buôn bán trong xứ nầy.
And when they took the grain out of their bags, it was seen that every man's parcel of money was in his bag; and when they and their father saw the money, they were full of fear.|Vả, đương khi các anh em trút lúa mì ra bao, nầy đâu, trong mỗi bao có gói bạc của mỗi người; cha và các anh em thấy những gói bạc mình, đều lấy làm sợ hãi.
And Jacob their father said to them, You have taken my children from me: Joseph is gone and Simeon is gone, and now you would take Benjamin away; all these things have come on me.|Gia-cốp, cha họ bèn nói rằng: Bay làm mất các con tao; Giô-sép đã mất biệt, Si-mê-ôn cũng mất biệt; mà bây giờ, lại muốn dẫn Bê-gia-min đi nữa sao! Các nông nỗi nầy đều đổ lại cho tao hết!
And Reuben said, Put my two sons to death if I do not come back to you with him; let him be in my care and I will give him safely back to you.|Ru-bên thưa lại cùng cha rằng: Cha hãy giao em nơi tôi, tôi sẽ dẫn về cho. Ví bằng chẳng dẫn em về, thì cha hãy giết hai đứa con trai tôi đi.
And he said, I will not let my son go down with you; for his brother is dead and he is all I have: if evil overtakes him on the journey, then through you will my grey head go down to the underworld in sorrow.|Nhưng Gia-cốp đáp rằng: Con út tao sẽ chẳng đi xuống với bay đâu; vì anh nó đã chết rồi, chỉ còn một mình nó mà thôi. Nếu điều rủi ro chi xảy đến cho nó nơi dọc đường bay đi, tức nhiên bay làm cho kẻ tóc bạc nầy đau lòng xót dạ xuống âm phủ.

					Genesis 43				|
						Sáng Thế 43					
Now the land was in bitter need of food.|Vả, sự đói kém trong xứ lớn lắm.
