
					Leviticus 1				|
And if the hair has gone from the front part of his head, so that he has no hair there, still he is clean.|Nếu người rụng tóc về phía mặt, ấy là một người sói trán: người vẫn tinh sạch.
But if, on his head or on his brow, where he has no hair, there is a red and white place, it is the disease of the leper coming out on his head or on his brow.|Còn nếu trong chỗ sói phía trước hay là phía sau có một vít trắng hồng, ấy là bịnh phung lở ra ở chỗ sói phía trước hay là phía sau.
Then if the priest sees that the growth of the disease has become red and white on his head or on his brow where there is no hair, like the mark in the skin of a leper;|Thầy tế lễ phải khám cho; nếu nơi sưng của vít trong chỗ sói phía trước hay là phía sau có màu trắng hồng, giống như bịnh phung tại da của thân người,
He is a leper and unclean; the priest is to say that he is most certainly unclean: the disease is in his head.|thì người nầy bị phung, thầy tế lễ sẽ định người là ô uế; vít người ở nơi đầu.
And the leper who has the disease on him is to go about with signs of grief, with his hair loose and his mouth covered, crying, Unclean, unclean.|Vả, người đã bị vít phung rồi phải xé quần áo, đầu trần, che râu lại la rằng: Ô-uế! Ô-uế!
While the disease is on him, he will be unclean. He is unclean: let him keep by himself, living outside the tent-circle.|Trọn lúc nào người có vít, thì sẽ bị ô uế, phải ở một mình ngoài trại quân.
And any clothing of wool or of linen in which is the mark of the disease;|Khi nào lên mốc trên quần áo, như vít phung, bất luận trên quần áo bằng lông chiên hay quần áo bằng vải gai,
If it is in the threads of the linen or of the wool, or in leather, or in anything made of skin;|trên canh hay trên chỉ bằng gai, hoặc bằng lông chiên, trên da hay là trên món nào bằng da;
If there are red or green marks on the clothing, or on the leather, or in the threads of the cloth, or in anything made of skin, it is the leper's disease: let the priest see it.|nếu vít đó màu xanh xanh hay đỏ đỏ, trên quần áo hoặc trên da, trên canh hoặc trên chỉ hay là trên món nào bằng da, thì phải coi như bịnh phung, đem đến tỏ cho thầy tế lễ.
And after it has been seen by the priest, the thing which is so marked is to be shut up for seven days:|Thầy tế lễ sẽ khám cho, và giam món có vít ấy trong bảy ngày.
And he is to see the mark on the seventh day; if the mark is increased in the clothing, or in the threads of the material, or in the leather, whatever the leather is used for, it is the disease biting into it: it is unclean.|Qua ngày thứ bảy, thầy tế lễ khám vít lại; nếu vít ăn lan trên quần áo, trên canh hay chỉ, trên da hay trên món chi bằng da, thì phải coi như bịnh phung ăn luồn; món đó bị ô uế.
And the clothing, or the wool or linen material, or anything of leather in which is the disease, is to be burned: for the disease is biting into it; let it be burned in the fire.|Vậy, người phải đốt quần áo, canh hay chỉ bằng lông chiên hoặc bằng gai, hoặc các món chi làm bằng da, ở trên nó mà đã bị vít, vì là một bịnh phung ăn ruồng: phải thiêu đi.
And if the priest sees that the mark is not increased in the clothing or in any part of the material or in the leather,|Còn nếu thầy tế lễ khám, chẳng thấy vít đó ăn lan trên quần áo, trên canh hay trên chỉ, hoặc các món chi làm bằng da,
Then the priest will give orders for the thing on which the mark is, to be washed, and to be shut up for seven days more:|thì người hãy biểu họ đem giặt món có vít đó đi, rồi giam nó một lần thứ nhì trong bảy ngày nữa.
And if, after the mark has been washed, the priest sees that the colour of it is not changed and it is not increased, it is to be burned in the fire: the disease is working in it, though the damage may be inside or outside.|Khi giặt rồi, thầy tế lễ sẽ khám lại, nếu vít đó không phai màu và cũng chẳng ăn lan ra, thì món đó là ô uế: ngươi hãy đem thiêu đi, vì là một thứ vít mốc ăn vào bề trái hay là bề mặt.
And if the priest sees that the mark is less bright after the washing, then let him have it cut out of the clothing or the leather or from the threads of the material:|Còn nếu sau khi giặt rồi, thầy tế lễ thấy vít đã tái, thì phải gỡ nó khỏi quần áo, da, canh hay chỉ đi.
And if the mark is still seen in the clothing or in the threads of the material or in the leather, it is the disease coming out: the thing in which the disease is will have to be burned with fire.|Nếu vít mốc còn ló lên lại trên quần áo, trên canh hay chỉ, hoặc trên món chi bằng da, thì phải coi như một vít phung, và thiêu món có vít đó đi.
And the material of the clothing, or anything of skin, which has been washed, if the mark has gone out of it, let it be washed a second time and it will be clean.|Nhưng quần áo, canh hay chỉ, hoặc món nào bằng da mà ngươi đã giặt, và vít đã lặn rồi, thì hãy đem giặt một lần thứ nhì nữa, đoạn sẽ được tinh sạch.
This is the law about the leper's disease in the thread of wool or linen material, in clothing or in anything of skin, saying how it is to be judged clean or unclean.|Đó là luật lệ về vít lên mốc như phung trên quần áo bằng lông chiên hay bằng vải gai, trên canh hay chỉ, hoặc trên món chi bằng da, chiếu theo luật lệ đó là phải định là tinh sạch hay là ô uế.

					Leviticus 14				|
						Lê-vi 14					
And the Lord said to Moses,|Đức Giê-hô-va phán cùng Môi-se rằng:
This is the law of the leper on the day when he is made clean: he is to be taken to the priest;|Nầy là luật lệ cho kẻ phung về ngày nó được sạch. Người ta sẽ dẫn người phung đến thầy tế lễ:
And the priest is to go outside the tent-circle; and if, after looking, the priest sees that the mark of the disease has gone from him,|thầy tế lễ sẽ ra ngoài trại quân mà khám bịnh cho. Nếu vít phung của người bịnh lành rồi,
Then the priest is to give orders to take, for him who is to be made clean, two living clean birds and some cedar wood and red thread and hyssop.|thì về phần người phải được sạch, thầy tế lễ sẽ truyền đem hai con chim vẫn sống và tinh sạch, cây hương nam, màu đỏ sặm và nhành kinh giới.
And the priest will give orders for one of the birds to be put to death in a vessel made of earth, over flowing water.|Thầy tế lễ biểu cắt cổ một trong hai chim đó trong chậu sành, trên nước chảy.
And he will take the living bird and the wood and the red thread and the hyssop and put them in the blood of the bird which was put to death over flowing water.|Đoạn, bắt lấy chim còn sống với cây hương nam, màu đỏ sặm, nhành kinh giới, đem nhúng trong huyết của chim kia đã cắt cổ trên nước chảy.
And shaking it seven times over the man who is to be made clean, he will say that he is clean and will let the living bird go free into the open country.|Thầy tế lễ phải rảy huyết bảy lần trên người được sạch phung, và định người là tinh sạch, rồi thả con chim còn sống ra ngoài đồng.
And he who is to be made clean will have his clothing washed and his hair cut and have a bath, and he will be clean. And after that he will come back to the tent-circle; but he is to keep outside his tent for seven days.|Kẻ được sạch sẽ giặt áo xống mình, cạo hết lông, tắm trong nước, rồi sẽ được tinh sạch. Kế đó người được vào trại quân, nhưng phải ở ngoài trại mình trong bảy ngày.
And on the seventh day he is to have all the hair cut off his head and his chin and over his eyes--all his hair is to be cut off--and he will have his clothing washed and his body bathed in water and he will be clean.|Qua ngày thứ bảy người sẽ cạo hết lông, tóc, râu, và lông mày mình, giặt quần áo và tắm mình trong nước, thì sẽ được tinh sạch.
And on the eighth day let him take two male lambs, without any marks on them, and one female lamb of the first year, without a mark, and three tenth parts of an ephah of the best meal, mixed with oil, and one log of oil.|Qua ngày thứ tám, người bắt hai chiên con đực không tì vít chi, một chiên con cái chưa giáp năm, không tì vít chi, ba phần mười ê-pha bột lọc, chế dầu, làm của lễ chay, và một lót dầu;
And the priest who is making him clean will put the man who is being made clean, together with these things, before the door of the Tent of meeting.|thầy tế lễ làm lễ nên thanh sạch sẽ đem người đương được sạch và các vật đó đến trước mặt Đức Giê-hô-va tại cửa hội mạc.
And the priest is to take one of the male lambs and give it as an offering for wrongdoing, and the log of oil, waving them for a wave offering before the Lord;|Kế đó, thầy tế lễ sẽ bắt một trong hai chiên con đực dâng làm của lễ chuộc sự mắc lỗi với một lót dầu, và đưa qua đưa lại trước mặt Đức Giê-hô-va.
And he is to put the male lamb to death in the place where they put to death the sin-offering and the burned offering, in the holy place; for as the sin-offering is the property of the priest, so is the offering for wrongdoing: it is most holy.|Đoạn, người giết chiên con đó trong nơi thường giết các con sinh dùng làm của lễ chuộc tội và của lễ thiêu, tức là trong một nơi thánh, vì của lễ chuộc sự mắc lỗi thuộc về thầy tế lễ như của lễ chuộc tội vậy; ấy là một vật chí thánh.
And let the priest take some of the blood of the offering for wrongdoing and put it on the point of the right ear of him who is to be made clean, and on the thumb of his right hand and on the great toe of his right foot;|Thầy tế lễ sẽ lấy huyết của con sinh tế chuộc sự mắc lỗi bôi trên trái tai hữu của người được sạch, trên ngón cái tay mặt và trên ngón cái chân mặt;
And take some of the oil and put it in the hollow of his left hand;|đoạn lấy lót dầu đổ trong bàn tay tả mình,
And let the priest put his right finger in the oil which is in his left hand, shaking it out with his finger seven times before the Lord;|nhúng ngón tay hữu vào dầu trong bàn tay tả mình, mà rảy bảy lần trước mặt Đức Giê-hô-va.
And of the rest of the oil which is in his hand, the priest will put some on the point of the right ear of the man who is to be made clean, and on the thumb of his right hand and on the great toe of his right foot, over the blood of the offering for wrongdoing;|Dầu còn lại trong bàn tay mình, thầy tế lễ sẽ lấy bôi trên trái tai hữu của người được sạch, trên ngón cái tay mặt và ngón cái chân mặt, tức trên lớp huyết của lễ chuộc sự mắc lỗi.
And the rest of the oil in the priest's hand he will put on the head of him who is to be made clean; and so the priest will make him free from sin before the Lord.|Dầu còn dư lại trong bàn tay mình, thầy tế lễ sẽ đổ trên đầu người được sạch; vậy thầy tế lễ sẽ làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va.
And the priest will give the sin-offering, and take away the sin of him who is to be made clean from his unclean condition; and after that he will put the burned offering to death.|Đoạn, thầy tế lễ sẽ dâng của lễ chuộc tội đặng làm lễ chuộc tội cho người được sạch sự ô uế mình. Kế đó, thầy tế lễ sẽ giết con sinh dùng làm của lễ thiêu,
And the priest is to have the burned offering and the meal offering burned on the altar; and the priest will take away his sin and he will be clean.|dâng lên với của lễ chay trên bàn thờ; vậy, thầy tế lễ sẽ làm lễ chuộc tội cho người nầy, thì người nầy sẽ được tinh sạch.
And if he is poor and not able to get so much, then he may take one male lamb as an offering for wrongdoing, to be waved to take away his sin, and one tenth part of an ephah of the best meal mixed with oil for a meal offering, and a log of oil;|Nhưng nếu người đó nghèo nàn, không phương thế đủ dâng những lễ vật nầy, thì phải bắt một chiên con đực dùng làm của lễ chuộc sự mắc lỗi, dâng đưa qua đưa lại đặng làm lễ chuộc tội cho mình, một phần mười bột lọc chế dầu làm của lễ chay và một lót dầu.
And two doves or two young pigeons, such as he is able to get; and one will be for a sin-offering and the other for a burned offering.|Tùy theo phương thế mình, người cũng đem nộp hai con chim cu hay là hai bò câu con; con nầy dùng làm của lễ chuộc tội, con kia dùng làm của lễ thiêu.
And on the eighth day he will take them to the priest, to the door of the Tent of meeting before the Lord, so that he may be made clean.|Qua ngày thứ tám, người phải vì sự nên thanh sạch mình, đem nộp các lễ vật nầy cho thầy tế lễ tại cửa hội mạc, trước mặt Đức Giê-hô-va.
And the priest will take the lamb of the offering for wrongdoing and the oil, waving them for a wave offering before the Lord;|Thầy tế lễ sẽ bắt chiên con đực định làm của lễ chuộc sự mắc lỗi, và một lót dầu, rồi dâng lên đưa qua đưa lại trước mặt Đức Giê-hô-va.
And he will put to death the lamb of the offering for wrongdoing and the priest will take some of the blood of the offering for wrongdoing and put it on the point of the right ear of him who is to be made clean, and on the thumb of his right hand and on the great toe of his right foot;|Đoạn, người giết chiên con dùng làm của lễ chuộc sự mắc lỗi, lấy huyết bôi trên trái tai hữu của kẻ được sạch, trên ngón cái tay mặt và trên ngón cái chân mặt.
And the priest will put out some of the oil in the hollow of his left hand,|Rồi thầy tế lễ đổ dầu vào bàn tay tả mình,
Shaking out drops of oil with his right finger before the Lord seven times:|ngón tay hữu nhúng lấy dầu đổ trong bàn tay tả, rảy bảy lần trước mặt Đức Giê-hô-va,
And the priest will put some of the oil which is in his hand on the point of the ear of the man who is to be made clean and on the thumb of his right hand and on the great toe of his right foot, on the place where the blood of the offering for wrongdoing was put;|và bôi trên trái tai hữu của người được sạch, trên ngón cái tay mặt và trên ngón cái chân mặt, tại nơi đã bôi huyết của lễ chuộc sự mắc lỗi.
And the rest of the oil which is in the priest's hand he will put on the head of him who is to be made clean, to take away his sin before the Lord.|Dầu còn dư lại trong bàn tay, thầy tế lễ sẽ đổ trên đầu người được sạch, đặng làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va.
And he will make an offering of one of the doves or the young pigeons, such as he is able to get;|Đoạn, thầy tế lễ sẽ dâng một trong hai con chim cu, hoặc một trong hai con bồ câu con, tùy theo vật họ nộp,
And of these, he will give one for a sin-offering and one for a burned offering, with the meal offering; and the priest will take away the sin of him who is to be made clean before the Lord.|dâng con nầy dùng làm của lễ chuộc tội, con kia dùng làm của lễ thiêu, với của lễ chay. Vậy, thầy tế lễ sẽ làm lễ chuộc tội cho người được sạch trước mặt Đức Giê-hô-va.
This is the law for the man who has the disease of the leper on him, and who is not able to get that which is necessary for making himself clean.|Đó là luật lệ về lễ nên thanh sạch của kẻ nghèo nàn bị vít phung.
And the Lord said to Moses and Aaron,|Đức Giê-hô-va cũng phán cùng Môi-se và A-rôn rằng:
When you have come into the land of Canaan which I will give you for your heritage, if I put the leper's disease on a house in the land of your heritage,|Khi nào các ngươi sẽ vào xứ Ca-na-an, mà ta sẽ cho các ngươi làm sản nghiệp, nếu ta giáng mốc vít mốc như vít phung trong nhà nào của xứ các ngươi sẽ được làm sản nghiệp,
Then let the owner of the house come and say to the priest, It seems to me that there is a sort of leper's disease in the house.|chủ nhà đó phải đến cáo cùng thầy tế lễ rằng: Tôi thấy như có một vít mốc trong nhà.
And the priest will give orders for everything to be taken out of the house, before he goes in to see the disease, so that the things in the house may not become unclean; and then the priest is to go in to see the house;|Trước khi vào khám vít mốc đó, thầy tế lễ phải truyền họ đem đồ đạc trong nhà ra hết, hầu cho khỏi bị lây ô uế; sau dời xong, thầy tế lễ sẽ vào đặng khám nhà.
And if he sees that the walls of the house are marked with hollows of green and red, and if it seems to go deeper than the face of the wall;|Người sẽ xem vít đó, nếu nó ở nơi vách có lỗ màu xanh xanh, hoặc đỏ đỏ, bộ sâu hơn mặt vách,
Then the priest will go out of the door of the house, and keep the house shut up for seven days:|thì thầy tế phải đi ra đến cửa ngoài, niêm nhà lại trong bảy ngày.
And the priest is to come again on the seventh day and have a look and see if the marks on the walls of the house are increased in size;|Ngày thứ bảy, thầy tế lễ trở lại, nếu thấy vít ăn lan ra trên vách nhà,
Then the priest will give orders to them to take out the stones in which the disease is seen, and put them out into an unclean place outside the town:|thì phải truyền gỡ mấy cục đá bị vít lây, liệng ra ngoài thành trong một nơi dơ dáy;
And he will have the house rubbed all over inside, and the paste which is rubbed off will be put out into an unclean place outside the town:|đoạn biểu người ta cạo trong nhà và chung quanh nhà, và hốt bỏ bụi cạo đó ra ngoài thành trong một nơi dơ dáy;
And they will take other stones and put them in place of those stones, and he will take other paste and put it on the walls of the house.|rồi lấy đá khác trám vào chỗ đá cũ, và đem hồ mới tô lại khắp nhà.
And if the disease comes out again in the house after he has taken out the stones and after the walls have been rubbed and the new paste put on,|Nhưng nếu sau khi đã gỡ mấy cục đá, cạo nhà và tô lại, vít đó trở lại ở trong nhà,
Then the priest will come and see it; and if the disease in the house is increased in size, it is the leper's disease working out in the house: it is unclean.|thì thầy tế lễ phải đến khám nữa. Nếu thấy vít ăn lan ra, ấy là một vít phung ăn ruồng nhà; nhà đã bị ô uế.
And the house will have to be pulled down, the stones of it and the wood and the paste; and everything is to be taken out to an unclean place outside the town.|Vậy, họ phải phá nhà đi, đá, gỗ và hồ, rồi đem đổ hết thảy ngoài thành trong một nơi dơ dáy.
And, in addition, anyone who goes into the house at any time, while it is shut up, will be unclean till evening.|Trong lúc niêm nhà, ai đi vào thì sẽ bị lây ô uế cho đến chiều tối.
And anyone who has been sleeping in the house will have to have his clothing washed; and anyone who takes food in that house will have to have his clothing washed.|Ai ngủ, hoặc ăn trong nhà đó phải giặt quần áo mình.
And if the priest comes in, and sees that the disease is not increased after the new paste has been put on the house, then the priest will say that the house is clean, because the disease is gone.|Nhưng sau khi nhà đã tô rồi, nếu thầy tế lễ trở lại, khám thấy vít không ăn lan trong nhà, thì phải định nhà là tinh sạch, vì vít đó đã lành rồi.
And in order to make the house clean, let him take two birds and cedar-wood and red thread and hyssop;|Đặng làm lễ nên thanh sạch cho nhà, người phải lấy hai con chim, cây hương nam, màu đỏ sặm và nhành kinh giới;
And put one of the birds to death in a vessel of earth over flowing water;|giết một con chim trong chậu sành, trên nước chảy,
And take the cedar-wood and the hyssop and the red thread and the living bird and put them in the blood of the dead bird and in the flowing water, shaking it over the house seven times.|rồi lấy cây hương nam, nhành kinh giới, màu đỏ sặm, và con chim sống, nhúng hết trong huyết con chim đã cắt cổ trên nước chảy, và rảy bảy lần trên nhà.
And he will make the house clean with the blood of the bird and the flowing water and with the living bird and with the cedar-wood and the hyssop and the red thread.|Vậy, người dùng huyết con chim, nước chảy, con chim sống, cây hương nam, nhành kinh giới, và màu đỏ sặm đặng làm lễ khiến nhà nên thanh sạch.
But he will let the living bird go out of the town into the open country; so he will take away sin from the house and it will be clean.|Đoạn, người thả con chim sống bay ra ngoài thành đến nơi ruộng; người sẽ làm lễ chuộc tội cho nhà, thì nhà sẽ được sạch.
This is the law for all signs of the leper's disease and for skin diseases;|Đó là luật lệ về các thứ vít phung và tật đòng đanh,
And for signs of disease in clothing, or in a house;|về vít mốc trên quần áo và nhà ở, như vít phung,
And for a growth or a bad place or a bright mark on the skin;|về chỗ sưng, chỗ lở ra và chỗ đém,
To make clear when it is unclean and when it is clean: this is the law about the disease of the leper.|đặng dạy cho biết khi nào ô uế, và khi nào tinh sạch. Đó là luật lệ về bịnh phung vậy.

					Leviticus 15				|
						Lê-vi 15					
And the Lord said to Moses and to Aaron,|Đức Giê-hô-va lại phán cùng Môi-se và A-rôn rằng:
Say to the children of Israel: If a man has an unclean flow from his flesh, it will make him unclean.|Hãy truyền cho dân Y-sơ-ra-ên rằng: Phàm người nam nào thân mình bị bịnh bạch trược, thì vì cớ đó bị ô uế;
If the flow goes on or if the part is stopped up, to keep back the flow, he is still unclean.|sự ô uế người bởi nơi bạch trược: hoặc thân mình chảy bạch trược ra hay là ứ lại, thì người bị ô uế.
Every bed on which he has been resting will be unclean, and everything on which he has been seated will be unclean.|Hễ giường nào người bịnh bạch trược nằm, đều sẽ bị ô uế: và các vật nào người ngồi trên cũng sẽ bị ô uế.
And anyone touching his bed is to have his clothing washed and his body bathed in water and be unclean till evening.|Ai đụng đến giường người, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And he who has been seated on anything on which the unclean man has been seated is to have his clothing washed and his body bathed in water and be unclean till evening.|Ai ngồi trên vật chi mà người bịnh bạch trược đã ngồi, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And anyone touching the flesh of the unclean man is to have his clothing washed and his body bathed in water and be unclean till evening.|Ai đụng đến mình người bịnh bạch trược, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And if liquid from the mouth of the unclean man comes on to him who is clean, then he is to have his clothing washed and his body bathed in water and be unclean till evening.|Nếu người bịnh bạch trược nhổ nhằm người nào tinh sạch, thì người đó phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And any leather seat on a horse on which the unclean man has been seated will be unclean.|Hễ xe nào người bịnh bạch trược ngồi lên đều sẽ bị ô uế.
And anyone touching anything which was under him will be unclean till the evening; anyone taking up any of these things is to have his clothing washed and his body bathed in water and be unclean till evening.|Hễ ai đụng đến bất kỳ vật chi dưới mình người bịnh bạch trược, đều sẽ bị ô uế đến chiều tối. Còn ai mang các vật đó, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And anyone on whom the unclean man puts his hands, without washing them in water, is to have his clothing washed and his body bathed in water and be unclean till evening.|Ai bị người bịnh bạch trược rờ đến mà nếu người bịnh đó không rửa tay mình trong nước, thì ai đó phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And any vessel of earth which has been touched by the unclean man will have to be broken and any vessel of wood washed.|Đồ sành bị người bịnh bạch trược đụng đến, phải đập bể đi, còn đồ gỗ, thì rửa trong nước.
And when a man who has a flow from his body is made clean from it, he is to take seven days to make himself clean, washing his clothing and bathing his body in flowing water, and then he will be clean.|Vả, khi người nam bị bịnh bạch trược đã lành rồi, thì phải tính từ ngày lành đến bảy ngày, kế giặt quần áo mình và tắm trong nước chảy; đoạn, người sẽ được tinh sạch.
And on the eighth day he is to take two doves or two young pigeons and come before the Lord to the door of the Tent of meeting and give them to the priest:|Qua ngày thứ tám, người bắt cho mình hai chim cu, hay là hai con bò câu con, đến trước mặt Đức Giê-hô-va, tại cửa hội mạc, và đưa cho thầy tế lễ.
And they are to be offered by the priest, one for a sin-offering and one for a burned offering, and the priest will take away his sin before the Lord on account of his flow.|Thầy tế lễ sẽ dâng con nầy làm của lễ chuộc tội, con kia làm của lễ thiêu; vậy, thầy tế lễ vì cớ bịnh bạch trược, sẽ làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va.
And if a man's seed goes out from him, then all his body will have to be bathed in water and he will be unclean till evening.|Hễ người nam di tinh, phải tắm trọn mình trong nước, và bị ô uế đến chiều tối.
And any clothing or skin on which the seed comes is to be washed with water and be unclean till evening.|Phàm quần áo và da bị dính, phải giặt rửa trong nước, và bị ô uế đến chiều tối.
And if a man has sex relations with a woman and his seed goes out from him, the two of them will have to be bathed in water and will be unclean till evening.|Khi nào người nam và người nữ giao cấu nhau, thì phải tắm trong nước, và bị ô uế cho đến chiều tối.
And if a woman has a flow of blood from her body, she will have to be kept separate for seven days, and anyone touching her will be unclean till evening.|Khi nào một người nữ có kinh nguyệt, phải chịu ô uế trong bảy ngày; hễ ai đụng đến người, sẽ bị ô uế đến chiều tối.
And everything on which she has been resting, while she is kept separate, will be unclean, and everything on which she has been seated will be unclean.|Phàm vật gì người nằm hay ngồi trên trong lúc mình không sạch, sẽ bị ô uế.
And anyone touching her bed will have to have his clothing washed and his body bathed in water and be unclean till evening.|Ai đụng đến giường người, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
And anyone touching anything on which she has been seated will have to have his clothing washed and his body bathed in water and be unclean till evening.|Ai đụng đến vật gì người đã ngồi trên, phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
Anyone touching anything on the bed or on the thing on which she has been seated, will be unclean till evening.|Nếu có vật chi nơi giường, hoặc trên đồ người ngồi, hễ ai đụng đến, sẽ bị ô uế đến chiều tối.
And if any man has sex relations with her so that her blood comes on him, he will be unclean for seven days and every bed on which he has been resting will be unclean.|Ví bằng một người nam giao cấu cùng người nữ đó, và sự ô uế kinh nguyệt dính người nam, thì người nam sẽ bị ô uế trong bảy ngày; phàm giường nào người nằm đều cũng sẽ bị ô uế.
And if a woman has a flow of blood for a long time, not at the time when she generally has it, or if the flow goes on longer than the normal time, she will be unclean while the flow of blood goes on, as she is at other normal times.|Khi một người nữ ngoài kỳ kinh nguyệt mình lại có lưu huyết nhiều ngày, hoặc là bị mất quá kỳ, sẽ bị ô uế trọn trong lúc lưu huyết như trong lúc kinh nguyệt mình vậy.
Every bed on which she has been resting will be unclean, as at the times when she normally has a flow of blood, and everything on which she has been seated will be unclean, in the same way.|Trong trọn lúc lưu huyết, bất kỳ giường nào người nằm trên sẽ như cái giường của kỳ kinh nguyệt, và mọi vật nào người ngồi trên, đều sẽ bị ô uế như trong kỳ kinh nguyệt vậy.
And anyone touching these things will be unclean, and his clothing will have to be washed and his body bathed in water and he will be unclean till evening.|Ai đụng đến các vật đó sẽ bị ô uế; phải giặt quần áo mình, tắm trong nước, và bị ô uế đến chiều tối.
But when her flow of blood is stopped, after seven days she will be clean.|Khi nào huyết người nữ cầm lại rồi, phải tính từ ngày lành đến bảy ngày, đoạn sẽ được tinh sạch.
And on the eighth day let her get two doves or two young pigeons and take them to the priest to the door of the Tent of meeting,|Qua ngày thứ tám, người bắt hai con chim cu, hoặc hai con bò câu con, đem đến thầy tế lễ tại cửa hội mạc.
To be offered by the priest, one for a sin-offering and one for a burned offering; and the priest will take away her sin before the Lord on account of her unclean condition.|Thầy tế lễ phải dâng con nầy làm của lễ chuộc tội, và con kia làm của lễ thiêu; vậy, thầy tế lễ vì cớ sự lưu huyết ô uế người sẽ làm lễ chuộc tội cho người trước mặt Đức Giê-hô-va.
In this way may the children of Israel be made free from all sorts of unclean conditions, so that death may not overtake them when they are unclean and when they make unclean my holy place which is among them.|Thế thì, các ngươi sẽ phân cách dân Y-sơ-ra-ên ra xa sự ô uế của họ, kẻo họ làm ô uế hội mạc ta vẫn ở giữa họ, mà phải chết trong sự ô uế mình chăng.
This is the law for the man who has a flow from his body, or whose seed goes from him so that he is unclean;|Đó là luật lệ về người nào bị bịnh bạch trược hay là vì cớ di tinh bị ô uế,
And for her who has a flow of blood, and for any man or woman who has an unclean flow, and for him who has sex relations with a woman when she is unclean.|về người nữ có kỳ kinh nguyệt, về mọi người, hoặc nam hay nữ, bị bạch trược, và về người nam giao cấu cùng người nữ trong khi kinh nguyệt.

					Leviticus 16				|
						Lê-vi 16					
And the Lord said to Moses, after the death of the two sons of Aaron when they took in strange fire before the Lord and death overtook them;|Sau khi hai con trai của A-rôn chết trong lúc đến gần trước mặt Đức Giê-hô-va, thì Ngài phán cùng Môi-se,
The Lord said to Moses, Say to Aaron, your brother, that he may not come at all times into the holy place inside the veil, before the cover which is on the ark, for fear that death may overtake him; for I will be seen in the cloud on the cover of the ark.|mà rằng: Hãy nói cùng A-rôn, anh ngươi, chớ vào luôn luôn trong nơi thánh ở phía trong bức màn, trước nắp thi ân trên hòm bảng chứng, e người phải chết chăng; vì ta ở trong mây hiện ra trên nắp thi ân.
Let Aaron come into the holy place in this way: with an ox for a sin-offering and a male sheep for a burned offering.|Nầy, A-rôn sẽ vào nơi thánh như vầy: Người phải bắt một con bò đực tơ, dùng làm của lễ chuộc tội, và một con chiên đực dùng làm của lễ thiêu.
Let him put on the holy linen coat, and the linen trousers on his body, and the linen band round him, and the linen head-dress on his head; for this is holy clothing, and before he puts them on his body is to be washed with water.|Người sẽ mặc áo lá trong thánh bằng vải gai mịn, thân dưới mặc một cái quần bằng vải gai, thắt một đai bằng vải gai và đội trên đầu một cái mão bằng vải gai. Ay là bộ áo thánh mà ngươi sẽ mặc lấy khi đã tắm mình trong nước.
And let him take from the children of Israel two he-goats for a sin-offering and one male sheep for a burned offering.|Do nơi hội chúng Y-sơ-ra-ên, người sẽ bắt hai con dê đực dùng làm của lễ chuộc tội và một con chiên đực dùng làm của lễ thiêu.
And Aaron is to give the ox of the sin-offering for himself, to make himself and his house free from sin.|A-rôn sẽ dâng con bò tơ mình làm của lễ chuộc tội, và người sẽ làm lễ chuộc tội cho mình và cho nhà mình.
And he is to take the two goats and put them before the Lord at the door of the Tent of meeting.|Kế đó người phải bắt hai con dê đực, đem để trước mặt Đức Giê-hô-va, tại nơi cửa hội mạc.
And Aaron will make selection from the two goats by the decision of the Lord, one goat for the Lord and one for Azazel.|Đoạn, A-rôn bắt thăm cho hai con dê đực, một thăm về phần Đức Giê-hô-va, một thăm về phần A-xa-sên.
And the goat which is marked out for the Lord, let Aaron give for a sin-offering.|A-rôn sẽ biểu dẫn con dê đực bắt thăm về phần Đức Giê-hô-va lại gần và dâng nó làm của lễ chuộc tội.
But the goat for Azazel is to be placed living before the Lord, for the taking away of sin, that it may be sent away for Azazel into the waste land.|Còn con bắt thăm về phần A-xa-sên, sẽ để sống trước mặt Đức Giê-hô-va, để làm lễ chuộc tội trên nó, rồi thả nó ra nơi đồng vắng đặng nó về A-xa-sên.
And Aaron is to give the ox of the sin-offering for himself and take away sin from himself and his house, and put to death the ox of the sin-offering which is for himself.|Vậy, A-rôn sẽ dâng con bò tơ mình, là con sinh tế chuộc tội, giết nó làm lễ chuộc tội cho mình và cho nhà mình;
And he is to take a vessel full of burning coal from the altar before the Lord and in his hand some sweet perfume crushed small, and take it inside the veil;|đoạn lấy lư hương đầy than hực đỏ trên bàn thờ trước mặt Đức Giê-hô-va, và một vốc hương bột, mà đem vào phía trong bức màn.
