
					Sáng Thế 1				|
rước cha và người nhà của các ngươi xuống ở cùng ta. Ta sẽ nhượng cho vật tốt nhất trong xứ Ê-díp-tô, và các ngươi sẽ hưỡng mầu mỡ của đất.|將 你 們 的 父 親 和 你 們 的 眷 屬 、 都 搬 到 我 這 裡 來 、 我 要 把 埃 及 地 的 美 物 賜 給 你 們 、 你 們 也 要 喫 這 地 肥 美 的 出 產 。
Còn ta dặn ngươi hãy nói lại cùng họ như vậy: Hãy đem xe cộ từ xứ Ê-díp-tô về cho con nhỏ và vợ mình, cùng dời cha các ngươi xuống đây.|現 在 我 吩 咐 你 們 要 這 樣 行 、 從 埃 及 地 帶 著 車 輛 去 、 把 你 們 的 孩 子 、 和 妻 子 、 並 你 們 的 父 親 都 搬 來 。
Đừng tiếc tài vật mình, vì vật tốt nhất của xứ Ê-díp-tô sẽ về phần các ngươi.|你 們 眼 中 不 要 愛 惜 你 們 的 家 具 、 因 為 埃 及 全 地 的 美 物 、 都 是 你 們 的 。
Các con trai của Y-sơ-ra-ên làm y như lời; Giô-sép vâng mạng Pha-ra-ôn, đưa những xe cộ cho anh em mình, và luôn vật thực dùng trong lúc đi đường.|以 色 列 的 兒 子 們 就 如 此 行 、 約 瑟 照 著 法 老 的 吩 咐 給 他 們 車 輛 、 和 路 上 用 的 食 物 。
Người cũng đưa áo xống mặc đổi thay cho mỗi người, còn Bên-gia-min, người cho trăm miếng bạc cùng năm bộ áo xống.|又 給 他 們 各 人 一 套 衣 服 、 惟 獨 給 便 雅 憫 三 百 銀 子 、 五 套 衣 服 ．
Người cũng sai đem về cho cha mình mười con lừa chỡ các vật quí nhất trong xứ Ê-díp-tô, mười con lừa cái chỡ lúa, bánh, và lương thực để dành dùng trong khi cha đi đường.|送 給 他 父 親 公 驢 十 匹 、 馱 著 埃 及 的 美 物 、 母 驢 十 匹 、 馱 著 糧 食 與 餅 、 和 菜 、 為 他 父 親 路 上 用 。
Vậy, Giô-sép đưa anh em mình lên đường. Lại dặn họ rằng: Xin anh em đừng cải lẫy nhau dọc đường.|於 是 約 瑟 打 發 他 弟 兄 們 回 去 、 又 對 他 們 說 、 你 們 不 要 在 路 上 相 爭 。
Các anh em ở Ê-díp-tô trở lên và đến xứ Ca-na-an, nơi Gia-cốp, cha mình,|他 們 從 埃 及 上 去 、 來 到 迦 南 地 、 他 們 的 父 親 雅 各 那 裡 ．
thuật lại lời nầy mà rằng: Giô-sép hãy còn sống; lại ấy là người đang cai trị cả xứ Ê-díp-tô. Nhưng lòng Gia-cốp vẫn vô tình vì người không tin lời họ nói.|告 訴 他 說 、 約 瑟 還 在 、 並 且 作 埃 及 全 地 的 宰 相 ． 雅 各 心 裡 冰 涼 、 因 為 不 信 他 們 。
Anh em thuật lại cho người nghe mọi lời Giô-sép đã nói; Gia-cốp vừa thấy các xe cộ của Giô-sép sai đem về đặng rước mình, thì tâm thần người tỉnh lại,|他 們 便 將 約 瑟 對 他 們 說 的 一 切 話 、 都 告 訴 了 他 ． 他 們 父 親 雅 各 、 又 看 見 約 瑟 打 發 來 接 他 的 車 輛 、 心 就 甦 醒 了 。
bèn nói rằng: Thôi, biết rồi; Giô-sép, con trai ta, hãy còn sống; ta sẽ đi thăm nó trước khi ta qua đời.|以 色 列 說 、 罷 了 、 罷 了 、 我 的 兒 子 約 瑟 還 在 、 趁 我 未 死 以 先 、 我 要 去 見 他 一 面 。

					Sáng Thế 46				|
						創世記 46					
Y-sơ-ra-ên ra đi, đem theo các tài vật mình. Đến Bê -e-Sê-ba, người bày của lễ dâng cho Đức Chúa Trời của Y-sác, cha mình.|以 色 列 帶 著 一 切 所 有 的 、 起 身 來 到 別 是 巴 、 就 獻 祭 給 他 父 親 以 撒 的 　 神 。
Trong một sự hiện thấy ban đêm kia, Đức Chúa Trời có phán cùng Y-sơ-ra-ên rằng: Hỡi Gia-cốp, Gia-cốp! Y-sơ-ra-ên đáp rằng: Có tôi đây.|夜 間 　 神 在 異 象 中 對 以 色 列 說 、 雅 各 、 雅 各 ． 他 說 、 我 在 這 裡 。
Đức Chúa Trời phán: Ta là Đức Chúa Trời, Đức Chúa Trời của cha ngươi. Hãy xuống Ê-díp-tô, đừng sợ chi, vì tại đó ta sẽ làm cho ngươi thành một nước lớn.|　 神 說 、 我 是 　 神 、 就 是 你 父 親 的 　 神 、 你 下 埃 及 去 不 要 害 怕 、 因 為 我 必 使 你 在 那 裡 成 為 大 族 。
Chánh ta sẽ xuống đến đó với ngươi, và chánh ta cũng sẽ dẫn ngươi về chẳng sai. Giô-sép sẽ vuốt mắt ngươi nhắm lại.|我 要 和 你 同 下 埃 及 去 、 也 必 定 帶 你 上 來 ． 約 瑟 必 給 你 送 終 。 〔 原 文 作 將 手 按 在 你 的 眼 睛 上 〕
Từ Bê -e-Sê-ba, Gia-cốp khởi đi; các con trai Y-sơ-ra-ên để Gia-cốp, cha mình, cùng các vợ và con mình lên xe cộ của Pha-ra-ôn đã sai đến rước những người đó.|雅 各 就 從 別 是 巴 起 行 ． 以 色 列 的 兒 子 們 使 他 們 的 父 親 雅 各 、 和 他 們 的 妻 子 、 兒 女 、 都 坐 在 法 老 為 雅 各 送 來 的 車 上 。
Chúng cũng đem theo các súc vật và của cải mình đã gây dựng tại xứ Ca-na-an, mà đi đến cứ Ê-díp-tô.|他 們 又 帶 著 迦 南 地 所 得 的 牲 畜 、 貨 財 、 來 到 埃 及 ． 雅 各 和 他 的 一 切 子 孫 都 一 同 來 了 。
Vậy, Gia-cốp cùng cả nhà người, nào các con trai, nào các cháu trai, nào các con gái, nào các cháu gái, thảy đều xuống xứ Ê-díp-tô.|雅 各 把 他 的 兒 子 、 孫 子 、 女 兒 、 孫 女 、 並 他 的 子 子 孫 孫 、 一 同 帶 到 埃 及 。
Đây là tên các con trai của Y-sơ-ra-ên, tức là Gia-cốp, đến xứ Ê-díp-tô: Con trưởng nam của Gia-cốp là Ru-bên.|來 到 埃 及 的 以 色 列 人 、 名 字 記 在 下 面 ． 雅 各 和 他 的 兒 孫 、 雅 各 的 長 子 是 流 便 。
Các con trai của Ru-bên là Hê-nóc, Pha-lu, Hết-rôn, và Cạt-mi.|流 便 的 兒 子 是 哈 諾 、 法 路 、 希 斯 倫 、 迦 米 。
Các con trai của Si-mê-ôn là Giê-mu-ên, Gia-min, Ô-hát, Gia-kin, Xô-ha, và Sau-lơ, tức con của người vợ xứ Ca-na-an.|西 緬 的 兒 子 是 耶 母 利 、 雅 憫 、 阿 轄 、 雅 斤 、 瑣 轄 ． 還 有 迦 南 女 子 所 生 的 掃 羅 。
Các con trai của Lê-vi là Ghẹt-sôn, Kê-hát, và Mê-ra-ri.|利 未 的 兒 子 是 革 順 、 哥 轄 、 米 拉 利 。
Các con trai của Giu-đa là Ê-rơ, O-nan, Sê-la, Phê-rết và Sê-rách. Nhưng Ê-rơ và O-nan đã thác tại xứ Ca-na-an; con của Phê-rết là Hết-rôn, và Ha-mun.|猶 大 的 兒 子 是 珥 、 俄 南 、 示 拉 、 法 勒 斯 、 謝 拉 ． 惟 有 珥 與 俄 南 死 在 迦 南 地 。 法 勒 斯 的 兒 子 是 希 斯 倫 、 哈 母 勒 。
Các con trai của Y-sa-ca là Thô-la, Phu-va, Gióp và Sim-rôn.|以 薩 迦 的 兒 子 是 陀 拉 、 普 瓦 、 約 伯 、 伸 崙 。
Các con trai của Sa-bu-lôn là Sê-rết, Ê-lôn, và Gia-lê-ên.|西 布 倫 的 兒 子 是 西 烈 、 以 倫 、 雅 利 。
Vả, các con trai, và một con gái tên là Đi-na, mà Lê -a sanh cho Gia-cốp khi ở tại Pha-đan -A-ram, cùng các cháu đó, hết thảy là ba mươi ba người.|這 是 利 亞 在 巴 旦 亞 蘭 給 雅 各 所 生 的 兒 子 、 還 有 女 兒 底 拿 ． 兒 孫 共 三 十 三 人 。
Các con trai của Gát là Xi-phi-ôn, Ha-ghi, Su-ni, Et-bôn, Ê-ri, A-rô-đi và A-rê-li.|迦 得 的 兒 子 是 洗 非 芸 、 哈 基 、 書 尼 、 以 斯 本 、 以 利 、 亞 羅 底 、 亞 列 利 。
Các con trai của A-se là Dim-na, Dích-và, Dích-vi, và Bê-ri -a, cùng Sê-rách, em gái các người đó. Con của Bê-ri -a là Hê-be, và Manh-ki-ên.|亞 設 的 兒 子 是 音 拿 、 亦 施 瓦 、 亦 施 韋 、 比 利 亞 、 還 有 他 們 的 妹 子 西 拉 。 比 利 亞 的 兒 子 是 希 別 、 瑪 結 。
Vả, các con của nàng Xinh-ba sanh cho Gia-cốp, cùng các cháu đó, hết thảy là mười sáu người. Nàng là con đòi của của La-ban đã cho theo hầu Lê -a, con gái mình.|這 是 拉 班 給 他 女 兒 利 亞 的 婢 女 悉 帕 、 從 雅 各 所 生 的 兒 孫 、 共 有 十 六 人 。
Các con trai của Ra-chên, vợ Gia-cốp, Giô-sép, và Bên-gia-min.|雅 各 之 妻 拉 結 的 兒 子 是 約 瑟 、 和 便 雅 憫 。
Giô-sép đã có con tại xứ Ê-díp-tô, là Ma-na-se, và Ep-ra-im, mà Ach-nát, con gái của Phô-ti-phê-ra, thầy cả thành On, đã sanh cho người.|約 瑟 在 埃 及 地 生 了 瑪 拿 西 和 以 法 蓮 、 就 是 安 城 的 祭 司 波 提 非 拉 的 女 兒 亞 西 納 給 約 瑟 生 的 。
Các con trai của Bên-gia-min là Bê-la, Bê-kê, Ach-bên, Giê-ra, Na -a-man, Ê-hi, Rô-sơ, Mốp-bim, Hốp-bim, và A-rết.|便 雅 憫 的 兒 子 是 比 拉 、 比 結 、 亞 實 別 、 基 拉 、 乃 幔 、 以 希 、 羅 實 、 母 平 、 戶 平 、 亞 勒 ．
Vả, các con trai của Ra-chên sanh cho Gia-cốp, cùng các cháu đó, hết thảy là mười bốn người.|這 是 拉 結 給 雅 各 所 生 的 兒 孫 、 共 有 十 四 人 。
Con trai của Đan là Hu-sim.|但 的 兒 子 是 戶 伸 。
Các con trai của Nép-ta-li là Giát-sê-ên, Gu-ni, Dít-se, và Si-lem.|拿 弗 他 利 的 兒 子 是 雅 薛 、 沽 尼 、 耶 色 、 示 冷 。
Vả, các con trai của nàng Bi-la sanh cho Gia-cốp, cùng các cháu đó, hết thảy là bảy người. Nàng là con đòi của La-ban đã cho theo hầu Ra-chên, con gái mình.|這 是 拉 班 給 他 女 兒 拉 結 的 婢 女 辟 拉 、 從 雅 各 所 生 的 兒 孫 、 共 有 七 人 。
Các người đi đến xứ Ê-díp-tô với Gia-cốp, tức là các người do nơi Gia-cốp sanh, nếu không kể các nàng dâu, thì hết thảy là sáu mươi sáu người.|那 與 雅 各 同 到 埃 及 的 、 除 了 他 兒 婦 之 外 、 凡 從 他 所 生 的 、 共 有 六 十 六 人 。
Con của Giô-sép đã sanh tại Ê-díp-tô được hai. Vậy, các người thuộc về nhà Gia-cốp đi đến Ê-díp-tô, cọng hết thảy là bảy mươi người.|還 有 約 瑟 在 埃 及 所 生 的 兩 個 兒 子 ． 雅 各 家 來 到 埃 及 的 共 有 七 十 人 。
Gia-cốp sai Giu-đa đi đến trước đặng xin Giô-sép đưa mình vào bờ cõi Gô-sen. Vậy, họ đều vào xứ Gô-sen.|雅 各 打 發 猶 大 先 去 見 約 瑟 、 請 派 人 引 路 往 歌 珊 去 ． 於 是 他 們 來 到 歌 珊 地 。
Giô-sép thắng xe đi lên Gô-sen, đón Y-sơ-ra-ên, cha mình. Người ra mắt cha, ôm choàng lấy người và khóc một hồi lâu.|約 瑟 套 車 往 歌 珊 去 、 迎 接 他 父 親 以 色 列 ． 及 至 見 了 面 、 就 伏 在 父 親 的 頸 項 上 、 哭 了 許 久 。
Y-sơ-ra-ên nói cùng Giô-sép rằng: Chớ chi cho cha chết bây giờ đi! vì cha đã thấy được mặt con, và biết con vẫn còn sống.|以 色 列 對 約 瑟 說 、 我 既 得 見 你 的 面 、 知 道 你 還 在 、 就 是 死 我 也 甘 心 。
Đoạn Giô-sép nói cùng anh em và người nhà cha mình rằng: Tôi sẽ lên trước tâu cho Pha-ra-ôn hay rằng: Anh em và cả nhà cha tôi, ở xứ Ca-na-an đã đến cùng tôi.|約 瑟 對 他 的 弟 兄 、 和 他 父 的 全 家 說 、 我 要 上 去 告 訴 法 老 、 對 他 說 、 我 的 弟 兄 和 我 父 的 全 家 、 從 前 在 迦 南 地 、 現 今 都 到 我 這 裡 來 了 。
Họ vốn làm nghề chăn chiên, nuôi bầy súc vật; có dẫn theo hết bầy chiên, bò và các tài vật của mình.|他 們 本 是 牧 羊 的 人 、 以 養 牲 畜 為 業 、 他 們 把 羊 群 、 牛 群 、 和 一 切 所 有
Và khi Pha-ra-ôn truyền gọi anh em mà hỏi rằng: Các ngươi làm nghề chi?|的 都 帶 來 了 。 等 法 老 召 你 們 的 時 候 、 問 你 們 說 、 你 們 以 何 事 為 業 、
Thì hãy tâu rằng: Kẻ tôi tớ chúa cùng tổ phụ chúng tôi vẫn làm nghề nuôi súc vật từ thuở còn nhỏ cho đến giờ. Ay hầu cho anh em đặng ở lại xứ Gô-sen, vì dân Ê-díp-tô có tánh gớm ghê hết thảy kẻ chăn chiên lắm.|你 們 要 說 、 你 的 僕 人 從 幼 年 直 到 如 今 、 都 以 養 牲 畜 為 業 、 連 我 們 的 祖 宗 也 都 以 此 為 業 。 這 樣 、 你 們 可 以 住 在 歌 珊 地 、 因 為 凡 牧 羊 的 都 被 埃 及 人 所 厭 惡 。

					Sáng Thế 47				|
						創世記 47					
Giô-sép đến tâu mọi điều đó cho Pha-ra-ôn hay, và nói rằng: Cha và anh em tôi đã ở xứ Ca-na-an đến, có đem theo chiên, bò, cùng các tài vật của mình. Hiện bây giờ đương ở trong xứ Gô-sen.|約 瑟 進 去 告 訴 法 老 說 、 我 的 父 親 和 我 的 弟 兄 帶 著 羊 群 、 牛 群 、 並 一 切 所 有 的 、 從 迦 南 地 來 了 、 如 今 在 歌 珊 地 。
Người bèn đưa năm người trong bọn anh em mình vào yết kiến Pha-ra-ôn.|約 瑟 從 他 弟 兄 中 挑 出 五 個 人 來 、 引 他 們 去 見 法 老 。
Pha-ra-ôn hỏi: Các ngươi làm nghề chi? Tâu rằng: Kẻ tôi tớ bệ hạ là kẻ chăn chiên, như tổ phụ chúng tôi khi trước.|法 老 問 約 瑟 的 弟 兄 說 、 你 們 以 可 事 為 業 ． 他 們 對 法 老 說 、 你 僕 人 是 牧 羊 的 、 連 我 們 的 祖 宗 、 也 是 牧 羊 的 。
Rồi lại tâu rằng: Ay đặng kiều ngụ trong xứ mà kẻ tôi tớ bệ hạ đã đến; vì xứ Ca-na-an đói kém lớn lắm, không còn đồng cỏ chi hết cho bầy súc vật ăn. Vậy, xin phép cho kẻ tôi tớ bệ hạ ngụ tại xứ Gô-sen.|他 們 又 對 法 老 說 、 迦 南 地 的 饑 荒 甚 大 、 僕 人 的 羊 群 沒 有 草 喫 、 所 以 我 們 來 到 這 地 寄 居 ． 現 在 求 你 容 僕 人 住 在 歌 珊 地 。
Pha-ra-ôn phán cùng Giô-sép như vầy: Cha và anh em ngươi đã đến cùng ngươi;|法 老 對 約 瑟 說 、 你 父 親 和 你 弟 兄 到 你 這 裡 來 了 ．
vậy, xứ Ê-díp-tô sẵn dành cho ngươi; hãy cho cha và anh em ở chốn nào tốt hơn hết trong xứ; hãy cho ở tại xứ Gô-sen vậy. Và nếu trong các người đó, ngươi biết ai giỏi, hãy đặt họ chăn các bầy súc vật của ta.|埃 及 地 都 在 你 面 前 、 只 管 叫 你 父 親 和 你 弟 兄 住 在 國 中 最 好 的 地 、 他 們 可 以 住 在 歌 珊 地 ． 你 若 知 道 他 們 中 間 有 甚 麼 能 人 、 就 派 他 們 看 管 我 的 牲 畜 。
Đoạn, Giô-sép dẫn Gia-cốp, cha mình, đến yết-kiến Pha-ra-ôn. Gia-cốp chúc phước cho Pha-ra-ôn.|約 瑟 領 他 父 親 雅 各 進 到 法 老 面 前 、 雅 各 就 給 法 老 祝 福 。
Pha-ra-ôn hỏi Gia-cốp rằng: Ngươi hưởng thọ được bao nhiêu tuổi?|法 老 問 雅 各 說 、 你 平 生 的 年 日 是 多 少 呢 。
Gia-cốp tâu rằng: Người năm tôi sống ở đời phiêu lưu hết thảy là một trăm ba mươi năm; các năm của đời tôi lấy làm ngắn-ngủi và lại nhọc nhằn, chẳng bằng những năm bình sanh của tổ phụ tôi khi người ở phiêu lưu đó.|雅 各 對 法 老 說 、 我 寄 居 在 世 的 年 日 是 一 百 三 十 歲 、 我 平 生 的 年 日 又 少 、 又 苦 、 不 及 我 列 祖 早 在 世 寄 居 的 年 日 。
Gia-cốp chúc phước cho Pha-ra-ôn một lần nữa, rồi lui ra khỏi mặt người.|雅 各 又 給 法 老 祝 福 、 就 從 法 老 面 前 出 去 了 。
Vậy, Giô-sép vâng mạng Pha-ra-ôn, định chỗ ở cho cha và anh em mình, cho họ một sở đất tốt nhứt trong xứ Ê-díp-tô làm sản nghiệp, tại miền Ram-se.|約 瑟 遵 著 法 老 的 命 、 把 埃 及 國 最 好 的 地 、 就 是 蘭 塞 境 內 的 地 、 給 他 父 親 和 弟 兄 居 住 、 作 為 產 業 。
Giô-sép, tùy theo số người, cấp lương thực cho cha, anh em và cả nhà cha mình.|約 瑟 用 糧 食 奉 養 他 父 親 、 和 他 弟 兄 、 並 他 父 親 全 家 的 眷 屬 、 都 是 照 各 家 的 人 口 奉 養 他 們 。
Vả, sự đói kém lớn lắm, nên trong khắp xứ chẳng còn lương thực nữa; xứ Ê-díp-tô và xứ Ca-na-an đều bị hao mòn vì ách đói kém đó.|饑 荒 甚 大 、 全 地 都 絕 了 糧 、 甚 至 埃 及 地 和 迦 南 地 的 人 、 因 那 饑 荒 的 緣 故 、 都 餓 昏 了 。
Giô-sép thâu hết bạc tiền trong xứ Ê-díp-tô và xứ Ca-na-an, tức giá tiền của muôn dân mua lúa; rồi chứa bạc đó vào kho Pha-ra-ôn.|約 瑟 收 聚 了 埃 及 地 和 迦 南 地 所 有 的 銀 子 、 就 是 眾 人 糴 糧 的 銀 子 、 約 瑟 就 把 那 銀 子 帶 到 法 老 的 宮 裡 。
Khi bạc tiền trong xứ Ê-díp-tô và xứ Ca-na-an đã hết, thì tất cả dân Ê-díp-tô đều đến cùng Giô-sép mà kêu rằng: Xin cho chúng tôi lương thực; lẽ nào vì cớ hết tiền mà chúng tôi phải chết trước mặt chúa sao?|埃 及 地 和 迦 南 地 的 銀 子 都 花 盡 了 、 埃 及 眾 人 都 來 見 約 瑟 說 、 我 們 的 銀 子 都 用 盡 了 、 求 你 給 我 們 糧 食 、 我 們 為 甚 麼 死 在 你 面 前 呢 。
Giô-sép đáp rằng: Nếu hết bạc tiền rồi, hãy giao súc vật các ngươi cho ta, ta sẽ phát lương thực đổi lại.|約 瑟 說 、 若 是 銀 子 用 盡 了 、 可 以 把 你 們 的 牲 畜 給 我 、 我 就 為 你 們 的 牲 畜 給 你 們 糧 食 。
Đoạn, dân chúng bèn dẫn súc vật lại cho Giô-sép; Giô-sép phát lương thực đổi lấy ngựa, bầy chiên, bầy bò, và lừa. Năm đó, người thâu các bầy súc vật của họ mà đổi thế lương thực cho.|於 是 他 們 把 牲 畜 趕 到 約 瑟 那 裡 、 約 瑟 就 拿 糧 食 換 了 他 們 的 牛 、 羊 、 驢 、 馬 、 那 一 年 因 換 他 們 一 切 的 牲 畜 、 就 用 糧 食 養 活 他 們 。
Mãn năm rồi, năm sau dân chúng lại đến kêu cùng người rằng: tiền bạc sạch trơn, bầy súc vật đã giao cho chúa; bây giờ chỉ sẵn dành cho chúa bổn thân và đất ruộng.|那 一 年 過 去 、 第 二 年 他 們 又 來 見 約 瑟 說 、 我 們 不 瞞 我 主 、 我 們 的 銀 子 都 花 盡 了 、 牲 畜 也 都 歸 了 我 主 、 我 們 在 我 主 眼 前 除 了 我 們 的 身 體 和 田 地 之 外 、 一 無 所 剩 。
Lẽ nào chúng tôi và đất ruộng phải hao mòn trước mặt chúa sao? Hãy mua đổi lấy lương thực chúng tôi và đất ruộng luôn đi. Vậy, chúng tôi cùng đất ruộng sẽ làm tôi mọi cho Pha-ra-ôn. Hãy cho giống chi đặng gieo, hầu cho chúng tôi sống khỏi chết, và đất không phải bỏ hoang.|你 何 忍 見 我 們 人 死 地 荒 呢 ． 求 你 用 糧 食 買 我 們 的 我 們 的 地 、 我 們 和 我 們 的 地 就 要 給 法 老 效 力 ． 又 求 你 給 我 們 種 子 、 使 我 們 得 以 存 活 、 不 至 死 亡 、 地 土 也 不 至 荒 涼 。
Giô-sép bèn mua hết thảy ruộng đất trong xứ Ê-díp-tô cho Pha-ra-ôn; vì sự đói kém thúc giục nên mọi người Ê-díp-tô đều đem bán ruộng mình; vậy, ruộng đất đều thuộc về Pha-ra-ôn.|於 是 約 瑟 為 法 老 買 了 埃 及 所 有 的 地 、 埃 及 人 因 被 饑 荒 所 迫 、 各 都 賣 了 自 己 的 田 地 ． 那 地 就 都 歸 了 法 老 。
Còn dân chúng, từ đầu nầy đến đầu kia, người đều dời về ở trong các thành.|至 於 百 姓 、 約 瑟 叫 他 們 從 埃 及 這 邊 、 直 到 埃 及 那 邊 、 都 各 歸 各 城 。
Song ruộng đất của những thầy cả thì Giô-sép không mua đến, vì những thầy cả có lãnh một phần lương của Pha-ra-ôn đã định; vậy, họ ăn phần lương thực của Pha-ra-ôn đã cấp cho. Thế cho nên những thầy cả chẳng đem bán đất của mình.|惟 有 祭 司 的 地 、 約 瑟 沒 有 買 、 因 為 祭 司 有 從 法 老 所 得 的 常 俸 、 他 們 喫 法 老 所 給 的 常 俸 、 所 以 他 們 不 賣 自 己 的 地 。
Giô-sép nói cùng dân chúng rằng: Nầy, ta đã mua các ngươi và ruộng đất cho Pha-ra-ôn; đây, hột giống cho các ngươi đặng gieo mạ trong ruộng đó.|約 瑟 對 百 姓 說 、 我 今 日 為 法 老 買 了 你 們 、 和 你 們 的 地 、 看 哪 、 這 裡 有 種 子 給 你 們 、 你 們 可 以 種 地 。
Đến mùa gặt, phải nộp cho Pha-ra-ôn một phần năm, còn bốn phần kia để cho các ngươi làm giống gieo mạ, dùng lương thực cho mình, cho người nhà cùng cho các con nhỏ mình.|後 來 打 糧 食 的 時 候 、 你 們 要 把 五 分 之 一 納 給 法 老 、 四 分 可 以 歸 你 們 作 地 裡 的 種 子 、 也 作 你 們 和 你 們 家 口 孩 童 的 食 物 。
Dân chúng nói rằng: Chúa đã cứu mạng chúng tôi! Cầu xin cho chúng tôi được nhờ ơn trước mặt chúa, thì sẽ làm tôi mọi cho Pha-ra-ôn.|他 們 說 、 你 救 了 我 們 的 性 命 、 但 願 我 們 在 我 主 眼 前 蒙 恩 、 我 們 就 作 法 老 的 僕 人 。
Về việc đó, Giô-sép bèn định một luật, cho đến ngày nay hãy còn, buộc đất Ê-díp-tô phải nộp thuế cho Pha-ra-ôn một phần năm hoa lợi mình. Chỉ đất ruộng của những thầy cả chẳng thuộc về Pha-ra-ôn.|於 是 約 瑟 為 埃 及 地 定 下 常 例 直 到 今 日 、 法 老 必 得 五 分 之 一 、 惟 獨 祭 司 的 地 不 歸 法 老 。
Vậy, Y-sơ-ra-ên trú ngụ tại miền Gô-sen thuộc về xứ Ê-díp-tô, gây được cơ nghiệp tại đó, sanh sản và thêm lên bội phần.|以 色 列 人 住 在 埃 及 的 歌 珊 地 、 他 們 在 那 裡 置 了 產 業 、 並 且 生 育 甚 多 。
Gia-cốp kiều ngụ trong xứ Ê-díp-tô được mười bảy năm, hưởng thọ được một trăm bốn mươi bảy tuổi.|雅 各 住 在 埃 及 地 十 七 年 、 雅 各 平 生 的 年 日 是 一 百 四 十 七 歲 。
Khi ngày gần chết, Y-sơ-ra-ên gọi Giô-sép, con trai mình, mà nói rằng: Nếu cha được nhờ ơn trước mặt con, xin hãy để tay trên đùi cha cậy hết lòng nhơn từ và thành thực ở cùng cha, xin con đừng chôn cha tại đất Ê-díp-tô.|以 色 列 的 死 期 臨 近 了 、 他 就 叫 了 他 兒 子 約 瑟 來 、 說 、 我 若 在 你 眼 前 蒙 恩 、 請 你 把 手 放 在 我 大 腿 底 下 、 用 慈 愛 和 誠 實 待 我 、 請 你 不 要 將 我 葬 在 埃 及 ．
Khi cha an-giấc cùng tổ phụ rồi, hãy đem cha ra khỏi Ê-díp-tô; chôn chung cùng mồ mả của người. Giô-sép thưa rằng: Con sẽ làm y theo lời cha dặn.|我 與 我 祖 我 父 同 睡 的 時 候 、 你 要 將 我 帶 出 埃 及 、 葬 在 他 們 所 葬 的 地 方 。 約 瑟 說 、 我 必 遵 著 你 的 命 而 行 。
Giô-sép nói: Con hãy thề đi. Giô-sép bèn thề. Đoạn, Y-sơ-ra-ên quì lạy nơi đầu giường mình.|雅 各 說 、 你 要 向 我 起 誓 、 約 瑟 就 向 他 起 了 誓 、 於 是 以 色 列 在 床 頭 上 〔 或 作 扶 著 杖 頭 〕 敬 拜 　 神 。

					Sáng Thế 48				|
						創世記 48					
Vả, khi các việc đó qua rồi, có người nói cùng Giô-sép rằng: Nầy cha người đau; Giô-sép bèn đem Ma-na-se và Ep-ra-im, hai đứa con trai mình, cùng đi đến.|這 事 以 後 、 有 人 告 訴 約 瑟 說 、 你 的 父 親 病 了 ． 他 就 帶 著 兩 個 兒 子 瑪 拿 西 和 以 法 蓮 同 去 。
Họ cho Gia-cốp hay và nói rằng: Nầy Giô-sép, con trai ông, đến thăm ông đó; Y-sơ-ra-ên cố gượng ngồi dậy trên giường.|有 人 告 訴 雅 各 說 、 請 看 、 你 兒 子 約 瑟 到 你 這 裡 來 了 ． 以 色 列 就 勉 強 在 床 上 坐 起 來 。
Gia-cốp nói cùng Giô-sép rằng: Đức Chúa Trời toàn năng đã hiện ra, bà ban phước cho cha tại Lu-xơ, trong xứ Ca-na-an,|雅 各 對 約 瑟 說 、 全 能 的 　 神 曾 在 迦 南 地 的 路 斯 向 我 顯 現 、 賜 福 與 我 。
mà phán rằng: Nầy ta sẽ làm cho ngươi sanh sản và thêm nhiều, làm thành một hội dân; ta sẽ cho dòng dõi ngươi xứ nầy làm cơ nghiệp đời đời.|對 我 說 、 我 必 使 你 生 養 眾 多 、 成 為 多 民 、 又 要 把 這 地 賜 給 你 的 後 裔 、 永 遠 為 業 。
Bây giờ, hai đứa con trai đã sanh cho con tại xứ Ê-díp-tô trước khi cha đến, là Ep-ra-im và Ma-na-se, cũng sẽ thuộc về cha như Ru-bên và Si-mê-ôn vậy.|我 未 到 埃 及 見 你 之 先 、 你 在 埃 及 地 所 生 的 以 法 蓮 和 瑪 拿 西 、 這 兩 個 兒 子 是 我 的 ． 正 如 流 便 和 西 緬 是 我 的 一 樣 。
Còn mấy đứa mà con sanh kế đó, thì sẽ thuộc về con; về phần hưởng cơ nghiệp, chúng nó sẽ đồng một thể cùng anh em mình.|你 在 他 們 以 後 所 生 的 、 就 是 你 的 、 他 們 可 以 歸 於 他 們 弟 兄 的 名 下 得 產 業 。
Khi cha ở Pha-đan trở về xứ Ca-na-an, thì Ra-chên chết dọc đường có mặt cha, gần Ê-phơ-rát; cha chôn người ở bên con đường đi về Ê-phơ-rát .|至 於 我 、 我 從 巴 旦 來 的 時 候 、 拉 結 死 在 我 眼 前 、 在 迦 南 地 的 路 上 、 離 以 法 他 還 有 一 段 路 程 、 我 就 把 他 葬 在 以 法 他 的 路 上 ． 以 法 他 就 是 伯 利 恆 。
Y-sơ-ra-ên thấy các con trai Giô-sép, bèn hỏi rằng: Những đứa nầy là ai?|以 色 列 看 見 約 瑟 的 兩 個 兒 子 、 就 說 、 這 是 誰 。
