
					Lê-vi 1				|

					Lê-vi 22				|
						利未記 22					
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho A-rôn và các con trai người rằng phải kiêng cữ những của lễ thánh của dân Y-sơ-ra-ên, dâng biệt riêng ra thánh cho ta, hầu cho chúng chớ làm ô danh thánh ta: Ta là Đức Giê-hô-va.|你 吩 咐 亞 倫 和 他 子 孫 說 、 要 遠 離 以 色 列 人 所 分 別 為 聖 歸 給 我 的 聖 物 、 免 得 褻 瀆 我 的 聖 名 ． 我 是 耶 和 華 。
Hãy nói với họ rằng: Phàm ai trong dòng giống các ngươi và trong vòng con cháu các ngươi đã bị ô uế, đến gần các vật thánh mà dân Y-sơ-ra-ên biệt riêng cho Đức Giê-hô-va, thì ai đó sẽ bị truất khỏi trước mặt ta: Ta là Đức Giê-hô-va.|你 要 對 他 們 說 、 你 們 世 世 代 代 的 後 裔 、 凡 身 上 有 污 穢 、 親 近 以 色 列 人 所 分 別 為 聖 歸 耶 和 華 聖 物 的 、 那 人 必 在 我 面 前 剪 除 ． 我 是 耶 和 華 。
Phàm ai là con cháu của A-rôn bị bịnh phung hay là bạch trược, thì chẳng được ăn vật biệt riêng ra thánh cho đến chừng nào được tinh sạch. Ai đụng đến một người đã bị ô uế bởi xác chết, ai có di tinh,|亞 倫 的 後 裔 、 凡 長 大 痲 瘋 的 、 或 是 有 漏 症 的 、 不 可 喫 聖 物 、 直 等 他 潔 淨 了 ． 無 論 誰 摸 那 因 死 屍 不 潔 淨 的 物 、 〔 物 或 作 人 〕 或 是 遺 精 的 人 、
hay là ai đụng đến hoặc loài côn trùng, hoặc một người bị sự ô uế nào làm cho mình ô uế, thì cũng phải một thể ấy.|或 是 摸 甚 麼 使 他 不 潔 淨 的 爬 物 、 或 是 摸 那 使 他 不 潔 淨 的 人 、 （ 不 拘 那 人 有 甚 麼 不 潔 淨 、 ）
Ai đụng đến các vật đó sẽ bị ô uế đến chiều tối, không được ăn vật biệt riêng ra thánh, nhưng phải tắm mình trong nước.|摸 了 這 些 人 物 的 、 必 不 潔 淨 到 晚 上 、 若 不 用 水 洗 身 、 就 不 可 喫 聖 物 。
Sau khi mặt trời lặn, người sẽ được sạch lại, rồi mới được phép ăn các vật thánh, vì là đồ ăn của người.|日 落 的 時 候 、 他 就 潔 淨 了 、 然 後 可 以 喫 聖 物 、 因 為 這 是 他 的 食 物 。
Người chẳng nên ăn một con thú nào chết tự nhiên hay là bị xé, hầu khỏi bị ô uế: Ta là Đức Giê-hô-va.|自 死 的 、 或 是 被 野 獸 撕 裂 的 、 他 不 可 喫 、 因 此 污 穢 自 己 ． 我 是 耶 和 華 。
Vậy, họ phải giữ điều ta phán dặn, kẻo mang tội lỗi và chết chăng, vì đã làm các vật thánh nay ra ô uế: Ta là Đức Giê-hô-va làm cho họ nên thánh.|所 以 他 們 要 守 我 所 吩 咐 的 、 免 得 輕 忽 了 、 因 此 擔 罪 而 死 ． 我 是 叫 他 們 成 聖 的 耶 和 華 。
Chẳng một kẻ khách ngoại bang nào được ăn vật thánh; kẻ nào ở tại nhà thầy tế lễ hay là người làm mướn, cũng chẳng được ăn vật thánh.|凡 外 人 不 可 喫 聖 物 、 寄 居 在 祭 司 家 的 、 或 是 雇 工 人 、 都 不 可 喫 聖 物 。
Nhưng kẻ nào thầy tế lễ lấy bạc mua về, và kẻ sanh đẻ tại nhà người, thì được phép ăn đồ ăn của người.|倘 若 祭 司 買 人 、 是 他 的 錢 買 的 、 那 人 就 可 以 喫 聖 物 ． 生 在 他 家 的 人 、 也 可 以 喫 。
Nếu con gái của thầy tế lễ kết thân cùng kẻ khách ngoại bang, thì sẽ không được ăn vật thánh dâng giơ lên.|祭 司 的 女 兒 若 嫁 外 人 、 就 不 可 喫 舉 祭 的 聖 物 。
Còn nếu con gái của thầy tế lễ đã góa hay là bị để, không có con, trở về nhà cha ở như buổi còn thơ, thì nàng sẽ được ăn đồ ăn của cha mình, nhưng chẳng kẻ khách ngoại bang nào nên ăn.|但 祭 司 的 女 兒 若 是 寡 婦 、 或 是 被 休 的 、 沒 有 孩 子 、 又 歸 回 父 家 、 與 他 青 年 一 樣 、 就 可 以 喫 他 父 親 的 食 物 ． 只 是 外 人 不 可 喫 。
Nếu ai lầm ăn một vật thánh, thì phải đền lại cho thầy tế lễ giá của vật thánh đó, và phụ thêm một phần năm.|若 有 人 誤 喫 了 聖 物 、 要 照 聖 物 的 原 數 加 上 五 分 之 一 、 交 給 祭 司 。
Thầy tế lễ chớ làm ô uế của lễ mà dân Y-sơ-ra-ên dâng giơ lên cho Đức Giê-hô-va.|祭 司 不 可 褻 瀆 以 色 列 人 所 獻 給 耶 和 華 的 聖 物 ．
Ai ăn vật thánh đã dâng như vậy sẽ mang tội mình đã phạm, vì ta là Đức Giê-hô-va làm cho các vật đó nên thánh.|免 得 他 們 在 喫 聖 物 上 、 自 取 罪 孽 ． 因 為 我 是 叫 他 們 成 聖 的 耶 和 華 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho A-rôn và các con trai người, cùng cho cả dân Y-sơ-ra-ên, mà rằng: Hễ người nhà Y-sơ-ra-ên hay là kẻ khách kiều ngụ giữa họ, mà dâng của lễ thiêu cho Đức Giê-hô-va, hoặc của lễ khấn nguyện, hay là của lễ lạc ý, hầu cho được nhậm,|你 曉 諭 亞 倫 和 他 子 孫 、 並 以 色 列 眾 人 說 、 以 色 列 家 中 的 人 、 或 在 以 色 列 中 寄 居 的 、 凡 獻 供 物 、 無 論 是 所 許 的 願 、 是 甘 心 獻 的 、 就 是 獻 給 耶 和 華 作 燔 祭 的 ．
phải dâng một con đực không tì vít chi bắt trong bầy bò, hoặc chiên con hay là dê cái.|要 將 沒 有 殘 疾 的 公 牛 、 或 是 綿 羊 、 或 是 山 羊 獻 上 、 如 此 方 蒙 悅 納 。
Các ngươi chớ dâng một con vật nào có tì vít, vì nó sẽ không được nhậm.|凡 有 殘 疾 的 、 你 們 不 可 獻 上 、 因 為 這 不 蒙 悅 納 。
Khi một người nào dâng cho Đức Giê-hô-va một của lễ thù ân bằng bò hay chiên, hoặc dâng trả lễ khấn nguyện hay là lạc ý, hầu cho con sinh được nhậm, phải không có một tì vít chi trên mình.|凡 從 牛 群 、 或 是 羊 群 中 、 將 平 安 祭 獻 給 耶 和 華 、 為 要 還 特 許 的 願 、 或 是 作 甘 心 獻 的 、 所 獻 的 必 純 全 無 殘 疾 的 、 纔 蒙 悅 納 。
Các ngươi chớ dâng cho Đức Giê-hô-va một con thú nào hoặc mù mắt, què cẳng, bị xé, ghẻ chốc, hay là lát; các ngươi chớ bắt nó làm của lễ dùng lửa dâng lên cho Đức Giê-hô-va trên bàn thờ.|瞎 眼 的 、 折 傷 的 、 殘 廢 的 、 有 瘤 子 的 、 長 癬 的 、 長 疥 的 、 都 不 可 獻 給 耶 和 華 、 也 不 可 在 壇 上 作 為 火 祭 獻 給 耶 和 華 。
Các ngươi được bắt một con bò hay chiên con có giò dài, hoặc ngắn quá mà làm của lễ lạc ý; nhưng về của lễ khấn nguyện, con thú như vầy quả sẽ chẳng được nhậm.|無 論 是 公 牛 、 是 綿 羊 羔 、 若 肢 體 有 餘 的 、 或 是 缺 少 的 、 只 可 作 甘 心 祭 獻 上 、 用 以 還 願 、 卻 不 蒙 悅 納 。
Các ngươi chớ dâng cho Đức Giê-hô-va tại xứ mình một con thú nào hòn nang bị dập nát, rứt hay là thiến đi.|腎 子 損 傷 的 、 或 是 壓 碎 的 、 或 是 破 裂 的 、 或 是 騸 了 的 、 不 可 獻 給 耶 和 華 、 在 你 們 的 地 上 、 也 不 可 這 樣 行 。
Chớ nhận nơi tay kẻ khách ngoại bang một con sinh nào bị như vậy đặng dâng làm thực vật cho Đức Chúa Trời mình, vì nó đã bị hư và có tì vít trên mình, không được nhậm vì các ngươi đâu.|這 類 的 物 、 你 們 從 外 人 的 手 、 一 樣 也 不 可 接 受 、 作 你 們 　 神 的 食 物 獻 上 、 因 為 這 些 都 有 損 壞 、 有 殘 疾 、 不 蒙 悅 納 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hễ con bò con, con chiên con hay con dê con, phải ở quẩn theo mẹ trong bảy ngày sau khi lọt lòng; nhưng qua ngày thứ tám về sau sẽ được nhậm làm của lễ dùng lửa dâng cho Đức Giê-hô-va.|纔 生 的 公 牛 、 或 是 綿 羊 、 或 是 山 羊 、 七 天 當 跟 著 母 ． 從 第 八 天 以 後 、 可 以 當 供 物 蒙 悅 納 、 作 為 耶 和 華 的 火 祭 。
Bất kỳ bò cái hay chiên cái, các ngươi chớ giết nó và con nó trong một ngày.|無 論 是 母 牛 、 是 母 羊 、 不 可 同 日 宰 母 和 子 。
Khi các ngươi dâng của lễ thù ân cho Đức Giê-hô-va, thì phải dâng thế nào cho của lễ vì các ngươi được nhậm.|你 們 獻 感 謝 祭 給 耶 和 華 、 要 獻 得 可 蒙 悅 納 。
Của lễ đó phải ăn nội ngày, không nên để chi lại cho đến sớm mai: Ta là Đức Giê-hô-va.|要 當 天 喫 、 一 點 不 可 留 到 早 晨 、 我 是 耶 和 華 。
Vậy, hãy giữ làm theo các điều răn ta: Ta là Đức Giê-hô-va.|你 們 要 謹 守 遵 行 我 的 誡 命 ． 我 是 耶 和 華 。
Đừng làm ô danh thánh ta, thì ta sẽ được tôn thánh giữa dân Y-sơ-ra-ên: Ta là Đức Giê-hô-va làm cho các ngươi nên thánh,|你 們 不 可 褻 瀆 我 的 聖 名 ． 我 在 以 色 列 人 中 、 卻 要 被 尊 為 聖 、 我 是 叫 你 們 成 聖 的 耶 和 華 ．
tức Đấng đã đem các ngươi ra khỏi xứ Ê-díp-tô, để làm Đức Chúa Trời các ngươi: Ta là Đức Giê-hô-va.|把 你 們 從 埃 及 地 領 出 來 、 作 你 們 的 　 神 ． 我 是 耶 和 華 。

					Lê-vi 23				|
						利未記 23					
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên rằng: Nầy là những ngày lễ của Đức Giê-hô-va các ngươi hãy rao truyền ra là các hội thánh.|你 曉 諭 以 色 列 人 說 、 耶 和 華 的 節 期 、 你 們 要 宣 告 為 聖 會 的 節 期 ．
Người ta làm việc trong sáu ngày, nhưng qua ngày thứ bảy là ngày sa-bát, một ngày nghỉ, tức một sự nhóm hiệp thánh; đừng làm một công việc gì; ấy là lễ sa-bát của Đức Giê-hô-va trong những nơi các ngươi ở.|六 日 要 作 工 、 第 七 日 是 聖 安 息 日 、 當 有 聖 會 、 你 們 甚 麼 工 都 不 可 作 、 這 是 在 你 們 一 切 的 住 處 向 耶 和 華 守 的 安 息 日 。
Nầy là những lễ của Đức Giê-hô-va, tức những sự nhóm hiệp thánh, các ngươi phải rao truyền ra khi đến kỳ nhất định.|耶 和 華 的 節 期 、 就 是 你 們 到 了 日 期 要 宣 告 為 聖 會 的 、 乃 是 這 些 ．
Đến ngày mười bốn tháng giêng, vào buổi chiều tối, ấy là lễ Vượt-qua của Đức Giê-hô-va;|正 月 十 四 日 黃 昏 的 時 候 、 是 耶 和 華 的 逾 越 節 。
qua ngày rằm tháng nầy, ấy là lễ bánh không men để kính trọng Đức Giê-hô-va; các ngươi sẽ ăn bánh không pha men trong bảy ngày.|這 月 十 五 日 、 是 向 耶 和 華 守 的 無 酵 節 ． 你 們 要 喫 無 酵 餅 七 日 。
Ngày đầu, các ngươi sẽ có một sự nhóm hiệp thánh, chẳng nên làm một công việc xác thịt.|第 一 日 當 有 聖 會 、 甚 麼 勞 碌 的 工 都 不 可 作 ．
Trong bảy ngày các ngươi phải dâng cho Đức Giê-hô-va những của lễ dùng lửa dâng lên; đến ngày thứ bảy, sẽ có một sự nhóm hiệp thánh nữa, các ngươi đừng làm một công việc xác thịt nào hết.|要 將 火 祭 獻 給 耶 和 華 七 日 ． 第 七 日 是 聖 會 、 甚 麼 勞 碌 的 工 都 不 可 作 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên rằng: Khi nào các ngươi đã vào xứ mà ta sẽ ban cho, và đã gặt mùa màng rồi, thì hãy đem đến cho thầy tế lễ một bó lúa đầu mùa của các ngươi.|你 曉 諭 以 色 列 人 說 、 你 們 到 了 我 賜 給 你 們 的 地 、 收 割 莊 稼 的 時 候 、 要 將 初 熟 的 莊 稼 一 捆 、 帶 給 祭 司 ．
Qua ngày sau lễ sa-bát, thầy tế lễ sẽ dâng bó lúa đưa qua đưa lại trước mặt Đức Giê-hô-va, hầu cho bó lúa đó được nhậm.|他 要 把 這 一 捆 在 耶 和 華 面 前 搖 一 搖 、 使 你 們 得 蒙 悅 納 ． 祭 司 要 在 安 息 日 的 次 日 、 把 這 捆 搖 一 搖 。
Chánh ngày dâng bó lúa đưa qua đưa lại đó, các ngươi cũng phải dâng cho Đức Giê-hô-va một chiên con giáp năm, không tì vít chi, đặng làm của lễ thiêu;|搖 這 捆 的 日 子 、 你 們 要 把 一 歲 沒 有 殘 疾 的 公 綿 羊 羔 、 獻 給 耶 和 華 為 燔 祭 。
và dâng thêm một của lễ chay bằng hai phần mười bột lọc chế dầu, làm của lễ dùng lửa dâng lên, có mùi thơm cho Đức Giê-hô-va, với một phần tư hin rượu, làm lễ quán.|同 獻 的 素 祭 、 就 是 調 油 的 細 麵 伊 法 十 分 之 二 、 作 為 馨 香 的 火 祭 、 獻 給 耶 和 華 ． 同 獻 的 奠 祭 、 要 酒 一 欣 四 分 之 一 。
Các ngươi chớ ăn hoặc bánh, hoặc hột lúa rang, hoặc lúa đang ở trong gié cho đến chánh ngày nầy, tức là ngày các ngươi đem dâng của lễ cho Đức Chúa Trời mình. Mặc dầu ở nơi nào, ấy là một lệ định đời đời cho con cháu các ngươi.|無 論 是 餅 、 是 烘 的 子 粒 、 是 新 穗 子 、 你 們 都 不 可 喫 、 直 等 到 把 你 們 獻 給 　 神 的 供 物 帶 來 的 那 一 天 、 纔 可 以 喫 ． 這 在 你 們 一 切 的 住 處 、 作 為 世 世 代 代 永 遠 的 定 例 。
Kể từ ngày sau lễ sa-bát, là ngày đem bó lúa dâng đưa qua đưa lại, các ngươi sẽ tính bảy tuần lễ trọn:|你 們 要 從 安 息 日 的 次 日 、 獻 禾 捆 為 搖 祭 的 那 日 算 起 、 要 滿 了 七 個 安 息 日 。
các ngươi tính năm mươi ngày cho đến ngày sau của lễ sa-bát thứ bảy, thì phải dâng một của lễ chay mới cho Đức Giê-hô-va.|到 第 七 個 安 息 日 的 次 日 、 共 計 五 十 天 、 又 要 將 新 素 祭 獻 給 耶 和 華 。
Các ngươi hãy từ nhà mình đem đến hai ổ bánh đặng làm của lễ dâng đưa qua đưa lại; bánh đó làm bằng hai phần mười bột lọc hấp có pha men: ấy là của đầu mùa dâng cho Đức Giê-hô-va.|要 從 你 們 的 住 處 取 出 細 麵 伊 法 十 分 之 二 、 加 酵 、 烤 成 兩 個 搖 祭 的 餅 、 當 作 初 熟 之 物 、 獻 給 耶 和 華 。
Các ngươi cũng phải dâng luôn với bánh, bảy chiên con giáp năm chẳng tì vít chi, một con bò tơ, và hai con chiên đực với của lễ chay và lễ quán cặp theo, đặng làm của lễ thiêu tế Đức Giê-hô-va: ấy là một của lễ dùng lửa xông, có mùi thơm cho Đức Giê-hô-va.|又 要 將 一 歲 沒 有 殘 疾 的 羊 羔 七 隻 、 公 牛 犢 一 隻 、 公 綿 羊 兩 隻 、 和 餅 一 同 奉 上 ． 這 些 、 與 同 獻 的 素 祭 、 和 奠 祭 、 要 作 為 燔 祭 獻 給 耶 和 華 、 就 是 作 馨 香 的 火 祭 獻 給 耶 和 華 。
Các ngươi cũng phải dâng một con dê đực đặng làm của lễ chuộc tội, và hai chiên con giáp năm, đặng làm của lễ thù ân.|你 們 要 獻 一 隻 公 山 羊 為 贖 罪 祭 、 兩 隻 一 歲 的 公 綿 羊 羔 為 平 安 祭 。
Thầy tế lễ sẽ lấy các của lễ đó với hai ổ bánh bằng lúa đầu mùa, và hai chiên con, dâng đưa qua đưa lại trước mặt Đức Giê-hô-va; các vật đó sẽ biệt riêng ra thánh cho Đức Giê-hô-va, và thuộc về thầy tế lễ.|祭 司 要 把 這 些 、 和 初 熟 麥 子 作 的 餅 、 一 同 作 搖 祭 、 在 耶 和 華 面 前 搖 一 搖 、 這 是 獻 與 耶 和 華 為 聖 物 歸 給 祭 司 的 。
Các ngươi hãy rao truyền sự nhóm hiệp trong chánh một ngày đó; phải có một sự nhóm hiệp thánh, chớ nên làm một công việc xác thịt nào. Ay là một lệ định đời đời cho dòng dõi các ngươi, mặc dầu ở nơi nào.|當 這 日 、 你 們 要 宣 告 聖 會 、 甚 麼 勞 碌 的 工 都 不 可 作 ． 這 在 你 們 一 切 的 住 處 、 作 為 世 世 代 代 永 遠 的 定 例 。
Khi các ngươi gặt lúa trong xứ mình, chớ gặt tận đầu đồng, và chớ mót lúa sót lại; hãy để phần đó cho người nghèo và cho kẻ khách ngoại bang: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|在 你 們 的 地 收 割 莊 稼 、 不 可 割 盡 田 角 、 也 不 可 拾 取 所 遺 落 的 、 要 留 給 窮 人 和 寄 居 的 ． 我 是 耶 和 華 你 們 的 　 神 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên rằng: Ngày mồng một tháng bảy, sẽ có cho các ngươi một ngày nghỉ, một lễ kỷ niệm lấy tiếng kèn thổi mà rao truyền, tức là một sự nhóm hiệp thánh vậy.|你 曉 諭 以 色 列 人 說 、 七 月 初 一 、 你 們 要 守 為 聖 安 息 日 、 要 吹 角 作 紀 念 、 當 有 聖 會 。
Chớ làm một công việc xác thịt nào; phải dâng các của lễ dùng lửa dâng cho Đức Giê-hô-va.|甚 麼 勞 碌 的 工 都 不 可 作 ． 要 將 火 祭 獻 給 耶 和 華 。
Đức Giê-hô-va cũng phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Ngày mồng mười tháng bảy nầy là ngày lễ chuộc tội; các ngươi sẽ có sự nhóm hiệp thánh; hãy ép tâm hồn mình và dâng cho Đức Giê-hô-va các của lễ dùng lửa dâng lên.|七 月 初 十 是 贖 罪 日 、 你 們 要 守 為 聖 會 、 並 要 刻 苦 己 心 ． 也 要 將 火 祭 獻 給 耶 和 華 。
Ngày đó chẳng nên làm công việc nào, vì là ngày chuộc tội, trong ngày đó phải làm lễ chuộc tội cho các ngươi trước mặt Giê-hô-va, Đức Chúa Trời mình.|當 這 日 、 甚 麼 工 都 不 可 作 、 因 為 是 贖 罪 日 、 要 在 耶 和 華 你 們 的 　 神 面 前 贖 罪 。
Trong ngày đó, hễ ai không ép tâm hồn mình, sẽ bị truất khỏi dân sự mình.|當 這 日 、 凡 不 刻 苦 己 心 的 、 必 從 民 中 剪 除 。
Và hễ ai làm một công việc gì, thì ta sẽ diệt họ khỏi dân sự mình.|凡 這 日 作 甚 麼 工 的 、 我 必 將 他 從 民 中 除 滅 。
Các ngươi chẳng nên làm công việc chi hết, ấy là một lệ định đời đời cho dòng dõi các ngươi, mặc dầu ở nơi nào.|你 們 甚 麼 工 都 不 可 作 ． 這 在 你 們 一 切 的 住 處 、 作 為 世 世 代 代 永 遠 的 定 例 。
Ay sẽ là một lễ sa-bát, một ngày nghỉ cho các ngươi; các ngươi phải ép tâm hồn mình. Ngày mồng chín tháng đó, các ngươi phải giữ lễ sa-bát mình, từ chiều nay đến chiều mai.|你 們 要 守 這 日 為 聖 安 息 日 、 並 要 刻 苦 己 心 ． 從 這 月 初 九 日 晚 上 、 到 次 日 晚 上 、 要 守 為 安 息 日 。
Đức Giê-hô-va lại phán cùng Môi-se rằng:|耶 和 華 對 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên rằng: Ngày rằm tháng bảy nầy là lễ lều tạm, trải qua bảy ngày đặng tôn kính Đức Giê-hô-va.|你 曉 諭 以 色 列 人 說 、 這 七 月 十 五 日 是 住 棚 節 、 要 在 耶 和 華 面 前 守 這 節 七 日 。
Ngày thứ nhất sẽ có sự nhóm hiệp thánh, các ngươi chẳng nên làm một công việc xác thịt nào.|第 一 日 當 有 聖 會 ． 甚 麼 勞 碌 的 工 都 不 可 作 。
Trong bảy ngày phải dâng các của lễ dùng lửa dâng cho Đức Giê-hô-va; qua ngày thứ tám, các ngươi có một sự nhóm hiệp thánh nữa, cũng dâng của lễ dùng lửa dâng cho Đức Giê-hô-va. Ay sẽ là một hội trọng thể; chớ nên làm một công việc xác thịt nào hết.|七 日 內 要 將 火 祭 獻 給 耶 和 華 ． 第 八 日 當 守 聖 會 、 要 將 火 祭 獻 給 耶 和 華 ． 這 是 嚴 肅 會 、 甚 麼 勞 碌 的 工 都 不 可 作 。
Đó là những lễ trọng thể của Đức Giê-hô-va, mà các ngươi phải rao truyền là sự nhóm hiệp thánh, đặng dâng cho Đức Giê-hô-va những của lễ dùng lửa dâng lên, của lễ thiêu, của lễ chay, của lễ thù ân, lễ quán, vật nào đã định theo ngày nấy.|這 是 耶 和 華 的 節 期 、 就 是 你 們 要 宣 告 為 聖 會 的 節 期 、 要 將 火 祭 、 燔 祭 、 素 祭 、 祭 物 、 並 奠 祭 、 各 歸 各 日 、 獻 給 耶 和 華 。
Ngoài ra, các ngươi phải cứ giữ lễ sa-bát của Đức Giê-hô-va, cứ dâng cho Ngài các lễ vật mình, các của lễ khấn nguyện và lạc ý.|這 是 在 耶 和 華 的 安 息 日 以 外 、 又 在 你 們 的 供 物 、 和 所 許 的 願 、 並 甘 心 獻 給 耶 和 華 的 以 外 。
Nhưng đến ngày rằm tháng bảy, khi các ngươi đã thâu-hoạch thổ sản mình rồi, hãy giữ một lễ cho Đức Giê-hô-va trong bảy ngày. Bữa thứ nhất sẽ là ngày nghỉ, và bữa thứ tám cũng sẽ là ngày nghỉ.|你 們 收 藏 了 地 的 出 產 、 就 從 七 月 十 五 日 起 、 要 守 耶 和 華 的 節 七 日 ． 第 一 日 為 聖 安 息 、 第 八 日 也 為 聖 安 息 。
Bữa thứ nhất, các ngươi phải lấy trái cây tốt, tàu chà là, nhành cây rậm, và cây dương liễu, rồi vui mừng trong bảy ngày trước mặt Giê-hô-va, Đức Chúa Trời của các ngươi.|第 一 日 要 拿 美 好 樹 上 的 果 子 、 和 棕 樹 上 的 枝 子 、 與 茂 密 樹 的 枝 條 、 並 河 旁 的 柳 枝 、 在 耶 和 華 你 們 的 　 神 面 前 歡 樂 七 日 。
Mỗi năm, vào tháng bảy, các ngươi phải giữ lễ nầy cho Đức Giê-hô-va như vậy trong bảy ngày. Ay là một lệ định đời đời cho dòng dõi các ngươi.|每 年 七 月 間 、 要 向 耶 和 華 守 這 節 七 日 ． 這 為 你 們 世 世 代 代 永 遠 的 定 例 。
Hết thảy ai sanh trong dòng Y-sơ-ra-ên sẽ ở nơi trại trong bảy ngày,|你 們 要 住 在 棚 裡 七 日 ． 凡 以 色 列 家 的 人 、 都 要 住 在 棚 裡 ．
hầu cho dòng dõi các ngươi biết rằng khi ta đem dân Y-sơ-ra-ên ra khỏi xứ Ê-díp-tô, ta cho họ ở trong những trại: Ta là Giê-hô-va, Đức Chúa Trời của các ngươi.|好 叫 你 們 世 世 代 代 知 道 我 領 以 色 列 人 出 埃 及 地 的 時 候 、 曾 使 他 們 住 在 棚 裡 ． 我 是 耶 和 華 你 們 的 　 神 。
Ay vậy, Môi-se truyền cho dân Y-sơ-ra-ên biết các lễ của Đức Giê-hô-va là lễ nào.|於 是 摩 西 將 耶 和 華 的 節 期 、 傳 給 以 色 列 人 。

					Lê-vi 24				|
						利未記 24					
Đức Giê-hô-va phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
Hãy truyền cho dân Y-sơ-ra-ên đem dầu ô-li-ve ép, trong sạch, đặng thắp đèn, để giữ cho đèn cháy luôn luôn.|要 吩 咐 以 色 列 人 、 把 那 為 點 燈 搗 成 的 清 橄 欖 油 、 拿 來 給 你 、 使 燈 常 常 點 著 。
A-rôn sẽ làm đèn đó trong hội mạc, ngoài bức màn che hòm bảng chứng, hầu cho đèn cháy luôn luôn, từ chiều tối đến sáng mai, trước mặt Đức Giê-hô-va; ấy là một lệ định đời đời cho dòng dõi các ngươi.|在 會 幕 中 法 櫃 的 幔 子 外 、 亞 倫 從 晚 上 到 早 晨 、 必 在 耶 和 華 面 前 經 理 這 燈 ． 這 要 作 你 們 世 世 代 代 永 遠 的 定 例 。
A-rôn sẽ để các đèn trên chân đèn bằng vàng, cho đèn cháy luôn luôn trước mặt Đức Giê-hô-va.|他 要 在 耶 和 華 面 前 常 收 拾 精 金 燈 臺 上 的 燈 。
Ngươi cũng phải lấy bột lọc, hấp mười hai ổ bánh; mỗi ổ cân nặng hai phần mười ê-pha;|你 要 取 細 麵 、 烤 成 十 二 個 餅 、 每 餅 用 麵 伊 法 十 分 之 二 。
đoạn sắp ra hai hàng sáu ổ trên cái bàn bằng vàng ròng trước mặt Đức Giê-hô-va,|要 把 餅 擺 列 兩 行 、 〔 行 或 作 摞 下 同 〕 每 行 六 個 、 在 耶 和 華 面 前 精 金 的 桌 子 上 。
cùng rắc nhũ hương thánh trên mỗi hàng, để làm kỷ niệm trên bánh, như một của lễ dùng lửa dâng trước mặt Đức Giê-hô-va.|又 要 把 淨 乳 香 放 在 每 行 餅 上 、 作 為 紀 念 、 就 是 作 為 火 祭 獻 給 耶 和 華 。
Mỗi ngày sa-bát, người ta sẽ sắp bánh nầy trước mặt Đức Giê-hô-va luôn luôn, do nơi dân Y-sơ-ra-ên cung cấp; ấy là một giao ước đời đời.|每 安 息 日 要 常 擺 在 耶 和 華 面 前 ． 這 為 以 色 列 人 作 永 遠 的 約 。
Các bánh đó sẽ thuộc về A-rôn và các con trai người; họ phải ăn tại một nơi thánh, vì là vật chí thánh cho họ, bởi các của lễ dùng lửa dâng cho Đức Giê-hô-va. Ay là một lệ định đời đời.|這 餅 是 要 給 亞 倫 和 他 子 孫 的 、 他 們 要 在 聖 處 喫 、 為 永 遠 的 定 例 、 因 為 在 獻 給 耶 和 華 的 火 祭 中 是 至 聖 的 。
Có một đứa con trai, mẹ là người Y-sơ-ra-ên, và cha là người Ê-díp-tô, đi ra giữa vòng dân Y-sơ-ra-ên, đánh lộn tại nơi trại quân với một người Y-sơ-ra-ên.|有 一 個 以 色 列 婦 人 的 兒 子 、 他 父 親 是 埃 及 人 、 一 日 閒 遊 在 以 色 列 人 中 、 這 以 色 列 婦 人 的 兒 子 、 和 一 個 以 色 列 人 在 營 裡 爭 鬥 。
Đứa trai đó nói phạm đến và rủa sả danh Đức Giê-hô-va; người ta dẫn nó đến Môi-se, bèn giam nó vào ngục cho đến chừng Đức Giê-hô-va phán định phải xử làm sao.|這 以 色 列 婦 人 的 兒 子 褻 瀆 了 聖 名 、 並 且 咒 詛 、 就 有 人 把 他 送 到 摩 西 那 裡 ． （ 他 母 親 名 叫 示 羅 密 、 是 但 支 派 底 伯 利 的 女 兒 。 ）
Mẹ nó tên là Sê-lô-mít, con gái của Điệp-ri, thuộc về chi phái Đan.|他 們 把 那 人 收 在 監 裡 、 要 得 耶 和 華 所 指 示 的 話 。
Vả, Đức Giê-hô-va bèn phán cùng Môi-se rằng:|耶 和 華 曉 諭 摩 西 說 、
