
					Thánh Thi 1				|
Những kẻ ác gài bẫy hại tôi; Song tôi không lìa bỏ giềng mối Chúa.|惡 人 為 我 設 下 網 羅 ． 我 卻 沒 有 偏 離 你 的 訓 詞 。
Chứng cớ Chúa là cơ nghiệp tôi đến đời đời; Vì ấy là sự mừng rỡ của lòng tôi.|我 以 你 的 法 度 為 永 遠 的 產 業 ． 因 這 是 我 心 中 所 喜 愛 的 。
Tôi chuyên lòng làm theo luật lệ Chúa Luôn luôn, và cho đến cuối cùng.|我 的 心 專 向 你 的 律 例 、 永 遠 遵 行 、 一 直 到 底 。
Tôi ghét những kẻ hai lòng, Nhơn yêu mến luật pháp của Chúa.|心 懷 二 意 的 人 、 為 我 所 恨 ． 但 你 的 律 法 、 為 我 所 愛 。
Chúa là nơi ẩn náu và cái khiên của tôi; Tôi trông cậy nơi lời Chúa.|你 是 我 藏 身 之 處 、 又 是 我 的 盾 牌 ． 我 甚 仰 望 你 的 話 語 。
Hỡi kẻ làm ác, hỡi lìa khỏi ta, Để ta giữ điều răn của Đức Chúa Trời ta.|作 惡 的 人 哪 、 你 們 離 開 我 罷 、 我 好 遵 守 我 　 神 的 命 令 。
Xin Chúa nâng đỡ tôi tùy lời của Chúa, hầu cho tôi được sống; Chớ để tôi bị hổ thẹn về sự trông cậy tôi.|求 你 照 你 的 話 扶 持 我 、 使 我 存 活 ． 也 不 叫 我 因 失 望 而 害 羞 。
Xin hãy nâng đỡ tôi, thì tôi sẽ được bình an vô sự, Cũng thường thường chăm chỉ về các luật lệ của Chúa.|求 你 扶 持 我 、 我 便 得 救 、 時 常 看 重 你 的 律 例 。
Chúa từ chối những kẻ lầm lạc luật lệ Chúa; Vì mưu chước chúng nó chỉ là sự giả dối mà thôi.|凡 偏 離 你 律 例 的 人 、 你 都 輕 棄 他 們 ． 因 為 他 們 的 詭 詐 必 歸 虛 空 。
Chúa cất bỏ kẻ ác khỏi thế gian như xác bã; Nhơn đó tôi yêu mến các chứng cớ của Chúa.|凡 地 上 的 惡 人 、 你 除 掉 他 好 像 除 掉 渣 滓 。 因 此 我 愛 你 的 法 度 。
Thịt tôi rỡn ốc vì sợ hãi Chúa, Cũng sợ sự đoán xét của Chúa.|我 因 懼 怕 你 、 肉 就 發 抖 ． 我 也 怕 你 的 判 語 、
Tôi đã làm điều ngay thẳng và công bình; Chớ phó tôi cho kẻ hà hiếp tôi.|我 行 過 公 平 和 公 義 ． 求 你 不 要 撇 下 我 給 欺 壓 我 的 人 。
Xin Chúa làm Đấng bảo lãnh cho kẻ tử tế Chúa được phước; Chớ để kẻ kiêu ngạo hà hiếp tôi.|求 你 為 僕 人 作 保 、 使 我 得 好 處 ． 不 容 驕 傲 人 欺 壓 我 。
Mắt tôi hao mòn vì mong ước sự cứu rỗi. Và lời công bình của Chúa.|我 因 盼 望 你 的 救 恩 、 和 你 公 義 的 話 、 眼 睛 失 明 。
Xin hãy đãi kẻ tôi tớ Chúa theo sự nhơn từ Chúa, Và dạy tôi các luật lệ Chúa.|求 你 照 你 的 慈 愛 待 僕 人 、 將 你 的 律 例 教 訓 我 。
Tôi là kẻ tôi tớ Chúa; xin hãy ban cho tôi sự thông sáng, Để tôi hiểu biết các chứng cớ của Chúa.|我 是 你 的 僕 人 ． 求 你 賜 我 悟 性 、 使 我 得 知 你 的 法 度 。
Phải thì cho Đức Giê-hô-va làm, Vì loài người đã phế luật pháp Ngài.|這 是 耶 和 華 降 罰 的 時 候 ． 因 人 廢 了 你 的 律 法 。
Nhơn đó tôi yêu mến điều răn Chúa Hơn vàng, thậm chí hơn vàng ròng.|所 以 我 愛 你 的 命 令 、 勝 於 金 子 、 更 勝 於 精 金 。
Vì vậy, tôi xem các giềng mối Chúa về muôn vật là phải; Tôi ghét mọi đường giả dối.|你 一 切 的 訓 詞 、 在 萬 事 上 、 我 都 以 為 正 直 ． 我 卻 恨 惡 一 切 假 道 。
Chứng cớ Chúa thật lạ lùng; Cho nên lòng tôi giữ lấy.|你 的 法 度 奇 妙 ． 所 以 我 一 心 謹 守 。
Sự bày giãi lời Chúa, soi sáng cho, Ban sự thông hiểu cho người thật thà.|你 的 言 語 一 解 開 、 就 發 出 亮 光 、 使 愚 人 通 達 。
Tôi mở miệng ra thở, Vì rất mong ước các điều răn Chúa.|我 張 口 而 氣 喘 ． 因 我 切 慕 你 的 命 令 。
Xin Chúa hãy xây lại cùng tôi, và thương xót tôi, Y như thói thường Chúa đối cùng người yêu mến danh Chúa.|求 你 轉 向 我 、 憐 憫 我 、 好 像 你 素 常 待 那 些 愛 你 名 的 人 。
Xin hãy làm cho bước tôi vững trong lời Chúa; Chớ để sự gian ác gì lấn lướt trên tôi.|求 你 用 你 的 話 使 我 腳 步 穩 當 、 不 許 甚 麼 罪 孽 轄 制 我 。
Xin hãy chuộc tôi khỏi sự hà hiếp của loài người, Thì tôi sự giữ theo các giềng mối Chúa.|求 你 救 我 脫 離 人 的 欺 壓 ． 我 要 遵 守 你 的 訓 詞 。
Xin hãy làm cho mặt Chúa soi sáng trên kẻ tôi tớ Chúa, Và dạy tôi các luật lệ Chúa.|求 你 用 臉 光 照 僕 人 ． 又 將 你 的 律 例 教 訓 我 。
Những suối lệ chảy từ mắt tôi, Bởi vì người ta không giữ luật pháp của Chúa.|我 的 眼 淚 下 流 成 河 、 因 為 他 們 不 守 你 的 律 法 。
Hỡi Đức Giê-hô-va, Ngài là công bình, Sự đoán xét của Ngài là ngay thẳng.|耶 和 華 阿 、 你 是 公 義 的 、 你 的 判 語 也 是 正 直 的 。
Chúa lấy sự công bình, sự thành tín, Mà truyền ra chứng cớ của Chúa.|你 所 命 定 的 法 度 、 是 憑 公 義 和 至 誠 。
Sự sốt sắng tiêu hao tôi, Vì kẻ hà hiếp tôi đã quên lời Chúa.|我 心 焦 急 、 如 同 火 燒 、 因 我 敵 人 忘 記 你 的 言 語 。
Lời Chúa rất là tinh sạch, Nên kẻ tôi tớ Chúa yêu mến lời ấy.|你 的 話 極 其 精 煉 ． 所 以 你 的 僕 人 喜 愛 。
Tôi nhỏ hèn, bị khinh dể, Nhưng không quên các giềng mối Chúa.|我 微 小 被 人 藐 視 ． 卻 不 忘 記 你 的 訓 詞 。
Sự công bình Chúa là sự công bình đời đời, Luật pháp Chúa là chơn thật.|你 的 公 義 永 遠 長 存 ． 你 的 律 法 盡 都 真 實 。
Sự gian truân và sự sầu khổ áp hãm tôi; Dầu vậy, các điều răn Chúa là điều tôi ưa thích.|我 遭 遇 患 難 愁 苦 ． 你 的 命 令 卻 是 我 所 喜 愛 的 。
Chứng cớ Chúa là công bình đời đời. Xin hãy ban cho tôi sự thông hiểu, thì tôi sẽ được sống.|你 的 法 度 永 遠 是 公 義 的 ． 求 你 賜 我 悟 性 、 我 就 活 了 。
Hỡi Đức Giê-hô-va, tôi hết lòng kêu cầu Ngài; xin hãy đáp lại tôi; Tôi sẽ gìn giữ luật lệ Ngài.|耶 和 華 阿 、 我 一 心 呼 籲 你 、 求 你 應 允 我 ． 我 必 謹 守 你 的 律 例 。
Tôi đã kêu cầu Chúa; xin hãy cứu tôi, Thì tôi sẽ giữ các chứng cớ Chúa.|我 向 你 呼 籲 、 求 你 救 我 ． 我 要 遵 守 你 的 法 度 。
Tôi thức trước rạng đông và kêu cầu; Tôi trông cậy nơi lời Chúa.|我 趁 天 未 亮 呼 求 ． 我 仰 望 了 你 的 言 語 。
Canh đêm chưa khuya, mắt tôi mở tỉnh ra, Đặng suy gẫm lời Chúa.|我 趁 夜 更 未 換 、 將 眼 睜 開 、 為 要 思 想 你 的 話 語 。
Hỡi Đức Giê-hô-va, theo sự nhơn từ Ngài, xin hãy nghe tiếng tôi; Hãy khiến tôi được sống tùy mạng lịnh Ngài.|求 你 照 你 的 慈 愛 、 聽 我 的 聲 音 ． 耶 和 華 阿 、 求 你 照 你 的 典 章 、 將 我 救 活 。
Những kẻ đeo đuổi sự dữ đến gần; Chúng nó cách xa luật pháp của Chúa.|追 求 奸 惡 的 人 臨 近 了 ． 他 們 遠 離 你 的 律 法 。
Hỡi Đức Giê-hô-va, Ngài ở gần; Các điều răn Ngài là chơn thật.|耶 和 華 阿 、 你 與 我 相 近 ． 你 一 切 的 命 令 盡 都 真 實 。
Cứ theo chứng cớ Chúa Tôi đã biết từ lâu rằng Chúa lập các điều răn ấy đến đời đời.|我 因 學 你 的 法 度 、 久 已 知 道 是 你 永 遠 立 定 的 。
Xin hãy xem nỗi khổ nạn tôi, và giải cứu tôi; Vì tôi không quên luật pháp của Chúa.|求 你 看 顧 我 的 苦 難 、 搭 救 我 ． 因 我 不 忘 記 你 的 律 法 。
Xin hãy binh vực duyên cớ tôi, và chuộc tôi; Cũng hãy khiến tôi được sống tùy theo lời Chúa.|求 你 為 我 辨 屈 、 救 贖 我 、 照 你 的 話 將 我 救 活 。
Sự cứu rỗi cách xa kẻ ác, Vì chúng nó không tìm hỏi các luật lệ Chúa.|救 恩 遠 離 惡 人 ． 因 為 他 們 不 尋 求 你 的 律 例 。
Đức Giê-hô-va ơi, sự thương xót Ngài rất lớn; Xin hãy khiến tôi được sống tùy theo luật lệ Ngài.|耶 和 華 阿 、 你 的 慈 悲 本 為 大 ． 求 你 照 你 的 典 章 將 我 救 活 。
Kẻ bắt bớ và kẻ hà hiếp tôi thật nhiều lắm; Nhưng tôi không xây bỏ chứng cớ Chúa.|逼 迫 我 的 、 抵 擋 我 的 很 多 ． 我 卻 沒 有 偏 離 你 的 法 度 。
Tôi thấy kẻ gian tà, bèn gớm ghiếc chúng nó; Vì chúng nó không giữ lời Chúa.|我 看 見 奸 惡 的 人 、 就 甚 憎 惡 、 因 為 他 們 不 遵 守 你 的 話 。
Xin hãy xem tôi yêu mến giềng mối Chúa dường bao! Hỡi Đức Giê-hô-va, xin hãy khiến tôi được sống tùy sự nhơn từ Ngài.|你 看 我 怎 樣 愛 你 的 訓 詞 。 耶 和 華 阿 、 求 你 照 你 的 慈 愛 將 我 救 活 。
Sự tổng cộng lời Chúa là chơn thật, Các mạng lịnh công bình của Chúa còn đời đời.|你 話 的 總 綱 是 真 實 ． 你 一 切 公 義 的 典 章 是 永 遠 長 存 。
Những vua chúa đã bắt bớ tôi vô cố, Song lòng tôi kính sợ lời Chúa.|首 領 無 故 地 逼 迫 我 ． 但 我 的 心 畏 懼 你 的 言 語 。
Tôi vui vẻ về lời Chúa, Khác nào kẻ tìm được mồi lớn.|我 喜 愛 你 的 話 、 好 像 人 得 了 許 多 擄 物 。
Tôi ghét, tôi ghê sự dối trá, Song tôi yêu mến luật pháp Chúa.|謊 話 是 我 所 恨 惡 所 憎 嫌 的 、 惟 你 的 律 法 、 是 我 所 愛 的 。
Mỗi ngày tôi ngợi khen Chúa bảy lần, Vì cớ mạng lịnh công bình của Chúa.|我 因 你 公 義 的 典 章 、 一 天 七 次 讚 美 你 。
Phàm kẻ nào yêu mến luật pháp Chúa được bình yên lớn; Chẳng có sự gì gây cho họ sa ngã.|愛 你 律 法 的 人 、 有 大 平 安 ． 甚 麼 都 不 能 使 他 們 絆 腳 。
Hỡi Đức Giê-hô-va, tôi có trông cậy nơi sự cứu rỗi của Ngài. Và làm theo các điều răn Ngài.|耶 和 華 阿 、 我 仰 望 了 你 的 救 恩 、 遵 行 了 你 的 命 令 。
Linh hồn tôi đã gìn giữ chứng cớ Chúa. Tôi yêu mến chứng cớ ấy nhiều lắm.|我 心 裡 守 了 你 的 法 度 ． 這 法 度 我 甚 喜 愛 。
Tôi có gìn giữ giềng mối và chứng cớ Chúa, Bởi vì đường lối tôi đều ở trước mặt Chúa.|我 遵 守 了 你 的 訓 詞 和 法 度 ． 因 我 一 切 所 行 的 、 都 在 你 面 前 。
Hỡi Đức Giê-hô-va, nguyện tiếng kêu của tôi thấu đến Ngài. Xin hỡi ban cho tôi sự thông sáng tùy theo lời Chúa.|耶 和 華 阿 、 願 我 的 呼 籲 達 到 你 面 前 、 照 你 的 話 賜 我 悟 性 。
Nguyện lời cầu khẩn tôi thấu đến trước mặt Chúa; Xin hãy giải cứu tôi tùy theo lời Chúa.|願 我 的 懇 求 達 到 你 面 前 、 照 你 的 話 搭 救 我 。
Nguyện môi miệng tôi đồn ra sự ngợi khen Chúa; Vì Chúa dạy tôi các luật lệ Chúa.|願 我 的 嘴 發 出 讚 美 的 話 ． 因 為 你 將 律 例 教 訓 我 。
Nguyện lưỡi tôi hát xướng về lời Chúa; Vì hết thảy điều răn Chúa là công bình.|願 我 的 舌 頭 歌 唱 你 的 話 ． 因 你 一 切 的 命 令 盡 都 公 義 。
Nguyện tay Chúa sẵn giúp đỡ tôi; Vì tôi chọn các giềng mối Chúa.|願 你 用 手 幫 助 我 ． 因 我 揀 選 了 你 的 訓 詞 。
Hỡi Đức Giê-hô-va, tôi mong ước sự cứu rỗi của Chúa; Luật pháp Chúa là sự tôi ưa thích.|耶 和 華 阿 、 我 切 慕 你 的 救 恩 ． 你 的 律 法 也 是 我 所 喜 愛 的 。
Nguyện linh hồn tôi được sống, thì nó sẽ ngợi khen Chúa; Nguyện mạng lịnh Chúa giúp đỡ tôi.|願 我 的 性 命 存 活 、 得 以 讚 美 你 ． 願 你 的 典 章 幫 助 我 。
Tôi xiêu lạc khác nào con chiên mất: Xin hãy tìm kiếm kẻ tôi tớ Chúa, Vì tôi không quên điều răn của Chúa.|我 如 亡 羊 走 迷 了 路 ． 求 你 尋 找 僕 人 ． 因 我 不 忘 記 你 的 命 令 。

					Thánh Thi 120				|
						詩篇 120					
Trong cơn gian truân tôi kêu cầu Đức Giê-hô-va; Ngài bèn đáp lời tôi.|〔 上 行 〔 或 作 登 階 下 同 〕 之 詩 。 〕 我 在 急 難 中 求 告 耶 和 華 、 他 就 應 允 我 。
Hỡi Đức Giê-hô-va, xin hãy giải cứu linh hồn tôi khỏi mọi dối trá, Khỏi lưỡi phỉnh gạt.|耶 和 華 阿 、 求 你 救 我 脫 離 說 謊 的 嘴 唇 、 和 詭 詐 的 舌 頭 。
Ớ lưỡi phỉnh gạt, người ta sẽ ban cho ngươi chi? Thêm cho ngươi điều gì nữa?|詭 詐 的 舌 頭 阿 、 要 給 你 甚 麼 呢 。 要 拿 甚 麼 加 給 你 呢 ．
At là tên nhọn của dõng sĩ, Và than đỏ hực của cây giêng-giếng.|就 是 勇 士 的 利 箭 、 和 羅 騰 木 的 炭 火 。 〔 羅 騰 小 樹 名 松 類 〕
Khốn nạn cho tôi vì tôi ngụ trong Mê-siếc, Và ở dưới các trại Kê-đa.|我 寄 居 在 米 設 、 住 在 基 達 帳 棚 之 中 、 有 禍 了 。
Lâu lắm linh hồn tôi chung ở Với kẻ ghét sự hòa bình.|我 與 那 恨 惡 和 睦 的 人 、 許 久 同 住 。
Tôi muốn sự hòa bình; nhưng khi tôi nói đến, Chúng nó bèn muốn sự giặc giã.|我 願 和 睦 ． 但 我 發 言 、 他 們 就 要 爭 戰 。

					Thánh Thi 121				|
						詩篇 121					
Tôi ngước mắt lên trên núi: Sự tiếp trợ tôi đến từ đâu?|〔 上 行 之 詩 。 〕 我 要 向 山 舉 目 。 我 的 幫 助 從 何 而 來 。
Sự tiếp trợ tôi đến từ Đức Giê-hô-va, Là Đấng đã dựng nên trời và đất.|我 的 幫 助 從 造 天 地 的 耶 和 華 而 來 。
Ngài không để cho chơn ngươi xiêu tó; Đấng gìn giữ ngươi không hề buồn ngủ.|他 必 不 叫 你 的 腳 搖 動 ． 保 護 你 的 必 不 打 盹 。
Đấng gìn giữ Y-sơ-ra-ên Không hề nhắp mắt, cũng không buồn ngủ.|保 護 以 色 列 的 、 也 不 打 盹 、 也 不 睡 覺 。
Đức Giê-hô-va là Đấng gìn giữ ngươi; Đức Giê-hô-va là bóng che ở bên hữu ngươi.|保 護 你 的 是 耶 和 華 ． 耶 和 華 在 你 右 邊 蔭 庇 你 。
Mặt trời sẽ không giọi ngươi lúc ban ngày, Mặt trăng cũng không hại ngươi trong ban đêm.|白 日 太 陽 必 不 傷 你 ． 夜 間 月 亮 必 不 害 你 。
Đức Giê-hô-va sẽ gìn giữ ngươi khỏi mọi tai họa. Ngài sẽ gìn giữ linh hồn ngươi.|耶 和 華 要 保 護 你 、 免 受 一 切 的 災 害 ． 他 要 保 護 你 的 性 命 。
Đức Giê-hô-va sẽ gìn giữ ngươi khi ra khi vào, Từ nay cho đến đời đời.|你 出 你 入 、 耶 和 華 要 保 護 你 、 從 今 時 直 到 永 遠 。

					Thánh Thi 122				|
						詩篇 122					
Tôi vui mừng khi người ta nói với tôi rằng: Ta hãy đi đến nhà Đức Giê-hô-va.|〔 大 衛 上 行 之 詩 。 〕 人 對 我 說 、 我 們 往 耶 和 華 的 殿 去 、 我 就 歡 喜 。
Hỡi Giê-ru-sa-lem, chơn chúng ta dừng lại Trong các cửa ngươi.|耶 路 撒 冷 阿 、 我 們 的 腳 、 站 在 你 的 門 內 。
Giê-ru-sa-lem là cái thành Được cất vững bền, kết nhau tề-chỉnh.|耶 路 撒 冷 被 建 造 、 如 同 連 絡 整 齊 的 一 座 城 。
Các chi phái của Đức Giê-hô-va lên nơi ấy, Tùy theo thường lệ truyền cho Y-sơ-ra-ên.|眾 支 派 、 就 是 耶 和 華 的 支 派 、 上 那 裡 去 、 按 以 色 列 的 常 例 、 〔 或 作 作 以 色 列 的 證 據 〕 稱 讚 耶 和 華 的 名 。
Vì tại đó có lập các ngôi đoán xét, Tức là các ngôi nhà Đa-vít.|因 為 在 那 裡 設 立 審 判 的 寶 座 、 就 是 大 衛 家 的 寶 座 。
Hãy cầu hòa bình cho Giê-ru-sa-lem; Phàm kẻ nào yêu mến ngươi sẽ được thới thạnh.|你 們 要 為 耶 路 撒 冷 求 平 安 。 耶 路 撒 冷 阿 、 愛 你 的 人 必 然 興 旺 。
Nguyện sự hòa bình ở trong vách tường ngươi, Sự thới thạnh trong các cung ngươi!|願 你 城 中 平 安 、 願 你 宮 內 興 旺 。
Vì cớ anh em ta và bậu bạn ta, Ta nói rằng: Nguyện sự hòa bình ở trong ngươi!|因 我 弟 兄 和 同 伴 的 緣 故 、 我 要 說 、 願 平 安 在 你 中 間 。
Nhơn vì nhà Giê-hô-va, Đức Chúa Trời chúng ta, Ta sẽ cầu phước cho ngươi.|因 耶 和 華 我 們 　 神 殿 的 緣 故 、 我 要 為 你 求 福 。

					Thánh Thi 123				|
						詩篇 123					
Tôi ngước mắt lên hướng cùng Ngài. Hỡi Đấng ngự trên các từng trời,|〔 上 行 之 詩 。 〕 坐 在 天 上 的 主 阿 、 我 向 你 舉 目 。
Mắt kẻ tôi tớ trông nơi tay ông chủ mình, Mắt con đòi trông nơi tay bà chủ mình thể nào, Thì mắt chúng tôi ngưỡng vọng Giê-hô-va Đức Chúa Trời chúng tôi thể ấy, Cho đến chừng nào Ngài thương xót chúng tôi.|看 哪 、 僕 人 的 眼 睛 怎 樣 望 主 人 的 手 、 使 女 的 眼 睛 怎 樣 望 主 母 的 手 、 我 們 的 眼 睛 也 照 樣 望 耶 和 華 我 們 的 　 神 、 直 到 他 憐 憫 我 們 。
Đức Giê-hô-va ôi! Xin thương xót chúng tôi, xin thương xót chúng tôi; Vì chúng tôi quá chán sự khinh dể.|耶 和 華 阿 、 求 你 憐 憫 我 們 、 憐 憫 我 們 ． 因 為 我 們 被 藐 視 、 已 到 極 處 。
Linh hồn chúng tôi quá chán Sự nhạo báng của kẻ an dật, và sự khinh dể của kẻ kiêu ngạo.|我 們 被 那 些 安 逸 人 的 譏 誚 、 和 驕 傲 人 的 藐 視 、 已 到 極 處 。

					Thánh Thi 124				|
						詩篇 124					
Y-sơ-ra-ên đáng nói: Nếu Đức Giê-hô-va chẳng binh vực chúng ta,|〔 大 衛 上 行 之 詩 。 〕 以 色 列 人 要 說 、 若 不 是 耶 和 華 幫 助 我 們 、
Khi loài người dấy nghịch chúng ta, Khi cơn giận họ nổi lên cùng chúng ta,|若 不 是 耶 和 華 幫 助 我 們 、 當 人 起 來 攻 擊 我 們 、
Nếu Đức Giê-hô-va không binh vực chúng ta, At chúng nó đã nuốt sống chúng ta rồi;|向 我 們 發 怒 的 時 候 、 就 把 我 們 活 活 的 吞 了 ．
Nước chắt đánh chìm chúng ta, Dòng tràn qua ngập linh hồn chúng ta,|那 時 、 波 濤 必 漫 過 我 們 、 河 水 必 淹 沒 我 們 ．
Và những lượn sóng kiêu ngạo Đã trôi trác linh hồn chúng ta rồi.|狂 傲 的 水 必 淹 沒 我 們 。
Đáng ngợi khen Đức Giê-hô-va thay, Ngài không phó chúng ta làm mồi cho răng chúng nó!|耶 和 華 是 應 當 稱 頌 的 ． 他 沒 有 把 我 們 當 野 食 交 給 他 們 吞 喫 。 〔 原 文 作 牙 齒 〕
Linh hồn chúng ta thoát khỏi như chim thoát khỏi rập kẻ đánh chim; Rập đã dứt, chúng ta bèn thoát khỏi.|我 們 好 像 雀 鳥 從 捕 鳥 人 的 網 羅 裡 逃 脫 ． 網 羅 破 裂 、 我 們 逃 脫 了 。
Sự tiếp trợ chúng ta ở trong danh Đức Giê-hô-va, Là Đấng đã dựng nên trời và đất.|我 們 得 幫 助 、 是 在 乎 倚 靠 造 天 地 之 耶 和 華 的 名 。

					Thánh Thi 125				|
						詩篇 125					
Những người tin cậy nơi Đức Giê-hô-va Khác nào núi Si-ôn không rúng động, Hằng còn đến đời đời.|〔 上 行 之 詩 。 〕 倚 靠 耶 和 華 的 人 、 好 像 錫 安 山 、 永 不 動 搖 。
Các núi vây quanh Giê-ru-sa-lem thể nào, Đức Giê-hô-va vây phủ dân sự Ngài thể ấy. Từ rày cho đến đời đời.|眾 山 怎 樣 圍 繞 耶 路 撒 冷 、 耶 和 華 也 照 樣 圍 繞 他 的 百 姓 、 從 今 時 直 到 永 遠 。
Vì cây gậy kẻ ác sẽ không được đặt Trên sản nghiệp người công bình; Hầu cho người công bình không đưa tay ra về sự gian ác.|惡 人 的 杖 、 不 常 落 在 義 人 的 分 上 、 免 得 義 人 伸 手 作 惡 。
Hỡi Đức Giê-hô-va, xin hãy làm điều lành cho người lành, Và cho kẻ có lòng ngay thẳng.|耶 和 華 阿 、 求 你 善 待 那 些 為 善 、 和 心 裡 正 直 的 人 。
Còn về những kẻ trở đi theo đường cong quẹo, Đức Giê-hô-va sẽ dẫn chúng nó đi ra chung với kẻ làm ác. Nguyện bình an giáng trên Y-sơ-ra-ên!|至 於 那 偏 行 彎 曲 道 路 的 人 、 耶 和 華 必 使 他 和 作 惡 的 人 、 一 同 出 去 受 刑 。 願 平 安 歸 於 以 色 列 。

					Thánh Thi 126				|
						詩篇 126					
Khi Đức Giê-hô-va dẫn các phu tù của Si-ôn về, Thì chúng tôi khác nào kẻ nằm chiêm bao.|〔 上 行 之 詩 。 〕 當 耶 和 華 將 那 些 被 擄 的 帶 回 錫 安 的 時 候 、 我 們 好 像 作 夢 的 人 。
Bấy giờ miệng chúng tôi đầy sự vui-cười, Lưỡi chúng tôi hát những bài mừng rỡ. Trong các dân ngoại người ta nói rằng: Đức Giê-hô-va đã làm cho họ những việc lớn.|我 們 滿 口 喜 笑 、 滿 舌 歡 呼 的 時 候 、 外 邦 中 就 有 人 說 、 耶 和 華 為 他 們 行 了 大 事 。
Đức Giê-hô-va đã làm cho chúng tôi những việc lớn; Nhơn đó chúng tôi vui mừng.|耶 和 華 果 然 為 我 們 行 了 大 事 、 我 們 就 歡 喜 。
Hỡi Đức Giê-hô-va, xin dẫn phu tù chúng tôi về, Như các suối miền nam chảy nước lại.|耶 和 華 阿 、 求 你 使 我 們 被 擄 的 人 歸 回 、 好 像 南 地 的 河 水 復 流 。
Kẻ nào gieo giống mà giọt lệ, Sẽ gặt hái cách vui mừng.|流 淚 撒 種 的 、 必 歡 呼 收 割 。
Người nào vừa đi vừa khóc đem giống ra rải, At sẽ trở về cách vui mừng, mang bó lúa mình.|那 帶 種 流 淚 出 去 的 、 必 要 歡 歡 樂 樂 的 帶 禾 捆 回 來 。

					Thánh Thi 127				|
						詩篇 127					
Nếu Đức Giê-hô-va không cất nhà, Thì những thợ xây cất làm uổng công. Nhược bằng Đức Giê-hô-va không coi-giữ thành, Thì người canh thức canh luống công.|〔 所 羅 門 上 行 之 詩 。 〕 若 不 是 耶 和 華 建 造 房 屋 、 建 造 的 人 就 枉 然 勞 力 ． 若 不 是 耶 和 華 看 守 城 池 、 看 守 的 人 就 枉 然 儆 醒 。
Uổng công thay cho các ngươi thức dậy sớm, đi ngủ trễ, Và ăn bánh lao khổ; Chúa cũng ban giấc ngủ cho kẻ Ngài yêu mến bằng vậy.|你 們 清 晨 早 起 、 夜 晚 安 歇 、 喫 勞 碌 得 來 的 飯 、 本 是 枉 然 ． 惟 有 耶 和 華 所 親 愛 的 、 必 叫 他 安 然 睡 覺 。
Kìa, con cái là cơ nghiệp bởi Đức Giê-hô-va mà ra; Bông trái của tử cung là phần thưởng.|兒 女 是 耶 和 華 所 賜 的 產 業 ． 所 懷 的 胎 、 是 他 所 給 的 賞 賜 。
Con trai sanh trong buổi đang thì, Khác nào mũi tên nơi tay dõng sĩ.|少 年 時 所 生 的 兒 女 、 好 像 勇 士 手 中 的 箭 。
Phước cho người nào vắt nó đầy gùi mình! Người sẽ không hổ thẹn, Khi nói năng với kẻ thù nghịch mình tại cửa thành.|箭 袋 充 滿 的 人 、 便 為 有 福 ． 他 們 在 城 門 口 、 和 仇 敵 說 話 的 時 候 、 必 不 至 於 羞 愧 。

					Thánh Thi 128				|
						詩篇 128					
Phước cho người nào kính sợ Đức Giê-hô-va, Đi trong đường lối Ngài!|〔 上 行 之 詩 。 〕 凡 敬 畏 耶 和 華 、 遵 行 他 道 的 人 、 便 為 有 福 。
Vì ngươi sẽ hưởng công việc của tay mình, Được phước, may mắn.|你 要 喫 勞 碌 得 來 的 ． 你 要 享 福 、 事 情 順 利 。
Vợ ngươi ở trong nhà ngươi Sẽ như cây nho thạnh mậu; Con cái ngươi ở chung quanh bàn ngươi Khác nào những chồi ô-li-ve.|你 妻 子 在 你 的 內 室 、 好 像 多 結 果 子 的 葡 萄 樹 ． 你 兒 女 圍 繞 你 的 桌 子 、 好 像 橄 欖 栽 子 。
Kìa, người nào kính sợ Đức Giê-hô-va Sẽ được phước là như vậy.|看 哪 、 敬 畏 耶 和 華 的 人 、 必 要 這 樣 蒙 福 。
Nguyện Đức Giê-hô-va từ Si-ôn ban phước cho ngươi; Nguyện trọn đời mình ngươi được thấy sự phước lành của Giê-ru-sa-lem.|願 耶 和 華 從 錫 安 賜 福 給 你 。 願 你 一 生 一 世 、 看 見 耶 路 撒 冷 的 好 處 。
Nguyện ngươi được thấy con cháu mình! Nguyện sự bình an giáng trên Y-sơ-ra-ên!|願 你 看 見 你 兒 女 的 兒 女 。 願 平 安 歸 於 以 色 列 。

					Thánh Thi 129				|
						詩篇 129					
Từ khi tôi còn thơ ấu, chúng nó thường hà hiếp tôi, Y-sơ-ra-ên đáng nói,|〔 上 行 之 詩 。 〕 以 色 列 當 說 、 從 我 幼 年 以 來 、 敵 人 屢 次 苦 害 我 、
Từ khi tôi còn thơ ấu, chúng nó thường hà hiếp tôi, Nhưng không thắng hơn tôi được.|從 我 幼 年 以 來 、 敵 人 屢 次 苦 害 我 、 卻 沒 有 勝 了 我 。
Các nông phu cày trên lưng tôi, Xẻ đường cày mình dài theo trên đó.|如 同 扶 犁 的 、 在 我 背 上 扶 犁 而 耕 ． 耕 的 犁 溝 甚 長 。
Đức Giê-hô-va là công bình; Ngài đã chặt những dây kẻ ác.|耶 和 華 是 公 義 的 ． 他 砍 斷 了 惡 人 的 繩 索 。
Nguyện những kẻ ghét Si-ôn Bị hổ thẹn và lui lại sau.|願 恨 惡 錫 安 的 、 都 蒙 羞 退 後 。
