
					I Cô-rinh-tô 1				|
Thân cũng chẳng phải có một chi thể, bèn là nhiều chi thể.|身 子 原 不 是 一 個 肢 體 、 乃 是 許 多 肢 體 。
Nếu chơn rằng: vì ta chẳng phải là tay, nên ta không thuộc về thân, thì chẳng phải bởi đó chơn không có phần trong thân.|設 若 腳 說 、 我 不 是 手 、 所 以 不 屬 乎 身 子 ． 他 不 能 因 此 就 不 屬 乎 身 子 。
Và nếu tai rằng: Vì ta chẳng phải là mắt, nên ta không thuộc về thân, thì tai chẳng phải bởi đó không có phần trong thân.|設 若 耳 說 、 我 不 是 眼 、 所 以 不 屬 乎 身 子 ． 他 也 不 能 因 此 就 不 屬 乎 身 子 。
Ví bằng cả thân đều là mắt, thì sự nghe ở đâu? Nếu cả thân đều là tai, thì sự ngửi ở đâu?|若 全 身 是 眼 、 從 那 裡 聽 聲 呢 ． 若 全 身 是 耳 、 從 那 裡 聞 味 呢 。
Nhưng bây giờ, Đức Chúa Trời đã sắp đặt các chi thể của thân chúng ta, ban cho mỗi một chi thể cái địa vị theo ý Ngài lấy làm tốt mà chỉ định.|但 如 今 　 神 自 己 的 意 思 、 把 肢 體 俱 各 安 排 在 身 上 了 。
Nếu chỉ có một chi thể mà thôi, thì cái thân ở đâu?|若 都 是 一 個 肢 體 、 身 子 在 那 裡 呢 。
vậy, có nhiều chi thể, song chỉ có một thân.|但 如 今 肢 體 是 多 的 、 身 子 卻 是 一 個 。
Mắt không được nói với bàn tay rằng: Ta chẳng cần đến mầy; đầu cũng chẳng được nói với chơn rằng: Ta chẳng cần đến bay.|眼 不 能 對 手 說 、 我 用 不 著 你 ． 頭 也 不 能 對 腳 說 、 我 用 不 著 你 。
Trái lại, các chi thể của thân xem ra rất yếu đuối lại là cần dùng.|不 但 如 此 、 身 上 肢 體 人 以 為 軟 弱 的 、 更 是 不 可 少 的 ．
Chi thể nào trong thân chúng ta nghĩ là hèn hạ hơn, thì chúng ta tôn trọng hơn; chi thể nào chẳng đẹp, thì chúng ta lại trau giồi hơn,|身 上 肢 體 、 我 們 看 為 不 體 面 的 、 越 發 給 他 加 上 體 面 ． 不 俊 美 的 、 越 發 得 著 俊 美 ．
còn như cái nào đã đẹp rồi, thì không cần trau giồi. Nhưng Đức Chúa Trời đã sắp đặt thân người, để chi thể nào thiếu thốn thì được quí trọng hơn,|我 們 俊 美 的 肢 體 、 自 然 用 不 著 裝 飾 ． 但 　 神 配 搭 這 身 子 、 把 加 倍 的 體 面 給 那 有 缺 欠 的 肢 體 ．
hầu cho trong thân không có sự phân rẽ, mà các chi thể phải đồng lo tưởng đến nhau.|免 得 身 上 分 門 別 類 ． 總 要 肢 體 彼 此 相 顧 。
Lại, trong các chi thể, khi có một cái nào chịu đau đớn, thì các cái khác đều cùng chịu; và khi một cái nào được tôn trọng, thì các cái khác cùng vui mừng.|若 一 個 肢 體 受 苦 、 所 有 的 肢 體 就 一 同 受 苦 ． 若 一 個 肢 體 得 榮 耀 、 所 有 的 肢 體 就 一 同 快 樂 。
Vả, anh em là thân của Đấng Christ, và là chi thể của thân, ai riêng phần nấy.|你 們 就 是 基 督 的 身 子 、 並 且 各 自 作 肢 體 。
Đức Chúa Trời đã lập trong Hội thánh, thứ nhứt là sứ đồ, thứ nhì là đấng tiên tri, thứ ba là thầy giáo, kế đến kẻ làm phép lạ, rồi kẻ được ơn chữa bịnh, cứu giúp, cai quản, nói các thứ tiếng.|　 神 在 教 會 所 設 立 的 、 第 一 是 使 徒 ． 第 二 是 先 知 ． 第 三 是 教 師 ． 其 次 是 行 異 能 的 ． 再 次 是 得 恩 賜 醫 病 的 ． 幫 助 人 的 ． 治 理 事 的 ． 說 方 言 的 。
Có phải cả thảy là sứ đồ sao? Cả thảy là tiên tri sao? Cả thảy đều là thầy giáo sao? Cả thảy đều làm phép lạ sao?|豈 都 是 使 徒 麼 ． 豈 都 是 先 知 麼 ． 豈 都 是 教 師 麼 ． 豈 都 是 行 異 能 的 麼 ．
Cả thảy đều được ơn chữa bịnh sao? Cả thảy đều nói tiếng lạ sao? Cả thảy đều thông giải tiếng lạ sao?|豈 都 是 得 恩 賜 醫 病 的 麼 ． 豈 都 是 說 方 言 的 麼 ． 豈 都 是 繙 方 言 的 麼 。
Hãy ước ao cho được sự ban cho lớn hơn hết. Bây giờ, tôi sẽ chỉ dẫn cho anh em con đường tốt lành hơn.|你 們 要 切 切 的 求 那 更 大 的 恩 賜 、 我 現 今 把 最 妙 的 道 指 示 你 們 。

					I Cô-rinh-tô 13				|
						哥林多前書 13					
Dầu tôi nói được các thứ tiếng loài người và thiên sứ, nếu không có tình yêu thương, thì tôi chỉ như đồng kêu lên hay là chập chỏa vang tiếng.|我 若 能 說 萬 人 的 方 言 、 並 天 使 的 話 語 、 卻 沒 有 愛 、 我 就 成 了 鳴 的 鑼 、 響 的 鈸 一 般 。
Dầu tôi được ơn nói tiên tri, cùng biết đủ các sự mầu nhiệm, và mọi sự hay biết; dầu tôi có cả đức tin đến nỗi dời núi được, nhưng không có tình yêu thương, thì tôi chẳng ra gì.|我 若 有 先 知 講 道 之 能 、 也 明 白 各 樣 的 奧 秘 、 各 樣 的 知 識 ． 而 且 有 全 備 的 信 、 叫 我 能 彀 移 山 、 卻 沒 有 愛 、 我 就 算 不 得 甚 麼 。
Dầu tôi phân phát gia tài để nuôi kẻ nghèo khó, lại bỏ thân mình để chịu đốt, song không có tình yêu thương, thì điều đó chẳng ích chi cho tôi.|我 若 將 所 有 的 賙 濟 窮 人 、 又 捨 己 身 叫 人 焚 燒 、 卻 沒 有 愛 、 仍 然 與 我 無 益 。
Tình yêu thương hay nhịn nhục; tình yêu thương hay nhơn từ; tình yêu thương chẳng ghen tị, chẳng khoe mình, chẳng lên mình kiêu ngạo,|愛 是 恆 久 忍 耐 、 又 有 恩 慈 ． 愛 是 不 嫉 妒 ． 愛 是 不 自 誇 ． 不 張 狂 ．
chẳng làm điều trái phép, chẳng kiếm tư lợi, chẳng nóng giận, chẳng nghi ngờ sự dữ,|不 作 害 羞 的 事 ． 不 求 自 己 的 益 處 ． 不 輕 易 發 怒 ． 不 計 算 人 的 惡 ．
chẳng vui về điều không công bình, nhưng vui trong lẽ thật.|不 喜 歡 不 義 ． 只 喜 歡 真 理 ．
Tình yêu thương hay dung thứ mọi sự, tin mọi sự, trông cậy mọi sự, nín chịu mọi sự.|凡 事 包 容 ． 凡 事 相 信 ． 凡 事 盼 望 ． 凡 事 忍 耐 。
Tình yêu thương chẳng hề hư mất bao giờ. Các lời tiên tri sẽ hết, sự ban cho nói tiếng lạ sẽ thôi, sự thông biết hầu bị bỏ.|愛 是 永 不 止 息 ． 先 知 講 道 之 能 、 終 必 歸 於 無 有 ． 說 方 言 之 能 、 終 必 停 止 、 知 識 也 終 必 歸 於 無 有 。
Vì chưng chúng ta hiểu biết chưa trọn vẹn, nói tiên tri cũng chưa trọn vẹn;|我 們 現 在 所 知 道 的 有 限 、 先 知 所 講 的 也 有 限 ．
song lúc sự trọn lành đã đến, thì sự chưa được trọn lành sẽ bị bỏ.|等 那 完 全 的 來 到 、 這 有 限 的 必 歸 於 無 有 了 。
Khi tôi còn trẻ, tôi nói như con trẻ, tư tưởng như con trẻ, suy xét như con trẻ; khi tôi đã thành nhơn bèn bỏ những điều thuộc về con trẻ.|我 作 孩 子 的 時 候 、 話 語 像 孩 子 、 心 思 像 孩 子 、 意 念 像 孩 子 ． 既 成 了 人 、 就 把 孩 子 的 事 丟 棄 了 。
Ngày nay chúng ta xem như trong một cái gương, cách mập mờ: đến bấy giờ chúng ta sẽ thấy hai mặt đối nhau; ngày nay tôi biết chưa hết: đến bấy giờ tôi sẽ biết như Chúa đã biết tôi vậy.|我 們 如 今 彷 彿 對 著 鏡 子 觀 看 、 模 糊 不 清 ． 〔 模 糊 不 清 原 文 作 如 同 猜 謎 〕 到 那 時 、 就 要 面 對 面 了 ． 我 如 今 所 知 道 的 有 限 ． 到 那 時 就 全 知 道 、 如 同 主 知 道 我 一 樣 。
Nên bây giờ còn có ba điều nầy: đức tin, sự trông cậy, tình yêu thương; nhưng điều trọng hơn trong ba điều đó là tình yêu thương.|如 今 常 存 的 有 信 、 有 望 、 有 愛 、 這 三 樣 、 其 中 最 大 的 是 愛 。

					I Cô-rinh-tô 14				|
						哥林多前書 14					
Hãy nôn nả tìm kiếm tình yêu thương. Cũng hãy ước ao các sự ban cho thiêng liêng, nhứt là sự ban cho nói tiên tri.|你 們 要 追 求 愛 、 也 要 切 慕 屬 靈 的 恩 賜 、 其 中 更 要 羡 慕 的 、 是 作 先 知 講 道 。 〔 原 文 作 是 說 豫 言 下 同 〕
Vì người nào nói tiếng lạ, thì không phải nói với người ta, bèn là với Đức Chúa Trời, bởi chẳng có ai hiểu ;|那 說 方 言 的 、 原 不 是 對 人 說 、 乃 是 對 　 神 說 ． 因 為 沒 有 人 聽 出 來 ． 然 而 他 在 心 靈 裡 、 卻 是 講 說 各 樣 的 奧 秘 。
còn như kẻ nói tiên tri, thì nói với người ta để gây dựng, khuyên bảo và yên ủi.|但 作 先 知 講 道 的 、 是 對 人 說 、 要 造 就 、 安 慰 、 勸 勉 人 。
Kẻ nói tiếng lạ, tự gây dựng lấy mình; song kẻ nói tiên tri, gây dựng cho Hội thánh.|說 方 言 的 、 是 造 就 自 己 ． 作 先 知 講 道 的 、 乃 是 造 就 教 會 。
Tôi ước ao anh em đều nói tiếng lạ cả, song tôi còn ước ao hơn nữa là anh em nói tiên tri. Người nói tiên tri là trọng hơn kẻ nói tiếng lạ mà không giải nghĩa để cho Hội thánh được gây dựng.|我 願 意 你 們 都 說 方 言 ． 更 願 意 你 們 作 先 知 講 道 ． 因 為 說 方 言 的 、 若 不 繙 出 來 、 使 教 會 被 造 就 、 那 作 先 知 講 道 的 、 就 比 他 強 了 。
Hỡi anh em, vì bằng tôi đến cùng anh em, nói các thứ tiếng lạ, mà lời nói tôi chẳng tỏ sự mầu nhiệm, chẳng có sự thông biết, chẳng có lời tiên tri, chẳng có sự khuyên dạy, thì ích gì đến anh em?|弟 兄 們 、 我 到 你 們 那 裡 去 、 若 只 說 方 言 、 不 用 啟 示 、 或 知 識 、 或 豫 言 、 或 教 訓 、 給 你 們 講 解 、 我 與 你 們 有 甚 麼 益 處 呢 。
Vậy, dẫu vật không linh tánh phát ra tiếng, như ống tiêu, đờn cầm: nếu không có âm điệu phân biệt nhau, thể nào nhận biết được ống tiêu hay là đờn cầm thổi và khảy cái chi?|就 是 那 有 聲 無 氣 的 物 、 或 簫 、 或 琴 、 若 發 出 來 的 聲 音 、 沒 有 分 別 、 怎 能 知 道 所 吹 所 彈 的 是 甚 麼 呢 。
Lại nếu kèn trổi tiếng lộn xộn, thì ai sửa soạn mà ra trận?|若 吹 無 定 的 號 聲 、 誰 能 豫 備 打 仗 呢 。
Anh em cũng vậy, nếu dùng lưỡi nói chẳng rõ ràng cho người ta nghe, thì làm sao họ được biết điều anh em nói? Vì anh em nói bông lông.|你 們 也 是 如 此 、 舌 頭 若 不 說 容 易 明 白 的 話 、 怎 能 知 道 所 說 的 是 甚 麼 呢 ． 這 就 是 向 空 說 話 了 。
Trong thế gian có lắm thứ tiếng, mỗi thứ đều có nghĩa.|世 上 的 聲 音 、 或 者 甚 多 、 卻 沒 有 一 樣 是 無 意 思 的 。
Vậy nếu tôi chẳng biết nghĩa của tiếng nói đó, thì người nói tiếng đó sẽ coi tôi là mọi, và tôi cũng coi họ là mọi nữa.|我 若 不 明 白 那 聲 音 的 意 思 、 這 說 話 的 人 必 以 我 為 化 外 之 人 、 我 也 以 他 為 化 外 之 人 。
Ay vậy, vì anh em nôn nả ước ao các sự ban cho thiêng liêng, hãy tìm cho được dư dật đặng gây dựng Hội thánh.|你 們 也 是 如 此 ． 既 是 切 慕 屬 靈 的 恩 賜 、 就 當 求 多 得 造 就 教 會 的 恩 賜 。
Bởi đó, kẻ nói tiếng lạ, hãy cầu nguyện để được thông giải tiếng ấy.|所 以 那 說 方 言 的 、 就 當 求 著 能 繙 出 來 。
Vì nếu tôi cầu nguyện bằng tiếng lạ, thì tâm thần tôi cầu nguyện, nhưng trí khôn tôi lơ lửng.|我 若 用 方 言 禱 告 、 是 我 的 靈 禱 告 ． 但 我 的 悟 性 沒 有 果 效 。
Vậy thì tôi sẽ làm thể nào? Tôi sẽ cầu nguyện theo tâm thần, nhưng cũng cầu nguyện bằng trí khôn. Tôi sẽ hát theo tâm thần, nhưng cũng hát bằng trí khôn.|這 卻 怎 麼 樣 呢 ． 我 要 用 靈 禱 告 、 也 要 用 悟 性 禱 告 ． 我 要 用 靈 歌 唱 、 也 要 用 悟 性 歌 唱 。
Bằng không, nếu ngươi chỉ lấy tâm thần mà chúc tạ, thì người tầm thường ngồi nghe, chẳng hiểu ngươi nói gì, thể nào họ theo lời chúc tạ mình mà đáp lại "A-men" được?|不 然 、 你 用 靈 祝 謝 、 那 在 座 不 通 方 言 的 人 、 既 然 不 明 白 你 的 話 、 怎 能 在 你 感 謝 的 時 候 說 阿 們 呢 。
Thật vậy, lời chúc tạ của ngươi vẫn tốt lành; song kẻ khác chẳng nhờ đó mà được gây dựng.|你 感 謝 的 固 然 是 好 、 無 奈 不 能 造 就 別 人 。
Tôi tạ ơn Đức Chúa Trời, vì đã được ơn nói tiếng lạ nhiều hơn hết thảy anh em;|我 感 謝 　 神 、 我 說 方 言 比 你 們 眾 人 還 多 ．
nhưng thà tôi lấy năm lời bằng trí khôn mình mà rao giảng trong Hội thánh, để được dạy bảo kẻ khác, hơn là lấy một vạn lời bằng tiếng lạ.|但 在 教 會 中 、 寧 可 用 悟 性 說 五 句 教 導 人 的 話 、 強 如 說 萬 句 方 言 。
Hỡi Anh em, về sự khôn sáng, chớ nên như trẻ con; nhưng về sự gian ác, thật hãy nên như trẻ con vậy. Còn về sự khôn sáng, hãy nên như kẻ thành nhơn.|弟 兄 們 、 在 心 志 上 不 要 作 小 孩 子 ． 然 而 在 惡 事 上 要 作 嬰 孩 ． 在 心 志 上 總 要 作 大 人 。
Trong luật pháp có chép rằng: Chúa phán: Ta sẽ nhờ những người nói tiếng lạ, và môi miệng người ngoại quốc mà phán cho dân nầy; dầu vậy họ cũng chẳng nghe ta.|律 法 上 記 著 說 、 『 主 說 、 我 要 用 外 邦 人 的 舌 頭 、 和 外 邦 人 的 嘴 唇 、 向 這 百 姓 說 話 ． 雖 然 如 此 、 他 們 還 是 不 聽 從 我 。 』
Thế thì, các thứ tiếng là một dấu, chẳng cho người tin Chúa, song cho người chẳng tin; còn như lời tiên tri là một dấu, chẳng phải cho người không tin, song cho người tin Chúa.|這 樣 看 來 、 說 方 言 、 不 是 為 信 的 人 作 證 據 、 乃 是 為 不 信 的 人 ． 作 先 知 講 道 、 不 是 為 不 信 的 人 作 證 據 、 乃 是 為 信 的 人 。
Vậy thì cả Hội thánh nhóm lại một nơi, nếu ai nấy đều nói tiếng lạ, mà có kẻ tầm thường hoặc người chẳng tin vào nghe, họ há chẳng nói anh em là điên cuồng sao?|所 以 全 教 會 聚 在 一 處 的 時 候 、 若 都 說 方 言 、 偶 然 有 不 通 方 言 的 、 或 是 不 信 的 人 進 來 、 豈 不 說 你 們 癲 狂 了 麼 。
Song nếu ai nấy đều nói tiên tri, mà có người chẳng tin hoặc kẻ tầm thường vào nghe, thì họ sẽ bị mọi người bắt phục, và bị mọi người xét đoán,|若 都 作 先 知 講 道 、 偶 然 有 不 信 的 、 或 是 不 通 方 言 的 人 進 來 、 就 被 眾 人 勸 醒 、 被 眾 人 審 明 ．
sự kín giấu trong lòng họ đã tỏ ra; họ bèn sấp mặt xuống đất, thờ lạy Đức Chúa Trời, và nói rằng thật có Đức Chúa Trời ở giữa anh em.|他 心 裡 的 隱 情 顯 露 出 來 、 就 必 將 臉 伏 地 、 敬 拜 　 神 、 說 　 神 真 是 在 你 們 中 間 了 。
Hỡi Anh em, nên nói thể nào? Khi Anh em nhóm lại với nhau, trong anh em, ai có bài ca, hoặc bài giảng dạy, hoặc lời tỏ sự kín nhiệm, hoặc nói tiếng lạ, hoặc giải tiếng lạ chăng? Hãy làm hết thảy cho được gây dựng.|弟 兄 們 、 這 卻 怎 麼 樣 呢 ． 你 們 聚 會 的 時 候 、 各 人 或 有 詩 歌 、 或 有 教 訓 、 或 有 啟 示 、 或 有 方 言 、 或 有 繙 出 來 的 話 ． 凡 事 都 當 造 就 人 。
Ví bằng có người nói tiếng lạ, chỉ nên hai hoặc ba người là cùng; mỗi người phải nói theo lượt mình, và phải có một người thông giải.|若 有 說 方 言 的 、 只 好 兩 個 人 、 至 多 三 個 人 、 且 要 輪 流 著 說 、 也 要 一 個 人 繙 出 來 ．
Nếu không có ai thông giải, thì người đó phải làm thinh ở trong Hội thánh, mình nói với mình và với Đức Chúa Trời.|若 沒 有 人 繙 、 就 當 在 會 中 閉 口 ． 只 對 自 己 和 　 神 說 、 就 是 了 。
Người nói tiên tri cũng chỉ nên có hai hoặc ba người nói mà thôi, còn những kẻ khác thì suy xét.|至 於 作 先 知 講 道 的 、 只 好 兩 個 人 、 或 是 三 個 人 、 其 餘 的 就 當 慎 思 明 辨 。
Song, nếu một người trong bọn người ngồi, có lời tỏ kín nhiệm, thì người thứ nhất phải nín lặng.|若 旁 邊 坐 著 的 得 了 啟 示 、 那 先 說 話 的 就 當 閉 口 不 言 。
Bởi vì anh em đều cứ lần lượt mà nói tiên tri được cả, để ai nấy đều được dạy bảo, ai nấy đều được khuyên lơn.|因 為 你 們 都 可 以 一 個 一 個 的 作 先 知 講 道 、 叫 眾 人 學 道 理 ． 叫 眾 人 得 勸 勉 。
Tâm thần của các đấng tiên tri suy phục các đấng tiên tri.|先 知 的 靈 、 原 是 順 服 先 知 的 ．
Vả, Đức Chúa Trời chẳng phải là Chúa của sự loạn lạc, bèn là Chúa sự hòa bình. Hãy làm như trong cả Hội thánh của các thánh đồ,|因 為 　 神 不 是 叫 人 混 亂 、 乃 是 叫 人 安 靜 。
đờn bà phải nín lặng trong đám hội của anh em: họ không có phép nói tại nơi đó, nhưng phải phục tùng cũng như luật pháp dạy.|婦 女 在 會 中 要 閉 口 不 言 、 像 在 聖 徒 的 眾 教 會 一 樣 ． 因 為 不 准 他 們 說 話 ． 他 們 總 要 順 服 、 正 如 律 法 所 說 的 。
Nhược bằng họ muốn học khôn điều gì, thì mỗi người trong đám họ phải hỏi chồng mình ở nhà; bởi vì đờn bà nói lên trong Hội thánh là không hiệp lẽ.|他 們 若 要 學 甚 麼 、 可 以 在 家 裡 問 自 己 的 丈 夫 ． 因 為 婦 女 在 會 中 說 話 原 是 可 恥 的 。
Có phải là đạo Đức Chúa Trời ra từ nơi anh em, hoặc chỉ đến cùng anh em mà thôi chăng?|　 神 的 道 理 、 豈 是 從 你 們 出 來 麼 ． 豈 是 單 臨 到 你 們 麼 。
Nếu ai tưởng mình là tiên tri, hay là được Đức Thánh Linh soi sáng, thì người ấy hãy biết rằng đều tôi viết cho anh em đây là mạng lịnh của Chúa.|若 有 人 以 為 自 己 是 先 知 、 或 是 屬 靈 的 、 就 該 知 道 、 我 所 寫 給 你 們 的 是 主 的 命 令 。
Mà nếu ai muốn bỏ qua thì mặc họ bỏ qua!|若 有 不 知 道 的 、 就 由 他 不 知 道 罷 。
Ay vậy, hỡi anh em, hãy trông mong ơn nói tiên tri, và đừng ngăn trở chi về điều nói tiếng lạ.|所 以 弟 兄 們 、 你 們 要 切 慕 作 先 知 講 道 、 也 不 要 禁 止 說 方 言 。
Nhưng mọi sự đều nên làm cho phải phép và theo thứ tự.|凡 事 都 要 規 規 矩 矩 的 按 著 次 序 行 。

					I Cô-rinh-tô 15				|
						哥林多前書 15					
Hỡi anh em, tôi nhắc lại cho anh em Tin Lành mà tôi đã rao giảng và anh em đã nhận lấy, cùng đứng vững vàng trong đạo ấy,|弟 兄 們 、 我 如 今 把 先 前 所 傳 給 你 們 的 福 音 、 告 訴 你 們 知 道 、 這 福 音 你 們 也 領 受 了 、 又 靠 著 站 立 得 住 ．
và nhờ đạo ấy, anh em được cứu rỗi, miễn là anh em giữ lấy y như tôi đã giảng cho; bằng không, thì anh em dầu có tin cũng vô ích.|並 且 你 們 若 不 是 徒 然 相 信 、 能 以 持 守 我 所 傳 給 你 們 的 、 就 必 因 這 福 音 得 救 。
Vả trước hết tôi đã dạy dỗ anh em điều mà chính tôi đã nhận lãnh, ấy là Đấng Christ chịu chết vì tội chúng ta theo lời Kinh Thánh;|我 當 日 所 領 受 又 傳 給 你 們 的 、 第 一 、 就 是 基 督 照 聖 經 所 說 、 為 我 們 的 罪 死 了 ．
Ngài đã bị chôn, đến ngày thứ ba, Ngài sống lại, theo lời Kinh Thánh;|而 且 埋 葬 了 ． 又 照 聖 經 所 說 、 第 三 天 復 活 了 ．
và Ngài đã hiện ra cho Sê-pha, sau lại hiện ra cho mười hai sứ đồ.|並 且 顯 給 磯 法 看 ． 然 後 顯 給 十 二 使 徒 看 ．
Rồi đó, cùng trong một lần, Ngài hiện ra cho hơn năm trăm anh em xem thấy, phần nhiều người trong số ấy hiện bây giờ còn sống, nhưng có mấy người đã ngủ rồi.|後 來 一 時 顯 給 五 百 多 弟 兄 看 、 其 中 一 大 半 到 如 今 還 在 、 卻 也 有 已 經 睡 了 的 ．
Đoạn, Ngài hiện ra cho Gia-cơ, rồi cho các sứ đồ.|以 後 顯 給 雅 各 看 ． 再 顯 給 眾 使 徒 看 ．
Rồi lại, sau những người ấy, Ngài cũng hiện ra cho tôi xem, như cho một thai sanh non vậy.|末 了 也 顯 給 我 看 ． 我 如 同 未 到 產 期 而 生 的 人 一 般 。
Vì tôi là rất hèn mọn trong các sứ đồ, không đáng gọi là sứ đồ, bởi tôi đã bắt bớ Hội thánh của Đức Chúa Trời.|我 原 是 使 徒 中 最 小 的 、 不 配 稱 為 使 徒 、 因 為 我 從 前 逼 迫 　 神 的 教 會 。
Nhưng tôi nay là người thể nào, là nhờ ơn Đức Chúa Trời, và ơn Ngài ban cho tôi cũng không phải là uổng vậy. Trái lại, tôi đã làm nhiều việc hơn các người khác, nhưng nào phải tôi, bèn là ơn Đức Chúa Trời đã ở cùng tôi.|然 而 我 今 日 成 了 何 等 人 、 是 蒙 　 神 的 恩 纔 成 的 ． 並 且 他 所 賜 我 的 恩 、 不 是 徒 然 的 ． 我 比 眾 使 徒 格 外 勞 苦 ． 這 原 不 是 我 、 乃 是 　 神 的 恩 與 我 同 在 。
Ay vậy, dầu tôi, dầu các người khác, đó là điều chúng tôi giảng dạy, và là điều anh em đã tin.|不 拘 是 我 是 眾 使 徒 、 我 們 如 此 傳 、 你 們 也 如 此 信 了 。
Vả, nếu giảng dạy rằng Đấng Christ đã từ kẻ chết sống lại, thì sao trong anh em có kẻ nói rằng những kẻ chết chẳng sống lại?|既 傳 基 督 是 從 死 裡 復 活 了 、 怎 麼 在 你 們 中 間 、 有 人 說 沒 有 死 人 復 活 的 事 呢 。
Nếu những kẻ không sống lại, thì Đấng Christ cũng đã chẳng sống lại nữa.|若 沒 有 死 人 復 活 的 事 、 基 督 也 就 沒 有 復 活 了 。
Lại nếu Đấng Christ đã chẳng sống lại, thì sự giảng dạy của chúng tôi ra luống công, và đức tin anh em cũng vô ích.|若 基 督 沒 有 復 活 、 我 們 所 傳 的 便 是 枉 然 、 你 們 所 信 的 也 是 枉 然 。
Lại nếu kẻ chết quả thật không sống lại, thì Đức Chúa Trời đã chẳng khiến Đấng Christ sống lại, mà chúng tôi đã làm chứng trái với Đức Chúa Trời rằng Ngài đã làm cho Đấng Christ sống lại, té ra chúng tôi làm chứng dối cho Đức Chúa Trời.|並 且 明 顯 我 們 是 為 　 神 妄 作 見 證 的 ． 因 我 們 見 證 　 神 是 叫 基 督 復 活 了 ． 若 死 人 真 不 復 活 、 　 神 也 就 沒 有 叫 基 督 復 活 了 。
Vì nếu kẻ chết chẳng sống lại, thì Đấng Christ cũng đã chẳng sống lại nữa.|因 為 死 人 若 不 復 活 、 基 督 也 就 沒 有 復 活 了 。
Và nếu Đấng Christ đã chẳng sống lại, thì đức tin anh em cũng vô ích, anh em còn ở trong tội lỗi mình.|基 督 若 沒 有 復 活 、 你 們 的 信 便 是 徒 然 ． 你 們 乃 在 罪 裡 。
Vậy, những kẻ ngủ trong Đấng Christ cũng phải hư mất đời đời.|就 是 在 基 督 裡 睡 了 的 人 也 滅 亡 了 。
Nếu chúng ta chỉ có sự trông cậy trong Đấng Christ về đời nầy mà thôi, thì trong cả mọi người, chúng ta là kẻ khốn nạn hơn hết.|我 們 若 靠 基 督 、 只 在 今 生 有 指 望 、 就 算 比 眾 人 更 可 憐 。
Nhưng bây giờ, Đấng Christ đã từ kẻ chết sống lại, Ngài là trái đầu mùa của những kẻ ngủ.|但 基 督 已 經 從 死 裡 復 活 、 成 為 睡 了 之 人 初 熟 的 果 子 。
Vả, vì chưng bởi một người mà có sự chết, thì cũng bởi một người mà có sự sống lại của những kẻ chết.|死 既 是 因 一 人 而 來 、 死 人 復 活 也 是 因 一 人 而 來 。
Như trong A-đam mọi người đều chết, thì cũng một lẽ ấy, trong Đấng Christ mọi người đều sẽ sống lại,|在 亞 當 裡 眾 人 都 死 了 ． 照 樣 、 在 基 督 裡 眾 人 也 都 要 復 活 。
nhưng mỗi người theo thứ tự riêng của mình: Đấng Christ là trái đầu mùa; rồi tới ngày Đấng Christ đến, những kẻ thuộc về Ngài sẽ sống lại.|但 各 人 是 按 著 自 己 的 次 序 復 活 。 初 熟 的 果 子 是 基 督 ． 以 後 在 他 來 的 時 候 、 是 那 些 屬 基 督 的 。
Kế đó, cuối cùng sẽ đến là lúc Ngài sẽ giao nước lại cho Đức Chúa Trời là Cha, sau khi Ngài đã phá diệt mọi đế quốc, mọi quyền cai trị, và mọi thế lực;|再 後 末 期 到 了 、 那 時 、 基 督 既 將 一 切 執 政 的 、 掌 權 的 、 有 能 的 、 都 毀 滅 了 、 就 把 國 交 與 父 　 神 。
vì Ngài phải cầm quyền cho đến chừng đặt những kẻ thù nghịch dưới chơn mình.|因 為 基 督 必 要 作 王 、 等 　 神 把 一 切 仇 敵 、 都 放 在 他 的 腳 下 。
Kẻ thù bị hủy diệt sau cùng, tức là sự chết.|儘 末 了 所 毀 滅 的 仇 敵 、 就 是 死 。
Vả, Đức Chúa Trời đã để muôn vật dưới chơn Ngài; mà đã nói rằng muôn vật phục Ngài, thì chắc phải trừ ra Đấng làm cho muôn vật phục Ngài.|因 為 經 上 說 、 『 　 神 叫 萬 物 都 服 在 他 的 腳 下 。 』 既 說 萬 物 都 服 了 他 、 明 顯 那 叫 萬 物 服 他 的 不 在 其 內 了 。
Khi muôn vật đã phục Ngài, thì bấy giờ chính mình Con sẽ phục Đấng đã làm cho muôn vật phục mình, hầu cho Đức Chúa Trời làm muôn sự trong muôn sự.|萬 物 既 服 了 他 、 那 時 、 子 也 要 自 己 服 那 叫 萬 物 服 他 的 、 叫 　 神 在 萬 物 之 上 、 為 萬 物 之 主 。
Bằng chẳng vậy, những người vì kẻ chết chịu phép báp tem sẽ làm chi? Nếu kẻ chết quả thật không sống lại, thì sao họ vì những kẻ ấy mà chịu phép báp tem?|不 然 、 那 些 為 死 人 受 洗 的 、 將 來 怎 樣 呢 ． 若 死 人 總 不 復 活 、 因 何 為 他 們 受 洗 呢 ．
Lại sao chính mình chúng tôi giờ nào cũng ở trong sự nguy hiểm?|我 們 又 因 何 時 刻 冒 險 呢 。
Hỡi anh em, tôi chết hằng ngày, thật cũng như anh em là sự vinh hiển cho tôi trong Đức Chúa Jêsus Christ, là Chúa chúng ta.|弟 兄 們 、 我 在 我 主 基 督 耶 穌 裡 、 指 著 你 們 所 誇 的 口 、 極 力 的 說 、 我 是 天 天 冒 死 。
