
					Lu-ca 1				|
Vậy, có lẽ nào Đức Chúa Trời chẳng xét lẽ công bình cho những người đã được chọn, là kẻ đêm ngày kêu xin Ngài, mà lại chậm chạp đến cứu họ sao!|　 神 的 選 民 、 晝 夜 呼 籲 他 、 他 縱 然 為 他 們 忍 了 多 時 、 豈 不 終 久 給 他 伸 冤 麼 。
Ta nói cùng các ngươi, Ngài sẽ vội vàng xét lẽ công bình cho họ. Song khi Con người đến, há sẽ thấy đức tin trên mặt đất chăng?|我 告 訴 你 們 、 要 快 快 的 給 他 們 伸 冤 了 ． 然 而 人 子 來 的 時 候 、 遇 得 見 世 上 有 信 德 麼 。
Ngài lại phán thí dụ nầy về kẻ cậy mình là người công bình và khinh dể kẻ khác:|耶 穌 向 那 些 仗 著 自 己 是 義 人 、 藐 視 別 人 的 、 設 一 個 比 喻 、
Có hai người lên đền thờ cầu nguyện: một người Pha-ri-si và một người thâu thuế.|說 、 有 兩 個 人 上 殿 裡 去 禱 告 ． 一 個 是 法 利 賽 人 、 一 個 是 稅 吏 。
Người Pha-ri-si đứng cầu nguyện thầm như vầy: Lạy Đức Chúa Trời, tôi tạ ơn Ngài, vì tôi không phải như người khác, tham lam, bất nghĩa, gian dâm, cũng không phải như người thâu thuế nầy.|法 利 賽 人 站 著 、 自 言 自 語 的 禱 告 說 、 　 神 阿 、 我 感 謝 你 、 我 不 像 別 人 、 勒 索 、 不 義 、 姦 淫 、 也 不 像 這 個 稅 吏 。
Tôi kiêng ăn một tuần lễ hai lần, và nộp một phần mười về mọi món lợi của tôi.|我 一 個 禮 拜 禁 食 兩 次 、 凡 我 所 得 的 、 都 捐 上 十 分 之 一 。
Người thâu thuế đứng xa xa, không dám ngước mắt lên trời, đấm ngực mà rằng: Lạy Đức Chúa Trời, xin thương xót lấy tôi, vì tôi là kẻ có tội!|那 稅 吏 遠 遠 的 站 著 、 連 舉 目 望 天 也 不 敢 、 只 捶 著 胸 說 、 　 神 阿 、 開 恩 可 憐 我 這 個 罪 人 。
Ta nói cùng các ngươi, người nầy trở về nhà mình, được xưng công bình hơn người kia; vì ai tự nhắc mình lên sẽ phải hạ xuống, ai tự hạ mình xuống sẽ được nhắc lên.|我 告 訴 你 們 、 這 人 回 家 去 、 比 那 人 倒 算 為 義 了 ． 因 為 凡 自 高 的 、 必 降 為 卑 ． 自 卑 的 、 必 升 為 高 。
Người ta cũng đem con trẻ đến cùng Đức Chúa Jêsus, cho được Ngài rờ đến chúng nó. Môn đồ thấy vậy, trách những người đem đến.|有 人 抱 著 自 己 的 嬰 孩 、 來 見 耶 穌 、 要 他 摸 他 們 ． 門 徒 看 見 就 責 備 那 些 人 。
Nhưng Đức Chúa Jêsus gọi họ mà phán rằng: hãy để con trẻ đến cùng ta, đừng ngăn cấm; vì nước Đức Chúa Trời thuộc về những người giống như con trẻ ấy.|耶 穌 卻 叫 他 們 來 、 說 、 讓 小 孩 子 到 我 這 裡 來 、 不 要 禁 止 他 們 ． 因 為 在 　 神 國 的 、 正 是 這 樣 的 人 。
Quả thật, ta nói cùng các ngươi, ai không nhận lãnh nước Đức Chúa Trời như một đứa trẻ, thì sẽ không được vào đó.|我 實 在 告 訴 你 們 、 凡 要 承 受 　 神 國 的 、 若 不 像 小 孩 子 、 斷 不 能 進 去 。
Bấy giờ có một quan hỏi Đức Chúa Jêsus rằng: Thưa thầy nhơn lành, tôi phải làm gì cho được hưởng sự sống đời đời?|有 一 個 官 問 耶 穌 說 、 良 善 的 夫 子 、 我 該 作 甚 麼 事 、 纔 可 以 承 受 永 生 。
Đức Chúa Jêsus phán rằng: Sao ngươi gọi ta là nhơn lành? Chỉ có một Đấng nhơn lành, là Đức Chúa Trời.|耶 穌 對 他 說 、 你 為 甚 麼 稱 我 是 良 善 的 ． 除 了 　 神 一 位 之 外 、 再 沒 有 良 善 的 。
Người đã biết các điều răn nầy: Ngươi chớ phạm tội tà dâm; chớ giết người; chớ trộm cướp; chớ nói chứng dối; hãy hiếu kính cha mẹ.|誡 命 你 是 曉 得 的 、 不 可 姦 淫 、 不 可 殺 人 、 不 可 偷 盜 、 不 可 作 假 見 證 、 當 孝 敬 父 母 。
Người ấy thưa rằng: Tôi đã giữ các điều ấy từ thuở nhỏ.|那 人 說 、 這 一 切 我 從 小 都 遵 守 了 。
Đức Chúa Jêsus nghe vậy, bèn phán rằng: Còn thiếu cho ngươi một điều; hãy bán hết gia tài mình, phân phát cho kẻ nghèo, thì ngươi sẽ có của cải ở trên trời; bấy giờ hãy đến mà theo ta.|耶 穌 聽 見 了 、 就 說 、 你 還 缺 少 一 件 ． 要 變 賣 你 一 切 所 有 的 、 分 給 窮 人 、 就 必 有 財 寶 在 天 上 ． 你 還 要 來 跟 從 我 。
Nhưng người ấy nghe mấy lời thì trở nên buồn rầu, vì giàu có lắm.|他 聽 見 這 話 、 就 甚 憂 愁 、 因 為 他 很 富 足 。
Đức Chúa Jêsus thấy người buồn rầu, bèn phán rằng: Kẻ giàu vào nước Đức Chúa Trời là khó dường nào!|耶 穌 看 見 他 就 說 、 有 錢 財 的 人 進 　 神 的 國 、 是 何 等 的 難 哪 。
Lạc đà chui qua lỗ kim còn dễ hơn người giàu vào nước Đức Chúa Trời!|駱 駝 穿 過 鍼 的 眼 、 比 財 主 進 　 神 的 國 、 還 容 易 呢 。
Những người nghe điều đó, nói rằng: Vậy thì ai được cứu?|聽 見 的 人 說 、 這 樣 、 誰 能 得 救 呢 。
Ngài đáp rằng: Sự chi người ta không làm được, thì Đức Chúa Trời làm được.|耶 穌 說 、 在 人 所 不 能 的 事 、 在 　 神 卻 能 。
Phi -e-rơ bèn thưa rằng: nầy chúng tôi đã bỏ sự mình có mà theo thầy.|彼 得 說 、 看 哪 、 我 們 巳 經 撇 下 自 己 所 有 的 跟 從 你 了 。
Đức Chúa Jêsus phán rằng: Quả thật, ta nói cùng các ngươi, người nào vì cớ nước Đức Chúa Trời mà bỏ cha mẹ, anh em, vợ con,|耶 穌 說 、 我 實 在 告 訴 你 們 、 人 為 　 神 的 國 、 撇 下 房 屋 、 或 是 妻 子 、 弟 兄 、 父 母 、 兒 女 、
thì trong đời nầy được lãnh nhiều hơn, và đời sau được sự sống đời đời.|沒 有 在 今 世 不 得 百 倍 、 在 來 世 不 得 永 生 的 。
Kế đó, Đức Chúa Jêsus đem mười hai sứ đồ riêng ra mà phán rằng: Nầy, chúng ta lên thành Giê-ru-sa-lem, mọi điều mà các đấng tiên tri đã chép về Con người sẽ ứng nghiệm.|耶 穌 帶 著 十 二 個 門 徒 、 對 他 們 說 、 看 哪 、 我 們 上 耶 路 撒 冷 去 ． 先 知 所 寫 的 一 切 事 、 都 要 成 就 在 人 子 身 上 ．
Vì Ngài sẽ bị nộp cho dân ngoại; họ sẽ nhạo báng Ngài, mắng nhiếc Ngài, nhổ trên Ngài,|他 將 要 被 交 給 外 邦 人 、 他 們 要 戲 弄 他 、 凌 辱 他 、 吐 唾 沫 在 他 臉 上 ．
sau khi đánh đòn rồi, thì giết Ngài đi; đến ngày thứ ba, Ngài sẽ sống lại.|並 要 鞭 打 他 、 殺 害 他 ． 第 三 日 他 要 復 活 。
Song các môn đồ không hiểu chi hết; vì nghĩa những lời đó kín giấu cho môn đồ nên không rõ ý Đức Chúa Jêsus nói là gì.|這 些 事 門 徒 一 樣 也 不 懂 得 、 意 思 乃 是 隱 藏 的 、 他 們 不 曉 得 所 說 的 是 甚 麼 。
Đức Chúa Jêsus đến gần thành Giê-ri-cô, có một người đui ngồi xin ở bên đường,|耶 穌 將 近 耶 利 哥 的 時 候 、 有 一 個 瞎 子 坐 在 路 旁 討 飯 。
nghe đoàn dân đi qua, bèn hỏi việc gì đó.|聽 見 許 多 人 經 過 、 就 問 是 甚 麼 事 。
Người ta trả lời rằng: Ay là Jêsus, người Na-xa-rét đi qua.|他 們 告 訴 他 、 是 拿 撒 勒 人 耶 穌 經 過 。
Người đui bèn kêu lên rằng: Lạy Jêsus, con vua Đa-vít, xin thương xót tôi cùng!|他 就 呼 叫 說 、 大 衛 的 子 孫 耶 穌 阿 、 可 憐 我 罷 。
Những kẻ đi trước rầy người cho nín đi; song người càng kêu lớn hơn nữa rằng: Lạy con vua Đa-vít, xin thương xót tôi cùng!|在 前 頭 走 的 人 、 就 責 備 他 、 不 許 他 作 聲 ． 他 卻 越 發 喊 叫 說 、 大 衛 的 子 孫 、 可 憐 我 罷 。
Đức Chúa Jêsus dừng lại, truyền đem người đến. Khi người đui lại gần, thì Ngài hỏi rằng:|耶 穌 站 住 、 吩 咐 把 他 領 過 來 ． 到 了 跟 前 、 就 問 他 說 、
Ngươi muốn ta làm gì cho? Thưa rằng: Lạy Chúa, xin cho tôi được sáng mắt lại.|你 要 我 為 你 作 甚 麼 ． 他 說 、 主 阿 、 我 要 能 看 見 。
Đức Chúa Jêsus phán rằng: Hãy sáng mắt lại; đức tin của ngươi đã chữa lành ngươi.|耶 穌 說 、 你 可 以 看 見 ． 你 的 信 救 了 你 了 。
Tức thì, người sáng mắt, đi theo Đức Chúa Jêsus, ngợi khen Đức Chúa Trời. Hết thảy dân chúng thấy vậy, đều ngợi khen Đức Chúa Trời.|瞎 子 立 刻 看 見 了 、 就 跟 隨 耶 穌 、 一 路 歸 榮 耀 與 　 神 ． 眾 人 看 見 這 事 、 也 讚 美 　 神 。

					Lu-ca 19				|
						路加福音 19					
Đức Chúa Jêsus vào thành Giê-ri-cô, đi ngang qua phố.|耶 穌 進 了 耶 利 哥 、 正 經 過 的 時 候 、
Tại đó, có một người tên là Xa-chê, làm đầu bọn thâu thuế, và giàu có.|有 一 個 人 名 叫 撒 該 、 作 稅 吏 長 、 是 個 財 主 。
Người đó tìm xem Đức Chúa Jêsus là ai, nhưng không thấy được, vì đoàn dân đông lắm, mà mình lại thấp.|他 要 看 看 耶 穌 是 怎 樣 的 人 ． 只 因 人 多 、 他 的 身 量 又 矮 、 所 以 不 得 看 見 。
Vậy, Xa-chê chạy trước, trèo lên cây sung, để ngó thấy Đức Chúa Jêsus, vì Ngài phải đi qua đó.|就 跑 到 前 頭 、 爬 上 桑 樹 、 要 看 耶 穌 、 因 為 耶 穌 必 從 那 裡 經 過 。
Đức Chúa Jêsus đến chỗ ấy, ngước mắt lên mà phán rằng: Hỡi Xa-chê, hãy xuống cho mau, vì hôm nay ta phải ở nhà ngươi.|耶 穌 到 了 那 裡 、 抬 頭 一 看 、 對 他 說 、 撒 該 、 快 下 來 、 今 天 我 必 住 在 你 家 裡 。
Xa-chê vội vàng xuống và mừng rước Ngài.|他 就 急 忙 下 來 、 歡 歡 喜 喜 的 接 待 耶 穌 。
Ai nấy thấy vậy, đều lằm bằm rằng: Người nầy vào nhà kẻ có tội mà trọ!|眾 人 看 見 、 都 私 下 議 論 說 、 他 竟 到 罪 人 家 裡 去 住 宿 。
Song Xa-chê đứng trước mặt Chúa, thưa rằng: Lạy Chúa, nầy, tôi lấy nửa gia tài mình mà cho kẻ nghèo, và nếu có làm thiệt hại ai, bất kỳ việc gì, tôi sẽ đền gấp tư.|撒 該 站 著 、 對 主 說 、 主 阿 、 我 把 所 有 的 一 半 給 窮 人 ． 我 若 訛 詐 了 誰 、 就 還 他 四 倍 。
Đức Chúa Jêsus bèn phán rằng: Hôm nay sự cứu đã vào nhà nầy, vì người nầy cũng là con cháu Ap-ra-ham.|耶 穌 說 、 今 天 救 恩 到 了 這 家 、 因 為 他 也 是 亞 伯 拉 罕 的 子 孫 。
Bởi Con người đã đến tìm và cứu kẻ bị mất.|人 子 來 、 為 要 尋 找 拯 救 失 喪 的 人 。
Họ nghe những lời ấy, thì Đức Chúa Jêsus thêm một thí dụ nữa, vì Ngài gần đến thành Giê-ru-sa-lem, và người ta tưởng rằng nước Đức Chúa Trời sẽ hiện ra ngay.|眾 人 正 在 聽 見 這 些 話 的 時 候 、 耶 穌 因 為 將 近 耶 路 撒 冷 、 又 因 他 們 以 為 　 神 的 國 快 要 顯 出 來 、 就 另 設 一 個 比 喻 說 、
Vậy, Ngài phán rằng: Có một vị thế tử đi phương xa, đặng chịu phong chức làm vua rồi trở về;|有 一 個 貴 冑 往 遠 方 去 、 要 得 國 回 來 。
bèn gọi mười người trong đám đầy tớ mình, giao cho mười nén bạc, và dạy rằng: Hãy dùng bạc nầy sanh lời cho đến khi ta trở về.|便 叫 了 他 的 十 個 僕 人 來 、 交 給 他 們 十 錠 銀 子 、 〔 錠 原 文 作 彌 拿 一 彌 拿 約 銀 十 兩 〕 說 、 你 們 去 作 生 意 、 直 等 我 回 來 。
Song dân xứ ấy ghét người, thì sai sứ theo đặng nói rằng: Chúng tôi không muốn người nầy cai trị chúng tôi!|他 本 國 的 人 卻 恨 他 、 打 發 使 者 隨 後 去 說 、 我 們 不 願 意 這 個 人 作 我 們 的 王 。
Khi người đã chịu phong chức làm vua rồi, trở về, đòi các đầy tớ đã lãnh bạc đến, đặng cho biết mỗi người làm lợi được bao nhiêu.|他 既 得 國 回 來 、 就 吩 咐 叫 那 領 銀 子 的 僕 人 來 、 要 知 道 他 們 作 生 意 賺 了 多 少 。
Đầy tớ thứ nhứt đến trình rằng: Lạy Chúa, nén bạn của chúa sanh lợi được mười nén.|頭 一 個 上 來 說 、 主 阿 、 你 的 一 錠 銀 子 、 已 經 賺 了 十 錠 。
Chủ rằng: Hỡi đầy tớ ngay lành kia, được lắm; vì ngươi trung tín trong sự nhỏ mọn, ngươi sẽ được cai trị mười thành.|主 人 說 、 好 、 良 善 的 僕 人 ． 你 既 在 最 小 的 事 上 有 忠 心 、 可 以 有 權 柄 管 十 座 城 。
Người thứ hai đến thưa rằng: Lạy chúa, nén bạc của Chúa sanh lợi ra được năm nén.|第 二 個 來 說 、 主 阿 、 你 的 一 錠 銀 子 、 已 經 賺 了 五 錠 。
Chủ rằng: Ngươi được cai trị năm thành.|主 人 說 、 你 也 可 以 管 五 座 城 。
Người khác đến thưa rằng: Lạy chúa, đây nầy, nén bạc của chúa tôi đã gói giữ trong khăn;|又 有 一 個 來 說 、 主 阿 、 看 哪 、 你 的 一 錠 銀 子 在 這 裡 、 我 把 它 包 在 手 巾 裡 存 著 ．
bởi tôi sợ chúa, vì chúa là người nghiêm nhặt, hay lấy trong nơi không để, gặt trong chỗ không gieo.|我 原 是 怕 你 、 因 為 你 是 嚴 厲 的 人 ． 沒 有 放 下 的 還 要 去 拿 、 沒 有 種 下 的 還 要 去 收 。
Chủ rằng: Hỡi đầy tớ ngoan ác kia, ta cứ lời ngươi nói ra mà xét ngươi. Ngươi biết ta là người nghiêm nhặt, hay lấy trong chỗ không để, gặt trong chỗ không gieo;|主 人 對 他 說 、 你 這 惡 僕 、 我 要 憑 你 的 口 、 定 你 的 罪 ． 你 既 知 道 我 是 嚴 厲 的 人 、 沒 有 放 下 的 還 要 去 拿 、 沒 有 種 下 的 還 要 去 收 ．
cớ sao ngươi không giao bạc ta cho hàng bạc? Khi ta về, sẽ lấy lại vốn và lời.|為 甚 麼 不 把 我 的 銀 子 交 給 銀 行 、 等 我 來 的 時 候 、 連 本 帶 利 都 可 以 要 回 來 呢 。
Chủ lại nói cùng các ngươi đứng đó rằng: Hãy lấy nén bạc nó đi, cho người có mười nén.|就 對 旁 邊 站 著 的 人 說 、 奪 過 他 這 一 錠 來 、 給 那 有 十 錠 的 。
Họ bèn thưa rằng: Lạy chúa, người ấy có mười nén rồi.|他 們 說 、 主 阿 、 他 已 經 有 十 錠 了 。
Ta nói cùng các ngươi, ai có, thì sẽ cho thêm; song ai không có, thì sẽ cất luôn của họ đã có nữa.|主 人 說 、 我 告 訴 你 們 、 凡 有 的 、 還 要 加 給 他 ． 沒 有 的 、 連 他 所 有 的 、 也 要 奪 過 來 。
Còn như những kẻ nghịch cùng ta, không muốn ta cai trị họ, hãy kéo họ đến đây, và chém đi trước mặt ta.|至 於 我 那 些 仇 敵 不 要 我 作 他 們 王 的 、 把 他 們 拉 來 、 在 我 面 前 殺 了 罷 。
Sau khi Đức Chúa Jêsus phán điều đó, thì đi trước mặt dân chúng lên thành Giê-ru-sa-lem.|耶 穌 說 完 了 這 話 、 就 在 前 面 走 、 上 耶 路 撒 冷 去 。
Đức Chúa Jêsus gần đến thành Bê-pha-giê và Bê-tha-ni, ngang núi gọi là ô-li-ve, sai hai môn đồ đi,|將 近 伯 法 其 和 伯 大 尼 、 在 一 座 山 名 叫 橄 欖 山 那 裡 ． 就 打 發 兩 個 門 徒 、 說 、
và dặn rằng: Hãy đi đến làng trước mặt các ngươi; khi vào làng, sẽ thấy một lừa con buộc đó, chưa hề có ai cỡi; hãy mở và dắt về cho ta.|你 們 往 對 面 村 子 裡 去 ． 進 去 的 時 候 、 必 看 見 一 匹 驢 駒 拴 在 那 裡 、 是 從 來 沒 有 人 騎 過 的 ． 可 以 解 開 牽 來 。
Hoặc có ai hỏi sao các ngươi mở nó ra, hãy trả lời rằng: Chúa cần dùng lừa nầy.|若 有 人 問 為 甚 麼 解 牠 、 你 們 就 說 、 主 要 用 他 。
Hai người được sai ra đi, quả gặp mọi điều y như Đức Chúa Jêsus đã phán.|打 發 的 人 去 了 、 所 遇 見 的 、 正 如 耶 穌 所 說 的 。
Đang mở lừa con, các chủ lừa hỏi rằng: Sao mở lừa con nầy ra:|他 們 解 驢 駒 的 時 候 、 主 人 問 他 們 說 、 解 驢 駒 作 甚 麼 。
Hai người trả lời rằng: Chúa cần dùng nó.|他 們 說 、 主 要 用 他 。
Hai người bèn dắt lừa về cho Đức Chúa Jêsus; rồi lấy áo mình trải trên con lừa, nâng Ngài lên cỡi.|他 們 牽 到 耶 穌 那 裡 、 把 自 己 的 衣 服 搭 在 上 面 、 扶 著 耶 穌 騎 上 。
Khi Đức Chúa Jêsus đang đi tới, có nhiều kẻ trải áo trên đường.|走 的 時 候 、 眾 人 都 把 衣 服 鋪 在 路 上 。
Lúc đến gần dốc núi ô-li-ve, cả đám môn đồ lấy làm mừng rỡ, và cả tiếng ngợi khen Đức Chúa Trời về những phép lạ mình đã thấy,|將 近 耶 路 撒 冷 、 正 下 橄 欖 山 的 時 候 、 眾 門 徒 因 所 見 過 的 一 切 異 能 、 都 歡 樂 起 來 、 大 聲 讚 美 　 神 、
mà nói rằng: Đáng ngợi khen Vua nhơn danh Chúa mà đến! Bình an ở trên trời, và vinh hiển trên các nơi rất cao!|說 、 奉 主 名 來 的 王 、 是 應 當 稱 頌 的 ． 在 天 上 有 和 平 、 在 至 高 之 處 有 榮 光 。
Bấy giờ, có mấy người Pha-ri-si ở trong đám dân đông nói cùng Ngài rằng: Thưa thầy, xin quở trách môn đồ thầy!|眾 人 中 有 幾 個 法 利 賽 人 對 耶 穌 說 、 夫 子 、 責 備 你 的 門 徒 罷 。
Ngài đáp rằng: Ta phán cùng các ngươi, nếu họ nín lặng thì đá sẽ kêu lên.|耶 穌 說 、 我 告 訴 你 們 、 若 是 他 們 閉 口 不 說 、 這 些 石 頭 必 要 呼 叫 起 來 。
Khi Đức Chúa Jêsus gần đến thành, thấy thì khóc về thành, và phán rằng:|耶 穌 快 到 耶 路 撒 冷 看 見 城 、 就 為 他 哀 哭 、
Ước gì, ít nữa ngày nay, mầy đã hiểu biết sự làm cho mầy được bình an! Song hiện nay những sự ấy kín giấu nơi mắt mầy.|說 、 巴 不 得 你 在 這 日 子 、 知 道 關 係 你 平 安 的 事 ． 無 奈 這 事 現 在 是 隱 藏 的 、 叫 你 的 眼 看 不 出 來 。
Vì sẽ có ngày xảy đến cho mầy, khi quân nghịch đào hố xung quanh mầy, vây mầy chặt bốn bề.|因 為 日 子 將 到 、 你 的 仇 敵 必 築 起 土 壘 、 周 圍 環 繞 你 、 四 面 困 住 你 、
Họ sẽ hủy hết thảy, mầy và con cái ở giữa mầy nữa. Không để cho mầy hòn đá nầy trên hòn đá kia, vì mầy không biết lúc mình đã được thăm viếng.|並 要 掃 滅 你 、 和 你 裡 頭 的 兒 女 、 連 一 塊 石 頭 也 不 留 在 石 頭 上 ． 因 你 不 知 道 眷 顧 你 的 時 候 。
Đức Chúa Jêsus vào đền thờ rồi, bèn đuổi những kẻ bán ở đó ra,|耶 穌 進 了 殿 、 趕 出 裡 頭 作 買 賣 的 人 、
mà phán rằng: Có lời chép rằng: Nhà ta sẽ là nhà cầu nguyện; song các ngươi làm thành ra một cái hang trộm cướp.|對 他 們 說 、 經 上 說 、 『 我 的 殿 、 必 作 禱 告 的 殿 。 』 你 們 倒 使 他 成 為 賊 窩 了 。
Hằng ngày Ngài giảng dạy trong đền thờ. Các thầy tế lễ cả, các thầy thông giáo, cùng người tôn trưởng trong dân tìm phương giết Ngài;|耶 穌 天 天 在 殿 裡 教 訓 人 。 祭 司 長 、 和 文 士 、 與 百 姓 的 尊 長 、 都 想 要 殺 他 ．
nhưng họ không biết dùng chước chi, vì dân sự đều chăm chỉ mà nghe Ngài nói.|但 尋 不 出 法 子 來 、 因 為 百 姓 都 側 耳 聽 他 。

					Lu-ca 20				|
						路加福音 20					
Một ngày trong những ngày đó, Đức Chúa Jêsus đương dạy dỗ dân chúng trong đền thờ và rao truyền Tin Lành, thì các thầy tế lễ cả, các thầy thông giáo, và các trưởng lão đến thình lình,|有 一 天 耶 穌 在 殿 裡 教 訓 百 姓 、 講 福 音 的 時 候 、 祭 司 長 和 文 士 並 長 老 上 前 來 、
hỏi Ngài như vầy: Hãy nói cho chúng tôi, bởi quyền phép nào mà thầy làm những điều nầy, hay là ai đã ban cho thầy quyền phép ấy?|問 他 說 、 你 告 訴 我 們 、 你 仗 著 甚 麼 權 柄 作 這 些 事 、 給 你 這 權 柄 的 是 誰 呢 。
Ngài đáp rằng: Ta cũng hỏi các ngươi một câu. Hãy nói cho ta:|耶 穌 回 答 說 、 我 也 要 問 你 們 一 句 話 ． 你 們 且 告 訴 我 ．
Phép báp-tem của Giăng đến bởi trên trời, hay là bởi người ta?|約 翰 的 洗 禮 、 是 從 天 上 來 的 、 是 從 人 間 來 的 呢 。
Vả, những người ấy bàn cùng nhau rằng: Nếu chúng ta nói: Bởi trời, thì người sẽ nói với ta rằng: Vậy sao các ngươi không tin lời người?|他 們 彼 此 商 議 說 、 我 們 若 說 從 天 上 來 、 他 必 說 你 們 為 甚 麼 不 信 他 呢 ．
Lại nếu chúng ta nói: Bởi người ta, thì các dân sự sẽ ném đá chúng ta; vì họ đã tin chắc Giăng là một đấng tiên tri.|若 說 從 人 間 來 、 百 姓 都 要 用 石 頭 打 死 我 們 ． 因 為 他 們 信 約 翰 是 先 知 。
Vậy nên họ trả lời rằng không biết phép ấy bởi đâu mà đến.|於 是 回 答 說 、 不 知 道 是 從 那 裡 來 的 。
Đức Chúa Jêsus bèn phán rằng: Ta cũng không nói cho các ngươi bởi quyền phép nào ta làm những điều nầy.|耶 穌 說 、 我 也 不 告 訴 你 們 、 我 仗 著 甚 麼 權 柄 作 這 些 事 。
Đức Chúa Jêsus phán cùng dân chúng lời thí dụ nầy: Người kia trồng một vườn nho, đã cho kẻ trồng nho mướn, rồi bỏ xứ đi lâu ngày.|耶 穌 就 設 比 喻 、 對 百 姓 說 、 有 人 栽 了 一 個 葡 萄 園 、 租 給 園 戶 、 就 往 外 國 去 住 了 許 久 。
Đến mùa nho, chủ sai một đầy tớ tới cùng những kẻ trồng nho đặng nhận một phần hoa lợi; song bọn trồng nho đánh đầy tớ, đuổi về tay không.|到 了 時 候 、 打 發 一 個 僕 人 到 園 戶 那 裡 去 、 叫 他 們 把 園 中 當 納 的 果 子 交 給 他 ． 園 戶 竟 打 了 他 、 叫 他 空 手 回 去 。
Chủ lại sai một đầy tớ khác nữa; song họ cũng đánh, chưởi, và đuổi về tay không.|又 打 發 一 個 僕 人 去 ． 他 們 也 打 了 他 、 並 且 凌 辱 他 、 叫 他 空 手 回 去 。
Chủ lại sai đầy tớ thứ ba; song họ cũng đánh cho bị thương và đuổi đi.|又 打 發 第 三 個 僕 人 去 ． 他 們 也 打 傷 了 他 、 把 他 推 出 去 了 。
Chủ vườn nho bèn nói rằng: Ta làm thể nào? Ta sẽ sai con trai yêu dấu ta đến; có lẽ chúng nó sẽ kính nể!|園 主 說 、 我 怎 麼 辦 呢 ． 我 要 打 發 我 的 愛 子 去 ． 或 者 他 們 尊 敬 他 。
Song khi bọn trồng nho thấy con trai ấy, thì bàn với nhau như vầy: Kìa, ấy là con kế tự; hãy giết nó, hầu cho gia tài nó sẽ về chúng ta.|不 料 、 園 戶 看 見 他 、 就 彼 此 商 量 說 、 這 是 承 受 產 業 的 ． 我 們 殺 他 罷 、 使 產 業 歸 於 我 們 。
Họ bèn liệng con trai ấy ra ngoài vườn nho, và giết đi. Vậy chủ vườn sẽ xử họ làm sao?|於 是 把 他 推 出 葡 萄 園 外 殺 了 。 這 樣 、 葡 萄 園 的 主 人 、 要 怎 樣 處 治 他 們 呢 。
Chủ ấy chắc sẽ đến diệt những kẻ trồng nho nầy, rồi lấy vườn giao cho người khác. Ai nấy nghe những lời đó, thì nói rằng: Đức Chúa Trời nào nỡ vậy!|他 要 來 除 滅 這 些 園 戶 、 將 葡 萄 園 轉 給 別 人 ． 聽 見 的 人 說 、 這 是 萬 不 可 的 。
Đức Chúa Jêsus bèn ngó họ mà rằng: Vậy thì lời chép: Hòn đá thợ xây nhà bỏ ra, Trở nên đá góc nhà, nghĩa là gì?|耶 穌 看 著 他 們 說 、 經 上 記 著 、 『 匠 人 所 棄 的 石 頭 、 已 作 了 房 角 的 頭 塊 石 頭 。 』 這 是 甚 麼 意 思 呢 。
Hễ ai ngã nhằm đá nầy, thì sẽ bị giập nát, còn đá nầy ngã nhằm ai, thì sẽ giập người ấy.|凡 掉 在 那 石 頭 上 的 、 必 要 跌 碎 ． 那 石 頭 掉 在 誰 的 身 上 、 就 要 把 誰 砸 得 稀 爛 。
Chính giờ đó, các thầy tế lễ cả và các thầy thông giáo tìm cách giết Ngài, vì hiểu Ngài phán thí dụ ấy chỉ về mình; nhưng lại sợ dân chúng.|文 士 和 祭 司 長 、 看 出 這 比 喻 是 指 著 他 們 說 的 、 當 時 就 想 要 下 手 拿 他 ． 只 是 懼 怕 百 姓 。
Họ bèn dòm hành Ngài, sai mấy kẻ do thám giả làm người hiền lành, để bắt bẻ Ngài trong lời nói, hầu để nộp Ngài cho kẻ cầm quyền và trong tay quan tổng đốc.|於 是 窺 探 耶 穌 、 打 發 奸 細 裝 作 好 人 、 要 在 他 的 話 上 得 把 柄 、 好 將 他 交 在 巡 撫 的 政 權 之 下 。
Những người đó hỏi Đức Chúa Jêsus câu nầy: Thưa thầy, chúng tôi biết thầy nói và dạy dỗ theo lẽ ngay thẳng, không tây vị ai, lấy lẽ thật mà dạy đạo Đức Chúa Trời.|奸 細 就 問 耶 穌 說 、 夫 子 、 我 們 曉 得 你 所 講 所 傳 都 是 正 道 、 也 不 取 人 的 外 貌 、 乃 是 誠 誠 實 實 傳 　 神 的 道 。
Chúng tôi có nên nộp thuế cho Sê-sa hay không?|我 們 納 稅 給 該 撒 、 可 以 不 可 以 。
Song Đức Chúa Jêsus biết mưu họ, thì đáp rằng:|耶 穌 看 出 他 們 的 詭 詐 、 就 對 他 們 說 、
Hãy cho ta xem một đơ-ni-ê. Đơ-ni-ê nầy mang hình và hiệu của ai? Họ thưa rằng: Của Sê-sa.|拿 一 個 銀 錢 來 給 我 看 ． 這 像 和 這 號 是 誰 的 ． 他 們 說 、 是 該 撒 的 。
Ngài bèn phán rằng: Vậy thì của Sê-sa hãy trả lại cho Sê-sa, của Đức Chúa Trời hãy trả lại cho Đức Chúa Trời.|耶 穌 說 、 這 樣 、 該 撒 的 物 當 歸 給 該 撒 、 　 神 的 物 當 歸 給 　 神 。
