
					Ða-ni-ên 1				|
Bấy giờ nước, quyền thế, và sự tôn đại của muôn nước ở dưới cả trời, sẽ được ban cho dân các thánh của Đấng Rất Cao. Nước Ngài là nước đời đời, và hết thảy các quyền thế đều hầu việc và vâng lời Ngài.|國 度 、 權 柄 、 和 天 下 諸 國 的 大 權 、 必 賜 給 至 高 者 的 聖 民 ． 他 的 國 是 永 遠 的 、 一 切 掌 權 的 都 必 事 奉 他 、 順 從 他 。
Vậy, lời ấy đến đây là hết. Còn như ta, Đa-ni-ên, các ý tưởng ta khiến ta bối rối lắm. Sắc ta biến cải, dầu vậy, ta vẫn ghi nhớ những sự đó trong lòng ta.|那 事 至 此 完 畢 。 至 於 我 但 以 理 、 心 中 甚 是 驚 惶 、 臉 色 也 改 變 了 、 卻 將 那 事 存 記 在 心 。

					Ða-ni-ên 8				|
						但以理書 8					
Năm thứ ba, đời vua Bên-xát-sa, có sự hiện thấy tỏ ra cho ta, là Đa-ni-ên, sau sự hiện thấy đã tỏ ra cho ta khi trước.|伯 沙 撒 王 在 位 第 三 年 、 有 異 象 現 與 我 但 以 理 是 在 先 前 所 見 的 異 象 之 後 。
Vậy ta thấy trong sự hiện thấy; vả khi ta thấy thì ta tại cung Su-sơ, về tỉnh Ê-lam; và trong sự hiện thấy, ta thấy mình ta ở cạnh sông U-lai.|我 見 了 異 象 的 時 候 、 我 以 為 在 以 攔 省 、 書 珊 城 中 ． 〔 城 或 作 宮 〕 我 見 異 象 又 如 在 烏 萊 河 邊 。
Ta ngước mắt lên và thấy, nầy, có một con chiên đực đứng gần sông, có hai cái sừng; hai sừng nó cao, nhưng một cái thì cao hơn cái kia, và cái cao hơn thì mọc lên sau.|我 舉 目 觀 看 、 見 有 雙 角 的 公 綿 羊 站 在 河 邊 、 兩 角 都 高 、 這 角 高 過 那 角 、 更 高 的 是 後 長 的 。
Bấy giờ ta thấy con chiên đực ấy húc sừng mình vào phía tây, phía bắc, và phía nam. Không có thú vật nào chống cự cùng nó được, và chẳng ai có thể cứu được khỏi tay nó. Nó muốn làm chi tùy ý, và nó càng lớn lên.|我 見 那 公 綿 羊 往 西 、 往 北 、 往 南 牴 觸 、 獸 在 他 面 前 都 站 立 不 住 、 也 沒 有 能 救 護 脫 離 他 手 的 、 但 他 任 意 而 行 、 自 高 自 大 。
Khi ta nhìn xem sự đó, nầy, một con dê đực đến từ phía tây, đi khắp trên mặt đất; con dê đó có cái sừng mọc rõ ra giữa hai con mắt nó.|我 正 思 想 的 時 候 、 見 有 一 隻 公 山 羊 從 西 而 來 、 遍 行 全 地 、 腳 不 沾 麈 ． 這 山 羊 兩 眼 當 中 、 有 一 非 常 的 角 。
Nó đến tận chỗ con chiên đực có hai sừng, mà ta đã thấy đứng gần sông; nó hết sức giận chạy đến nghịch cùng chiên đực ấy.|他 往 我 所 看 見 站 在 河 邊 、 有 雙 角 的 公 綿 羊 那 裡 去 、 大 發 忿 怒 、 向 他 直 闖 。
Ta thấy nó đến gần con chiên đực, nổi giận húc nó, làm gãy hai cái sừng; con chiên đực không có sức nào chống lại; con dê vật nó xuống đất, giày đạp lên trên, và chẳng ai có thể cứu con chiên đực khỏi tay nó được.|我 見 公 山 羊 就 近 公 綿 羊 、 向 他 發 烈 怒 、 牴 觸 他 ． 折 斷 他 的 兩 角 、 綿 羊 在 他 面 前 站 立 不 住 、 他 將 綿 羊 觸 倒 在 地 、 用 腳 踐 踏 、 沒 有 能 救 綿 羊 脫 離 他 手 的 。
Con dê đực làm mình nên lớn lắm; nhưng khi nó đã mạnh, thì cái sừng lớn của nó gãy đi, và ở chỗ đó, có bốn cái sừng mọc rõ ra hướng về bốn gió trên trời.|這 山 羊 極 其 自 高 自 大 、 正 強 盛 的 時 候 、 那 大 角 折 斷 了 ． 又 在 角 根 上 向 天 的 四 方 、 〔 方 原 文 作 風 〕 長 出 四 個 非 常 的 角 來 。
Bởi một trong các sừng, có mọc ra một cái sừng nhỏ, lớn lên rất mạnh, về phương nam, phương đông, lại hướng về đất vinh hiển.|四 角 之 中 、 有 一 角 長 出 一 個 小 角 、 向 南 、 向 東 、 向 榮 美 之 地 、 漸 漸 成 為 強 大 。
Nó lớn lên đến cơ binh trên trời; làm cho đổ xuống đất một phần cơ binh và một phần trong các ngôi sao, rồi nó giày đạp lên.|他 漸 漸 強 大 、 高 及 天 象 、 將 些 天 象 和 星 宿 拋 落 在 地 、 用 腳 踐 踏 。
Nó làm mình nên lớn cho đến tướng cơ binh; nó cất của lễ hằng dâng khỏi Ngài, và nơi thánh của Ngài bị quăng xuống.|並 且 他 自 高 自 大 、 以 為 高 及 天 象 之 君 ． 除 掉 常 獻 給 君 的 燔 祭 、 毀 壞 君 的 聖 所 。
Vì cớ tội lỗi thì cơ binh được phó cho nó, lên với của lễ thiêu hằng dâng; và nó ném bỏ lẽ thật xuống đất, nó làm theo ý mình và được thạnh vượng.|因 罪 過 的 緣 故 、 有 軍 旅 和 常 獻 的 燔 祭 交 付 他 、 他 將 真 理 拋 在 地 上 、 任 意 而 行 、 無 不 順 利 。
Bấy giờ ta nghe một đấng thánh đương nói, và một đấng thánh khác nói cùng đấng đương nói, rằng: Sự hiện thấy nầy về của lễ thiêu hằng dâng và về tội ác sanh ra sự hủy diệt, đặng phó nơi thánh cùng cơ binh để bị giày đạp dưới chơn, sẽ còn có cho đến chừng nào?|我 聽 見 有 一 位 聖 者 說 話 、 又 有 一 位 聖 者 問 那 說 話 的 聖 者 、 說 、 這 除 掉 常 獻 的 燔 祭 、 和 施 行 毀 壞 的 罪 過 、 將 聖 所 與 軍 旅 踐 踏 的 異 象 、 〔 軍 旅 或 作 以 色 列 的 軍 〕 要 到 幾 時 纔 應 驗 呢 。
Người trả lời rằng: Cho đến hai ngàn ba trăm buổi chiều và buổi mai; sau đó nơi thánh sẽ được thanh sạch.|他 對 我 說 、 到 二 千 三 百 日 聖 所 就 必 潔 淨 。
Khi mà ta, Đa-ni-ên, nhìn xem sự hiện thấy đó, và ta tìm cách để rõ nghĩa, nầy, có như hình dạng người nam đứng trước ta.|我 但 以 理 見 了 這 異 象 、 願 意 明 白 其 中 的 意 思 、 忽 有 一 位 形 狀 像 人 的 、 站 在 我 面 前 。
Ta nghe tiếng một người nam từ giữa bờ sông U-lai, kêu và bảo rằng: Gáp-ri-ên, hãy cho người nầy hiểu sự hiện thấy đó.|我 又 聽 見 烏 萊 河 兩 岸 中 有 人 聲 呼 叫 說 、 加 百 列 阿 、 要 使 此 人 明 白 這 異 象 。
Người bèn đến gần chỗ ta đứng; khi người đã đến, ta kinh hãi, và ngã sấp mặt xuống đất. Người bảo ta rằng: Hỡi con người, hãy hiểu biết; vì sự hiện thấy đó có quan hệ với kỳ sau rốt.|他 便 來 到 我 所 站 的 地 方 ． 他 一 來 、 我 就 驚 慌 俯 伏 在 地 ． 他 對 我 說 、 人 子 阿 、 你 要 明 白 、 因 為 這 是 關 乎 末 後 的 異 象 。
Khi người đương nói với ta, ta ngủ mê sấp mặt xuống đất; nhưng người đụng đến ta, khiến cho ta đứng dậy.|他 與 我 說 話 的 時 候 、 我 面 伏 在 地 沉 睡 ． 他 就 摸 我 、 扶 我 站 起 來 、
Người bảo ta rằng: Nầy, ta sẽ bảo cho ngươi biết điều sẽ đến trong kỳ sau rốt của sự thạnh nộ; vì điều nầy quan hệ đến kỳ định cuối cùng.|說 我 要 指 示 你 惱 怒 臨 完 必 有 的 事 、 因 為 這 是 關 乎 末 後 的 定 期 。
Con chiên đực mà ngươi đã thấy, có hai sừng, đó là các vua nước Mê-đi và Phe-rơ-sơ.|你 所 看 見 雙 角 的 公 綿 羊 、 就 是 瑪 代 和 波 斯 王 。
Con dê xờm đực, tức là vua nước Gờ-réc; và cái sừng lớn ở giữa hai con mắt, tức là vua đầu nhứt.|那 公 山 羊 、 就 是 希 臘 王 ． 〔 希 臘 原 文 作 雅 完 下 同 〕 兩 眼 當 中 的 大 角 、 就 是 頭 一 王 。
Về sừng đã gãy đi, có bốn sừng mọc lên trong chỗ nó: tức là bốn nước bởi dân tộc đó dấy lên, song quyền thế không bằng sừng ấy.|至 於 那 折 斷 了 的 角 、 在 其 根 上 又 長 出 四 角 、 這 四 角 就 是 四 國 、 必 從 這 國 裡 興 起 來 、 只 是 權 勢 都 不 及 他 。
Đến kỳ sau rốt của nước chúng nó, khi số những kẻ bội nghịch đã đầy, thì sẽ dấy lên một vua, là người có bộ mặt hung dữ và thấu rõ những lời mầu nhiệm.|這 四 國 末 時 、 犯 法 的 人 罪 惡 滿 盈 、 必 有 一 王 興 起 、 面 貌 兇 惡 、 能 用 雙 關 的 詐 語 。
Quyền thế người sẽ lớn thêm, nhưng không phải bởi sức mình. Người làm những sự tàn phá lạ thường; và được thạnh vượng, làm theo ý mình, hủy diệt những kẻ có quyền và dân thành.|他 的 權 柄 必 大 、 卻 不 是 因 自 己 的 能 力 、 他 必 行 非 常 的 毀 滅 、 事 情 順 利 、 任 意 而 行 ． 又 必 毀 滅 有 能 力 的 和 聖 民 。
Người dùng quyền thuật làm nên chước gian dối mình được thắng lợi. Trong lòng người tự làm mình nên lớn, và trong lúc dân ở yên ổn, người sẽ hủy diệt nhiều kẻ; người nổi lên chống với vua của các vua, nhưng người sẽ bị bẻ gãy chẳng bởi tay người ta.|他 用 權 術 成 就 手 中 的 詭 計 、 心 裡 自 高 自 大 、 在 人 坦 然 無 備 的 時 候 、 毀 滅 多 人 ． 又 要 站 起 來 攻 擊 萬 君 之 君 、 至 終 卻 非 因 人 手 而 滅 亡 。
Vả, sự hiện thấy về các buổi chiều và các buổi mai mà nói đến là thật. Nhưng ngươi hãy giữ kín sự hiện thấy đó, vì nó quan hệ với sau nhiều ngày.|所 說 二 千 三 百 日 的 異 象 是 真 的 、 但 你 要 將 這 異 象 封 住 、 因 為 關 乎 後 來 許 多 的 日 子 。
Bấy giờ, ta, Đa-ni-ên, mê mẩn, và đau ốm trong mấy ngày; đoạn ta chổi dậy và làm việc vua. Ta rất lấy làm lạ về sự hiện thấy ấy, nhưng chẳng ai rõ ý nó.|於 是 我 但 以 理 昏 迷 不 醒 、 病 了 數 日 、 然 後 起 來 辦 理 王 的 事 務 ． 我 因 這 異 象 驚 奇 、 卻 無 人 能 明 白 其 中 的 意 思 。

					Ða-ni-ên 9				|
						但以理書 9					
Năm đầu Đa-ri-út con trai A-suê-ru, về dòng người Mê-đi, đã được lập làm vua trị nước người Canh-đê;|瑪 代 族 、 亞 哈 隨 魯 的 兒 子 大 利 烏 、 立 為 迦 勒 底 國 的 王 元 年 、
đương năm đầu về triều người, ta, Đa-ni-ên, bởi các sách biết rằng số năm mà lời Đức Giê-hô-va đã phán cùng đấng tiên tri Giê-rê-mi, để cho trọn sự hoang vu thành Giê-ru-sa-lem, là bảy mươi năm.|就 是 他 在 位 第 一 年 、 我 但 以 理 從 書 上 得 知 耶 和 華 的 話 臨 到 先 知 耶 利 米 、 論 耶 路 撒 冷 荒 涼 的 年 數 、 七 十 年 為 滿 。
Ta để mặt hướng về Chúa là Đức Chúa Trời, lấy sự khấn nguyện, nài xin, với sự kiêng ăn, mặc bao gai, đội tro mà tìm.|我 便 禁 食 、 披 麻 蒙 灰 、 定 意 向 主 　 神 祈 禱 懇 求 。
Vậy, ta cầu nguyện Giê-hô-va Đức Chúa Trời ta, và ta xưng tội cùng Ngài mà rằng: Oi! Chúa là Đức Chúa Trời cao cả và đáng khiếp sợ! Ngài giữ lời giao ước và sự nhơn từ đối với những kẻ yêu Ngài và giữ các điều răn Ngài,|我 向 耶 和 華 我 的 　 神 祈 禱 、 認 罪 、 說 、 主 阿 、 大 而 可 畏 的 　 神 、 向 愛 主 守 主 誡 命 的 人 、 守 約 施 慈 愛 ．
chúng tôi đã phạm tội, làm sự trái ngược, ăn ở hung dữ, chúng tôi đã bạn nghịch và đã xây bỏ các giềng mối và lệ luật của Ngài.|我 們 犯 罪 作 孽 、 行 惡 叛 逆 、 偏 離 你 的 誡 命 典 章 ．
Chúng tôi đã không nghe các tôi tớ Ngài là các đấng tiên tri, đã lấy danh Ngài mà nói cùng các vua, các quan trưởng, các tổ phụ chúng tôi, và cùng cả dân trong đất.|沒 有 聽 從 你 僕 人 眾 先 知 、 奉 你 名 向 我 們 君 王 、 首 領 、 列 袓 、 和 國 中 一 切 百 姓 所 說 的 話 。
Hỡi Chúa, sự công bình thuộc về Ngài, còn sự hổ mặt về chúng tôi, như ngày nay, sự ấy bao trùm người Giu-đa, dân cư Giê-ru-sa-lem, hết thảy người Y-sơ-ra-ên ở gần ở xa, trong mọi nước mà Ngài đã làm cho họ tan tác, vì cớ những sự gian ác họ đã phạm nghịch cùng Ngài.|主 阿 、 你 是 公 義 的 、 我 們 是 臉 上 蒙 羞 的 ． 因 我 們 猶 大 人 、 和 耶 路 撒 冷 的 居 民 、 並 以 色 列 眾 人 、 或 在 近 處 、 或 在 遠 處 、 被 你 趕 到 各 國 的 人 、 都 得 罪 了 你 、 正 如 今 日 一 樣 。
Hỡi Chúa, sự hổ mặt thuộc về chúng tôi, về các vua, các quan trưởng, các tổ phụ chúng tôi, bởi chúng tôi đã phạm tội nghịch cùng Ngài.|主 阿 、 我 們 和 我 們 的 君 王 、 首 領 、 列 袓 、 因 得 罪 了 你 、 就 都 臉 上 蒙 羞 。
Những sự thương xót và tha thứ đều thuộc về Chúa là Đức Chúa Trời chúng tôi; bởi chúng tôi đã bạn nghịch cùng Ngài.|主 、 我 們 的 　 神 、 是 憐 憫 饒 恕 人 的 、 我 們 卻 違 背 了 他 、
Chúng tôi đã chẳng nghe lời Giê-hô-va Đức Chúa Trời chúng tôi, đặng bước đi trong luật pháp mà Ngài đã cậy tôi tớ Ngài là các đấng tiên tri để trước mặt chúng tôi.|也 沒 有 聽 從 耶 和 華 我 們 　 神 的 話 、 沒 有 遵 行 他 藉 僕 人 眾 先 知 向 我 們 所 陳 明 的 律 法 。
Hết thảy người Y-sơ-ra-ên đã phạm luật pháp Ngài và xây đi để không vâng theo tiếng Ngài. Vậy nên sự rủa sả, và thề nguyền chép trong luật pháp Môi-se là tôi tớ của Đức Chúa Trời, đã đổ ra trên chúng tôi, vì chúng tôi đã phạm tội nghịch cùng Ngài.|以 色 列 眾 人 都 犯 了 你 的 律 法 、 偏 行 、 不 聽 從 你 的 話 、 因 此 、 在 你 僕 人 摩 西 律 法 上 所 寫 的 咒 詛 、 和 誓 言 、 都 傾 在 我 們 身 上 、 因 我 們 得 罪 了 　 神 。
Ngài đã làm cho chắc các lời đã phán nghịch cùng chúng tôi, cùng các quan án đã đoán xét chúng tôi, mà khiến tai vạ lớn đến trên chúng tôi; vì khắp dưới trời chẳng hề có tai vạ nào giống như đã làm ra trên Giê-ru-sa-lem.|他 使 大 災 禍 臨 到 我 們 、 成 就 了 警 戒 我 們 和 審 判 我 們 官 長 的 話 ． 原 來 在 普 天 之 下 、 未 曾 行 過 像 在 耶 路 撒 冷 所 行 的 。
Cả tai vạ nầy đã đến trên chúng tôi như có chép trong luật pháp Môi-se; mà chúng tôi cũng không nài xin ơn của Giê-hô-va Đức Chúa Trời mình, đặng xây bỏ khỏi sự gian ác mình và thấu rõ đạo thật của Ngài.|這 一 切 災 禍 臨 到 我 們 身 上 、 是 照 摩 西 律 法 上 所 寫 的 、 我 們 卻 沒 有 求 耶 和 華 我 們 　 神 的 恩 典 、 使 我 們 回 頭 離 開 罪 孽 、 明 白 你 的 真 理 。
Bởi cớ đó, Đức Giê-hô-va ngắm xem và giáng tai vạ ấy trên chúng tôi; vì Giê-hô-va Đức Chúa Trời chúng tôi là công bình trong mọi việc Ngài làm, chỉn chúng tôi không vâng theo tiếng Ngài.|所 以 耶 和 華 留 意 使 這 災 禍 臨 到 我 們 身 上 、 因 為 那 和 華 我 們 的 　 神 在 他 所 行 的 事 上 、 都 是 公 義 ． 我 們 並 沒 有 聽 從 他 的 話 。
Bây giờ, hỡi Chúa là Đức Chúa Trời chúng tôi, Ngài đã lấy tay mạnh đem dân Ngài ra khỏi đất Ê-díp-tô, đã làm nên cho mình một danh tiếng như ngày nay; còn chúng tôi đã phạm tội, đã làm việc ác.|主 我 們 的 　 神 阿 、 你 曾 用 大 能 的 手 領 你 的 子 民 出 埃 及 地 、 使 自 己 得 了 名 、 正 如 今 日 一 樣 ． 我 們 犯 了 罪 、 作 了 惡 。
Hỡi Chúa, tôi cầu xin Chúa cứ mọi sự công bình Ngài khiến cơn giận và thạnh nộ của Ngài xây khỏi thành Giê-ru-sa-lem Ngài, tức là núi thánh Ngài; vì ấy là bởi tội lỗi chúng tôi và sự gian ác tổ phụ chúng tôi mà Giê-ru-sa-lem và dân Ngài phải chịu những kẻ ở chung quanh chúng tôi sỉ nhục.|主 阿 、 求 你 按 你 的 大 仁 大 義 、 使 你 的 怒 氣 和 忿 怒 轉 離 你 的 城 耶 路 撒 冷 、 就 是 你 的 聖 山 ． 耶 路 撒 冷 和 你 的 子 民 、 因 我 們 的 罪 惡 和 我 們 列 袓 的 罪 孽 、 被 四 圍 的 人 羞 辱 。
Cho nên bây giờ, hỡi Đức Chúa Trời chúng tôi, xin đoái nghe lời khấn nguyện nài xin của kẻ tôi tớ Ngài! Xin vì cớ Chúa, hãy rạng mặt Ngài ra trên nơi thánh vắng vẻ của Ngài!|我 們 的 　 神 阿 、 現 在 你 垂 聽 僕 人 的 祈 禱 懇 求 、 為 自 己 使 臉 光 照 你 荒 涼 的 聖 所 。
Hỡi Đức Chúa Trời tôi, xin ghé tai và nghe. Xin mở mắt nhìn xem những nơi hoang vu vua chúng tôi, và thành đã được xưng bởi danh Ngài! Không phải cậy những sự công bình mình mà chúng tôi nài xin Ngài, nhưng cậy những sự thương xót cả thể của Ngài.|我 的 　 神 阿 、 求 你 側 耳 而 聽 、 睜 眼 而 看 、 眷 顧 我 們 荒 涼 之 地 、 和 稱 為 你 名 下 的 城 ． 我 們 在 你 面 前 懇 求 、 原 不 是 因 自 己 的 義 、 乃 因 你 的 大 憐 憫 。
Hỡi Chúa! hãy dủ nghe; hỡi Chúa! hãy tha thứ; hỡi Chúa! hãy để ý và làm đi. Hỡi Đức Chúa Trời tôi! vì cớ chính Ngài, xin chớ trì huỡn; vì thành Ngài và dân Ngài đã được xưng bằng danh Ngài!|求 主 垂 聽 、 求 主 赦 免 、 求 主 應 允 而 行 、 為 你 自 己 不 要 遲 延 、 我 的 　 神 阿 、 因 這 城 和 這 民 、 都 是 稱 為 你 名 下 的 。
Ta còn đương nói và cầu nguyện, xưng tội lỗi ta và tôi dân Y-sơ-ra-ên ta và ta dâng lời nài xin trước mặt Giê-hô-va Đức Chúa Trời ta, vì núi thánh Đức Chúa Trời ta;|我 說 話 、 禱 告 、 承 認 我 的 罪 、 和 本 國 之 民 以 色 列 的 罪 、 為 我 　 神 的 聖 山 、 在 耶 和 華 我 　 神 面 前 懇 求 ．
vậy ta còn nói trong khi cầu nguyện, nầy, Gáp-ri-ên, người mà ta đã thấy trong sự hiện thấy lúc đầu tiên, được sai bay mau đến đụng ta độ lúc dâng lễ chiều hôm.|我 正 禱 告 的 時 候 、 先 前 在 異 象 中 所 見 的 那 位 加 百 列 、 奉 命 迅 速 飛 來 、 約 在 獻 晚 祭 的 時 候 、 按 手 在 我 身 上 。
Người dạy dỗ ta và nói cùng ta rằng: Hỡi Đa-ni-ên, bây giờ ta ra để ban sự khôn ngoan và thông sáng cho ngươi.|他 指 教 我 說 、 但 以 理 阿 、 現 在 我 出 來 要 使 你 有 智 慧 、 有 聰 明 。
Lời phán dặn đã ra từ khi ngươi bắt đầu nài xin; và ta đến để tỏ lời đó cho ngươi, vì ngươi đã được yêu quí lắm. Vậy hãy suy nghĩ sự đó và hãy hiểu biết sự hiện thấy.|你 初 懇 求 的 時 候 、 就 發 出 命 令 、 我 來 告 訴 你 、 因 你 大 蒙 眷 愛 ． 所 以 你 要 思 想 明 白 這 以 下 的 事 、 和 異 象 。
Có bảy mươi tuần lễ định trên dân ngươi và thành thánh ngươi, đặng ngăn sự phạm phép, trừ tội lỗi, làm sạch sự gian ác, và đem sự công bình đời đời vào, đặng đặt ấn tín nơi sự hiện thấy và lời tiên tri, và xức dầu cho Đấng rất thánh.|為 你 本 國 之 民 、 和 你 聖 城 、 已 經 定 了 七 十 個 七 、 要 止 住 罪 過 、 除 淨 罪 惡 、 贖 盡 罪 孽 、 引 進 〔 或 作 彰 顯 〕 永 義 、 封 住 異 象 和 豫 言 、 並 膏 至 聖 者 。 〔 者 或 作 所 〕
Ngươi khá biết và hiểu rằng từ khi ra lịnh tu bổ và xây lại Giê-ru-sa-lem, cho đến Đấng chịu xức dầu, tức là vua, thì được bảy tuần lễ và sáu mươi hai tuần lễ; thành đó sẽ được xây lại, có đường phố và hào, trong kỳ khó khăn.|你 當 知 道 、 當 明 白 、 從 出 令 重 新 建 造 耶 路 撒 冷 、 直 到 有 受 膏 君 的 時 候 、 必 有 七 個 七 、 和 六 十 二 個 七 ． 正 在 艱 難 的 時 候 、 耶 路 撒 冷 城 連 街 帶 濠 、 都 必 重 新 建 造 。
Sau sáu mươi hai tuần lễ đó, Đấng chịu xức dầu sẽ bị trừ đi, và sẽ không có chi hết. Có dân của vua hầu đến sẽ hủy phá thành và nơi thánh; cuối cùng nó sẽ như bị nước lụt ngập, có sự tranh chiến cho đến cuối cùng; những sự hoang vu đã định.|過 了 六 十 二 個 七 、 那 受 膏 者 〔 那 或 作 有 〕 必 被 剪 除 、 一 無 所 有 、 必 有 一 王 的 民 來 毀 滅 這 城 、 和 聖 所 ． 至 終 必 如 洪 水 沖 沒 、 必 有 爭 戰 ． 一 直 到 底 、 荒 涼 的 事 已 經 定 了 。
Người sẽ lập giao ước vững bền với nhiều người trong một tuần lễ, và đến giữ tuần ấy, người sẽ khiến của lễ và của lễ chay dứt đi. Kẻ hủy phá sẽ đến bởi cánh gớm ghiếc, và sẽ có sự giận dữ đổ trên nơi bị hoang vu, cho đến kỳ sau rốt, là kỳ đã định.|一 七 之 內 、 他 必 與 許 多 人 堅 定 盟 約 、 一 七 之 半 、 他 必 使 祭 祀 與 供 獻 止 息 ． 那 行 毀 壞 可 憎 的 〔 或 作 使 地 荒 涼 的 〕 如 飛 而 來 、 並 且 有 忿 怒 傾 在 那 行 毀 壞 的 身 上 、 〔 或 作 傾 在 那 荒 涼 之 地 〕 直 到 所 定 的 結 局 。

					Ða-ni-ên 10				|
						但以理書 10					
Năm thứ ba đời vua Si-ru nước Phe-rơ-sơ, có một sự tỏ ra cho Đa-ni-ên cũng gọi là Bên-tơ-xát-sa. Sự tỏ ra đó là thật, tức là sự chiến tranh lớn. Đa-ni-ên hiểu sự đó, và rõ được ý của sự hiện thấy.|波 斯 王 古 列 第 三 年 、 有 事 顯 給 稱 為 伯 提 沙 撒 的 但 以 理 ． 這 事 是 真 的 、 是 指 著 大 爭 戰 、 但 以 理 通 達 這 事 、 明 白 這 異 象 。
Trong những ngày đó, ta, Đa-ni-ên đương buồn rầu trải ba tuần lệ trọn.|當 那 時 、 我 但 以 理 悲 傷 了 三 個 七 日 。
Ta chẳng ăn bánh ngon, thịt và rượu chẳng vào miệng ta, và ta không xức dầu chi hết cho đến chừng ba tuần đã mãn.|美 味 我 沒 有 喫 、 酒 肉 沒 有 入 我 的 口 、 也 沒 有 用 油 抹 我 的 身 、 直 到 滿 了 三 個 七 日 。
Ngày thứ hai mươi bốn tháng giêng, ta ở kề bờ sông lớn Hi-đê-ke.|正 月 二 十 四 日 、 我 在 希 底 結 大 河 邊 、
Ta nhướng mắt nhìn xem, nầy, một người mặc vải gai, chung quanh lưng thắt đai bằng vàng ròng U-pha.|舉 目 觀 看 、 見 有 一 人 身 穿 細 麻 衣 、 腰 束 烏 法 精 金 帶 。
Mình người như bích ngọc; mặt người như chớp, và mắt như đuốc cháy; tay và chơn như đồng đánh bóng, và tiếng nói như tiếng đám đông.|他 身 體 如 水 蒼 玉 、 面 貌 如 閃 電 、 眼 目 如 火 把 、 手 和 腳 如 光 明 的 銅 、 說 話 的 聲 音 如 大 眾 的 聲 音 。
Ta, Đa-ni-ên, chỉ có một mình ta xem sự hiện thấy đó, vì những kẻ ở cùng ta không thấy sự hiện thấy đó; nhưng họ run rẩy quá, chạy trốn để ẩn mình.|這 異 象 、 惟 有 我 但 以 理 一 人 看 見 、 同 著 我 的 人 沒 有 看 見 、 他 們 卻 大 大 戰 兢 、 逃 跑 隱 藏 、
Vậy ta sót lại một mình, và thấy sự hiện thấy lớn đó thì chẳng còn sức nữa. Mặt ta biến sắc cho đến tái đi, và ta không còn sức nữa.|只 剩 下 我 一 人 ． 我 見 了 這 大 異 象 便 渾 身 無 力 、 面 貌 失 色 、 亳 無 氣 力 。
Song ta còn nghe tiếng của những lời người, và vừa nghe xong, ta ngủ mê đi, nằm sấp mặt xuống đất.|我 卻 聽 見 他 說 話 的 聲 音 、 一 聽 見 就 面 伏 在 地 沉 睡 了 。
Bấy giờ có một bàn tay rờ đến ta, khiến ta dậy, chống đầu gối và bàn tay trên đất.|忽 然 有 一 手 按 在 我 身 上 、 使 我 用 膝 和 手 掌 、 支 持 微 起 。
Đoạn, người đó nói cùng ta rằng: Hỡi Đa-ni-ên, là người rất được yêu quí, hãy hiểu những lời ta nói cùng ngươi, và hãy đứng thẳng lên, vì bây giờ ta đã được sai đến cùng ngươi. Khi người đã nói cùng ta lời ấy, ta đứng lên và run rẩy.|他 對 我 說 、 大 蒙 眷 愛 的 但 以 理 阿 、 要 明 白 我 與 你 所 說 的 話 、 只 管 站 起 來 、 因 為 我 現 在 奉 差 遣 來 到 你 這 裡 ． 他 對 我 說 這 話 、 我 便 戰 戰 兢 兢 的 立 起 來 。
Đoạn, người bảo ta rằng: Hỡi Đa-ni-ên, đừng sợ; vì kể từ ngày đầu mà ngươi đã chuyên lòng hiểu, hạ mình ngươi xuống trước mặt Đức Chúa Trời ngươi, thì những lời ngươi đã được nghe, và vì cớ những lời ngươi mà ta đã đến.|他 就 說 、 但 以 理 阿 、 不 要 懼 怕 、 因 為 從 你 第 一 日 專 心 求 明 白 將 來 的 事 、 又 在 你 　 神 面 前 刻 苦 己 心 、 你 的 言 語 巳 蒙 應 允 、 我 是 因 你 的 言 語 而 來 。
Song vua nước Phe-rơ-sơ đã ngăn trở ta trong hai mươi mốt ngày; nhưng, nầy Mi-ca-ên là một trong các quan trưởng đầu nhứt, đã đến mà giúp đỡ ta, và ta ở lại đó với các vua Phe-rơ-sơ.|但 波 斯 國 的 魔 君 、 攔 阻 我 二 十 一 日 、 忽 然 有 大 君 〔 就 是 天 使 長 二 十 一 節 同 〕 中 的 一 位 米 迦 勒 來 幫 助 我 、 我 就 停 留 在 波 斯 諸 王 那 裡 。
Bây giờ ta đến để bảo ngươi hiểu sự sẽ xảy đến cho dân ngươi trong những ngày sau rốt; vì sự hiện thấy nầy chỉ về nhiều ngày lâu về sau.|現 在 我 來 要 使 你 明 白 本 國 之 民 日 後 必 遭 遇 的 事 、 因 為 這 異 象 關 乎 後 來 許 多 的 日 子 。
Trong khi người nói cùng ta những lời đó, ta cúi mặt xuống đất, và làm thinh.|他 向 我 這 樣 說 、 我 就 臉 面 朝 地 、 啞 口 無 聲 。
Nầy, có đấng bộ dạng như các con trai loài người rờ đến môi ta. Ta bèn mở miệng, nói cùng đấng đứng trước mặt ta rằng: Hỡi chúa tôi, sự buồn rầu trở lại trên tôi vì cớ sự hiện thấy nầy, tôi không còn sức nữa.|不 料 、 有 一 位 像 人 的 、 摸 我 的 嘴 唇 、 我 便 開 口 向 那 站 在 我 面 前 的 說 、 我 主 阿 、 因 見 這 異 象 我 大 大 愁 苦 、 亳 無 氣 力 。
