
					Ê-xê-ki-ên 1				|
Ta sẽ ban lòng mới cho các ngươi, và đặt thần mới trong các ngươi. Ta sẽ cất lòng bằng đá khỏi thịt các ngươi, và ban cho các ngươi lòng bằng thịt.|我 也 要 賜 給 你 們 一 個 新 心 、 將 新 靈 放 在 你 們 裡 面 ． 又 從 你 們 的 肉 體 中 除 掉 石 心 、 賜 給 你 們 肉 心 。
Ta sẽ đặt Thần ta trong các ngươi, và khiến các ngươi noi theo luật lệ ta, thì các ngươi sẽ giữ mạng lịnh ta và làm theo.|我 必 將 我 的 靈 、 放 在 你 們 裡 面 、 使 你 們 順 從 我 的 律 例 、 謹 守 遵 行 我 的 典 章 。
Các ngươi sẽ ở trong đất mà ta đã ban cho tổ phụ các ngươi; các ngươi sẽ làm dân ta, ta sẽ làm Đức Chúa Trời các ngươi.|你 們 必 住 在 我 所 賜 給 你 們 列 祖 之 地 、 你 們 要 作 我 的 子 民 、 我 要 作 你 們 的 　 神 。
Ta sẽ giải cứu các ngươi khỏi mọi sự ô uế; ta sẽ gọi lúa mì tốt lên, khiến cho nẩy nở thêm nhiều, và không giáng cho các ngươi sự đói kém.|我 必 救 你 們 脫 離 一 切 的 污 穢 、 也 必 命 五 穀 豐 登 、 不 使 你 們 遭 遇 飢 荒 。
Ta sẽ thêm nhiều trái cây và hoa lợi của đồng ruộng, hầu cho các ngươi không vì đói kém chịu sự xấu hổ ở giữa các nước.|我 必 使 樹 木 多 結 果 子 、 田 地 多 出 土 產 、 好 叫 你 們 不 再 因 飢 荒 受 外 邦 人 的 譏 誚 。
Bấy giờ các ngươi sẽ nhớ lại đường lối xấu xa của mình, và việc làm của mình là không tốt. Chính các ngươi sẽ tự gớm ghét mình, vì cớ tội lỗi và những sự gớm ghiếc của các ngươi.|那 時 、 你 們 必 追 想 你 們 的 惡 行 、 和 你 們 不 善 的 作 為 、 就 因 你 們 的 罪 孽 和 可 憎 的 事 厭 惡 自 己 。
Chúa Giê-hô-va phán: Chẳng phải vì cớ các ngươi mà ta làm như vậy, các ngươi khá biết rõ. Hỡi nhà Y-sơ-ra-ên, khá biết hổ và mắc cỡ về đường lối mình.|主 耶 和 華 說 、 你 們 要 知 道 我 這 樣 行 、 不 是 為 你 們 ． 以 色 列 家 阿 、 當 為 自 己 的 行 為 、 抱 愧 蒙 羞 。
Chúa Giê-hô-va phán như vầy: Ngày mà ta sẽ làm sạch mọi tội lỗi các ngươi, ta sẽ lại làm cho thành các ngươi có dân ở, và những chỗ đổ nát sẽ dựng lại.|主 耶 和 華 如 此 說 、 我 潔 淨 你 們 、 使 你 們 脫 離 一 切 罪 孽 的 日 子 、 必 使 城 邑 有 人 居 住 、 荒 場 再 被 建 造 。
Đất hoang vu sẽ cầy cấy, dầu mà trước đã hoang vu trước mắt mọi kẻ đi qua.|過 路 的 人 、 雖 看 為 荒 廢 之 地 、 現 今 這 荒 廢 之 地 、 仍 得 耕 種 。
Chúng nó sẽ nói rằng: Đất hoang vu nầy đã trở nên như vườn Ê-đen; những thành đổ nát, hoang vu, tàn phá kia, kìa đã có tường vách và dân ở!|他 們 必 說 、 這 先 前 為 荒 廢 之 地 、 現 在 成 如 伊 甸 園 ． 這 荒 廢 淒 涼 毀 壞 的 城 邑 、 現 在 堅 固 有 人 居 住 。
Bấy giờ các dân tộc còn sót lại xung quanh các ngươi sẽ biết rằng ta, Đức Giê-hô-va, đã cất lại nơi bị phá, trồng lại nơi bị hủy. Ta, Đức Giê-hô-va, đã phán lời đó, và sẽ làm thành.|那 時 在 你 們 四 圍 其 餘 的 外 邦 人 、 必 知 道 我 耶 和 華 修 造 那 毀 壞 之 處 、 培 植 那 荒 廢 之 地 ． 我 耶 和 華 說 過 、 也 必 成 就 。
Chúa Giê-hô-va phán như vầy: Ta còn muốn nhà Y-sơ-ra-ên cầu hỏi ta để ta làm sự nầy cho: Ta sẽ thêm nhiều người nam nó như một bầy chiên.|主 耶 和 華 如 此 說 、 我 要 加 增 以 色 列 家 的 人 數 、 多 如 羊 群 ． 他 們 必 為 這 事 向 我 求 問 、 我 要 給 他 們 成 就 。
Các thành đổ nát sẽ đầy những bầy người, như bầy chiên để làm của lễ, như bầy của Giê-ru-sa-lem trong ngày lễ trọng thể. Và chúng nó sẽ biết ta là Đức Giê-hô-va.|耶 路 撒 冷 在 守 節 作 祭 物 所 獻 的 羊 群 怎 樣 多 、 照 樣 、 荒 涼 的 城 邑 必 被 人 群 充 滿 ． 他 們 就 知 道 我 是 耶 和 華 。

					Ê-xê-ki-ên 37				|
						以西結書 37					
Tay của Đức Giê-hô-va đặt trên ta; Ngài dắt ta ra trong Thần Đức Giê-hô-va, và đặt ta giữa trũng; nó đầy những hài cốt.|耶 和 華 的 靈 、 〔 原 文 作 手 〕 降 在 我 身 上 、 耶 和 華 藉 他 的 靈 帶 我 出 去 、 將 我 放 在 平 原 中 ． 這 平 原 遍 滿 骸 骨 。
Đoạn Ngài khiến ta đi vòng quanh những hài cốt ấy; nầy, có nhiều lắm trên đồng trũng đó, và đều là khô lắm.|他 使 我 從 骸 骨 的 四 圍 經 過 ． 誰 知 在 平 原 的 骸 骨 甚 多 、 而 且 極 其 枯 乾 。
Ngài phán cùng ta rằng: Hỡi con người, những hài cốt nầy có thể sống chăng? Ta thưa rằng: Lạy Chúa Giê-hô-va, chính Chúa biết điều đó!|他 對 我 說 、 人 子 阿 、 這 些 骸 骨 能 復 活 麼 ． 我 說 、 主 耶 和 華 阿 、 你 是 知 道 的 。
Ngài bèn phán cùng ta rằng: Hãy nói tiên tri về hài cốt ấy, và bảo chúng nó rằng: Hỡi hài cốt khô, khá nghe lời Đức Giê-hô-va.|他 又 對 我 說 、 你 向 這 些 骸 骨 發 豫 言 、 說 、 枯 乾 的 骸 骨 阿 、 要 聽 耶 和 華 的 話 。
Chúa Giê-hô-va phán cùng những hài cốt ấy rằng: Nầy, ta sẽ phú hơi thở vào trong các ngươi, và các ngươi sẽ sống.|主 耶 和 華 對 這 些 骸 骨 如 此 說 、 我 必 使 氣 息 進 入 你 們 裡 面 、 你 們 就 要 活 了 。
Ta sẽ đặt gân vào trong các ngươi, sẽ khiến thịt mọc lên trên các ngươi, và che các ngươi bằng da. Ta sẽ phú hơi thở trong các ngươi, và các ngươi sẽ sống; rồi các ngươi sẽ biết ta là Đức Giê-hô-va.|我 必 給 你 們 加 上 筋 、 使 你 們 長 肉 、 又 將 皮 遮 蔽 你 們 、 使 氣 息 進 入 你 們 裡 面 、 你 們 就 要 活 了 ． 你 們 便 知 道 我 是 耶 和 華 。
Vậy ta nói tiên tri như Ngài đã phán dặn ta; ta đương nói tiên tri, thì có tiếng, và nầy, có động đất: những xương nhóm lại hiệp với nhau.|於 是 我 遵 命 說 豫 言 ． 正 說 豫 言 的 時 候 、 不 料 、 有 響 聲 、 有 地 震 ． 骨 與 骨 互 相 聯 絡 。
Ta nhìn xem, thấy những gân và thịt sanh ra trên những xương ấy; có da bọc lấy, nhưng không có hơi thở ở trong.|我 觀 看 、 見 骸 骨 上 有 筋 、 也 長 了 肉 、 又 有 皮 遮 蔽 其 上 ． 只 是 還 沒 有 氣 息 。
Bấy giờ Ngài phán cùng ta rằng: Hỡi con người, hãy nói tiên tri cùng gió; hãy nói tiên tri và bảo gió rằng: Chúa Giê-hô-va phán như vầy: Hỡi hơi thở, khá đến từ gió bốn phương, thở trên những người bị giết, hầu cho chúng nó sống.|主 對 我 說 、 人 子 阿 、 你 要 發 豫 言 、 向 風 發 豫 言 、 說 、 主 耶 和 華 如 此 說 、 氣 息 阿 、 要 從 四 方 〔 原 文 是 風 〕 而 來 、 吹 在 這 些 被 殺 的 人 身 上 、 使 他 們 活 了 。
Vậy ta nói tiên tri như Ngài đã phán dặn ta, và hơi thở vào trong chúng nó; chúng nó sống, và đứng dậy trên chơn mình, hiệp lại thành một đội quân rất lớn.|於 是 我 遵 命 說 豫 言 、 氣 息 就 進 入 骸 骨 、 骸 骨 便 活 了 、 並 且 站 起 來 、 成 為 極 大 的 軍 隊 。
Ngài phán cùng ta rằng: Hỡi con người, những hài cốt nầy, ấy là cả nhà Y-sơ-ra-ên. Nầy, chúng nó nói rằng: Xương chúng ta đã khô, lòng trông cậy chúng ta đã mất, chúng ta đã tuyệt diệt cả!|主 對 我 說 、 人 子 阿 、 這 些 骸 骨 就 是 以 色 列 全 家 ． 他 們 說 、 我 們 的 骨 頭 枯 乾 了 、 我 們 的 指 望 失 去 了 、 我 們 滅 絕 淨 盡 了 。
Vậy, hãy nói tiên tri, và bảo chúng nó rằng: Chúa Giê-hô-va phán như vầy: Hỡi dân ta, nầy, ta sẽ mở mồ mả các ngươi, làm cho các ngươi lại lên khỏi mồ mả, và ta sẽ đem các ngươi về trong đất của Y-sơ-ra-ên.|所 以 你 要 發 豫 言 、 對 他 們 說 、 主 耶 和 華 如 此 說 、 我 的 民 哪 、 我 必 開 你 們 的 墳 墓 、 使 你 們 從 墳 墓 中 出 來 、 領 你 們 進 入 以 色 列 地 。
Hỡi dân ta, các ngươi sẽ biết ta là Đức Giê-hô-va, khi ta đã mở mồ mả các ngươi, và làm cho chúng nó lại lên khỏi mồ mả.|我 的 民 哪 、 我 開 你 們 的 墳 墓 、 使 你 們 從 墳 墓 中 出 來 、 你 們 就 知 道 我 是 耶 和 華 。
Ta sẽ đặt Thần ta trong các ngươi, và các ngươi sẽ sống. Ta sẽ lập các ngươi trong đất riêng của các ngươi; rồi các ngươi sẽ biết rằng ta, Đức Giê-hô-va, sau khi hứa lời ấy thì đã làm thành, Đức Giê-hô-va phán vậy.|我 必 將 我 的 靈 放 在 你 們 裡 面 、 你 們 就 要 活 了 ． 我 將 你 們 安 置 在 本 地 、 你 們 就 知 道 我 耶 和 華 如 此 說 、 也 如 此 成 就 了 ． 這 是 耶 和 華 說 的 。
Lại có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 又 臨 到 我 說 、
Hỡi con người, hãy lấy một cây gậy và viết ở trên rằng: Cho Giu-đa, và cho con cái Y-sơ-ra-ên là bạn người. Hãy lấy một cây gậy khác và viết ở trên rằng: Cho Giô-sép, ấy là cây gậy của Ep-ra-im, và của cả nhà Y-sơ-ra-ên là bạn người.|人 子 阿 、 你 要 取 一 根 木 杖 、 在 其 上 寫 、 為 猶 大 和 他 的 同 伴 以 色 列 人 ． 又 取 一 根 木 杖 、 在 其 上 寫 、 為 約 瑟 、 就 是 為 以 法 蓮 、 又 為 他 的 同 伴 以 色 列 全 家 。
Hãy để gậy nầy với gậy kia hiệp làm một, đặng làm thành một cây trong tay ngươi.|你 要 使 這 兩 根 木 杖 接 連 為 一 、 在 你 手 中 成 為 一 根 。
Khi các con cái dân ngươi sẽ hỏi ngươi mà rằng: Vậy xin cắt nghĩa cho chúng tôi điều đó là gì:|你 本 國 的 子 民 問 你 說 、 這 是 甚 麼 意 思 、 你 不 指 示 我 們 麼 ．
thì ngươi khá trả lời rằng: Chúa Giê-hô-va phán như vầy: Nầy, ta sẽ lấy gậy của Giô-sép và của các chi phái Y-sơ-ra-ên là bạn người, là gậy ở trong tay Ep-ra-im. Ta sẽ hiệp lại với gậy của Giu-đa đặng làm nên chỉ một gậy mà thôi, và hai cái sẽ cùng hiệp làm một trong tay ta.|你 就 對 他 們 說 、 主 耶 和 華 如 此 說 、 我 要 將 約 瑟 和 他 同 伴 以 色 列 支 派 的 杖 、 就 是 那 在 以 法 蓮 手 中 的 、 與 猶 大 的 杖 一 同 接 連 為 一 、 在 我 手 中 成 為 一 根 。
Ngươi khá cầm những gậy mà ngươi đã viết chữ ở trên, hiệp lại trong tay ngươi cho chúng nó thấy,|你 所 寫 的 那 兩 根 杖 、 要 在 他 們 眼 前 拿 在 手 中 。
và nói cùng chúng nó rằng: Chúa Giê-hô-va phán như vầy: Nầy, ta sẽ kéo con cái Y-sơ-ra-ên ra khỏi giữa các nước mà trong các nước ấy chúng nó đã đi. Ta sẽ nhóm chúng nó lại từ bốn phương, và đem chúng nó về trong đất riêng của chúng nó.|要 對 他 們 說 、 主 耶 和 華 如 此 說 、 我 要 將 以 色 列 人 從 他 們 所 到 的 各 國 收 取 、 又 從 四 圍 聚 集 他 們 、 引 導 他 們 歸 回 本 地 。
Ta sẽ hiệp chúng nó lại làm chỉ một dân tộc trong đất ấy, ở trên núi của Y-sơ-ra-ên. Chỉ một vua sẽ cai trị chúng nó hết thảy. Chúng nó sẽ không thành ra hai dân tộc, và không chia ra hai nước nữa.|我 要 使 他 們 在 那 地 、 在 以 色 列 山 上 、 成 為 一 國 、 有 一 王 作 他 們 眾 民 的 王 ． 他 們 不 再 為 二 國 、 決 不 再 分 為 二 國 ．
Chúng nó sẽ không tự làm ô uế nữa bởi thần tượng chúng nó, hoặc bởi những vật đáng ghét, hoặc bởi mọi sự phạm tội của mình. Ta sẽ giải cứu chúng nó khỏi mọi nơi ở mà chúng nó đã phạm tội. Ta sẽ làm sạch chúng nó, vậy thì chúng nó sẽ làm dân ta, ta sẽ làm Đức Chúa Trời chúng nó.|也 不 再 因 偶 像 、 和 可 憎 的 物 、 並 一 切 的 罪 過 、 玷 污 自 己 ． 我 卻 要 救 他 們 出 離 一 切 的 住 處 、 就 是 他 們 犯 罪 的 地 方 ． 我 要 潔 淨 他 們 ． 如 此 、 他 們 要 作 我 的 子 民 、 我 要 作 他 們 的 　 神 。
Tôi tớ ta là Đa-vít sẽ làm vua trên chúng nó. Hết thảy chúng nó sẽ có chỉ một kẻ chăn; chúng nó sẽ bước theo các mạng lịnh của ta; chúng nó sẽ gìn giữ các luật lệ của ta và làm theo.|我 的 僕 人 大 衛 、 必 作 他 們 的 王 ． 眾 民 必 歸 一 個 牧 人 ． 他 們 必 順 從 我 的 典 章 、 謹 守 遵 行 我 的 律 例 。
Chúng nó sẽ ở đất mà ta đã ban cho tôi tớ ta là Gia-cốp, và là đất tổ phụ con người đã ở. Chúng nó, con cái chúng nó, và con cái của con cái chúng nó sẽ ở đó cho đến đời đời; tôi tớ ta là Đa-vít sẽ làm vua chúng nó mãi mãi.|他 們 必 住 在 我 賜 給 我 僕 人 雅 各 的 地 上 、 就 是 你 們 列 祖 所 住 之 地 ． 他 們 和 他 們 的 子 孫 、 並 子 孫 的 子 孫 、 都 永 遠 住 在 那 裡 ． 我 的 僕 人 大 衛 、 必 作 他 們 的 王 、 直 到 永 遠 。
Vả, ta sẽ lập với chúng nó một giao ước hòa bình; ấy sẽ là một giao ước đời đời giữa chúng nó với ta. Ta sẽ lập chúng nó và làm cho đông đúc. Ta sẽ đặt nơi thánh ta giữa chúng nó đời đời.|並 且 我 要 與 他 們 立 平 安 的 約 、 作 為 永 約 ． 我 也 要 將 他 們 安 置 在 本 地 、 使 他 們 的 人 數 增 多 、 又 在 他 們 中 間 設 立 我 的 聖 所 、 直 到 永 遠 。
Đền tạm ta sẽ ở giữa chúng nó; ta sẽ làm Đức Chúa Trời chúng nó, chúng nó sẽ làm dân ta.|我 的 居 所 必 在 他 們 中 間 ． 我 要 作 他 們 的 　 神 、 他 們 要 作 我 的 子 民 。
Bấy giờ các nước sẽ biết ta, là Đức Giê-hô-va, biệt Y-sơ-ra-ên ra thánh, vì nơi thánh ta sẽ ở giữa chúng nó đời đời.|我 的 聖 所 在 以 色 列 人 中 間 、 直 到 永 遠 、 外 邦 人 就 必 知 道 我 是 叫 以 色 列 成 為 聖 的 耶 和 華 。

					Ê-xê-ki-ên 38				|
						以西結書 38					
Có lời Đức Giê-hô-va phán cùng ta rằng:|耶 和 華 的 話 臨 到 我 說 、
Hỡi con người, hãy xây mặt lại cùng Gót ở đất Ma-gốc là vua của Rô-sơ, Mê-siếc, và Tu-banh, mà nói tiên tri nghịch cùng người.|人 子 阿 、 你 要 面 向 瑪 各 地 的 歌 革 、 就 是 羅 施 、 米 設 、 土 巴 的 王 、 發 豫 言 攻 擊 他 、
Ngươi khá nói rằng: Chúa Giê-hô-va phán như vầy: Hỡi Gót, vua của Rô-sơ, Mê-siếc, và Tu-banh, nầy, ta nghịch cùng ngươi.|說 、 主 耶 和 華 如 此 說 、 羅 施 、 米 設 、 土 巴 的 王 歌 革 阿 、 我 與 你 為 敵 ．
Ta sẽ quay ngươi lại, đặt những móc trong hàm ngươi, khiến ngươi ra khỏi bờ cõi mình, ngươi và cả đạo binh ngươi, ngựa cùng người cỡi ngựa, hết thảy đều mặc áo chiến, hiệp làm cơ binh đông lắm, mang những thuẫn lớn thuẫn nhỏ, và hết thảy đều cầm gươm.|我 必 用 鉤 子 鉤 住 你 的 腮 頰 、 調 轉 你 、 將 你 和 你 的 軍 兵 、 馬 匹 、 馬 兵 、 帶 出 來 、 都 披 挂 整 齊 、 成 了 大 隊 、 有 大 小 盾 牌 、 各 拿 刀 劍 ．
Những lính chiến của Phe-rơ-sơ, Cút, và Phút sẽ ở cùng chúng nó, hết thảy đều mang thuẫn và đội mão trụ.|波 斯 人 、 古 實 人 、 和 弗 人 、 〔 又 作 呂 彼 亞 人 〕 各 拿 盾 牌 、 頭 上 戴 盔 ．
Gô-me và hết thảy quân đội nó, nhà Tô-ga-ma ở phía cực bắc với hết thảy bè đảng nó, tức là nhiều dân sẽ phụ về ngươi.|歌 篾 人 、 和 他 的 軍 隊 、 北 方 極 處 的 陀 迦 瑪 族 、 和 他 的 軍 隊 ． 這 許 多 國 的 民 、 都 同 著 你 。
Ngươi khá sẵn sàng; ngươi cùng hết thảy dân chúng nhóm lại xung quanh ngươi khá sửa soạn trước. Ngươi hãy làm tướng chúng nó.|那 聚 集 到 你 這 裡 的 各 隊 、 都 當 準 備 ． 你 自 己 也 要 準 備 、 作 他 們 的 大 帥 。
Sau nhiều ngày, ngươi sẽ lãnh mạng ra đi; trong những năm sau rốt ngươi sẽ đến trong một đất là đất đã được giải cứu khỏi gươm và nhóm lại từ giữa nhiều dân tộc; ngươi sẽ đến trên núi Y-sơ-ra-ên, là nơi đổ nát đã lâu, nhưng nó đã được đem về từ giữa các đến, và chúng nó hết thảy sẽ ở yên.|過 了 多 日 、 你 必 被 差 派 ． 到 末 後 之 年 、 你 必 來 到 脫 離 刀 劍 從 列 國 收 回 之 地 、 到 以 色 列 常 久 荒 涼 的 山 上 ． 但 那 從 列 國 中 招 聚 出 來 的 、 必 在 其 上 安 然 居 住 。
Ngươi sẽ sấn tới, sẽ đến như gió bão, như một đám mây trùng cả đất, ngươi, mọi đạo binh ngươi, và nhiều dân tộc với ngươi.|你 和 你 的 軍 隊 、 並 同 著 你 許 多 國 的 民 、 必 如 暴 風 上 來 、 如 密 雲 遮 蓋 地 面 。
Chúa Giê-hô-va phán như vầy: Trong những ngày đó, có ý tưởng sẽ dấy lên trong trí ngươi, ngươi sẽ định mưu kế hung dữ.|主 耶 和 華 如 此 說 、 到 那 時 你 心 必 起 意 念 、 圖 謀 惡 計 、
Ngươi sẽ nói rằng: Ta sẽ đi đến đất có làng không có thành quách, ta sẽ đến cùng những dân yên lặng, an ổn, hết thảy ở trong những nơi không có tường, không then và không cửa.|說 、 我 要 上 那 無 城 牆 的 鄉 村 ． 我 要 到 那 安 靜 的 民 那 裡 、 他 們 都 沒 有 城 牆 、 無 門 無 閂 、 安 然 居 住 。
Ta sẽ ra trận đặng cướp và lấy của, đặng giang tay trên những nơi đổ nát đó mà nay đã có dân cư, và trên một dân đã được đem về từ giữa các nước, có những súc vật và của cải, ăn ở giữa thế gian.|我 去 要 搶 財 為 擄 物 、 奪 貨 為 掠 物 、 反 手 攻 擊 那 從 前 荒 涼 現 在 有 人 居 住 之 地 、 又 攻 擊 那 住 世 界 中 間 、 從 列 國 招 聚 、 得 了 牲 畜 財 貨 的 民 。
Sê-ba và Đê-đan, những con buôn của Ta-rê-si và hết thảy những sư tử tơ của nó, sẽ nói cùng ngươi rằng: Có phải ngươi đến đặng bóc lột, ngươi nhóm quân đội mình lại đặng cướp của, đặng đem bạc và vàng đi, đặng lấy những súc vật và của cải, đặng làm một sự cướp giựt lớn sao?|示 巴 人 、 底 但 人 、 他 施 的 客 商 、 和 其 間 的 少 壯 獅 子 、 都 必 問 你 說 、 你 來 要 搶 財 為 擄 物 麼 ． 你 聚 集 軍 隊 要 奪 貨 為 掠 物 麼 ． 要 奪 取 金 銀 、 擄 去 牲 畜 財 貨 麼 ． 要 搶 奪 許 多 財 寶 為 擄 物 麼 。
Vậy nên, hỡi con người, hãy nói tiên tri và bảo Gót rằng: Chúa Giê-hô-va phán như vầy: Trong ngày đó, khi dân Y-sơ-ra-ên của ta ở yên ổn, ngươi há chẳng phải sẽ biết sao?|人 子 阿 、 你 要 因 此 發 豫 言 、 對 歌 革 說 、 主 耶 和 華 如 此 說 、 到 我 民 以 色 列 安 然 居 住 之 日 、 你 豈 不 知 道 麼 ．
Bấy giờ ngươi sẽ đến từ nơi ngươi, từ phương cực bắc, ngươi và nhiều dân ở với ngươi, hết thảy đều cỡi ngựa, người đông nhiều hiệp nên một đạo binh mạnh.|你 必 從 本 地 從 北 方 的 極 處 、 率 領 許 多 國 的 民 來 、 都 騎 著 馬 、 乃 一 大 隊 極 多 的 軍 兵 。
Hỡi Gót! Ngươi sẽ đến đánh dân Y-sơ-ra-ên ta, như một đám mây che phủ đất. Thật vậy, trong những ngày sau rốt, ta sẽ khiến ngươi đi đánh đất ta, hầu cho các dân tộc học mà nhìn biết ta, khi ta sẽ được tỏ ra thánh bởi ngươi trước mắt chúng nó.|歌 革 阿 、 你 必 上 來 攻 擊 我 的 民 以 色 列 、 如 密 雲 遮 蓋 地 面 ． 末 後 的 日 子 、 我 必 帶 你 來 攻 擊 我 的 地 、 到 我 在 外 邦 人 眼 前 、 在 你 身 上 顯 為 聖 的 時 候 、 好 叫 他 們 認 識 我 。
Chúa Giê-hô-va phán như vầy: Xưa kia ta đã cậy tôi tớ ta, là các tiên tri của Y-sơ-ra-ên, trong những thời đó, trải nhiều năm, họ đã nói tiên tri rằng ta sẽ khiến ngươi đến nghịch cùng dân ta, ấy há chẳng phải là ta đã phán về ngươi sao?|主 耶 和 華 如 此 說 、 我 在 古 時 藉 我 的 僕 人 以 色 列 的 先 知 所 說 的 、 就 是 你 麼 ． 當 日 他 們 多 年 豫 言 我 必 帶 你 來 攻 擊 以 色 列 人 。
Chúa Giê-hô-va phán: Sẽ xảy đến trong ngày đó, là ngày Gót sẽ đi đánh đất Y-sơ-ra-ên, thì cơn giận của ta sẽ nổi trên lỗ mũi ta.|主 耶 和 華 說 、 歌 革 上 來 攻 擊 以 色 列 地 的 時 候 、 我 的 怒 氣 要 從 鼻 孔 裡 發 出 。
Ta đương ghen tương, đương giận phừng phừng mà nói rằng: Thật, trong ngày đó sẽ có sự rúng động lớn phát ra trong đất Y-sơ-ra-ên.|我 發 憤 恨 和 烈 怒 如 火 說 、 那 日 在 以 色 列 地 必 有 大 震 動 ．
Trước mặt ta, những cá biển, những chim trời, những loài thú đồng, hết thảy những côn trùng bò trên đất, hết thảy những người ở trên mặt đất, sẽ đều run rẩy. Những núi đều bị quăng xuống, những vách đá đều đổ xuống, hết thảy những tường đều bị sụp xuống đất.|甚 至 海 中 的 魚 、 天 空 的 鳥 、 田 野 的 獸 、 並 地 上 的 一 切 昆 蟲 、 和 其 上 的 眾 人 、 因 見 我 的 面 、 就 都 震 動 、 山 嶺 必 崩 裂 、 陡 巖 必 塌 陷 、 牆 垣 都 必 坍 倒 。
Chúa Giê-hô-va phán: Ta sẽ gọi gươm đến nghịch cùng nó ở trên mọi núi của ta. Ai nấy sẽ xây gươm lại nghịch cùng anh em mình.|主 耶 和 華 說 、 我 必 命 我 的 諸 山 發 刀 劍 來 攻 擊 歌 革 ． 人 都 要 用 刀 劍 殺 害 弟 兄 。
Ta sẽ làm sự xét đoán nghịch cùng nó bởi dịch lệ và bởi máu. Ta sẽ khiến những trận mưa dầm, mưa đá, lửa và diêm sinh đổ xuống trên nó, trên đạo binh nó, và dân đông đi với nó.|我 必 用 瘟 疫 和 流 血 的 事 刑 罰 他 ． 我 也 必 將 暴 雨 、 大 雹 、 與 火 、 並 硫 磺 降 與 他 和 他 的 軍 隊 、 並 他 所 率 領 的 眾 民 。
Ay vậy, ta sẽ làm sáng danh ta, sẽ tỏ mình ra thánh, và sẽ được nhận biết trước mắt nhiều dân tộc. Chúng nó sẽ biết rằng ta là Đức Giê-hô-va.|我 必 顯 為 大 、 顯 為 聖 、 在 多 國 人 的 眼 前 顯 現 ． 他 們 就 知 道 我 是 耶 和 華 。

					Ê-xê-ki-ên 39				|
						以西結書 39					
Hỡi con người, hãy nói tiên tri nghịch cùng Gót và bảo nó rằng: Chúa Giê-hô-va phán như vầy: Hỡi Gót, vua của Rô-rơ, Mê-siếc, và Tu-banh, nầy, ta nghịch cùng ngươi.|人 子 阿 、 你 要 向 歌 革 發 豫 言 攻 擊 他 、 說 、 主 耶 和 華 如 此 說 、 羅 施 、 米 設 、 土 巴 的 王 歌 革 阿 、 我 與 你 為 敵 ．
Ta sẽ quay ngươi lại. Ta sẽ dẫn ngươi đi, và khiến ngươi đến từ phía cực bắc, và đem ngươi lên trên các núi của Y-sơ-ra-ên.|我 必 調 轉 你 、 領 你 前 往 、 使 你 從 北 方 的 極 處 上 來 、 帶 你 到 以 色 列 的 山 上 ．
Ta sẽ đánh rơi cung của ngươi khỏi tay tả, và làm rớt những tên của ngươi khỏi tay hữu.|我 必 從 你 左 手 打 落 你 的 弓 、 從 你 右 手 打 掉 你 的 箭 。
Ngươi sẽ ngã xuống trên các núi của Y-sơ-ra-ên, ngươi và mọi đạo binh ngươi, cả đến những dân theo ngươi nữa. Ta sẽ phó ngươi cho mọi loài chim ăn thịt, và cho loài thú đồng nuốt đi.|你 和 你 的 軍 隊 、 並 同 著 你 的 列 國 人 、 都 必 倒 在 以 色 列 的 山 上 ． 我 必 將 你 給 各 類 的 鷙 鳥 、 和 田 野 的 走 獸 作 食 物 。
Ngươi sẽ ngã xuống trên đồng ruộng; vì ta đã phán, Chúa Giê-hô-va phán vậy.|你 必 倒 在 田 野 、 因 為 我 曾 說 過 ． 這 是 主 耶 和 華 說 的 。
Bấy giờ ta sẽ sai lửa xuống trên Ma-gốc, và trên những kẻ ở yên ổn nơi các cù lao; và chúng nó sẽ biết rằng ta là Đức Giê-hô-va.|我 要 降 火 在 瑪 各 、 和 海 島 安 然 居 住 的 人 身 上 ． 他 們 就 知 道 我 是 耶 和 華 。
Ta sẽ tỏ danh thánh ta ra giữa dân Y-sơ-ra-ên ta, và ta không để cho nói phạm đến danh thánh ta nữa. Các dân tộc sẽ biết rằng ta là Đức Giê-hô-va, là Đấng Thánh trong Y-sơ-ra-ên.|我 要 在 我 民 以 色 列 中 顯 出 我 的 聖 名 ． 也 不 容 我 的 聖 名 再 被 褻 瀆 ． 列 國 人 就 知 道 我 是 耶 和 華 以 色 列 中 的 聖 者 。
Nầy, sự ấy đến, và sẽ làm thành, Chúa Giê-hô-va phán vậy; ấy là ngày mà ta đã rao!|主 耶 和 華 說 、 這 日 事 情 臨 近 、 也 必 成 就 、 乃 是 我 所 說 的 日 子 。
Bấy giờ những dân cư các thành của Y-sơ-ra-ên sẽ đi ra, đặng đốt và phó cho lửa những khí giới, những thuẫn lớn và nhỏ, những cung và tên, những giáo và sào, chúng nó đem chụm lửa được bảy năm.|住 以 色 列 城 邑 的 人 必 出 去 撿 器 械 、 就 是 大 小 盾 牌 、 弓 箭 、 梃 杖 、 槍 矛 、 都 當 柴 燒 火 、 直 燒 七 年 ．
